rfid	op_id	soc_socialrs_sa	soc_socialavgti	soc_social_num_ti_1_5	soc_social_num_ti_4_5	soc_social_num_ti_7_5	soc_social_num_ti_10_5	soc_social_num_ti_13_5	soc_social_num_ti_16_5	soc_socialti_sa	soc_midconrs_sa	soc_midconavgti	soc_midcon_num_ti_1_5	soc_midcon_num_ti_4_5	soc_midcon_num_ti_7_5	soc_midcon_num_ti_10_5	soc_midcon_num_ti_13_5	soc_midcon_num_ti_16_5	soc_midconti_sa	soc_opconrs_sa	soc_opconavgti	soc_opcon_num_ti_1_5	soc_opcon_num_ti_4_5	soc_opcon_num_ti_7_5	soc_opcon_num_ti_10_5	soc_opcon_num_ti_13_5	soc_opcon_num_ti_16_5	soc_opconti_sa	soc_totalrs_sa	soc_avgtotalti	soc_total_num_ti_1_5	soc_total_num_ti_4_5	soc_total_num_ti_7_5	soc_total_num_ti_10_5	soc_total_num_ti_13_5	soc_total_num_ti_16_5	soc_totalti_sa	rt_trials_sa	rt_meanrt_sa	rt_devmedrt_sa	rt_falsealarm_sa	rt_peropfalsealarm_sa	rt_pinit_sa	rt_peropinit_sa	loco_sheet_id	loco_saact	loco_sadis	loco_sarear	loco_sacent	lr_lt_act_sa	lr_lt_inact_sa	lr_lt_tot_sa	lr_px_pre_act_sa	lr_px_pre_inact_sa	lr_px_pre_tot_sa	dd_pcd600	dd_pcd1200	dd_pcd1800	dd_pcd2400
CC1DCD19E8	W80	-0.427609428	857.46875	4	7	5	4	9	3	-0.411357103	-0.515151515	618.4545455	4	4	6	2	3	3	-0.521488359	-0.253472222	1186.95	3	6	3	9	9	10	0.444545837	-0.378514056	941.7340426	11	17	14	15	21	16	0.335562561	-0.311827957	0.126900818	0.434919753	-0.645833333	0.532554485	-0.393203883	-0.226377025	W01_WW3	-0.2875	-0.402981753	-0.514285714	-0.474524248	-0.375	-0.294117647	-0.301886792	0.318181818	-0.351190476	-0.21031746	6.01	12.01	18.01	24.01
CC1DCD1A20	W81	-0.453703704	743.7857143	10	3	5	5	4	1	-0.605702601	-0.544117647	426.7	7	5	3	3	1	1	-0.472036625	0.385964912	943.9642857	7	7	5	2	5	2	0.583120406	-0.447506562	734.0921053	24	15	13	10	10	4	-0.413084643	-0.389937107	-0.203925615	-0.371428173	-0.595238095	0.56042379	-0.508	-0.248960854	W01_WW3	-0.288359788	-0.496	-0.537634409	-0.632553606	-0.182926829	0.291666667	-0.169753086	-0.216666667	-0.553333333	-0.387096774	6.01	12.01	18.01	24.01
CC1DCD1A43	W82	-0.598915989	1095.59375	5	5	7	7	5	3	-0.352270628	-0.466666667	881.6470588	6	4	2	3	1	1	-0.470650562	-0.470588235	642.6	4	7	4	2	2	1	-0.509278351	-0.527272727	911.5797101	15	16	13	12	8	5	-0.297939548	-0.496732026	-0.107969555	-0.441284646	-0.5	-0.672645981	-0.448275862	0.264693377	W01_WW3	-0.323809524	-0.477022059	-0.653333333	-0.726647001	-0.53	-0.393939394	-0.505464481	-0.333333333	0.315789474	0.211382114	6.01	12.01	18.01	24.01
CC1DCD1A28	W83	-0.575268817	1052.37931	10	3	3	3	6	4	0.382930972	-0.6	924.1875	2	4	2	3	4	1	-0.518652344	-0.625	1052.285714	2	4	1	1	4	2	0.352837814	-0.598321343	1017.59322	14	11	6	7	14	7	0.384869163	-0.298850575	-0.166861034	-0.362135096	-0.708333333	-0.604940635	-0.310874704	0.12419268	W01_WW3	-0.151960784	-0.450508293	-0.55952381	0.34973545	0.18579235	-0.238095238	-0.124444444	0.422222222	0.392156863	0.40625	6.01	12.01	18.01	24.01
CC1DCD1A67	W84	-0.65942029	419.35	6	2	3	3	3	3	0.507458304	-0.474358974	302.6857143	6	10	6	4	4	4	-0.427591129	0.546296296	417.4642857	5	7	2	4	6	4	0.486513794	-0.385658915	369.5180723	17	19	11	12	13	11	0.202174705	-0.087962963	0.09983869	0.305042755	-0.583333333	-0.585511983	-0.18115942	0.114711588	W01_WW3	-0.343971631	-0.427921783	-0.59047619	0.405187835	-0.423423423	-0.511904762	-0.359848485	0.448717949	0.407407407	0.285185185	6.01	12.01	18.01	24.01
CC1DCD1A54	W85	-0.563405797	1782.611111	4	3	2	3	5	1	-0.416812068	-0.685897436	537.3333333	3	5	4	3	3		0.690832374	-0.590277778	751.4166667	4	8	3	3	3	3	0.392549178	-0.435275081	996.55	11	16	9	9	11	4	0.325150674	-0.28968254	0.113352325	0.378493564	-0.575757576	0.607427757	-0.357677903	-0.211135531	W01_WW3	-0.322368421	-0.505522088	-0.662790698	0.630220803	-0.442857143	-0.436507937	-0.419753086	-0.441666667	-0.311403509	-0.282051282	6.01	12.01	18.01	24.01
CC1DCD1A13	W86	-0.708333333	1255.666667	6	4	4	2	3	2	-0.296263678	-0.439393939	577.2857143	7	4	4	1	3	2	-0.628516271	-0.405797101	1826.05	2	4	4	3	3	3	0.368066294	-0.316037736	1209.887097	15	12	12	6	10	7	0.286568896	-0.328703704	-0.15024413	0.594679941	-0.717948718	-0.640386857	-0.175	0.307410454	W01_WW3	-0.351851852	-0.398268398	-0.511111111	-0.369193989	-0.453488372	-0.511904762	-0.448484848	-0.430555556	-0.307692308	-0.387387387	6.01	12.01	18.01	24.01
CC1DCD1A44	W87	-0.572222222	780.9	10	5	7	3	4	1	-0.456954103	-0.673913043	367.0384615	5	6	7	6	2		-0.533440892	-0.639705882	655.8695652	2	9	4	4	3	1	-0.353185833	-0.57127193	608.2911392	17	20	18	13	9	2	-0.218541646	-0.37037037	0.138557531	0.488895261	-0.764705882	-0.729471182	-0.387254902	-0.204803353	W01_WW3	-0.393772894	-0.449744463	-0.558139535	0.379754311	-0.491452991	-0.707070707	-0.590277778	-0.53968254	-0.629166667	-0.598360656	6.01	12.01	18.01	24.01
CC1DCD1A5E	W88	-0.319047619	1307.148148	7	5	3	4	6	2	-0.33217908	-0.52688172	680.8333333	7	5	3	2	5	2	0.326407783	-0.453125	919.16	5	5	4	3	3	4	0.289385913	-0.404255319	981.7368421	19	16	10	9	14	8	0.300796551	-0.300813008	-0.124292791	-0.317351353	-0.595238095	-0.434722222	-0.40625	-0.185474223	W01_WW3	-0.386363636	-0.514433551	-0.651960784	0.36707989	-0.444444444	0.179487179	-0.318518519	-0.416666667	-0.490196078	-0.395833333	6.01	12.01	18.01	24.01
CC1DCD1A31	W89	-0.579365079	1043.971429	6	8	5	6	6	4	-0.448234726	-0.577380952	344.96	7	6	4	1	4	3	-0.578247261	-0.5	352.46875	10	5	4	5	5	3	0.517124754	-0.551401869	613.5	23	19	13	12	15	10	0.321431148	-0.221153846	0.094468089	-0.352193854	-0.480392157	-0.437711016	-0.31920904	-0.277843136	W01_WW3	-0.368333333	-0.497036024	-0.613475177	-0.535054576	0.375706215	-0.506666667	-0.361471861	0.481060606	0.428571429	0.289115646	6.01	12.01	18.01	24.01
CC1DCD1A15	W90	-0.552287582	999.5333333	2	4	3	3	2	1	-0.45865829	-0.423076923	549.047619	3	4	3	5	3	3	0.434304779	-0.363636364	767.6190476	4	6	4	1	3	3	0.666749359	-0.495495495	748.122807	9	14	10	9	8	7	0.376728346	-0.383928571	-0.122773917	0.58601702	-0.5	0.698488757	-0.403773585	-0.342451608	W01_WW3	-0.263157895	-0.449680047	-0.546666667	-0.433075933	-0.623931624	-0.61827957	-0.459183673	-0.421568627	-0.394736842	-0.353535354	6.01	12.01	18.01	24.01
CC1DCD1A3C	W91	-0.600628931	1067.925926	5	4	5	3	5	4	-0.378246462	-0.62037037	358.7826087	9	3	4	2	3	2	-0.604220624	-0.60199005	1295.454545	6	5	7	6	5	4	0.39715712	-0.605769231	961.8795181	20	12	16	11	13	11	-0.276257819	-0.374213836	-0.092680363	-0.367447082	-0.518518519	0.562500856	-0.423611111	-0.207876079	W01_WW3	-0.37654321	-0.497606224	-0.636363636	-0.681807675	-0.257309942	-0.38	-0.161835749	0.426356589	-0.506410256	0.4140625	6.01	12.01	18.01	24.01
CC1DCD1A0A	W92	0.598039216	828.6785714	4	6	5	5	3	5	0.522689871	-0.333333333	384.72	6	4	4	4	3	4	-0.311130211	-0.408730159	835.7037037	7	5	4	4	5	2	-0.344831591	0.372727273	692.3125	17	15	13	13	11	11	0.360657062	-0.271317829	0.09958632	0.420252759	-0.722222222	-0.653916053	-0.571111111	-0.46649006	W01_WW3	-0.181992337	-0.332069111	-0.49047619	0.374009509	-0.409090909	-0.447916667	-0.425438596	-0.4	-0.46969697	-0.377192982	6.01	12.01	18.01	24.01
CC1DCD1A5D	W93	-0.385416667	648.030303	10	8	4	6	3	2	-0.395903955	-0.684210526	545.8888889	5	5	2	2	3	1	-0.464639861	-0.614035088	660.8333333	5	3	4	3	2	1	-0.536365762	-0.570987654	624.7246377	20	16	10	11	8	4	-0.225659266	-0.311403509	-0.11551881	-0.423012513	-0.537037037	-0.488506106	-0.394607843	-0.215196625	W01_WW3	-0.363636364	-0.517926357	-0.495495495	-0.466403162	-0.201149425	-0.460784314	-0.248062016	-0.596774194	-0.431818182	-0.285714286	6.01	12.01	18.01	24.01
CC1DCD1A53	W94	-0.532679739	518.88	8	4	2	3	2	5	0.618400805	0.701086957	594.5238095	7	5	2	2	4	1	-0.680657868	-0.555555556	639.6190476	4	5	3	4	2	3	0.572202051	0.385113269	580.4328358	19	14	7	9	8	9	0.357438495	-0.494791667	0.240476407	0.509472864	-0.666666667	-0.619591346	-0.647727273	-0.39897224	W01_WW3	-0.356481481	-0.510536398	-0.567460317	-0.561728395	-0.317708333	-0.628787879	-0.318181818	-0.591397849	-0.296296296	-0.482993197	6.01	12.01	18.01	24.01
CC1DCD1A65	W96	0.5	668.9230769	9	3	5	4	5		0.395607451	-0.675438596	415.7857143	5	4	1	3	1		0.513212912	-0.476190476	583.8	3	2	2	4	3	1	-0.650586545	-0.43287037	581.2727273	17	9	8	11	9	1	-0.418558126	-0.174242424	-0.126055857	-0.299460256	-0.729166667	-0.690330911	-0.203873598	-0.099242716	W01_WW3	-0.255747126	-0.406145251	-0.533333333	-0.476819657	-0.457364341	-0.652777778	-0.5	-0.44	0.314814815	-0.369791667	6.01	12.01	18.01	24.01
CC1DCD1A5C	W97	-0.576719577	1332.535714	7	4	6	3	6	2	0.589889863	-0.683333333	412.5909091	3	4	4	5	3	3	-0.371224716	-0.341269841	493.0909091	5	2	3	6	1	5	0.352667383	-0.57960199	794.9444444	15	10	13	14	10	10	0.418616935	-0.326086957	0.115977593	-0.392210798	-0.53030303	0.584992956	-0.308823529	0.289149806	W01_WW3	-0.175324675	-0.43426501	-0.640350877	-0.483108108	-0.583333333	-0.424242424	-0.511111111	-0.380952381	-0.570175439	-0.519230769	6.01	12.01	18.01	24.01
CC1DCD1A66	W98	-0.515267176	751.4857143	6	9	10	3	4	2	-0.366896957	-0.490740741	679.25	6	5	3	5	4	5	0.588547075	-0.478333333	929.1176471	5	8	7	5	5	4	0.431670984	-0.352657005	792.8969072	17	22	21	13	13	11	0.384849794	-0.280487805	0.179847334	0.445363381	-0.666666667	-0.525379655	-0.452380952	-0.23392688	W01_WW3	-0.131481481	-0.377333333	-0.561111111	0.35828877	0.156666667	-0.545454545	-0.268627451	0.430232558	-0.266666667	0.366071429	6.01	12.01	18.01	24.01
CC1DCD1A64	W99	-0.565292096	1503.903226	7	8	6	4	3	3	-0.399291328	-0.553921569	1028.6	4	3	4	9	4	6	0.401419926	-0.416666667	1154.066667	9	4	6	3	2	6	-0.245510809	-0.525114155	1231.879121	20	15	16	16	9	15	-0.276085862	-0.503030303	-0.209262375	-0.484333466	-0.486111111	0.723889941	-0.643389199	-0.372475041	W01_WW3	-0.42394822	-0.508371385	-0.641666667	-0.307407407	0.333333333	-0.359649123	-0.216312057	-0.427927928	-0.450617284	-0.357142857	6.01	12.01	18.01	24.01
CC1DCD1A18	WW0	-0.442528736	1708.384615	11	7	8	4	5	3	-0.345059758	-0.455882353	454.0869565	7	4	4	2	2	4	0.192266048	-0.767399267	891.0434783	5	5	3	4	4	2	0.561419278	-0.602209945	1147.823529	23	16	16	10	11	9	0.23083897	-0.281609195	0.086249977	0.311105997	-0.555555556	-0.404545472	-0.326550388	-0.084133484	W01_WW3	-0.074074074	-0.300535475	-0.53875969	-0.395561358	-0.346153846	-0.423611111	-0.375661376	0.367521368	0.196969697	0.224747475	6.01	12.01	18.01	24.01
CC1DCD1A4D	WW1	-0.598870056	1279.108108	5	8	6	7	8	3	0.45162449	-0.715909091	335.2916667	4	8	4	3	4	1	0.51459766	-0.604810997	470.3846154	5	4	5	3	5	3	0.560299537	-0.513071895	777.0574713	14	21	15	13	17	7	0.473439885	-0.430107527	0.167782851	0.530974375	-0.652777778	0.420777152	-0.48255814	-0.28662566	W01_WW3	-0.254273504	-0.410191441	-0.489583333	-0.191210046	-0.171717172	-0.444444444	-0.227272727	-0.303921569	-0.483333333	-0.384259259	6.045	12.01	18.01	24.01
CC1DCD1A56	WW2	-0.661716172	481.027027	11	6	6	4	7	3	-0.352187523	-0.431034483	311.3076923	5	4	6	3	4	4	0.52180078	-0.277777778	516.5925926	6	4	5	5	2	5	-0.584435705	-0.505868545	442.6666667	22	14	17	12	13	12	-0.34574835	-0.432624113	-0.11537703	-0.255663738	-0.458333333	0.588551165	-0.252777778	0.265422718	W01_WW3	-0.337837838	-0.392533003	-0.375	-0.251498801	-0.367521368	-0.433333333	-0.389830508	-0.561403509	-0.492424242	-0.524390244	6.01	12.01	18.01	24.01
CC1DCD1A68	WW3																																					-0.201877934	0.13246634	0.421559944	-0.75	-0.750813594	-0.363095238	-0.214907834	W01_WW3	-0.354938272	-0.502195609	-0.656862745	-0.274021352	-0.511111111	-0.649425287	-0.579096045	-0.49122807	-0.538461538	-0.458333333	6.01	12.01	18.01	24.01
CC1DCD1A4B	X01	-0.747311828	578.9090909	9	5	3	1	2	2	-0.454046639	-0.691666667	602.3	2	3	3		2		0.619616016	-0.638888889	570.0769231	5	2	3	2		1	-0.565999063	-0.689393939	581.5555556	16	10	9	3	4	3	-0.395388596	-0.224489796	0.147685639	0.379914495	-0.675925926	-0.647116148	-0.476190476	-0.385131088	X01_XX3	-0.364197531	-0.425804094	-0.697530864	-0.499337309	-0.358695652	-0.583333333	-0.398809524	-0.307692308	-0.673913043	-0.578947368	6.01	12.01	18.01	24.01
CC1DCD1A06	X02	-0.567375887	559.9565217	8	7	1	3	4		-0.533470985	-0.435185185	389.0555556	6	4	3	1	3	1	-0.439939219	-0.671111111	567.2380952	2	4	6	6	1	2	-0.601178519	-0.562169312	512.8064516	16	15	10	10	8	3	-0.277376244	-0.213836478	0.128322054	-0.253826737	-0.681818182	-0.651875824	-0.243333333	-0.1304617	X01_XX3	-0.375886525	-0.478207489	-0.533333333	-0.595970308	-0.45	-0.638888889	-0.390740741	-0.666666667	-0.5	-0.563218391	6.01	12.01	18.01	24.01
CC1DCD1A07	X03	-0.622807018	1131.923077	5	7	6	3	3	2	-0.428055037	-0.552287582	709.5	12	3	6	3	1	5	0.664634146	-0.709219858	784.3529412	4	4	2	1	4	2	-0.41036526	-0.625806452	877.3835616	21	14	14	7	8	9	-0.185002799	-0.10652921	-0.050480393	-0.522367072	0.5	0.522179487	0.254681648	0.419390909	X01_XX3	-0.532051282	-0.585123967	-0.738095238	-0.631082529	-0.538461538	-0.454545455	-0.513513514	-0.598039216	-0.525	-0.416666667	6.01	12.01	18.01	24.01
CC1DCD1A4C	X04	-0.379310345	839.5	8	3	2	6	3	4	0.49277282	-0.680107527	460.1538462	6	3	3	7	1	6	-0.546508983	-0.485294118	715.9375	1	4	3	4	1	3	-0.537059489	-0.557333333	665.3823529	15	10	8	17	5	13	-0.339609423	0.555555556	0.184771434	0.415553401	0.354166667	-0.318001443	0.552816901	0.215283083	X01_XX3	0.168582375	-0.321937322	-0.51754386	-0.536982249	-0.523809524	-0.621212121	-0.561403509	-0.37037037	-0.456140351	-0.349206349	6.01	12.01	18.01	24.01
CC1DCD1A0D	X05	-0.729166667	607.1	6	2	5	3	1	3	-0.484547461	-0.522727273	351.6315789	5	5	4	2	2	1	-0.377585243	-0.616465863	483.5555556	7	3	4		2	2	0.443335892	-0.520531401	482.9298246	18	10	13	5	5	6	-0.380859199	-0.321705426	0.141064572	0.327578823	-0.742424242	-0.782881022	-0.268292683	-0.139747309	X01_XX3	-0.589347079	-0.671171171	-0.738888889	0.447762665	-0.388888889	-0.472222222	-0.398373984	-0.448275862	-0.646396396	-0.556140351	6.01	12.01	18.01	24.01
CC1DCD1A50	X06	-0.605555556	1240.954545	4	5	4	2	6	1	-0.432010153	-0.62037037	367.35	7	5	3	2	1	2	-0.566395184	-0.530701754	1127.5	2	6	3	4	3	2	0.584484982	-0.572271386	922.5483871	13	16	10	8	10	5	-0.240579941	-0.231292517	0.05558617	0.63279167	-0.365079365	-0.379821843	-0.358237548	-0.218329824	X01_XX3	-0.215686275	-0.322639541	-0.5	-0.349952517	-0.546296296	0.509259259	-0.379901961	-0.37962963	-0.547008547	-0.449820789	6.01	12.01	18.01	24.01
CC1DCD1A58	X07	0.574468085	1041.107143	7	5	6	2	6	2	-0.241570403	-0.728395062	556.2142857	5	2	3		3	1	-0.537808642	-0.531746032	483.4	5	4	3	3	2	3	0.528021871	-0.523504274	751.7096774	17	11	12	5	11	6	-0.182866961	-0.279761905	0.147498921	0.474271989	-0.683333333	-0.550929293	-0.289855072	-0.32521888	X01_XX3	-0.410526316	-0.477069351	-0.611111111	0.594569288	-0.478070175	-0.472222222	-0.456790123	-0.382352941	0.388888889	0.385416667	6.01	12.01	18.01	24.01
CC1DCD1A55	X08	0.46875	905.3333333	7	4	1	5	5	5	0.540180587	-0.595238095	528.875	2	5	3	3	1	2	0.525459847	-0.593333333	838.7142857	1	5	5	2	5	3	0.421120095	-0.475438596	789.359375	10	14	9	10	11	10	0.435403116	-0.183908046	0.150763665	-0.525209838	-0.733333333	-0.754463602	-0.338461538	0.225142692	X01_XX3	-0.575362319	-0.614499732	-0.746666667	-0.618618619	-0.262411348	-0.460784314	-0.281420765	-0.515151515	-0.325	-0.330128205	6.01	12.01	18.01	24.01
CC1DCD1A25	X09	-0.590517241	809.28125	4	6	6	2	9	5	0.311725934	-0.594202899	396.2857143	4	3	2	2	2	1	-0.616639027	0.361111111	247.4285714	3	6	3	4		5	-0.492082111	-0.564755839	546.880597	11	15	11	8	11	11	-0.20473586	-0.30952381	-0.185560949	-0.538640229	-0.345238095	0.592807682	-0.425490196	0.283589393	X01_XX3	-0.374074074	-0.435555556	-0.674603175	-0.726603575	0.259689922	-0.441176471	0.159003831	0.285087719	-0.530864198	-0.324858757	6.01	12.01	18.01	24.01
CC1DCD1A1B	X10	-0.602150538	670.9166667	4	2	2	3	1		-0.523496686	-0.616666667	290.3333333	3	4		3	2		0.597597598	-0.729166667	483.125	5	3	3	4	1		-0.5086448	-0.626436782	481.625	12	9	5	10	4		-0.480531737	-0.364197531	0.33114792	-0.441262927			-0.364197531	-0.167319293	X01_XX3	-0.370915033	-0.406304729	-0.65942029	-0.694350917	-0.489583333	-0.616666667	-0.482905983	-0.692982456	-0.69047619	-0.692307692	6.01	12.01	18.01	24.01
CC1DCD1A1A	X11	-0.624242424	407.28	9	6	7	2	1		0.497185185	-0.688888889	270.7333333	6	2	4	2		1	-0.555300044	-0.695035461	706.8888889	4	6	3	1	3	1	-0.491568768	-0.596969697	464.9482759	19	14	14	5	4	2	-0.40438643	-0.357723577	0.139483735	-0.520755006	-0.7	-0.724521874	-0.431372549	-0.426457863	X01_XX3	-0.328231293	-0.469237833	-0.578125	-0.564439946	-0.573643411	-0.611111111	-0.584699454	-0.5	-0.564814815	-0.535353535	6.01	12.01	18.01	24.01
CC1DCD1A19	X12	-0.529761905	740.0526316	7	3	2	3	3	1	-0.42006929	-0.68627451	223.0769231	5	5		2	1		-0.540557668	-0.738095238	464.3684211	7	6	3	1	2		-0.523029517	-0.630952381	505.5686275	19	14	5	6	6	1	-0.358989658	-0.341666667	-0.092153907	0.440791001	-0.576923077	-0.538255673	-0.25	-0.162276067	X01_XX3	-0.509876543	-0.551204819	-0.677777778	0.473593074	-0.525252525	-0.7	-0.523148148	-0.398148148	-0.595238095	-0.378787879	6.01	12.01	18.01	24.01
CC1DCD1A4E	X13	-0.588888889	679.96	5	5	2	4	4	5	0.367737856	-0.555555556	433.375	9	8	4	6	3	2	-0.374300668	-0.447154472	870.8	7	6	4	6	4	3	-0.267743021	-0.49754902	655.0689655	21	19	10	16	11	10	0.239207048	-0.139784946	0.198190398	0.507419851	-0.619047619	-0.583693318	-0.273809524	-0.18823285	X01_XX3	-0.374551971	-0.497400347	-0.702020202	0.562391681	-0.354609929	-0.282608696	-0.330952381	-0.326666667	-0.290322581	-0.306547619	6.01	12.01	18.01	24.01
CC1DCD1AC4	X14	-0.663194444	506	4	4	4	3	2	2	-0.549019608	-0.727272727	186.9444444	7	6	2	1	1	1	-0.470412339	-0.507246377	314.7222222	6	4	2		4	2	-0.547379354	-0.492424242	338.9818182	17	14	8	4	7	5	-0.339988672	-0.415611814	0.10735758	0.362479076	-0.770833333	-0.747660238	-0.412650602	-0.115614153	X01_XX3	-0.477366255	-0.551817479	-0.787037037	-0.7234375	-0.485294118	0.222222222	-0.430232558	-0.484848485	-0.512820513	-0.430107527	6.01	12.01	18.01	24.01
CC1DCD1A36	X15	-0.626344086	377.2413793	5	6	7	6	4	1	-0.42463448	-0.534722222	392	5	5	2	4	3	1	0.629839471	-0.61827957	608	4	4	1	3	1	3	0.435075494	-0.605413105	438.5846154	14	15	10	13	8	5	-0.245340957	-0.283333333	0.153051444	0.376067299	-0.588235294	-0.615716851	-0.39183223	-0.375133058	X01_XX3	-0.412280702	-0.482758621	-0.628205128	-0.562484715	-0.339506173	-0.361111111	-0.309027778	0.333333333	-0.403225806	-0.263888889	6.01	12.01	18.01	24.01
CC1DCD1A2F	X16	0.608974359	829.1578947	5	3	3	3	2	3	0.246147957	-0.6875	283.1333333	6	2	3	1	1	2	-0.557327496	-0.566666667	348.8666667	6	3	2		3	1	-0.605354449	-0.52259887	514.9795918	17	8	8	4	6	6	-0.325474472	-0.357142857	0.212879202	-0.529545223	-0.466666667	-0.492862979	-0.55599473	-0.483722402	X01_XX3	-0.470238095	-0.568209877	-0.72	0.590599633	-0.290598291	-0.384615385	-0.314102564	-0.71875	-0.407407407	-0.606666667	6.01	12.01	18.01	24.01
CC1DCD1A59	X17	-0.647435897	449.7142857	6	5	1		1		-0.703403902	-0.513888889	497.7222222	5	6	3	1		2	0.670238095	-0.583333333	575	3	4	1	2	4		0.579546642	-0.597701149	506.6304348	14	15	5	3	6	2	-0.451166498	-0.354700855	-0.111857362	-0.221011715	-0.590909091	-0.547095665	-0.356725146	-0.145676216	X01_XX3	-0.375457875	-0.381289308	-0.691666667	-0.505319149	-0.598039216	-0.75	-0.646666667	-0.644444444	-0.616666667	-0.601449275	6.01	12.01	18.01	24.01
CC1DCD1A90	X18	-0.50877193	1022	9	7	6	2	3	4	-0.343976477	-0.591666667	442.125	3	6	4	1	1	1	-0.5278334	-0.698412698	551.8	5	3	4	2		1	-0.480022616	-0.526190476	758.5967742	17	16	14	5	4	6	-0.3816004	-0.159574468	-0.186237922	-0.349282884	-0.633333333	-0.550529902	-0.523316062	-0.454145951	X01_XX3	-0.379385965	-0.478344934	-0.69047619	-0.699707923	-0.593495935	-0.433333333	-0.562091503	-0.590909091	-0.608333333	-0.506666667	6.01	12.01	18.01	24.01
CC1DCD1A71	X19	-0.625	936.71875	9	5	5	4	5	4	0.450221929	-0.509803922	297.3809524	8	4	2	4	1	2	-0.587462016	-0.575757576	341.2608696	6	4	3	4	5	1	-0.548440916	-0.510548523	579.8552632	23	13	10	12	11	7	0.434664922	-0.343971631	0.160709341	0.434266558	-0.621212121	-0.562699827	-0.398148148	-0.332941974	X01_XX3	-0.48030303	-0.564244339	-0.58	0.600315381	-0.544117647	-0.679487179	-0.581560284	-0.614583333	-0.638888889	-0.547619048	6.01	12.01	18.01	24.01
CC1DCD1AA9	X20	-0.682098765	869.68	7	5	3	4	3	3	0.504218543	-0.4375	499	6	4	5	2	1	5	0.656474608	-0.65308642	1039.032258	8	2	5	10	3	2	0.543123234	-0.554347826	824.1	21	11	14	16	7	11	0.430260292	0.242424242	0.144030292	0.493564855	-0.515151515	-0.472392365	0.352380952	-0.150960045	X01_XX3	-0.344135802	-0.410222222	-0.621794872	-0.658160553	-0.529680365	-0.282051282	-0.48627451	-0.487804878	-0.365079365	-0.446236559	6.01	12.01	18.01	24.01
CC1DCD1AC9	X21	-0.560283688	614.3809524	6	2	6	3	3	1	-0.51393912	-0.555555556	482.4210526	3	4	6	2	2	2	0.460950365	-0.534090909	690.4090909	6	6	3	4	1	2	-0.432780641	-0.455	600.9193548	15	12	15	9	6	5	-0.263317119	-0.450980392	0.16453481	0.248034335	-0.642857143	0.694035948	-0.386363636	0.116999269	X01_XX3	-0.496296296	-0.587492828	-0.641025641	-0.602954145	-0.431972789	-0.354166667	-0.412820513	-0.411111111	-0.5	-0.456989247	6.01	12.01	18.01	24.01
CC1DCD1ACC	X22	-0.516666667	1055.65	6	5	5	1	1	2	-0.433724922	-0.341666667	404.1	5	3	4	3	3	2	0.335798817	0.27027027	589.6	3	7	4	1	3	2	-0.527904556	-0.308139535	683.1166667	14	15	13	5	7	6	-0.284544756	-0.283854167	0.165488058	0.224415523	-0.68627451	-0.639763243	-0.355555556	-0.323762193	X01_XX3	-0.357677903	-0.468559219	-0.596153846	-0.558724428	-0.275	0.256410256	-0.220430108	0.542635659	-0.458333333	-0.445454545	6.01	12.01	18.01	24.01
CC1DCD1A96	X23	-0.654761905	870.2727273	4	7	5	3	3		0.389632747	-0.694444444	552.1428571	7	4	4	2	3	1	-0.439530162	-0.5	749.1052632	7	4	2	2	3	1	0.485876318	-0.646604938	725.3870968	18	15	11	7	9	2	-0.435991974	-0.215686275	-0.087783172	-0.363503696	-0.696969697	0.644818997	-0.286163522	0.321000785	X01_XX3	-0.343971631	-0.441102757	-0.672043011	-0.575846834	-0.37755102	-0.595238095	-0.370967742	-0.257575758	-0.34375	-0.308641975	6.01	12.01	18.01	24.01
CC1DCD1A8F	X24	0.612962963	1072.4	9	6	4	1	4	1	-0.471578366	-0.723484848	333.1818182	7	4	2	5	2	2	-0.452658303	-0.653846154	908.3333333	3	4	2	3	1	2	-0.439300412	-0.446236559	770.4032258	19	14	8	9	7	5	-0.339459564	-0.44047619	-0.084802678	-0.350255738	-0.375	0.689412571	-0.536187564	-0.225678776	X01_XX3	-0.309027778	-0.462018991	-0.631313131	-0.452870608	-0.429166667	-0.490740741	-0.37254902	0.487987988	-0.5	0.470760234	6.01	12.01	18.01	24.01
CC1DCD1AA6	X25	-0.341563786	927.7272727	8	7	10	3	3	2	-0.337681724	-0.559027778	407.8571429	5	5	4	2	3	2	-0.55515737	0.633027523	675.5714286	5	5	4	1	3	3	0.466373279	0.4275	711.56	18	17	18	6	9	7	-0.331943819	-0.233974359	0.101276346	-0.223253975	-0.547619048	0.595023062	-0.336879433	-0.320445418	X01_XX3	-0.495798319	-0.585271318	-0.697530864	-0.590106007	-0.453216374	-0.43452381	-0.373333333	-0.693333333	-0.441666667	-0.350574713	6.01	12.01	18.01	24.01
CC1DCD1AAA	X26	-0.575091575	504.0967742	8	7	5	4	4	3	-0.187109863	-0.446078431	569.0769231	6	5	5	4	5	1	0.723511604	-0.447619048	627.6666667	4	7	5	3	3	2	-0.530365382	-0.516771488	561.5679012	18	19	15	11	12	6	-0.441411239	-0.536111111	-0.136286497	-0.655241182	-0.650793651	0.686053391	-0.507843137	0.323290043	X01_XX3	-0.335106383	-0.473478939	-0.636752137	0.441690962	-0.611111111	-0.222222222	-0.549707602	-0.564102564	-0.383333333	-0.513888889	6.01	12.01	18.01	24.01
