rfid	op_id	soc_socialrs_sa	soc_socialavgti	soc_social_num_ti_1_5	soc_social_num_ti_4_5	soc_social_num_ti_7_5	soc_social_num_ti_10_5	soc_social_num_ti_13_5	soc_social_num_ti_16_5	soc_socialti_sa	soc_midconrs_sa	soc_midconavgti	soc_midcon_num_ti_1_5	soc_midcon_num_ti_4_5	soc_midcon_num_ti_7_5	soc_midcon_num_ti_10_5	soc_midcon_num_ti_13_5	soc_midcon_num_ti_16_5	soc_midconti_sa	soc_opconrs_sa	soc_opconavgti	soc_opcon_num_ti_1_5	soc_opcon_num_ti_4_5	soc_opcon_num_ti_7_5	soc_opcon_num_ti_10_5	soc_opcon_num_ti_13_5	soc_opcon_num_ti_16_5	soc_opconti_sa	soc_totalrs_sa	soc_avgtotalti	soc_total_num_ti_1_5	soc_total_num_ti_4_5	soc_total_num_ti_7_5	soc_total_num_ti_10_5	soc_total_num_ti_13_5	soc_total_num_ti_16_5	soc_totalti_sa	rt_trials_sa	rt_meanrt_sa	rt_devmedrt_sa	rt_falsealarm_sa	rt_peropfalsealarm_sa	rt_pinit_sa	rt_peropinit_sa	loco_sheet_id	loco_saact	loco_sadis	loco_sarear	loco_sacent	lr_lt_act_sa	lr_lt_inact_sa	lr_lt_tot_sa	lr_px_pre_act_sa	lr_px_pre_inact_sa	lr_px_pre_tot_sa	dd_pcd600	dd_pcd1200	dd_pcd1800	dd_pcd2400
CC1DCD19DF	U88	-0.443089431	1711.058824	5	5	2		3	2	0.371532279	-0.444444444	1118.473684	4	4	4	3	2	2	-0.447365684	-0.540650407	1176.391304	5	4	4	6	3	1	0.452464789	-0.364761905	1311.79661	14	13	10	9	8	5	-0.208581304	0.226190476	0.163553193	-0.405674757	-0.633333333	-0.689801587	-0.207650273	-0.207657886	U01_UU3	-0.425287356	-0.543115942	-0.6875	-0.52020202	-0.613333333	-0.433333333	-0.509009009	-0.614942529	-0.5	-0.442028986	6.01	12.01	18.01	24.01
CC1DCD193B	U89	-0.534313725	384.8064516	7	7	6	6	2	3	-0.618394114	-0.570707071	212.826087	7	4	4	4	3	1	-0.448761261	-0.504504505	412.4	7	5	4	2	3	4	0.432518714	-0.53525641	343.4683544	21	16	14	12	8	8	-0.406517935	-0.269047619	0.094545598	-0.36062034	-0.692307692	-0.706410256	-0.448028674	-0.308531746	U01_UU3	-0.380081301	-0.532656023	-0.681818182	0.241724403	-0.346491228	-0.441176471	-0.375757576	-0.354166667	-0.271929825	-0.267676768	6.01	12.01	18.01	24.01
CC1DCD1985	U90	-0.521428571	653.32	5	4	6	3	3	4	0.394131612	-0.524509804	409.6818182	5	4	4	5	1	3	0.576973622	-0.661728395	721.1935484	7	6	5	4	3	6	-0.318550354	-0.576296296	611.5769231	17	14	15	12	7	13	0.254663917	-0.354761905	0.125145141	-0.467988325	-0.477272727	-0.406103296	-0.32964135	-0.13597257	U01_UU3	-0.115591398	-0.37213847	-0.590909091	-0.390555556	-0.641975309	-0.568181818	-0.543650794	-0.516666667	-0.348484848	-0.384615385	6.01	12.01	18.01	24.01
CC1DCD19AE	U91	-0.62	1503.521739	5	3	5	4	3	3	0.551338938	-0.561728395	615.5909091	7	6	3	4	2		-0.653755689	-0.49382716	786.96	7	5	4	5	3	1	0.428048142	-0.536458333	968.5428571	19	14	12	13	8	4	-0.313465784	-0.362179487	0.094422704	0.30300822	-0.576923077	-0.62050903	-0.36163522	-0.224391254	U01_UU3	-0.351405622	-0.482028557	-0.695402299	-0.596858639	-0.63559322	-0.563218391	-0.525462963	-0.5	-0.526666667	-0.299242424	6.01	12.01	18.01	24.01
CC1DCD197F	U92	-0.433333333	1215.541667	5	3	5	6	3	2	-0.577496814	-0.608024691	604.56	6	7	6		2	4	-0.503057802	-0.419871795	1373.621622	6	6	4	5	9	6	0.296170376	-0.478873239	1105.94186	17	16	16	11	14	12	0.412394509	-0.348484848	0.212338372	0.211686382	-0.538461538	-0.364254602	-0.466785291	-0.392304515	U01_UU3	-0.260273973	-0.459394904	-0.479166667	0.521525215	-0.43452381	-0.434782609	-0.434640523	-0.547619048	0.184210526	-0.40070922	6.01	12.01	18.01	24.01
CC1DCD1932	U93	-0.605691057	814.7307692	8	3	2	5	6	2	0.541374383	-0.444444444	562.9090909	6	5	3	3	4	1	-0.470769231	0.625	1432.961538	5	4	4	6	3	4	0.290991094	-0.335555556	957.0810811	19	12	9	14	13	7	0.141027507	-0.322916667	0.112352569	0.358587451	-0.5	-0.411948116	-0.220052083	0.256277695	U01_UU3	-0.206349206	-0.443715847	-0.5375	0.191560413	-0.558823529	-0.491452991	-0.457264957	-0.438596491	0.316091954	-0.306818182	6.01	12.01	18.01	24.01
CC1DCD19E0	U94	-0.628472222	297.1724138	10	6	6	2	2	3	-0.462852157	-0.717054264	649.1333333	3	5	3	1	2	1	-0.52852024	-0.551282051	679.4285714	8	7	5	4	2	2	-0.343003177	-0.570175439	519.1527778	21	18	14	7	6	6	-0.430649485	-0.135416667	0.041838578	0.291010693	-0.6	-0.57238399	-0.222222222	-0.105530312	U01_UU3	-0.333333333	-0.478552972	-0.59375	0.500773395	-0.459459459	-0.5	-0.416666667	-0.548611111	-0.679487179	-0.616666667	6.01	12.01	18.01	24.01
CC1DCD18F5	U95	-0.5	756.7857143	6	7	4	2	6	3	0.651537576	-0.641414141	775.3333333	5	5	2	2	2	2	0.539497129	-0.528985507	769.3870968	12	5	3	4	4	3	-0.304554467	-0.562745098	766.1948052	23	17	9	8	12	8	0.412895072	-0.264069264	0.038980722	0.116255731	-0.708333333	-0.650930492	-0.510729614	-0.420186423	U01_UU3	-0.32437276	-0.441591138	-0.627777778	-0.45552677	-0.37654321	0.44047619	-0.226190476	-0.5	-0.522522523	-0.485815603	6.01	12.01	18.01	24.01
CC1DCD1991	U96	-0.721991701	1047.517241	4	3	4	6	5	7	0.312092391	-0.595238095	319.65	3	3	5	3	3	3	0.577852615	-0.453488372	499.4285714	3	5	4	2	5	2	0.570093458	-0.660555556	675.1285714	10	11	13	11	13	12	0.318582922	-0.193181818	-0.088556355	-0.274738799			-0.288690476	-0.291131895	U01_UU3	-0.37601626	-0.536209553	-0.570707071	-0.393195521	-0.395833333	-0.550724638	-0.408730159	-0.518518519	-0.4375	-0.435897436	6.01	12.01	18.01	24.01
CC1DCD1997	U97	-0.617948718	1024.592593	5	8	4	4	5	1	-0.358738989	-0.55	317.36	7	7	4	3	3	1	-0.322227917	-0.581300813	727.5217391	5	6	5	2	4	1	0.401152387	-0.589041096	697.7466667	17	21	13	9	12	3	-0.302364955	-0.293333333	0.14864408	0.609639985	-0.518518519	-0.458921784	-0.327044025	-0.280806645	U01_UU3	-0.240990991	-0.426394749	-0.608695652	-0.337426901	-0.273504274	-0.533333333	-0.361581921	-0.230769231	-0.552083333	-0.408045977	6.01	12.01	18.01	24.01
CC1DCD196C	U98	0.464157706	852.6451613	7	6	4	4	6	4	0.238753528	-0.472868217	354.1290323	9	6	4	5	3	4	0.429299231	-0.425	764.75	4	3	6	5	6	4	0.439127246	-0.25	653.5888889	20	15	14	14	15	12	0.320358174	-0.451690821	0.357788781	0.497776505	-0.712121212	-0.60242077	-0.564516129	-0.448433027	U01_UU3	-0.23880597	-0.50452381	-0.655555556	-0.682048498	-0.61965812	0.520833333	-0.384353741	-0.357142857	0.146666667	0.225925926	6.01	12.01	18.01	24.01
CC1DCD1941	U99	-0.485815603	991.8888889	9	8	4	4	1	1	-0.469578134	-0.548387097	546.4166667	7	5	6	3	1	2	-0.37552381	0.690322581	909.5652174	4	9	3	2	3	2	-0.348895114	0.461458333	821.8243243	20	22	13	9	5	5	-0.312545216	0.321078431	0.089874315	0.405305515	-0.546296296	-0.677002351	-0.41503268	-0.390056957	U01_UU3	-0.188405797	-0.312151616	-0.494047619	-0.466324201	-0.431034483	-0.474358974	-0.451515152	-0.470238095	-0.454545455	-0.461748634	6.01	12.01	18.01	24.01
CC1DCD194A	UU0	-0.521276596	997.40625	9	5	5	3	7	3	0.546659281	-0.505952381	466.3	4	6	4	1	4	1	0.526262318	-0.555555556	397.8928571	10	4	4	5	4	1	0.200674415	-0.523310023	654.8	23	15	13	9	15	5	0.487516631	-0.179487179	0.107355657	0.529054592	-0.636363636	-0.633645018	-0.367149758	-0.384173849	U01_UU3	-0.306306306	-0.492805755	-0.651041667	-0.529953917	-0.613636364	-0.5	-0.59375	0.342592593	-0.512820513	-0.226950355	6.01	12.01	18.01	24.01
CC1DCD198B	UU1	-0.444444444	356.4137931	8	5	7	2	3	4	0.382777977	-0.392156863	199.9285714	9	5	5	3	4	2	-0.365737593	-0.395833333	367.68	5	5	3	4	5	3	0.430906389	-0.388127854	306.4146341	22	15	15	9	12	9	-0.273605088	-0.25862069	0.138661784	0.335666837	-0.606060606	-0.505608028	-0.424908425	-0.227846228	U01_UU3	-0.266233766	-0.490389123	-0.471428571	-0.50377562	-0.25	-0.479166667	-0.330687831	0.350877193	-0.294871795	0.283333333	6.01	12.01	18.01	24.01
CC1DCD194B	UU2	-0.643333333	1711.458333	6	5	2	3	4	4	0.426166527	-0.601449275	207	4	6	3	3		2	0.44603033	-0.460784314	349.1818182	6	4	4	2	3	3	0.500650026	-0.522123894	820.046875	16	15	9	8	7	9	0.421521945	-0.242753623	0.125692593	0.525501849	-0.5625	-0.632483609	-0.330769231	-0.345436563	U01_UU3	-0.271428571	-0.456302521	-0.54040404	-0.40746124	-0.328947368	-0.450617284	-0.379487179	0.514492754	0.347222222	0.40625	6.01	12.01	18.01	24.01
CC1DCD18D9	UU3																																					-0.324561404	0.261719938	0.580779723	-0.595238095	-0.69540559	-0.467261905	-0.350983863	U01_UU3	-0.174242424	-0.359195402	-0.509259259	0.598002023	-0.604761905	-0.416666667	-0.540880503	-0.615384615	-0.643939394	-0.524691358	6.01	12.01	18.01	24.01
CC1DCD197D	V01	-0.56779661	889.7391304	4	9	3	3	2	2	-0.50026862	-0.528735632	385	8	5	3	3	1	3	-0.495269038	-0.48	1193.964286	7	5	4	4	4	4	0.402484361	-0.527777778	847.972973	19	19	10	10	7	9	0.315957006	-0.295454545	0.372639189	0.587974599	-0.533333333	-0.429292929	-0.418699187	-0.346647368	V01_VV3	-0.353623188	-0.330321285	-0.452380952	-0.187173459	-0.327777778	-0.388888889	-0.257936508	0.59375	-0.357142857	0.352941176	6.01	12.01	18.01	24.01
CC1DCD19A0	V02	-0.56122449	1012.15	3	3	5	2	3	4	0.438723451	-0.614583333	249.8235294	3	2	5	1	5	1	-0.422648178	-0.644654088	471.84	5	4	5	3	5	3	0.547942056	-0.605932203	585.2580645	11	9	15	6	13	8	0.373753063	-0.333333333	0.11057929	0.388730539	-0.452380952	0.584836347	-0.407713499	-0.209803714	V01_VV3	-0.526748971	-0.586988304	-0.701754386	-0.5995671	-0.512345679	0.686868687	-0.426829268	-0.571428571	0.333333333	-0.477777778	6.01	12.01	18.01	24.01
CC1DCD194C	V03	-0.678294574	451.5909091	5	6	5	1	3	2	-0.333936712	-0.648809524	261.7058824	2	6	5	2	2		-0.515676029	-0.52020202	794.3461538	8	5	6	3	3	1	-0.360904815	-0.616504854	539.0307692	15	17	16	6	8	3	-0.338899581	-0.403225806	0.176359075	0.529743688	-0.604166667	-0.640573319	-0.538888889	-0.273888077	V01_VV3	-0.53894081	-0.625462229	-0.792929293	-0.742283951	-0.50952381	-0.491666667	-0.48427673	-0.696078431	-0.619047619	-0.661290323	6.01	12.01	18.01	24.01
CC1DCD195C	V04	-0.525793651	635.4516129	3	6	5	3	9	5	0.6036259	0.388888889	311.125	2	4	2	3	3	2	0.658713835	-0.628205128	315.4705882	6	3	2	3	1	2	0.478205877	-0.517628205	469.375	11	13	9	9	13	9	0.48288921	-0.264550265	0.189968727	0.471578307	-0.533333333	-0.518060877	-0.456521739	-0.368929722	V01_VV3	-0.607575758	-0.626690182	-0.756944444	-0.813121891	0.279279279	0.421052632	0.327380952	0.585714286	-0.604938272	0.300925926	6.01	12.01	18.01	24.01
CC1DCD1948	V05	-0.569767442	1129.866667	2	5	3	2	1	2	-0.476331727	-0.78125	421.4444444	4	1	1			2	0.465085639	-0.766666667	833.9090909	4	2	4		1		0.765192239	-0.573529412	854.6857143	10	8	8	2	2	4	-0.559301942	-0.141025641	0.116913082	-0.485733236	-0.458333333	-0.469913058	-0.465277778	-0.476201482	V01_VV3	-0.507575758	-0.545634921	-0.657407407	0.327777778	0.419047619	-0.704545455	-0.311965812	0.605263158	-0.694444444	0.533333333				
CC1DCD1994	V07	-0.594202899	794.7333333	7	8	4	4	2	4	0.536313966	-0.710784314	365.826087	7	5	4	2	3	2	0.433171652	-0.458333333	626.9	4	4	4	2	4	2	0.62088776	-0.604609929	613.6164384	18	17	12	8	10	8	0.381622905	-0.318181818	0.163347667	-0.410659623	-0.648148148	0.543508575	-0.347554039	-0.099912769	V01_VV3	-0.469586375	-0.524242424	-0.65	0.432428941	-0.5	-0.366666667	-0.412280702	-0.63963964	-0.605263158	-0.491869919	6.01	12.01	18.01	24.01
CC1DCD197E	V08	-0.598484848	744.5806452	5	3	9	7	4	3	0.49902331	-0.476190476	189.9411765	2	3	4	2	2	4	-0.350040258	-0.307692308	415.4	7	4	5	2	4	3	-0.627216598	-0.53030303	502.6849315	14	10	18	11	10	10	-0.534904943	-0.178571429	0.223181426	0.310875415	-0.541666667	-0.578258547	-0.18597561	-0.071822977	V01_VV3	-0.525641026	-0.563400576	-0.75	-0.548063624	-0.409722222	-0.352941176	-0.213541667	-0.373015873	-0.333333333	-0.360215054	6.01	12.01	18.01	24.01
CC1DCD1971	V09	-0.573333333	1074.538462	4	3	3	2			-0.583915127	-0.797101449	332.7142857	5	4	3	1	1		-0.522550226	-0.678571429	774.5	5	3					0.71937236	-0.689873418	712.7567568	14	10	6	3	1		-0.619503908	-0.319727891	0.168551513	0.371866253	-0.681818182	-0.73001443	-0.327586207	-0.135477221	V01_VV3	-0.405017921	-0.503787879	-0.666666667	-0.696282294	-0.413043478	-0.574074074	-0.483739837	-0.416666667	-0.578431373	-0.48	6.01	12.01	18.01	24.01
CC1DCD1988	V10	-0.724489796	797.7272727	6	5	2	4	3	2	-0.540455617	-0.666666667	569.0714286	4	1	3	1	4	1	-0.496078431	-0.354166667	827.8888889	5	6	6	4	4	2	0.534370704	-0.561797753	759.8412698	15	12	11	9	11	5	0.332245285	-0.383647799	0.296709334	0.488661385	-0.551282051	0.675176684	-0.340350877	0.185055097	V01_VV3	-0.325	-0.494791667	-0.68452381	-0.568273092	-0.446428571	0.55	0.316326531	-0.34375	0.401515152	0.211111111	6.01	12.01	18.01	24.01
CC1DCD1962	V11	-0.595959596	1268.851852	7	5	3	4	3	5	0.413774812	-0.51754386	420.375	6	5	3	5	4	1	0.37791343	-0.339285714	1180.586207	5	5	4	6	4	5	-0.53911908	-0.4875	982.3125	18	15	10	15	11	11	0.408183092	-0.310606061	0.096250478	-0.331249202	-0.681818182	-0.670054676	-0.425925926	-0.304434491	V01_VV3	-0.375291375	-0.504042631	-0.647058824	-0.54480737	-0.5	0.413580247	-0.422619048	-0.533333333	0.174242424	-0.286458333	6.01	12.01	18.01	24.01
CC1DCD1972	V12	-0.673611111	819.6666667	2	4	4	3	4	1	0.3137036	-0.570175439	312.4	7	4	3	1	4	1	-0.513395639	-0.710784314	905.9411765	2	5	3	2	3	2	0.265779939	-0.664502165	661.8727273	11	13	10	6	11	4	0.242456403	-0.275	0.167170376	-0.344542721	-0.625	0.620615517	-0.28125	-0.348413441	V01_VV3	-0.405	-0.474160207	-0.594202899	-0.579278183	-0.349673203	-0.594202899	-0.425675676	-0.555555556	-0.629032258	-0.5	6.01	12.01	18.01	24.01
CC1DCD198A	V13	-0.395348837	545.5714286	7	5	6	3	3	4	0.298042459	-0.641414141	279.64	9	5	6	3	2		-0.458062016	-0.70212766	436.6470588	2	4	4	1	3	3	0.382959268	-0.578590786	424.1428571	18	14	16	7	8	7	-0.259342414	-0.478787879	0.283870552	0.30182353	-0.75	-0.668475452	-0.56993007	-0.324202445	V01_VV3	-0.451190476	-0.467302452	-0.658536585	-0.565397755	-0.571428571	-0.631578947	-0.595744681	-0.65625	-0.566666667	-0.612903226	6.01	12.01	18.01	24.01
CC1DCD198E	V14	-0.450980392	747	7	3	5	5	1		-0.43347779	-0.66091954	247.7894737	4	4	5	2	1	3	-0.533769063	-0.41025641	439.65	4	4	4	4	3	1	-0.587763713	-0.411314985	486.4666667	15	11	14	11	5	4	-0.335518827	-0.397727273	0.190995908	-0.633207451	-0.68627451	-0.617779606	-0.519379845	-0.420688668	V01_VV3	-0.390804598	-0.444076527	-0.628787879	0.711566315	-0.345238095	-0.594202899	-0.383333333	-0.53030303	-0.388888889	-0.362745098	6.01	12.01	18.01	24.01
CC1DCD199E	V15	-0.56372549	419.4	6	7	4	3	3	2	-0.299879808	-0.593023256	454.3928571	11	7	4	1	2	3	0.66700691	-0.603603604	416.76	6	9	3	3	2	2	0.520171318	-0.582207207	431.1153846	23	23	11	7	7	7	0.475381447	-0.285024155	0.217185151	-0.292434291	-0.366666667	0.482623297	-0.465255157	-0.390164525	V01_VV3	-0.480225989	-0.53155106	-0.711538462	-0.703206562	-0.540229885	-0.447368421	-0.388888889	-0.460784314	-0.611111111	-0.543859649	6.01	12.01	18.01	24.01
CC1DCD1973	V16	-0.369047619	597.9032258	5	4	6	9	4	3	-0.413709116	-0.685606061	527.3	7	3	3	2	1	3	-0.393858715	-0.16091954	719.21875	4	5	7	3	2	11	0.632723733	-0.424242424	627.6626506	16	12	16	14	8	17	0.261112529	-0.290780142	0.110601266	0.50808585	-0.592592593	0.775037969	-0.351851852	0.292819007	V01_VV3	-0.465465465	-0.530681227	-0.718390805	-0.662627169	-0.2625	-0.208333333	-0.24702381	-0.30952381	-0.333333333	-0.238095238	6.01	12.01	18.01	24.01
CC1DCD1961	V17	-0.563218391	996.68	2	6	6	5	2	3	0.543902954	-0.642857143	537.9166667	7	5	4	4	3	1	-0.519288055	-0.464646465	574.84	6	4	4	6	1	4	0.458352179	-0.544176707	705.3783784	15	15	14	15	6	9	0.34213047	-0.342857143	0.12773855	0.383772613	-0.598484848	-0.5150896	-0.414414414	-0.355107405	V01_VV3	-0.422955975	-0.464545455	-0.616666667	-0.513831259	-0.433333333	-0.516666667	-0.412698413	-0.350877193	-0.433333333	-0.36036036	6.01	12.01	18.01	24.01
CC1DCD195E	V18	-0.450757576	665.76	7	4	2	4	2	6	0.438347844	-0.595238095	349.7692308	3	4	3	2			-0.634329761	-0.679487179	695.6470588	2	6	5	2		2	0.545433579	-0.534364261	600.3090909	12	14	11	8	2	8	-0.233908766	0.292929293	0.216358927	0.598027482	-0.666666667	-0.549107143	-0.365942029	-0.123706004	V01_VV3	-0.196969697	-0.213527851	-0.622807018	-0.765424165	-0.348484848	0.676767677	-0.393081761	-0.444444444	-0.364583333	-0.279761905	6.01	12.01	18.01	24.01
CC1DCD196F	V19	-0.666666667	426	6	5	1	3			0.508537148	-0.616666667	393.1666667	3	3	1	4	1		0.644675403	-0.583333333	343.8181818	3	3	3	2			0.4607927	-0.527777778	391.8421053	12	11	5	9	1		-0.352383438	-0.259803922	0.124127645	0.48262976	-0.692307692	-0.681759053	-0.16374269	-0.189767428	V01_VV3	-0.524822695	-0.553834808	-0.729166667	0.545507046	-0.72	-0.533333333	-0.656862745	-0.720238095	-0.576923077	-0.674796748	6.01	12.01	18.01	24.01
CC1DCD199A	V20	-0.446236559	1831.28	10	4	3	4	1	3	0.41105794	-0.52173913	467.7647059	2	4	4	4		3	-0.593206466	-0.520833333	988.2727273	8	2	5	2	4	1	-0.567890929	-0.488235294	1179.3125	20	10	12	10	5	7	0.228167055	-0.370833333	0.105827121	0.546004401	-0.555555556	-0.404585538	-0.436936937	-0.232709369	V01_VV3	-0.603117506	-0.657769097	-0.773809524	-0.678237322	-0.493197279	-0.666666667	-0.525	-0.371794872	-0.441176471	-0.345679012	6.01	12.01	18.01	24.01
CC1DCD1968	V21	-0.401960784	877.25	2	4	3	2	4		0.695016004	-0.635802469	311.4210526	5	2	3	1	6	2	0.669736548	0.714285714	322.1764706	5	3	1	3	3	2	0.590657698	-0.43872549	489.0384615	12	9	7	6	13	4	0.670371555	0.4375	0.122510366	0.405851897	-0.566666667	-0.649801587	-0.378205128	-0.389920635	V01_VV3	-0.342105263	-0.492547425	-0.561403509	-0.647149938	0.645299145	-0.444444444	-0.5	0.56547619	-0.537037037	0.267857143	6.01	12.01	18.01	24.01
CC1DCD1999	V22	-0.615942029	438.4782609	8	4	4	2	4	1	0.723319616	-0.641666667	364.6363636	7	3	3	3	2	4	-0.40893015	-0.547619048	571.6086957	6	6	4	2	4	1	0.630182841	-0.558974359	459.6176471	21	13	11	7	10	6	0.612223628	-0.283333333	-0.121052448	-0.399492151	-0.651515152	-0.558486652	-0.357142857	-0.198625283	V01_VV3	-0.34469697	-0.412531807	-0.579710145	-0.514455782	-0.376923077	-0.424242424	-0.388888889	-0.666666667	-0.487179487	-0.541666667	6.01	12.01	18.01	24.01
CC1DCD1953	V23	-0.622807018	814.4545455	5	5	5	2	2	2	-0.535833333	-0.677083333	411.5263158	7	5	1	2	2	2	-0.327571379	-0.260416667	789.0869565	4	5	7	2	1	4	0.451426672	-0.516666667	685.71875	16	15	13	6	5	8	0.295163989	-0.37202381	0.172160834	0.445988844	-0.588888889	-0.586539458	-0.413793103	-0.262246679	V01_VV3	-0.410891089	-0.496794872	-0.666666667	-0.582110412	0.330601093	-0.226190476	0.282407407	0.556603774	-0.472222222	0.431034483				
CC1DCD1952	V24	-0.561032864	1085.896552	9	3	5	5	2	5	0.275169176	-0.649122807	447.625	9	4	2	4	2	3	0.51105953	-0.583333333	745.4090909	6	7	3	2	4		0.484502703	-0.58045977	781.7733333	24	14	10	11	8	8	-0.103717631	-0.275	0.264653646	0.569941209	-0.595238095	-0.587298381	-0.18627451	-0.199269512	V01_VV3	-0.315718157	-0.353092784	-0.621794872	-0.569105691	-0.328571429	-0.673076923	-0.288888889	-0.435185185	-0.523809524	-0.454954955				
CC1DCD1978	V88	-0.359259259	1003.904762	7	3	4	2	2	3	-0.379977648	-0.662280702	578.4	5	3	10	2	3	1	0.548691064	-0.41025641	947.4	2	7	1	4	6	5	0.397604151	-0.457142857	834.1830986	14	13	15	8	11	10	-0.329905189	-0.432291667	0.138344995	-0.556485761	-0.742424242	-0.70685112	-0.376923077	-0.349160443	V01_VV3	-0.383084577	-0.5944	-0.607142857	-0.538008745	-0.393939394	-0.634920635	-0.487654321	-0.456521739	-0.366666667	-0.421052632				
CC1DCD19A3	V25	-0.505050505	543.7619048	5	1	3	5	3	4	0.598826588	-0.196969697	346.4642857	8	5	7	3	2	3	0.571813206	-0.6	627.8333333	6	6	3	5	2	2	0.376376128	-0.413888889	495.7260274	19	12	13	13	7	9	0.340621697	0.290780142	0.182109057	0.499370941	-0.566666667	-0.495407489	-0.272401434	-0.162848099	V01_VV3	-0.497126437	-0.616382374	-0.725490196	-0.567010309	-0.197916667	-0.614035088	-0.423809524	0.683673469	0.555555556	0.635021097	6.01	12.01	18.01	24.01
CC1DCD1949	V26	-0.606382979	954.6190476	1	5	5	2	6	2	0.449379257	-0.7	350.9166667	3	4	3		2		-0.562448047	-0.695402299	674.2105263	7	3	4	1	1	3	-0.48066164	-0.612403101	712.8461538	11	12	12	3	9	5	0.204788261	0.257062147	0.146786912	-0.60127389	-0.777777778	-0.799849318	-0.193452381	-0.304319292	V01_VV3	-0.40248227	-0.461232604	-0.675438596	0.486531987	-0.5	-0.555555556	-0.519047619	-0.516666667	-0.527777778	-0.432098765	6.01	12.01	18.01	24.01
CC1DCD19E1	V27	-0.51010101	1109.0625	2	3	4	4	3		0.571190373	-0.551282051	326.1428571	4	4	1	2	1	2	0.506804925	-0.4	768.0909091	6	4	2	3	2	5	-0.391063063	-0.367346939	754.0192308	12	11	7	9	6	7	0.335215327	0.252873563	0.274594541	0.346956157	-0.694444444	-0.67957145	-0.331300813	-0.106511156	V01_VV3	-0.484536082	-0.56014615	-0.714285714	-0.66163222	-0.448717949	-0.529411765	-0.412280702	0.641304348	0.529411765	0.528846154	6.01	12.01	18.01	24.01
CC1DCD19A8	V28	-0.67962963	1348.277778	4	3	3	3	3	2	0.487801275	-0.585714286	314.4	7	4	3	3	4	4	0.414917374	-0.442028986	1332.64	8	4	3	4	4	2	0.430729273	-0.596491228	962.4264706	19	11	9	10	11	8	0.264745534	0.396226415	0.160904386	0.425005562	-0.666666667	-0.798612304	-0.513422819	-0.344330135	V01_VV3	-0.528645833	-0.560778727	-0.685714286	-0.622928177	-0.359375	-0.661904762	-0.517412935	0.353333333	-0.534722222	-0.280701754	6.01	12.01	18.01	24.01
CC1DCD193E	V29	-0.495238095	626.9230769	5	6	6	2	4	3	0.281305115	-0.516666667	394.0869565	3	4	7	5	2	2	-0.513786074	-0.548780488	421.0769231	5	4	4	6	4	3	0.360663396	-0.424242424	484.16	13	14	17	13	10	8	0.378708551	-0.185185185	0.064752741	-0.415242108	-0.714285714	-0.713271195	-0.217283951	-0.172563978	V01_VV3	-0.437106918	-0.457687339	-0.666666667	0.482591324	-0.365384615	-0.626984127	-0.440639269	0.306451613	0.416666667	0.346938776	6.01	12.01	18.01	24.01
CC1DCD1950	V30	-0.454545455	525	7	8	5	4	2	3	-0.302117712	-0.488888889	183.5833333	8	4	4	3	2	3	-0.371289954	0.481060606	494	3	5	6	1	1	5	0.557913577	-0.39375	405.472973	18	17	15	8	5	11	-0.416404092	-0.413043478	0.257769816	0.612681961	-0.708333333	-0.713042817	0.410852713	0.343999284	V01_VV3	-0.480902778	-0.551622419	-0.715053763	-0.523249739	-0.604166667	-0.476190476	-0.575268817	-0.512820513	-0.487179487	-0.355555556	6.01	12.01	18.01	24.01
CC1DCD1986	V31	0.387755102	914.40625	4	4	1	6	8	9	0.484042178	0.64	315.65	7	4	1	3	3	2	0.693156411	-0.561111111	603.95	5	4	4	1	3	3	-0.587972438	0.42834891	661.8472222	16	12	6	10	14	14	0.356179745	-0.260416667	0.19310316	-0.623947995	0.5	0.762153213	-0.390855457	-0.195395252	V01_VV3	-0.315789474	-0.48781231	-0.691358025	-0.681587302	-0.394557823	-0.285714286	-0.304093567	-0.5	-0.558139535	-0.538461538	6.01	12.01	18.01	24.01
CC1DCD1989	V32	-0.367816092	447.0344828	4	9	4	5	3	4	0.456982491	-0.441666667	258	5	6	3	4	2	3	-0.624525437	-0.391304348	239.7241379	5	4	7	5	4	4	-0.524161533	-0.298387097	319.1358025	14	19	14	14	9	11	-0.379381542	-0.313333333	-0.07757177	-0.30073764	-0.666666667	-0.549813379	-0.426587302	-0.293558201	V01_VV3	-0.406824147	-0.43323217	-0.570175439	-0.40470852	-0.31547619	-0.461538462	-0.361788618	-0.333333333	-0.58974359	-0.466666667	6.01	12.01	18.01	24.01
CC1DCD1963	V33	-0.457142857	702.5	6	6	1	3	2	2	0.452497857	-0.761111111	495.6666667	6	5	3		1		0.451210511	-0.66025641	387.5	4	3	3	2			-0.69667319	-0.615384615	556.0638298	16	14	7	5	3	2	-0.506868184	-0.371111111	0.268914375	0.598723368	-0.702380952	0.523627589	-0.432291667	0.459792685	V01_VV3	-0.382022472	-0.477496484	-0.650793651	0.559946237	-0.456790123	-0.474358974	-0.460199005	-0.619791667	-0.511904762	-0.521604938				
