rfid	coatcolor	cued_age	epm1_age	ext01_age	lga01_age	oft1_age	pr_age	prime_age	site	surgery_weight	tf1_age	lga_total_heroin_consumption	lga_total_heroin_consumption_bysex	lga_escalation_of_heroin_intake_12h	lga_escalation_of_heroin_intake_12h_bysex	lga_escalation_of_heroin_intake_1h	pr_breakpoints	pr_break_points_bysex	prime_active	prime_active_bysex	prime_extinction_before_priming_active	ext_burst	ext_burst_bysex	ext_day_6_active	ext_day_6_active_bysex	ext_de_escalation	cued_active	cued_active_bysex	epm_percent_open_1	epm_percent_open_2	epm_percent_closed_1	epm_percent_closed_2	oft_distance_1	oft_distance_2	oft_time_1	oft_time_2	tf_bl_1	tf_bl_2	tf_test_1	tf_test_2	fst_swim	fst_climb	fst_float	fst_dive	room_box
933000320046853	BROWNHOOD	123	77	117	91	77	112	116	italy	289	77	2300	-0.888305523	20	0.004833719	-20	4	-0.009796358	3	-0.274004848	4	1	-0.472009474	0	-0.82670176	0	0	-1.082075219	2.73	16.57333333	1	1	2525.222896	1488.878662	74.45	41.25	3.3	3.3	5.125	5.125	31	3	26	0	46_1
933000320047068	BLACKHOOD	123	77	117	91	77	112	116	italy	343	77	2160	-0.930803987	-106.6666667	-0.287249681	20	2	-0.389895047	6	-0.030537945	8	2	-0.249752586	0	-0.82670176	-1	8	-0.288041772	10.51	8.23	0.333333333	0.333333333	9205.05241	8320.097085	253.4	215.25	3.325	3.325	3.15	3.15	49	6	5	0	46_2
933000320047065	BLACK	123	77	117	91	77	112	116	italy	185	77	11460	0.720585173	-106.6666667	-0.359491961	80	2	-0.505105719	4	-0.497675369	0	0	-0.836487132	5	-0.34966744	5	3	-0.959604722	22.29333333	0	0	0	12036.09369	6347.646299	311.1	163.5	2.5	1.875	4.225	5.125	22	4	34	0	46_2
933000320047056	BROWN	121	75	115	89	75	110	114	italy	274	75	960	-1.295076535	60	0.097070582	6.666666667	0	-0.769993736	4	-0.192849214	1	0	-0.694266363	0	-0.82670176	-1	6	-0.486550134	31.40333333	14.89333333	1	1	1202.054421	1888.907935	34.25	53.55	2.65	2.65	4.45	4.45	50	8	2	0	46_4
933000320047064	BLACKHOOD	122	76	116	90	76	111	115	italy	162	76	8720	0.15050889	1453.333333	2.175969403	60	6	0.203686393	2	-0.648887619	3	3	-0.307892658	6	-0.209221305	-5	43	1.806566393	32.96	7.26	0.666666667	0.666666667	5775.524388	3440.344067	178.2	92.35	2.575	2.15	6.55	7.25	23	7	30	0	46_3
933000320047073	ALBINO	121	75	115	89	75	110	114	italy	193	75	3700	-0.893937439	466.6666667	0.572344267	-20	4	-0.150709663	5	-0.422069244	1	0	-0.836487132	1	-0.911451982	-16	3	-0.959604722	24.63666667	11.44	0.666666667	0.666666667	11131.49416	7648.044266	286.15	216.5	3.15	3.15	7.425	7.55	46	7	7	0	46_4
933000320047209	BLACK	119	74	113	87	74	108	112	italy	320	74	1720	-1.064370588	-326.6666667	-0.794552428	-13.33333333	0	-0.769993736	0	-0.517471752	2	0	-0.694266363	0	-0.82670176	0	1	-0.982821038	23.3	32.19666667	1.666666667	1.666666667	6192.051277	7098.292265	179.15	189.6	2.75	2.75	6.6	6.6	29	15	16	0	46_8
933000320047208	BLACKHOOD	117	73	111	85	73	106	110	italy	292	73	3460	-0.536175393	-113.3333333	-0.302622492	13.33333333	4	-0.009796358	4	-0.192849214	6	7	0.861531856	27	3.235459422	15	14	0.307483313	35.77333333	26.81	2.666666667	2.666666667	11304.15328	12805.71215	304.4	385.45	3.025	3.025	6.15	6.15	31	4	25	0	48_2
933000320047211	BROWNHOOD	117	73	111	85	73	106	110	italy	197	73	4540	-0.719169528	133.3333333	0.030579018	53.33333333	4	-0.150709663	6	-0.346463119	8	5	0.044503658	21	1.897470726	19	19	0.146863724	34.6	8.916666667	0.666666667	0.666666667	22477.8611	6009.20148	570.3	163.75	4.15	3.925	5.85	5.85	22	3	55	0	48_3
933000320047207	BLACK	116	72	110	84	72	105	109	italy	220	72	3180	-1.002127099	260	0.236449812	40	2	-0.505105719	4	-0.497675369	1	4	-0.1316945	8	0.071670966	4	9	-0.544679055	29.73	15.04333333	0.666666667	0.666666667	6648.539884	5171.730026	186.15	139.95	2.275	2.375	4.45	8.275	22	8	30	0	48_4
933000320047190	BLACK	116	72	110	84	72	105	109	italy	276	72	4500	-0.220472517	-240	-0.594705891	26.66666667	4	-0.009796358	1	-0.436316117	0	3	-0.027495698	15	1.430054452	14	26	1.498533483	25.64333333	8.073333333	0.666666667	0.666666667	9807.017645	8203.710092	281.05	218.3	2.95	2.95	5.75	5.75	39	12	9	0	48_5
933000320047179	BROWNHOOD	115	72	109	83	72	104	108	italy	317	72	5240	0.004162221	193.3333333	0.404526792	53.33333333	4	-0.009796358	3	-0.274004848	0	0	-0.694266363	3	-0.375350518	2	1	-0.982821038	18.02666667	17.51	1	1	13432.11886	10570.5687	362.1	298.35	3.025	3.025	6.925	6.925	46	3	11	0	48_6
933000320047032	BLACK	114	71	108	82	71	103	107	italy	360	71	4560	-0.20225889	33.33333333	0.03557934	120	6	0.370302331	2	-0.355160483	0	4	0.194761191	61	8.350773503	58	46	3.483617101	19.37666667	10.54333333	0.666666667	0.666666667	11275.87793	6803.198622	342.3	193.7	3	3	4.05	4.05	38	3	19	0	48_7
933000320047034	BLACKHOOD	114	71	108	82	71	103	107	italy	280	71	1080	-1.25864928	-120	-0.317995302	-6.666666667	0	-0.769993736	1	-0.436316117	0	0	-0.694266363	1	-0.676251346	1	1	-0.982821038	13.64666667	29.23	1.666666667	1.666666667	7908.317532	5701.658137	225.95	158.25	4.225	4.225	7.4	7.4	23	4	33	0	48_8
933000320047193	BLACKHOOD	114	71	108	82	71	103	107	italy	207	71	4600	-0.706686105	33.33333333	-0.131950557	-13.33333333	2	-0.505105719	12	0.107173631	3	11	1.101692607	2	-0.771005846	-14	19	0.146863724	43.85666667	20.66666667	1.333333333	1.333333333	11992.24301		307.7		2.8	2.725	6.025	8.725	45	4	11	0	48_7
933000320047986	BROWN	115	69	109	83	69	104	108	italy	245	69	6660	0.43521807	440	0.973320781	140	2	-0.389895047	1	-0.436316117	5	1	-0.472009474	6	0.076000725	2	3	-0.784312677	45.63333333	29.85333333	31.84	31.84	4147.884992	7979.235511	119.25	225.8	2.825	5.3	10	7.75	31	0	29	0	46_1
933000320047979	ALBINO	115	69	109	83	69	104	108	italy	264	69	3480	-0.530104184	400	0.881083918	60	4	-0.009796358	2	-0.355160483	9	0	-0.694266363	1	-0.676251346	1	1	-0.982821038	23.31	13.73333333	36.21	36.21	3591.852078	2063.671219	105.5	63.75	3.975	4.85	6.55	3.7	41	3	16	0	46_2
933000320047998	BROWN	115	69	109	83	69	104	108	italy	157	69	16900	1.852415458	413.3333333	0.485661827	80	12	1.26687456	0	-0.800099869	1	1	-0.660288974	2	-0.771005846	0	12	-0.337216221	47.56333333	33.19666667	35.16	35.16	4447.573191	8081.11314	139.15	211.15	2.15	2.6	4	3.8	49	2	9	0	46_1
933000320047977	BROWNHOOD	115	69	109	83	69	104	108	italy	161	69	2700	-1.101994477	-540	-1.063786785	-73.33333333	0	-0.859501775	5	-0.422069244	7	1	-0.660288974	5	-0.34966744	5	0	-1.167067555	36.62333333	36.98	32.52666667	32.52666667	10191.26757	9704.346449	269.85	248.45	3.2	1.85	4.8	5.925	45	7	8	0	46_2
933000320047807	BLACK	114	68	108	82	68	103	107	italy	280	68	11480	1.898379472	266.6666667	0.573627708	60	4	-0.009796358	3	-0.274004848	0	12	1.972816298	6	0.076000725	-3	8	-0.288041772	36.94	10.10333333	39.54333333	39.54333333	6732.916392	6199.87325	181.85	172.85	3.025	5.625	9.2	5.5	36	8	16	0	46_3
933000320047812	BROWN	114	68	108	82	68	103	107	italy	252	68	1820	-1.034014542	166.6666667	0.34303555	46.66666667	2	-0.389895047	2	-0.355160483	2	1	-0.472009474	5	-0.074449689	1	7	-0.387295953	49.62666667	10.02	46.29666667	46.29666667	3569.299056	2457.390915	101.6	62.35	2.65	3.725	9.725	9.475	31	3	26	0	46_4
933000320047818	BROWNHOOD	114	68	108	82	68	103	107	italy	182	68	9260	0.26285969	640	0.854062196	153.3333333	9	0.735280477	12	0.107173631	8	2	-0.484090816	11	0.493009372	-6	6	-0.752141888	34.08	27.73333333	36.91333333	36.91333333	14615.72017	9893.54945	385.8	279.55	3.425	2.95	3.925	5.375	15	3	42	0	46_4
933000320047825	BROWNHOOD	113	68	107	81	68	102	106	italy	273	68	10600	1.63124627	453.3333333	1.004066402	133.3333333	40	6.831980045	8	0.131773324	7	3	-0.027495698	1	-0.676251346	-5	7	-0.387295953	24.79	6.2	41.86666667	41.86666667	5369.896885	12423.71104	148.9	357.05	2.575	2.725	5.775	7.25	37	1	22	0	46_5
933000320047801	BLACKHOOD	113	68	107	81	68	102	106	italy	236	68	140	-1.54399611	-33.33333333	-0.118148765	-13.33333333	2	-0.389895047	0	-0.517471752	0	0	-0.694266363	0	-0.82670176	0	0	-1.082075219	17.01	0	41.59666667	41.59666667	2158.772904	5970.981937	56.55	172.5	2.375	2.2	10	8.6	34	1	25	0	46_6
933000320047819	BROWN	113	68	107	81	68	102	106	italy	150	68	9000	0.208764861	846.6666667	1.189956651	73.33333333	20	2.684458784	10	-0.044038619	7	20	2.68747603	28	2.880593673	19	12	-0.337216221	36.91333333	10.73666667	53.00333333	53.00333333	13737.83933	12026.97874	401.05	342.1	2.225	2.425	3.6	2.475	33	7	20	0	46_5
933000320047816	BROWNHOOD	112	67	106	80	67	101	105	italy	309	67	9560	1.315543395	513.3333333	1.142421697	120	6	0.370302331	16	0.7810184	9	16	2.861843852	9	0.527351967	0	16	0.505991675	5.893333333	14.60666667	44.7	44.7	6507.832768	9236.970003	188.65	258.45	4.05	4.625	5.45	8.125	40	4	16	0	46_8
933000320047747	BLACK	113	68	107	81	68	102	106	italy	158	68	15980	1.661002984	473.3333333	0.583179572	46.66666667	20	2.684458784	3	-0.573281494	0	1	-0.660288974	9	0.212117101	3	36	1.322486448	21.11333333	10.42666667	44.59666667	44.59666667	10040.9058	13413.3985	267.45	348.5	1.775	2.6	6.65	4	36	2	22	0	46_7
933000320047733	BLACK	111	67	105	79	67	100	104	italy	212	67	10060	1.467323623	520	1.157794508	120	6	0.370302331	5	-0.111693579	6	5	0.417018079	9	0.527351967	-1	37	2.590329473	18.39666667	27.59333333	5.883333333	5.883333333	1533.450606	1598.587053	44.95	47.75	2.425	2.4	6.825	6.275	39	1	20	0	48_1
933000320047730	BROWNHOOD	110	66	104	78	66	99	103	italy	286	66	8720	1.060552611	646.6666667	1.449877907	93.33333333	12	1.510598398	17	0.862174035	5	3	-0.027495698	10	0.677802381	8	19	0.803754217	15.19666667	3.073333333	59.67	59.67	5753.353689	4006.686906	166.45	115.8	3.55	3.1	7.25	4.425	25	10	25	0	48_2
933000320047746	BLACK	111	67	105	79	67	100	104	italy	157	67	13240	1.0909267	360	0.398979387	80	6	0.203686393	8	-0.195250869	2	1	-0.660288974	3	-0.630559711	-2	9	-0.544679055	34.79	15.08	24.12666667	24.12666667	5159.481157	8100.878331	153.25	227.05	2.5	1.825	7.6	4	22	5	33	0	48_1
933000320047750	BROWN	110	66	104	78	66	99	103	italy	204	66	17420	1.960605118	666.6666667	0.897403416	140	15	1.798468644	19	0.636416506	2	2	-0.484090816	18	1.47613232	7	17	0.008555168	38.41	18.91	29.43333333	29.43333333	12802.18836	13144.6333	348.8	337	2.575	2.375	6	3.2	35	10	15	0	48_2
933000320047566	BROWNHOOD	109	65	103	77	65	98	102	italy	345	65	5400	0.052731894	493.3333333	1.096303266	93.33333333	6	0.370302331	6	-0.030537945	7	10	1.528302521	6	0.076000725	-6	4	-0.685058496	8.006666667	38.01	37.40666667	37.40666667	5812.671941	7219.606558	166.6	188.5	3.4	3	8.25	3.875	27	2	31	0	48_3
933000320047572	BLACK	108	64	102	76	64	97	101	italy	269	64	7820	0.7873482	-940	-2.208850996	-53.33333333	6	0.370302331	5	-0.111693579	4	10	1.528302521	14	1.279604038	6	20	0.903008398	6.563333333	12.8	14.42666667	14.42666667	7850.231327	12363.27372	245.3	356.65	1.9	2.325	5.75	3	33	9	18	0	48_4
933000320047743	BROWN	108	64	102	76	64	97	101	italy	163	64	11020	0.629040077	1093.333333	1.590862935	120	9	0.735280477	13	0.182779756	6	5	0.044503658	3	-0.630559711	-13	24	0.492635114	26.72	17.27	36.17666667	36.17666667	8974.955402	7131.789277	259.7	192.2	1.675	2.675	5.6	4.075	46	3	11	0	48_3
933000320047741	BLACKHOOD	107	63	101	75	63	96	100	italy	220	63	2160	-0.930803987	380	0.834965487	113.3333333	2	-0.389895047	1	-0.436316117	1	1	-0.472009474	2	-0.525800932	-6	2	-0.883566858	33.06333333	5.823333333	66.20666667	66.20666667	4785.02157	5330.268085	147.45	145	3.425	4	8.65	7.7	34	6	20	0	48_5
933000320047569	BROWN	107	64	101	75	64	96	100	italy	246	64	3140	-0.633314739	313.3333333	0.681237382	33.33333333	6	0.370302331	3	-0.274004848	3	7	0.861531856	7	0.226451139	2	13	0.208229132	21.20666667	16.57666667	31.66666667	31.66666667	4969.29874	9969.915461	154.5	277.15	1.85	3.975	6.55	2.95	14	6	40	0	48_6
933000320047551	BLACKHOOD	107	63	101	75	63	96	100	italy	163	63	6160	-0.382117126	720	0.984085856	113.3333333	15	1.798468644	11	0.031567506	4	3	-0.307892658	14	0.914347778	-2	40	1.59910356	34.36	0	36.56666667	36.56666667	15802.10638	8957.282419	418.5	227.85	3.575	3.85	8.95	4.925	24	14	22	0	48_4
933000320047559	BLACK	107	64	101	75	64	96	100	italy	166	64	15240	1.507040776	1173.333333	1.720886594	260	15	1.798468644	17	0.485204256	4	10	0.925494449	9	0.212117101	-18	43	1.806566393	27.54	35.03333333	39.37666667	39.37666667	10954.95926	14162.60623	318.5	360	2.95	1.025	4.725	4.35	36	12	12	0	48_5
933000320047558	BLACKHOOD	106	63	100	74	63	95	99	italy	170	63	22160	2.946795477	66.66666667	-0.077774032	293.3333333	20	2.684458784	6	-0.346463119	0	0	-0.836487132	23	2.178362997	-10	16	-0.060599109	37.04333333	17.45	32.87666667	32.87666667	12093.11999	10513.15394	346.8	260.75	3.775	3.35	5.625	4.925	45	2	13	0	48_7
933000320047571	BROWN	106	63	100	74	63	95	99	italy	251	63	2660	-0.779023758	246.6666667	0.527509276	33.33333333	2	-0.389895047	9	0.212928959	6	0	-0.694266363	5	-0.074449689	3	10	-0.089533411	8.333333333	0	44.79666667	44.79666667	3230.670872	4186.987088	99.5	103.55	2.9	2.675	10	4.975	37	3	20	0	48_7
933000320047565	ALBINO	106	63	100	74	63	95	99	italy	252	63	10180	1.503750878	340	0.742728624	26.66666667	12	1.510598398	13	0.537551497	7	10	1.528302521	20	2.182306523	9	14	0.307483313	27.34666667	29.12	18.57666667	18.57666667	3497.182784	3787.117241	111.8	95.4	2	4.025	9.65	4.675	49	5	6	0	48_8
933000320047553	ALBINO	106	63	100	74	63	95	99	italy	162	63	13320	1.107571263	186.6666667	0.117261458	-13.33333333	9	0.735280477	22	0.86323488	11	24	3.392268663	8	0.071670966	-3	19	0.146863724	29.20333333	32.90666667	18.15333333	18.15333333	9060.617626	10406.36077	247.7	234.3	5.15	2.475	6.5	3.625	35	3	22	0	50_6
933000320186861	BLACKHOOD	116	71	110	84	71	105	109	italy	310	71	1200	-1.222222025	146.6666667	0.296917119	73.33333333	2	-0.389895047	2	-0.355160483	2	3	-0.027495698	0	-0.82670176	-5	7	-0.387295953	21.62666667	31.17666667	45.48666667	45.48666667	6788.986472	7986.732915	192	226.8	2.575	1.35	9.05	4.025	51	1	8	0	46_1
933000320186868	ALBINO	117	72	111	85	72	106	110	italy	185	72	3040	-1.031255084	66.66666667	-0.077774032	-26.66666667	0	-0.859501775	2	-0.648887619	5	0	-0.836487132	1	-0.911451982	-8	0	-1.167067555	30.20666667	36.89	30.55333333	30.55333333	14027.28193	10461.76252	332	238.35	2.1	3.35	6.175	5.15	36	1	23	0	46_2
933000320186926	BLACK	116	71	110	84	71	105	109	italy	280	71	13180	2.414432249	1046.666667	2.372246539	33.33333333	9	0.940450365	11	0.375240228	8	6	0.639274968	4	-0.224900104	-6	16	0.505991675	14.50333333	20.50333333	36.40333333	36.40333333	4455.908707	5540.412117	120.65	154.25	2.45	3.275	7.2	3.975	44	6	9	1	46_2
933000320186935	ALBINO	116	71	110	84	71	105	109	italy	177	71	12600	0.957770196	100	-0.023597507	20	9	0.735280477	2	-0.648887619	3	0	-0.836487132	0	-1.051898117	-4	5	-0.821296166	39.04	19.39666667	36.77666667	36.77666667	9690.252854	7739.482903	266.3	230.85	1.65	2.325	6.625	3.8	36	9	15	0	46_3
933000320186944	BROWN	116	71	110	84	71	105	109	italy	178	71	10760	0.574945247	340	0.366473472	126.6666667	4	-0.150709663	9	-0.119644744	1	1	-0.660288974	0	-1.051898117	-2	4	-0.890450444	14.17	43.08	17.53333333	17.53333333	4165.096986	8184.328337	129.3	215.1	1.85	2.05	10	4.075	40	12	8	0	46_4
933000320186942	ALBINO	114	70	108	82	70	103	107	italy	240	70	7900	0.811633036	900	2.034044707	113.3333333	12	1.510598398	15	0.699862766	5	0	-0.694266363	4	-0.224900104	-2	3	-0.784312677	15.39333333	25.28333333	35.05	35.05	11449.50001	2083.429672	323.15	60.65	3.05	3.925	9.55	4.75	29	0	31	0	46_5
933000320186931	BROWNHOOD	114	70	108	82	70	103	107	italy	156	70	4800	-0.665074698	506.6666667	0.637356097	20	2	-0.505105719	0	-0.800099869	8	6	0.220701817	3	-0.630559711	-4	38	1.460795004	26.69666667	13.02	48.84666667	48.84666667	1603.850682	9615.929618	40.7	262.1	3.525	3.5	5.1	7.175	33	10	17	0	46_6
933000320187109	BLACK	113	69	107	81	69	102	106	italy	297	69	3980	-0.378323955	160	0.32766274	-20	4	-0.009796358	2	-0.355160483	7	3	-0.027495698	4	-0.224900104	-7	1	-0.982821038	13.56333333	0	61.56	61.56	14745.03208	4933.417684	368.25	142.2	1.4	2.75	10	4.125	32	0	28	0	46_6
933000320187122	BROWNHOOD	113	69	107	81	69	102	106	italy	310	69	9620	1.333757022	160	0.32766274	26.66666667	4	-0.009796358	28	1.754886014	5	0	-0.694266363	2	-0.525800932	2	11	0.00972077	29.33	24.89	37.62666667	37.62666667	3568.315058	10548.83479	109.7	279.15	1.85	1.825	8.25	2.625	46	8	6	0	46_7
933000320187119	BLACK	113	69	107	81	69	102	106	italy	190	69	14940	1.444623665	1693.333333	2.566040383	186.6666667	6	0.203686393	18	0.560810381	2	7	0.396899975	5	-0.34966744	1	6	-0.752141888	21.90666667	26.96	46.53	46.53	6542.614829	5318.436163	169.25	141.4	2.125	3	7.85	4.5	25	9	26	0	46_7
933000320187117	BLACK	109	66	103	77	66	98	102	italy	282	66	8500	0.99376931	1106.666667	2.510601833	160	4	-0.009796358	2	-0.355160483	0	0	-0.694266363	0	-0.82670176	-10	11	0.00972077	15.37	58.25	10.04333333	10.04333333	9121.592807	8748.134509	255.7	234.8	1.6	2.475	5.275	2.65	31	5	24	0	46_8
933000320187124	BROWNHOOD	109	66	103	77	66	98	102	italy	275	66	5860	0.192369704	353.3333333	0.773474245	0	2	-0.389895047	5	-0.111693579	12	1	-0.472009474	1	-0.676251346	-4	6	-0.486550134	16.61666667	28.43666667	23.57333333	23.57333333	5307.356674	3208.735515	154.7	96.5	3.025	3.425	8.875	3.95	38	1	21	0	46_1
933000320187107	BROWNHOOD	109	66	103	77	66	98	102	italy	179	66	13440	1.132538108	300	0.301461642	40	9	0.735280477	5	-0.422069244	8	7	0.396899975	12	0.633455507	-9	19	0.146863724	31.66666667	22.65333333	40.27666667	40.27666667	10195.35677	9503.36974	265.55	242.4	3.475	3.65	8.675	4.475	46	7	7	0	46_8
933000320187021	BLACKHOOD	108	65	102	76	65	97	101	italy	250	65	12640	2.250509602	786.6666667	1.772706928	0	6	0.370302331	2	-0.355160483	1	0	-0.694266363	4	-0.224900104	3	4	-0.685058496	26.25	12.32666667	61.54	61.54	8316.814697	4257.192552	240.35	116.7	4.575	2.725	7.65	4.425	31	0	29	0	48_1
933000320187125	BLACKHOOD	108	65	102	76	65	97	101	italy	270	65	10240	1.521964505	266.6666667	0.573627708	93.33333333	4	-0.009796358	9	0.212928959	1	1	-0.472009474	2	-0.525800932	-6	4	-0.685058496	34.83666667	0	48.43666667	48.43666667	1255.325159	4681.26335	31.05	126.3	2.675	3.65	6.675	4.825	44	3	13	0	48_2
933000320187102	BLACKHOOD	108	65	102	76	65	97	101	italy	172	65	23420	3.208947344	2520	3.9096182	460	6	0.203686393	93	6.231269753	0	8	0.573098133	5	-0.34966744	-1	17	0.008555168	18.19	24.41666667	29.22333333	29.22333333	5948.519876	3620.562129	173.2	96.4	1.35	2.725	6.05	6.225	21	2	37	0	48_1
933000320187012	BLACK	108	65	102	76	65	97	101	italy	153	65	7960	-0.007614459	460	0.561508962	153.3333333	6	0.203686393	23	0.938841005	0	2	-0.484090816	12	0.633455507	10	23	0.423480836	27.56	33.68666667	28.96666667	28.96666667	7043.374168	10243.0006	190.1	266.55	1.65	2.35	8.175	3.65	51	2	7	0	48_6
933000320187008	BLACK	107	64	101	75	64	96	100	italy	250	64	11460	1.892308263	606.6666667	1.357641044	146.6666667	12	1.510598398	26	1.592574745	20	20	3.750871406	13	1.129153624	-2	42	3.086600377	31.48	38.18333333	26.74333333	26.74333333	13380.02142	14310.19665	362.1	397.65	2.625	1.975	5.25	3.775	36	7	17	0	48_3
933000320187009	ALBINO	107	65	101	75	65	96	100	italy	235	65	11380	1.868023426	946.6666667	2.141654381	80	12	1.510598398	7	0.05061769	2	8	1.083788745	22	2.483207351	4	40	2.888092016	42.37	27.65	32.31333333	32.31333333	16410.97576	12516.09983	454.7	369.3	3.6	2.875	5.1	5.85	32	13	15	0	48_4
933000320187022	BROWN	107	64	101	75	64	96	100	italy	174	64	7260	-0.153254385	386.6666667	0.442320607	146.6666667	4	-0.150709663	9	-0.119644744	6	0	-0.836487132	13	0.773901643	4	2	-1.028759	19.84	21.62333333	37.35666667	37.35666667	18286.51471	17605.92405	466.25	464.2	2.35	2.325	6.525	2.525	44	5	11	0	48_3
933000320187023	BROWNHOOD	107	65	101	75	65	96	100	italy	155	65	15980	1.661002984	1886.666667	2.880264227	266.6666667	15	1.798468644	12	0.107173631	5	6	0.220701817	18	1.47613232	2	42	1.737412115	29.91666667	22.53333333	41.2	41.2	9099.158249	11357.83661	253.7	298.55	2.85	4.6	8.15	4.575	24	18	18	0	48_4
933000320187001	ALBINO	107	65	101	75	65	96	100	italy	237	65	6120	0.271295423	366.6666667	0.804219866	133.3333333	2	-0.389895047	0	-0.517471752	9	3	-0.027495698	5	-0.074449689	-7	7	-0.387295953	23.95333333	15.37666667	47.84666667	47.84666667	909.137146	1389.02889	25.5	42.4	1.475	3.6	7.225	2.65	49	2	9	0	48_5
933000320187007	BLACK	107	65	101	75	65	96	100	italy	320	65	400	-1.465070391	46.66666667	0.066324961	26.66666667	2	-0.389895047	1	-0.436316117	1	1	-0.472009474	3	-0.375350518	3	0	-1.082075219	29.97666667	23.39333333	48.98333333	48.98333333	3281.318096	4237.221177	95.9	112.15	1.275	2.35	6.35	6.75	41	3	16	0	48_6
933000320187010	ALBINO	107	65	101	75	65	96	100	italy	173	65	2640	-1.114477899	113.3333333	-0.001926897	53.33333333	6	0.203686393	6	-0.346463119	6	6	0.220701817	6	-0.209221305	2	18	0.077709446	12.32	17.77333333	52.39666667	52.39666667	7627.242792	9076.303137	202.05	249.95	1.825	3.225	8.525	4.475	40	11	9	0	48_5
933000320187014	BLACK	107	65	101	75	65	96	100	italy	202	65	560	-1.547236538	-46.66666667	-0.261974216	-13.33333333	2	-0.505105719	1	-0.724493744	0	1	-0.660288974	1	-0.911451982	0	2	-1.028759	29.71	20.13666667	44.65333333	44.65333333	6184.099822	2607.499867	188	73.25	3	2.575	6.5	2.525	52	3	5	0	48_8
933000320187045	BLACK	107	65	101	75	65	96	100	italy	257	65	1580	-1.106869052	426.6666667	0.94257516	0	0	-0.769993736	7	0.05061769	4	0	-0.694266363	3	-0.375350518	1	3	-0.784312677	6.546666667	10.02	38.78666667	38.78666667	6142.523399	8925.182963	175.45	252.2	2.575	2.95	9.275	3.925	21	2	7	0	48_7
933000320187046	ALBINO	106	64	100	74	64	95	99	italy	241	64	9500	1.297329767	66.66666667	0.112443392	93.33333333	4	-0.009796358	6	-0.030537945	4	0	-0.694266363	12	0.97870321	9	6	-0.486550134	20.05333333	25.99	48.11	48.11	7229.649943	10120.96851	208.65	289.35	2.15	3.725	8.35	6.025	47	4	9	0	48_8
933000320187335	BLACK	122	76	116	91	76	112	115	italy	199	76	9880	0.391855054	960	1.374156835	263.3333333	4	-0.150709663	5	-0.422069244	3	1	-0.660288974	6	-0.209221305	6	27	0.700097947	43.93	28.42666667	32.75	32.75	11009.13684	4053.892712	317.4	123.2	3.2	5.6	6.875	5.8	36	6	18	0	46_1
933000320187327	BROWN	122	76	116	91	76	112	115	italy	178	76	12980	1.036831871	686.6666667	0.929909331	110	4	-0.150709663	13	0.182779756	9	8	0.573098133	8	0.071670966	4	40	1.59910356	42.90666667	35.36	29.52	29.52	8386.984518	4973.848792	234	142.3	1.425	2.825	6.025	6.375	35	0	25	0	46_2
933000320187333	BLACKHOOD	122	76	116	91	76	112	115	italy	181	76	16260	1.719258954	1713.333333	2.598546298	136.6666667	6	0.203686393	7	-0.270856994	4	8	0.573098133	20	1.75702459	15	38	1.460795004	26.54333333	36.71333333	28.58333333	28.58333333	9342.962243	10581.8204	249.7	251.75	3.275	1.75	6.325	7.725	24	6	30	0	46_3
933000320187341	BROWNHOOD	122	76	116	91	76	112	115	italy	202	76	11480	0.724746314	1126.666667	1.64503946	90	4	-0.150709663	91	6.080057503	24	19	2.511277872	6	-0.209221305	-7	35	1.25333217	7.476666667	36.09666667	34.02666667	34.02666667	18290.74991	9451.116236	468.2	234.65	3.75	4.1	7.875	8	41	9	10	0	46_4
933000320187266	BROWN	121	76	115	90	76	111	114	italy	179	76	11520	0.733068596	2080	3.194488071	206.6666667	6	0.203686393	30	1.46808388	8	4	-0.1316945	46	5.40862411	40	60	2.982189117	18.49666667	46.83	41.83	41.83	6327.342994	7910.677527	189.4	214	1.925	3.35	8.125	6.1	35	8	17	0	46_8
933000320187440	BROWNHOOD	120	75	114	89	75	110	113	italy	291	75	3240	-0.602958693	453.3333333	1.004066402	40	0	-0.769993736	3	-0.274004848	3	1	-0.472009474	16	1.580504866	15	19	0.803754217	12.87	20.12666667	32.75333333	32.75333333	7994.098872	12558.72556	237.55	331.95	3.175	3.625	7.65	6.75	38	6	16	0	48_1
933000320187400	BLACKHOOD	120	75	114	89	75	110	113	italy	343	75	560	-1.416500718	76.66666667	0.135502608	26.66666667	0	-0.769993736	2	-0.355160483	0	0	-0.694266363	1	-0.676251346	0	1	-0.982821038	49.52666667	41.38666667	33.42666667	33.42666667	6860.688867	7219.638777	193.55	192.15	2.025	4.15	6.35	7.975	26	0	34	0	48_2
933000320187399	BROWNHOOD	120	75	114	89	75	110	113	italy	182	75	9160	0.242053987	260	0.236449812	93.33333333	6	0.203686393	47	2.753388005	8	18	2.335079714	10	0.352563237	8	21	0.28517228	37.58	13.48333333	52.39	52.39	7822.180037	20850.11586	203.75	501.85	2.45	2.975	8.25	4.25	34	8	18	0	48_1
933000320187255	BLACKHOOD	120	75	114	89	75	110	113	italy	209	75	10280	0.475077869	166.6666667	0.084755543	33.33333333	4	-0.150709663	19	0.636416506	11	6	0.220701817	15	1.054793914	15	15	-0.129753387	32.14	25.31	42.49333333	42.49333333	6726.718782	7910.4818	186.75	198.3	3.3	6.175	6.1	6.8	19	3	38	0	48_2
