rfid	dd_indiff_0	dd_indiff_2	dd_indiff_4	dd_indiff_8	dd_indiff_16	dd_indiff_24	dd_hyperbolic_k	dd_hyperbolic_lnk	dd_hyperbolic_b	dd_auc_trad	dd_auc_norm0	dd_quasi_h_k_beta	dd_quasi_h_s_delta	dd_expon_k
933000320046027	105.61915	106.4021833	70.66122917	42.565692	21.31657667	16.70872667	0.144023876	-1.937776187	0.704127667	0.284213577	0.403639269	0.856455864	0.882265699	0.160326719
933000320046032	138.86795	83.48239611	63.08136611	48.39949111	31.49902167	20.86884222	0.274087761	-1.294306927	0.925786333	0.311372592	0.336333104	0.594948551	0.934617136	0.177794402
933000320046034	186.6781583	151.110375	68.906331	89.31519133	53.83755722	30.64471222	0.196592472	-1.626622362	1.244521056	0.495774543	0.398365734	0.944342084	0.934977858	0.074125821
933000320046037	201.3349361	186.8197067	116.9189233	51.232064	54.38116306	13.87776	0.192004219	-1.650237933	1.342232907	0.478801069	0.356719811	1.586359386	0.857639071	0.076678179
933000320046038	81.28940083	103.1505872	71.72836306	64.89087583	55.16018083	28.18518444	0.038219781	-3.264402066	0.541929339	0.401706418	0.74125239	0.681651543	0.951730194	0.1016068
933000320046041	196.6517944	142.4719111	101.1899922	86.07945667	58.75611083	42.96694639	0.179217032	-1.719157736	1.311011963	0.539877502	0.411802117	0.963260967	0.944276057	0.06127971
933000320046045	207.5640667	180.5132767	196.56546	121.95443	82.11685625	39.19383	0.084923225	-2.46600767	1.383760444	0.751034375	0.542748839	1.494567861	0.935586337	0.0336063
933000320046046	156.39585	152.0289333	123.70722	71.58912367	48.66501972	37.42447583	0.107527994	-2.230004058	1.042639	0.500035605	0.479586516	1.141156172	0.92101363	0.066314965
933000320046047	147.6419389	136.5339083	133.0614567	87.02461806	73.63474806	59.56976278	0.061588201	-2.787284974	0.984279593	0.602610797	0.612235387	0.979406099	0.957829968	0.044929692
933000320046048	134.6516167	120.3211028	94.189875	64.89790306	38.58948889	65.71004917	0.098021311	-2.322570362	0.897677444	0.449668604	0.500924476	0.770372825	0.956506505	0.076458185
933000320046050	96.63936389	109.934266	65.38428722	48.51694611	26.7932925	23.05732	0.106270222	-2.241770168	0.644262426	0.308427237	0.478729202	0.79466037	0.904524886	0.149625935
933000320046051	150.7700567	122.758545	79.36093028	80.54200556	38.72160067	37.84520567	0.148214402	-1.909095391	1.005133711	0.438548777	0.436308894	0.828921365	0.939904905	0.086163361
933000320046052	154.5045233	77.34562333	94.15775056	67.9657875	41.26404967	30.06622125	0.209725229	-1.561957037	1.030030156	0.402733619	0.390992067	0.651495065	0.95283032	0.1044093
933000320046053	148.4801861	88.12889583	66.80529194	54.21501944	45.68748528	22.12621306	0.255141627	-1.365936488	0.989867907	0.362346862	0.366055773	0.606943368	0.947107774	0.141700905
933000320046055	167.1475	157.6366567	106.77563	69.70753472	39.50051806	25.16669133	0.149140728	-1.902864936	1.114316667	0.454906617	0.408238188	1.208367944	0.899203207	0.079327983
933000320046056	127.5675743	113.6713428	117.5172411	80.18964056	58.80640567	23.41450367	0.077515504	-2.557277307	0.850450496	0.486863635	0.572477337	0.913186912	0.940621317	0.0708945
933000320046057	147.6369194	67.64404111	70.03128889	65.97256611	50.47252167	41.50528417	0.231163542	-1.464629843	0.98424613	0.405182104	0.41166746	0.499397179	0.976756179	0.118967362
933000320046058	146.4422917	90.54877	83.20271267	73.23168667	37.493443	25.80697167	0.185719118	-1.683519862	0.976281944	0.394364867	0.403945673	0.698921118	0.944072468	0.106633866
933000320046059	134.6275233	71.62345667	60.666411	58.9082	54.72700278	36.20625667	0.207754979	-1.571395879	0.897516822	0.387767755	0.432045111	0.481608179	0.975663386	0.142118504
933000320046060	174.1546444	84.46269361	158.2881806	128.0901989	57.14517033	31.2114075	0.100655	-2.29605645	1.161030963	0.6023591	0.518813984	0.957423418	0.954442035	0.050148398
933000320046061	225.9502917	181.0563806	128.4475833	107.8297133	70.57539667	47.64757833	0.149487296	-1.900543866	1.506335278	0.659882658	0.438071569	1.250206614	0.938588881	0.042758128
933000320046062	146.4197042	123.1997542	106.773823	67.061384	37.17375458		0.129800298	-2.041758177	0.976131361			0.993377387	0.912619208	0.092476091
933000320046063	111.1154417	74.05688333	86.17161367	93.82947889	35.56928917	41.65988306	0.074906916	-2.591509052	0.740769611	0.42553188	0.574445649	0.629584268	0.964168024	0.087921275
933000320046064	126.25509	115.4542494	74.32341583	56.36534944	25.505805	36.30162611	0.144902479	-1.931694323	0.8417006	0.352105244	0.418325998	0.808069446	0.919922262	0.122515523
933000320046065	122.9561103	77.64618767	69.97908667	69.08221233	40.83759767	34.02355125	0.144616748	-1.93366815	0.819707402	0.379298335	0.462724057	0.56619323	0.961556696	0.122513184
933000320046067	119.8743722	78.09101083	87.02210833	57.43198139	40.090102	32.95466056	0.13168305	-2.027357381	0.799162481	0.370626129	0.46376818	0.612580027	0.953793971	0.120652796
933000320046068	147.8246467	80.62834	87.76197444	94.53380733	36.34900967	17.51133583	0.172241584	-1.758857228	0.985497644	0.416779865	0.422913101	0.708712658	0.946148536	0.09560973
933000320046069	145.6923867	82.46666133	89.20782542	78.67477222		20.83471	0.180886039	-1.709888067	0.971282578			0.687716145	0.948785469	0.112926625
933000320046070	115.4883817	156.3732625	133.6758367	79.35340111	51.414571	23.63748747	0.052605031	-2.944943521	0.769922544	0.503124817	0.653474587	1.236792008	0.914571005	0.064780232
933000320046071	173.4057433	103.3137192	79.27429467	41.16948333	31.414695	30.65876667	0.317962543	-1.145821693	1.156038289	0.34411822	0.297670262	0.750338989	0.919861662	0.141314324
933000320046072	168.4927111	145.5136944	115.7032139	80.64088861	47.82827833	29.92873867	0.133221538	-2.015741834	1.123284741	0.498004515	0.44334664	1.094261575	0.92358633	0.068918595
933000320046073	260.2581944	218.2805806	218.39402	147.5104294	98.81679889	45.96706833	0.098593772	-2.316747181	1.73505463	0.892074071	0.514147541	1.744843776	0.93639979	0.023320435
933000320046074	215.891325	158.7951444	120.4666667	63.86690917	35.87246361	28.69716778	0.233458384	-1.454751445	1.4392755	0.466625402	0.324208536	1.283011403	0.892169864	0.077963449
933000320046075	255.4796833	209.6059767	181.4278194	81.75972278	66.2310675	52.77092528	0.158745195	-1.840454909	1.703197889	0.680684909	0.3996511	1.625920198	0.91372497	0.039855178
933000320046179	211.7703611	177.0056889	169.5447867	75.32057867	28.42511389	20.95367083	0.164917305	-1.802311111	1.411802407	0.51043199	0.361546338	1.613263558	0.882237033	0.065744072
933000320046181	85.89172944	108.3532414	63.06630778	62.08550833	36.03258389	29.83557778	0.060904576	-2.798446974	0.57261153	0.353309213	0.617013796	0.707828514	0.936361838	0.124916636
933000320046182	132.7181267	118.28622	77.841946	63.69725194	38.29334167	28.20727	0.139366752	-1.970646318	0.884787511	0.390048814	0.440838969	0.821167302	0.927873101	0.105356824
933000320046184	171.46623	169.3159	143.8522583	86.4423625	49.58909944	39.95829139	0.100435728	-2.29823728	1.1431082	0.560237484	0.490100135	1.310682725	0.918966046	0.054947044
933000320046188	122.6109733	82.16805458	60.35756458	34.62091533	24.36679267	17.82665733	0.265680787	-1.325459741	0.817406489	0.261662844	0.32011349	0.613684578	0.911119421	0.217362673
933000320046190	117.2150706	91.94668528	99.44161933	58.13169194	34.92378861	24.40052333	0.114489047	-2.167276119	0.781433804	0.368115515	0.471077029	0.759090308	0.932316082	0.110884989
933000320046196	196.7923389	125.67685	154.4779203	93.13077222	54.1603075	30.80232278	0.146911607	-1.917924188	1.311948926	0.563015607	0.429144455	1.104499086	0.935696935	0.056848822
933000320046251	117.319475	99.249475	129.2155583	90.47297639	61.00482194	30.51822222	0.053083809	-2.935883304	0.782129833	0.515670673	0.659315949	0.875843271	0.951091804	0.062761589
933000320046252	152.00484	168.3100033	108.5097477	55.15445867	35.86493444	34.06797333	0.125535771	-2.075164531	1.0133656	0.43563117	0.429885492	1.369570008	0.873367873	0.081862031
933000320046253	96.5886675	87.35740722	73.7933625	49.1729875	38.74910722	63.254035	0.063475251	-2.757105197	0.64392445	0.375202915	0.582681578	0.5229287	0.977363852	0.124187845
933000320046254	175.4139227	153.2712458	63.32882472	91.8091525	58.17410625	31.42674167	0.168714931	-1.779544788	1.169426151	0.50386045	0.430861281	0.925782351	0.939088774	0.071837898
933000320046255	147.5566083	112.3000306	99.64601111	66.05588889	62.46447639	45.63929861	0.11697701	-2.145777856	0.983710722	0.486028623	0.494076777	0.770519464	0.958030476	0.071339411
933000320046256	177.8840917	169.6542106	98.30682333	76.73174528	27.97236	27.90509944	0.168206009	-1.78256581	1.185893944	0.446639648	0.376626974	1.319584785	0.88398311	0.081024783
933000320046257	181.196925	111.87137	76.401767	41.45107417	26.47857333	36.73028667	0.331084512	-1.105381613	1.2079795	0.344889207	0.285509155	0.805448195	0.910747946	0.139427729
933000320046258	192.7225733	148.8546367	81.87938633	63.07233111	39.58584861	29.86569444	0.243285751	-1.413518598	1.284817156	0.4307371	0.335251672	1.047796277	0.905240143	0.092014779
933000320046259	130.7710842	123.1801783	76.32567222	55.42420361	21.98868028	21.6975525	0.163531638	-1.810748801	0.871807228	0.333709259	0.382778725	0.958039406	0.888654483	0.12639834
933000320046260	146.3368833	130.7665667	62.858302	80.70011806	46.93431528	33.00686278	0.145063747	-1.930581997	0.975579222	0.441152112	0.452195068	0.810949842	0.941014923	0.088431545
933000320046261	143.0039722	73.01836028	80.52594333	55.54065472	36.71071083	25.04752972	0.24129118	-1.421750861	0.953359815	0.349371738	0.366463671	0.586561097	0.948742656	0.142152312
933000320046262	125.0745167	83.49845833	99.271159	58.0634275	35.85569867	41.97560611	0.122812076	-2.097099929	0.833830111	0.386948191	0.464061187	0.665548427	0.952492547	0.105464098
933000320046263	242.3889722	181.51315	97.41035056	105.4349364	48.0707175	40.50139528	0.227529195	-1.48047672	1.615926481	0.576896462	0.357006627	1.221509866	0.924178703	0.056819363
933000320046264	134.4257417	145.689375	55.60139	50.51217528	45.70254361	34.50366111	0.148089844	-1.909936136	0.896171611	0.388699085	0.43373287	0.898309263	0.912873321	0.112539271
933000320046265	218.8171592	130.6159833	152.3406408	124.0615928	60.52295528	32.98076167	0.150712424	-1.892381733	1.458781061	0.638207582	0.43749374	1.137234954	0.943686749	0.046996685
933000320046266	76.79649611	100.5181396	53.23723167	51.4995	28.83470056	23.19947067	0.070668935	-2.649749192	0.511976641	0.297226933	0.580547839	0.666260895	0.923065603	0.169959732
933000320046267	183.7116667	126.627332	132.4952633	70.933785	58.7410525	42.98325958	0.150326277	-1.894947166	1.224744444	0.52831008	0.431363525	0.976242448	0.94267725	0.061568622
933000320046268	114.688483	105.7923208	48.480003	57.50476333	24.13549667	25.31607	0.16771478	-1.785490481	0.764589887	0.308636102	0.403662287	0.691586668	0.919490563	0.165096218
933000320046269	121.2747972	110.7841583	63.49396444	45.142474	19.107218	29.39205967	0.179503762	-1.717559112	0.808498648	0.298501621	0.369204848	0.827182479	0.891182943	0.159852079
933000320046270	110.2019028	94.62907639	76.25339222	61.99465639	57.92438889	55.22041417	0.067030517	-2.702607292	0.734679352	0.44012915	0.59907652	0.589364565	0.975717665	0.086268062
933000320046271	145.9052111	152.5358972	106.3369306	67.48743444	51.691042	43.68271917	0.098606588	-2.316617203	0.972701407	0.489769893	0.503515148	1.049738208	0.928326747	0.068323384
933000320046274	99.31934567	109.79332	80.44262056	57.41079933	55.98929267	42.30086611	0.055330696	-2.894427435	0.662128971	0.422726791	0.638435728	0.698136017	0.956494173	0.091519468
933000320046275	90.73147778	96.08220556	87.86135944	51.44880361	45.58057111	41.21465833	0.053083172	-2.935895307	0.604876519	0.38463222	0.63588552	0.667808353	0.953184449	0.106953371
933000320046276	212.08759	169.4363667	152.6839708	125.8876667	105.4986833	75.26155	0.080395867	-2.520792505	1.413917267	0.808159417	0.571574756	1.181842851	0.965137467	0.023335394
933000320046282	212.9963604	131.6625375	137.36814	112.8223038	45.05634033	33.53490833	0.173158123	-1.753550096	1.419975736	0.572208343	0.402970507	1.10229903	0.936713052	0.056115284
933000320046326	111.7579306	85.33457111	90.76410417	65.92237167	41.21265056	31.74236433	0.094432293	-2.359872174	0.74505287	0.390812299	0.524543042	0.671888815	0.950478866	0.104392541
933000320046327	176.769775	99.55064167	119.9607067	76.24485917	36.11590667	21.476195	0.202716175	-1.59594843	1.178465167	0.435570657	0.369608428	0.887503038	0.930547124	0.086352187
933000320046329	99.64601111	92.31722067	78.21298333	51.351326	33.87146208	31.07789028	0.095619506	-2.347378438	0.664306741	0.339530727	0.511105346	0.665650399	0.938849978	0.134966559
933000320046330	169.858	152.0088556	142.2058806	75.65105889	53.45256583	48.35431611	0.105162352	-2.252249916	1.132386667	0.548732638	0.484580625	1.156011868	0.931262822	0.055607453
933000320046331	136.6152233	137.40428	83.68457933	68.34555867	53.63426972	47.84233278	0.098620451	-2.316476628	0.910768156	0.470276212	0.51635118	0.854001194	0.946284989	0.074554626
933000320046332	83.25451333	77.67238917	98.38813833	55.305042	39.58007625	21.94300333	0.056208046	-2.87869536	0.555030089	0.352779606	0.635604471	0.673676111	0.941472966	0.118848212
933000320046333	144.05404	69.92788833	128.8170144	126.5251361	47.74646139	32.11189583	0.083333309	-2.484906948	0.960360267	0.538869709	0.56111204	0.805673557	0.959785333	0.059386423
933000320046334	197.8825622	162.855875	131.5696778	66.96501067	53.508884	43.03270111	0.159914369	-1.8331168	1.319217081	0.533415357	0.404342367	1.209635543	0.919696194	0.06086744
933000320046335	137.1713778	85.93690444	97.98758667	49.363626	31.78613389	26.71298139	0.184120676	-1.692163887	0.914475852	0.350091861	0.382833358	0.716307007	0.931912332	0.125134017
933000320046337	131.5907594	115.1360167	94.97592	60.62083444	34.83645028	17.873037	0.136688379	-1.990051551	0.87727173	0.37797203	0.430849437	0.905683103	0.913645489	0.105522601
933000320046338	125.5865	171.4692417	120.4028193	87.708166	92.57813139	33.04039267	0.040131238	-3.215600253	0.837243333	0.619102516	0.739453504	1.150082229	0.94219806	0.046559671
933000320046339	180.0575111	182.4969611	158.1626944	146.7434583	100.7251917	91.34987333	0.038722416	-3.251336617	1.200383407	0.85311147	0.710699153	1.258159391	0.966749558	0.017663816
933000320046340	180.3636972	124.4069306	116.9078806	74.02927639	45.81899472	33.24076889	0.174835844	-1.743907779	1.202424648	0.478775525	0.398175076	0.965366499	0.932461399	0.074083025
933000320046341	149.7762067	96.24784722	101.8445278	66.264497	52.71320167	43.60993722	0.141300664	-1.956865287	0.998508044	0.45598273	0.456664053	0.71957508	0.958173835	0.080483681
933000320046342	170.3157733	143.4155667	93.40985333	79.95312433	41.64131111	37.37227361	0.157688651	-1.847132751	1.135438489	0.472142999	0.415824374	0.99595893	0.927701415	0.075557151
933000320046343	152.5860917	114.1471861	124.3908683	128.5329139	54.98500222	77.79887917	0.056814552	-2.867962782	1.017240611	0.632312802	0.621596105	0.891463964	0.970916194	0.038617736
933000320046344	105.9088723	192.6237907	99.60585556	58.61847767	34.84197167	14.43491833	0.066129987	-2.71613297	0.706059149	0.410600093	0.581537812	1.777119766	0.822174517	0.086132751
933000320046346	149.5493278	117.4299028	127.1158243	62.41177222	40.8878925	32.554912	0.125865542	-2.072541071	0.996995519	0.443763897	0.445101195	0.97143608	0.926323319	0.080195552
933000320046347	113.3691722	106.6431167	93.2728225	67.94169417	40.72777222	39.80871194	0.079569448	-2.53112508	0.755794481	0.416439184	0.55099527	0.771229089	0.945236047	0.090119588
933000320046348	167.463725	113.4374367	110.1562258	129.4655267	69.09717028	51.09593667	0.086636702	-2.446031747	1.116424833	0.627433762	0.562002693	0.886737972	0.965826666	0.044403137
933000320046349	158.1677139	126.03825	81.42592972	66.20647222	40.51695556	35.62098944	0.177276625	-1.730043914	1.054451426	0.421772344	0.399992198	0.851809068	0.931991577	0.093575617
933000320046351	169.541775	107.3558778	93.09061667	74.28075056	41.57304667	34.73897267	0.199551775	-1.611681552	1.1302785	0.439097263	0.388485903	0.792050268	0.943224366	0.087711347
933000320046353	112.6714694	83.56622083	67.934165	57.59059583	27.84837972	24.85106867	0.153646284	-1.873102172	0.75114313	0.319817026	0.425773749	0.614863522	0.93801985	0.155414457
933000320046355	173.0855028	125.9363553	126.03825	94.46594444	69.27234889	25.632295	0.119937051	-2.120788246	1.153903352	0.562937945	0.487855368	0.997692861	0.94402578	0.057819266
933000320046356	160.94949	164.05753	75.55067	66.00820417	42.07097556	41.8998125	0.151659525	-1.886117237	1.0729966	0.448870233	0.418333323	1.077827587	0.910059697	0.082390618
933000320046359	141.65073	116.1890961	95.87138889	63.456419	82.95284472	36.62889389	0.097990602	-2.322883706	0.9443382	0.514588871	0.544920105	0.770040931	0.961055683	0.066357287
933000320046360	204.6578083	182.5270778	97.53884833	68.58408267	56.54504556	37.45082792	0.188369374	-1.669350486	1.364385389	0.521110189	0.381937679	1.247999147	0.908150817	0.066102783
933000320046361	117.4650389	107.2574967	86.50711333	59.621965	38.52825167	31.28720111	0.106763592	-2.237138311	0.783100259	0.384057772	0.490432442	0.774246755	0.934773743	0.106007952
933000320046362	139.6509833	135.1334833	78.37912694	58.79576444	28.55662333	37.721125	0.14854277	-1.906882352	0.931006556	0.382546501	0.410895604	0.95402163	0.907799976	0.105078632
933000320046367	144.3993778	102.6370981	70.19793444	73.0886325	44.55560056	43.41568472	0.160304343	-1.830681129	0.962662519	0.42469631	0.441168428	0.661247262	0.958916399	0.095681801
933000320046369	100.6719856	126.0758958	114.1803144	50.96523033	37.32780133	28.09483444	0.064350216	-2.743414994	0.67114657	0.39226607	0.58447154	1.0175345	0.908553992	0.09325615
933000320046370	177.8740528	96.45866389	71.93315639	62.37643533	41.28392667	51.67267083	0.288431833	-1.243296503	1.185827019	0.416058766	0.350859577	0.606314956	0.965118218	0.105897948
933000320046373	127.8399796	138.8077167	74.64014278	43.02994042	47.77005278	25.4561125	0.13238875	-2.02201261	0.852266531	0.380983432	0.447023811	0.966551967	0.900607381	0.111361497
933000320046375	184.7416567	185.172325	90.53672333	80.22477667	31.347836	32.6841125	0.167891445	-1.78443767	1.231611044	0.46932341	0.381064632	1.399905011	0.879523366	0.075841217
933000320046478	145.7546278	88.20569333	98.88129875	52.6424275	29.22220167	46.26522333	0.184218554	-1.691632433	0.971697519	0.375973051	0.386923959	0.682585103	0.947450318	0.112250649
