rfid	locomotor_cage	locomotor_t1_age	locomotor_t2_age	locomotor_t1_total_distance	locomotor_t1_rest_time	locomotor_t1_rest_episode_count	locomotor_t1_movement_episode_count	locomotor_t1_vertical_activity_count	locomotor_t1_center_time_legacy	locomotor_t2_total_distance	locomotor_t2_rest_time	locomotor_t2_rest_episode_count	locomotor_t2_movement_episode_count	locomotor_t2_vertical_activity_count	locomotor_t2_center_time_legacy	locomotor_fecal_boli_box	locomotor_fecal_boli_1	locomotor_fecal_boli_2	locomotor_fecal_boli_change	locomotor_fecal_boli_age_1	locomotor_fecal_boli_age_2
933000320124857	4	71	72	4860.97	362.39	124	129	1480	251.98	3975.45	342.63	142	152	1313	216.99	5	0	0	0	71	72
933000320124862	1	71	72	4795.92	281.03	132	143	1720	225.78	3669.93	356.47	144	151	1304	127.48	7	3	2	-1	71	72
933000320124864	3	71	72	2081.14	380.19	151	159	1416	143.98	1815.44	436.57	145	151	1084	81.65	5	6	3	-3	71	72
933000320124871	4	71	72	4070.98	304.56	133	142	1444	402.51	4728.22	290.45	138	147	1381	161.05	14	3	2	-1	71	72
933000320124873	4	73	74	5451.25	469.19	111	112	1596	154.56	3208.65	495.7	178	181	1276	293.52	16	0	0	0	73	74
933000320124874	3	73	74	2066.2	517.67	152	155	1257	157.1	1568.4	504.91	163	160	1020	42.2	16	2	3	1	73	74
933000320124878	2	72	73	2682.1	351.61	158	168	1179	137.53	1878.13	428.19	176	180	1188	46.78	4	5	5	0	70	71
933000320124886	3	72	73	4093.84	279.39	115	127	1975	222.4	4329.62	281.18	121	131	1965	158.12	19	2	4	2	72	73
933000320124891	3	71	72	3366.47	311.2	143	148	1395	438.34	2489.29	370.34	158	167	1293	187.05	8	5	2	-3	71	72
933000320124892	2	71	72	2876.87	398.45	162	167	1103	123.76	1184.71	512.13	175	179	659	12.57	9	2	3	1	71	72
933000320124893	2	71	72	1663.9	421.15	140	147	1171	400.3	1547.88	413.44	151	158	1129	165.52	11	3	3	0	71	72
933000320124952	2	69	70	3077.63	366.95	164	171	1071	176.34	2635.42	415.92	183	189	913	64.35	7	3	0	-3	69	70
933000320124963	1	71	72	4856.92	208.42	99	111	1894	111.96	1605.68	518.17	142	142	888	3.06	4	0	0	0	69	70
933000320124977	4	69	70	4165.29	490.15	131	135	1281	98.97	2350.17	595.19	133	131	764	106.87	3	2	5	3	69	70
933000320124979	2	71	72	3394.11	279.95	124	134	1374	97.4	2348.93	463.47	150	148	1185	78.73	15	0	0	0	71	72
933000320124993	4	71	72	2865.36	471.13	132	136	1045	362.88	2298.56	540.66	160	166	1094	393.91	19	4	4	0	71	72
933000320125000	2	71	72	1639.95	441.31	161	171	1075	483.74	389.63	640.32	169	167	388	9.88	20	5	8	3	71	72
933000320046368	3	79	80	3355.54	301.96	135	148	1572	182.06	2032.54	441.18	162	166	1058	166.16	22	2	1	-1	79	80
933000320048051	2	140	141	2346.84	352.77	144	153	1541	188.95	2660.14	370.58	135	144	1433	340.01	27	1	0	-1	140	141
933000320048054	4	140	141	2872.34	364.78	141	146	1297	236.07	2187.29	465.85	147	153	966	163.12	24	8	5	-3	140	141
933000320048056	1	142	143	3539.44	339.3	155	162	1193	266.27	2441.82	467.62	163	166	900	40.75	45	4	0	-4	142	143
933000320048057	1	140	141	4176.9	304.41	123	130	1846	231.52	2378.4	395.95	142	149	1341	65.04	27	1	2	1	140	141
933000320048059	3	141	142	2452	485.18	149	151	1342	227.93	213.2	707.12	143	141	384	3.01	22	0	7	7	141	142
933000320048060	1	140	141	4578.14	429.26	150	153	1605	108.22	4387.03	351	159	166	1460	94.84	23	0	0	0	140	141
933000320048065	3	141	142	1355.12	446.12	157	158	932	198.02	1048.73	523.56	185	189	842	210.22	24	1	0	-1	141	142
933000320048074	2	142	143	2698.21	434.56	150	155	1466	543.07	1362.75	521.94	169	173	1133	470.54	43	9	7	-2	142	143
933000320048176	3	149	150	2130.75	420.97	123	126	1129	121.62	1359.71	490.51	146	148	925	63.68	26	1	0	-1	149	150
933000320048178	3	148	149	2601.19	451.94	169	170	1325	69.55	2667.31	495.47	150	150	1235	37.41	38	4	2	-2	148	149
933000320048179	2	144	145	1234.08	463.52	158	165	1246	158.94	1097.38	468.7	150	152	1200	296.17	13	5	5	0	144	145
933000320048180	3	148	149	807.48	478.06	150	151	958	602.25	626.81	546.12	177	179	778	446.74	10	6	7	1	148	149
933000320048183	1	147	148	3355.8	252.3	106	118	1327	356.5	2217.39	445.52	148	157	936	171.58	13	0	0	0	147	148
933000320048184	4	148	149	3068.17	426.09	145	151	1278	195.25	2847.84	469.07	177	184	1343	101.64	8	0	0	0	148	149
933000320048185	1	149	150	3891.8	371.33	151	154	1425	128.81	4077.65	405.33	152	161	1587	123.33	35	0	0	0	149	150
933000320048187	3	149	150	2067.54	428.1	149	153	1196	298.35	1940.36	504.24	167	172	988	137.15	36	0	3	3	149	150
933000320048188	1	147	148	4771.56	266.3	107	117	2017	291.33	3715.53	364.45	149	159	1789	273.48	9	0	0	0	147	148
933000320048189	4	149	150	2053.56	418.46	146	153	1012	312.96	1256.49	525.25	179	181	760	230.9	26	3	1	-2	149	150
933000320048190	3	146	147	2835.74	402.82	161	166	1143	322.14	1086.75	620.89	142	143	742	41.39	12	3	4	1	146	147
933000320048191	2	149	150	2779.38	419.92	146	154	1178	206.91	2277.7	480.86	160	164	1010	129.5	33	2	2	0	149	150
933000320048192	2	147	148	2288.75	564.38	141	143	1036	56.79	1726.76	525.33	184	189	1211	48.27	11	2	1	-1	147	148
933000320048193	2	148	149	2291.37	427.21	159	164	1022	390.38	2496.46	391.16	146	151	1204	262.3	35	0	2	2	148	149
933000320048194	3	147	148	2550.79	336.19	127	132	1364	261.2	1843.44	402.51	148	160	1091	195.01	8	5	4	-1	147	148
933000320048195	2	144	145	3257.92	396.88	143	146	1316	258.99	3146.48	435.72	135	142	1496	146.87	9	6	0	-6	144	145
933000320048197	1	146	147	2271.44	463.14	159	162	1028	357.31	2121.74	466.37	142	151	977	265.82	29	2	2	0	146	147
933000320048198	1	150	151	6140.74	234.49	114	129	2160	209.47	4147.32	349.95	140	150	1563	133.39	33	0	0	0	150	151
933000320048199	3	150	151	3137.45	360.12	141	150	2291	125.88	3047.31	410.13	167	171	1977	216.61	32	5	8	3	150	151
933000320048200	4	146	147	1791.09	487.44	151	150	878	289.39	818.39	538.46	130	132	607	105.41	12	6	6	0	146	147
933000320048226	2	152	153	5226.46	329.65	134	139	1902	201.46	4505.12	400.45	149	155	1859	146.93	31	0	0	0	152	153
933000320048227	2	154	155	1362.1	455.91	171	177	933	144.36	1644.29	487.55	176	186	1089	171.89	41	5	0	-5	154	155
933000320048228	4	151	152	1991.2	384.71	146	152	1288	67.5	2342.07	464.97	152	164	1302	407.68	32	2	2	0	151	152
933000320048230	4	151	152	3230.55	473.02	143	147	1291	234.73	3263.82	400.66	157	165	1405	85.4	4	0	0	0	151	152
933000320048231	4	151	152	4046.95	376.86	131	137	1402	78.97	3419.08	365.66	153	161	1345	62.44	36	1	2	1	151	152
933000320048232	2	151	152	2124.97	401.8	156	163	1277	319.72	563.28	611.54	141	148	713	106.87	29	6	3	-3	151	152
933000320048233	1	148	149	4897.01	357.17	120	123	1690	156.38	3144.72	450.05	151	162	1361	92.41	11	0	0	0	148	149
933000320048234	3	151	152	2489.86	399.8	153	153	1028	271.15	2036.67	350	157	161	975	185.71	4	0	0	0	151	152
933000320048235	2	151	152	3438.11	262.76	119	126	1544	188.81	2830.6	338.24	143	152	1341	156.44	5	8	10	2	151	152
933000320048236	2	150	151	1854.12	409.05	136	144	1284	247.49	1380.56	433.91	189	196	1122	74.33	17	1	2	1	150	151
933000320048237	1	149	150	1760.36	499.98	134	131	996	387.96	1356.78	505.33	155	154	895	271.74	17	10	6	-4	149	150
933000320048238	1	152	153	3058.26	401.38	137	144	956	128.8	3474.32	434.55	170	172	1164	178.87	37	0	0	0	152	153
933000320048239	1	151	152	5092.34	298.01	145	154	2651	161.5	3480.86	404.37	163	172	2027	179.99	31	0	0	0	151	152
933000320048240	4	151	152	2655.18	394.24	119	124	1321	647.28	1212.79	528.1	155	158	1131	405.96	10	3	6	3	151	152
933000320048241	2	151	152	2196.09	418.77	156	162	1134	589.16	2049.93	506.05	177	178	985	522.79	3	3	0	-3	151	152
933000320048243	3	151	152	2840.5	370.78	131	140	1518	167.43	2484.45	383.89	156	164	1384	105.65	6	2	0	-2	151	152
933000320048244	1	155	156	2671.29	404.13	135	146	1180	167.74	2696.02	470.01	147	152	1273	142.07	41	0	0	0	155	156
933000320048245	3	151	152	1522	545.16	157	156	1224	190.57	1583.56	422.19	144	148	953	83.18	2	6	6	0	151	152
933000320048246	2	153	154	2436.8	393.72	152	159	1081	73.56	930.4	509.22	182	186	852	17.82	37	6	3	-3	153	154
933000320048247	2	150	151	2683.11	451.82	173	182	1322	513.93	2024.12	502.7	194	197	1151	163.32	7	3	0	-3	150	151
933000320048248	1	151	152	5120.97	285.65	130	136	1395	383.1	4028.55	414.88	149	154	976	178.25	15	6	4	-2	151	152
933000320048249	4	150	151	3399.88	303.64	132	142	1183	229.87	1797.15	539.39	156	159	873	26.33	6	0	0	0	150	151
933000320048250	1	149	150	2805.55	397.78	146	148	1209	358.75	2128.48	449.91	146	157	1031	263.06	7	3	3	0	149	150
933000320186876	3	79	80	3498.57	350.16	151	159	1487	98.33	1824.48	420.83	158	166	952	41.27	36	10	4	-6	79	80
933000320186879	1	77	78	1311	444.21	130	134	903	141.33	1171.8	529.97	156	158	880	31.28	19	6	3	-3	77	78
933000320186884	1	77	78	2141.67	480.82	134	136	1190	202.55	2003.82	400.11	140	143	1195	35.71	15	8	5	-3	77	78
933000320186889	3	79	80	2804.75	293.16	139	150	1267	39.23	2101.56	353.05	158	166	1307	37.13	32	2	0	-2	79	80
933000320186891	2	81	82	1992	504.42	145	147	1117	317.98	2316.47	444.03	164	169	989	317.59	43	0	0	0	81	82
933000320186892	2	77	78	2202.25	362.26	143	153	1533	364.15	1504.94	477.33	191	197	1209	522.81	19	3	4	1	77	78
933000320186893	1	77	78	3032.89	319.53	134	143	1581	165.98	2275.26	435.08	135	134	1209	115.34	3	2	0	-2	77	78
933000320186896	2	79	80	3236.19	386.24	158	166	1088	201.4	3286.55	428.38	165	170	902	127.59	35	0	2	2	79	80
933000320186958	2	85	86	2598.05	357.75	141	149	993	99.24	1538.93	507.39	137	142	323	39.74	49	0	0	0	85	86
933000320186961	2	84	85	2515.59	471.38	155	161	1269	166.48	1756.68	397.74	150	156	1004	73.96	21	0	6	6	84	85
933000320186962	1	85	86	3283.67	340.69	136	142	1410	73.59	3177.06	393.36	160	164	1564	70.45	41	0	0	0	85	86
933000320186968	3	85	86	1907.37	306.29	121	130	1295	229.89	893.52	487.33	147	152	722	132.02	44	4	0	-4	85	86
933000320186969	1	83	84	4294.81	338.67	147	156	1540	214.06	3661.46	426.28	163	173	1309	221.22	33	6	0	-6	83	84
933000320186970	2	86	87	1615.77	537.6	136	135	1111	139.46	848.93	624.87	170	168	681	8.54	41	0	3	3	86	87
933000320186971	2	81	82	2247.06	366.65	143	149	1695	711.28	2116.94	445.43	130	137	1366	584.86	1	11	2	-9	81	82
933000320186973	1	81	82	4502.57	208.61	89	103	1732	350.2	2839.39	284.2	125	133	1488	195.51	7	6	7	1	81	82
933000320186976	1	81	82	4335.14	265.76	114	125	1553	80.1	2184.19	392.24	148	152	941	63.72	23	0	0	0	81	82
933000320186979	2	83	84	3124.37	418.26	129	136	1089	121.38	2274.17	531.35	136	140	809	86.21	47	3	0	-3	83	84
933000320186981	1	81	82	4840.71	324.19	129	138	1743	231.84	3695.09	347.37	144	150	1437	305.34	29	3	5	2	81	82
933000320186982	3	79	80	1968.03	420.96	173	180	1617	360.47	1912.98	452.17	163	171	1406	108.61	2	3	4	1	79	80
933000320186984	1	79	80	1510.95	453.25	155	161	1266	65.49	2123.74	432.29	137	139	1134	63.65	11	0	6	6	79	80
933000320186985	4	79	80	3673.95	320.47	148	155	1601	191.38	3148.76	330.94	141	147	1405	96.89	14	0	0	0	79	80
933000320186992	4	81	82	3268.58	329.99	127	137	1401	186.42	950.27	548.16	145	145	796	13.66	24	2	0	-2	81	82
933000320187000	4	79	80	2244.23	359.82	146	154	1289	154.87	1966.17	381.87	140	146	1121	64.79	4	10	2	-8	79	80
933000320187076	4	79	80	2692.8	351.72	143	155	1454	233.4	2302.08	301.59	141	152	1365	158.22	38	6	0	-6	79	80
933000320187079	4	81	82	3971.19	337.68	138	143	1813	201.51	3270.3	455.96	135	141	1305	155.75	42	0	0	0	81	82
933000320187085	2	79	80	2698.28	336.72	150	161	1384	106.25	1923.34	414.7	157	162	860	44.7	31	0	0	0	79	80
933000320187090	1	79	80	2759.34	433.35	128	134	1100	84.01	1546.36	504.96	140	146	912	50.74	35	3	0	-3	79	80
933000320187096	3	80	81	4529.78	260.9	128	138	1648	210.5	3993.02	276.01	138	151	1313	167.35	24	1	1	0	80	81
933000320187097	1	78	79	3981.67	371.97	134	141	1482	70.08	3269.77	439.49	153	160	1389	176.87	17	3	0	-3	78	79
933000320187127	1	84	85	2119.58	392.86	165	172	1204	334.56	2394.5	341.2	160	166	1148	513.6	21	2	2	0	84	85
933000320187131	4	86	87	3557.74	338.45	142	142	1636	197.95	1531.17	529.16	143	144	769	41.29	44	6	7	1	86	87
933000320187141	1	86	87	3981.83	309.04	138	146	1748	194.42	2130.53	447.1	162	171	1087	183.2	49	0	7	7	86	87
933000320187149	4	84	85	4437.46	376.03	137	143	1615	148.76	2647.09	400.2	142	150	1329	70.2	22	0	0	0	84	85
933000320187153	4	78	79	1885.84	460.27	146	154	1207	139.39	1562.27	430.46	167	170	1070	88.31	2	8	0	-8	78	79
933000320187154	2	80	81	1549.97	456.67	171	177	888	51.94	1611.48	402.58	162	171	882	25	23	2	4	2	80	81
933000320187155	2	77	78	2330.69	467.3	136	142	1160	149.41	1784.83	531.12	157	162	1160	85.23	17	7	2	-5	77	78
933000320187157	2	78	79	2331.91	440.56	163	170	1438	209.46	1730.32	442.75	163	167	1110	21.66	11	10	3	-7	78	79
933000320187159	1	81	82	3797.89	280.96	115	125	1532	168.09	1733.31	492.29	156	163	1033	40.61	37	7	4	-3	81	82
933000320187160	3	79	80	2730.7	357.95	149	158	1209	304.63	2386.33	385.13	150	160	1295	165.74	4	8	8	0	79	80
933000320187162	3	79	80	4215.69	300.45	123	132	1496	179.14	2620.69	386.02	138	142	1112	176.21	14	2	2	0	79	80
933000320187165	2	79	80	1912.87	359.89	139	150	1309	251.78	1200.71	427.92	156	159	1212	388.44	37	7	9	2	79	80
933000320187173	1	83	84	2834.84	433.39	144	150	1135	319.14	2281.72	585.28	121	121	1082	158.83	47	6	5	-1	83	84
933000320187175	2	80	81	3608.91	291.32	135	144	1371	360.51	2817.32	379.8	158	160	1462	139.33	29	8	0	-8	80	81
933000320187187	4	75	76	4051.61	347.31	134	143	1499	91.9	2992.53	473.36	163	169	1175	139.55	16	0	0	0	75	76
933000320187188	3	75	76	2694.24	331.54	140	151	1223	93.43	2531.97	411.23	164	172	1330	192.46	12	3	0	-3	75	76
933000320187189	3	75	76	2671.1	352.17	139	149	1349	79.79	2589.15	387.03	149	156	1182	238.69	16	5	5	0	75	76
933000320187190	2	77	78	3488.36	322.02	153	165	1457	197.62	2476.72	471.06	153	160	1067	60.52	39	10	0	-10	77	78
933000320187191	4	75	76	2884.28	449.81	165	168	1409	165.01	1799.98	536.27	167	177	1308	41.37	20	6	6	0	75	76
933000320187192	4	78	79	3916.5	224.52	115	126	1431	308.74	3868.26	194.63	104	118	1464	140.76	34	5	8	3	78	79
933000320187194	3	76	77	3384.28	275.23	127	137	1660	163.54	3069.75	379.03	166	177	1521	151.04	18	0	7	7	76	77
933000320187199	4	75	76	4400.89	267.1	119	128	1576	225.37	4019.39	329.75	139	144	1574	216.59	10	0	0	0	75	76
933000320187203	4	78	79	2570.52	429.58	161	169	1152	124.46	2513.73	477.41	142	147	1015	116.87	36	8	0	-8	78	79
933000320187207	2	76	77	1961.54	444.83	166	169	1309	246.15	1938.56	476.23	170	176	1199	232.01	13	5	0	-5	76	77
933000320187209	1	79	80	3960.77	374.12	136	151	1511	79.91	3123.93	450.06	160	166	1260	64.14	31	0	0	0	79	80
933000320187212	3	82	83	4040.89	270.73	120	131	1670	143	4175.94	303.54	124	130	1628	208.48	42	5	1	-4	82	83
933000320187214	1	80	81	3777.51	329.9	135	143	1605	156.28	2812.77	438.66	156	160	1457	110.44	43	0	0	0	80	81
933000320187217	1	76	77	2387.53	469.72	144	155	986	292.66	1357.07	600.92	147	151	664	195.57	13	6	6	0	76	77
933000320187219	2	78	79	2193.2	486.38	157	165	1232	258.89	2337.58	482.32	175	179	1184	199.13	3	1	0	-1	78	79
933000320187223	3	79	80	4329.72	203.96	102	112	1838	239.04	3157.57	341.03	147	159	1353	182.17	38	3	0	-3	79	80
933000320187232	4	85	86	3248.18	381.76	153	156	1302	391.1	3272.15	388.34	159	172	1149	283.76	46	6	0	-6	85	86
933000320187233	3	85	86	1885.99	389.18	130	138	1051	147.61	1584.99	468.64	178	175	1271	119.59	46	5	6	1	85	86
933000320187236	1	81	82	3170.34	387.19	155	162	1466	307.11	2441.04	429.16	164	168	1407	67.2	1	5	0	-5	81	82
933000320187239	4	82	83	3877.07	359.1	143	153	1698	149.79	3427.9	366.81	147	158	1599	117.46	26	0	0	0	82	83
933000320187240	2	83	84	3127.9	384.82	159	168	1375	336.24	1584.19	566.13	165	163	860	36.63	33	0	0	0	83	84
933000320187245	3	83	84	2594.22	382.08	141	147	1476	56.2	1906.42	390.71	161	169	1200	282.91	26	2	2	0	83	84
933000320187249	2	80	81	2209.26	437.59	162	167	1211	386.43	1646.84	448.32	160	170	1209	83.96	7	8	6	-2	80	81
933000320187251	3	73	74	1912.55	440.78	142	146	1009	62.42	1948.97	519.2	182	184	965	200.38	20	7	6	-1	73	74
933000320187259	3	73	74	3022.16	302.48	131	141	1394	151.15	2154.51	427.27	153	159	1042	92.45	10	5	1	-4	73	74
933000320187260	2	73	74	1974.78	481.05	143	148	1078	373.47	2145.05	415.82	182	185	1220	182.68	15	8	7	-1	73	74
933000320187261	4	74	75	3203.11	395.56	132	140	1691	130.37	2764.62	501.18	148	148	1545	226.2	18	0	0	0	74	75
933000320187269	3	75	76	3085.7	348.98	136	147	1472	67.56	2892.14	362.25	149	158	1097	45.94	40	4	0	-4	75	76
933000320187270	4	74	75	2436.88	409.69	131	136	1118	112.49	1769.98	488.13	159	164	1002	44.76	12	6	0	-6	74	75
933000320187302	3	78	79	2375.97	352.04	146	157	1273	200.91	2178.86	361.02	162	174	1221	94.8	50	4	0	-4	78	79
933000320187321	3	76	77	1493.09	535.62	152	154	902	81.98	1876.08	473.77	177	178	1074	164.11	34	8	4	-4	76	77
933000320187337	4	69	70	3917.5	344.11	128	134	1736	169.22	4800.5	343.9	127	133	1721	82.94	8	0	0	0	69	70
933000320187344	4	71	72	3295.63	309.5	126	132	1559	85.01	1489.86	406.09	173	179	1318	148.24	28	4	5	1	71	72
933000320187345	4	74	75	2740.8	514.92	135	136	994	43.04	2297.51	382.74	153	162	847	56.74	48	0	0	0	74	75
933000320187348	3	83	84	3086.1	346.42	141	154	1527	118.84	2092.29	327.76	145	150	1326	111.07	22	2	3	1	83	84
933000320187352	3	71	72	3315.46	272.18	127	142	1538	410.39	1969.7	381.22	149	162	1069	182.35	6	0	6	6	71	72
933000320187354	4	70	71	3303.43	335.18	134	148	1407	114	2899.29	393.1	139	146	1182	146.5	6	2	3	1	70	71
933000320187355	3	72	73	2684.78	312.67	134	144	1351	88.85	2006.09	282.25	137	145	1301	94.77	28	2	1	-1	72	73
933000320187356	3	71	72	2279.4	412.82	132	139	1172	104.88	2475.11	428.11	155	166	1277	56.24	8	8	7	-1	71	72
933000320187358	1	72	73	5155.06	222.33	116	129	1696	123.49	3040.1	364.39	141	145	1401	132.24	25	5	4	-1	72	73
933000320187360	2	71	72	3015.64	415.01	149	162	1070	544.3	1720.95	485.96	174	180	804	316.53	5	4	5	1	71	72
933000320187361	1	72	73	6741.56	237.57	106	113	1906	275.44	4682.49	320.56	131	136	1569	113.86	9	1	0	-1	72	73
933000320187362	2	76	77	1650.5	421.08	156	163	1358	151.21	84.29	677.14	162	163	475	0.16	45	3	1	-2	76	77
933000320187363	1	73	74	2379.73	302.9	126	134	1333	111.99	1455.47	434.08	151	162	945	76.71	27	9	8	-1	73	74
933000320187364	4	74	75	3865.99	352.43	148	157	1359	151.04	3390.02	348.58	140	145	1337	154.52	30	4	4	0	74	75
933000320187365	3	76	77	3355.31	306.21	132	141	1491	84.55	2346	470.76	159	164	1135	68.52	48	2	5	3	76	77
933000320187366	1	76	77	4988.68	208.17	117	129	1982	233.14	3669.55	306.57	129	138	1521	106.85	45	3	0	-3	76	77
933000320187367	2	76	77	2345.1	420.23	154	157	1053	393.47	2684.63	394.75	131	141	1135	194.02	25	4	4	0	76	77
933000320187368	2	72	73	3972.9	244.95	126	136	1123	156.03	1803.73	356.08	165	171	895	72.62	9	0	0	0	72	73
933000320187369	3	74	75	3101.5	222.47	113	122	1502	109.92	1526.28	371.38	166	174	1096	69.61	30	0	0	0	74	75
933000320187370	1	72	73	3103.51	352.57	137	142	1365	186.51	2024.91	410.11	157	163	1015	100.38	5	4	0	-4	72	73
933000320187371	4	76	77	3457.29	334.02	134	142	1452	199.39	1801.18	513.65	152	155	996	90.15	50	2	1	-1	76	77
933000320187372	1	74	75	3997.4	243.25	110	119	1749	108.24	2689.15	368.69	153	159	1578	87.5	39	0	0	0	74	75
933000320187373	4	74	75	2227.48	585.02	84	80	1073	41.92	2107.73	486.34	168	175	921	47.62	40	3	0	-3	74	75
933000320187374	4	74	75	3482.95	353.64	138	146	1375	105.87	2602.75	404.15	168	175	1269	60.48	32	4	0	-4	74	75
933000320187375	2	76	77	3598.77	328.05	146	160	1588	426.56	2576.45	342.25	156	168	1292	233.35	27	5	4	-1	76	77
933000320187377	3	159	160	3222.02	287.49	122	131	1879	156.57	2434.11	303.32	138	149	2080	109.24	46	8	0	-8	159	160
933000320187379	1	156	157	3441.78	235.29	106	113	1794	210.1	2491.69	283.12	132	143	1331	116.18	3	0	0	0	156	157
933000320187381	4	158	159	4840.46	327.17	133	137	1552	86.35	4712.65	330.13	128	135	1530	182.05	28	0	0	0	158	159
933000320187382	4	159	160	3654.59	343.18	137	138	1232	139.17	1934.08	521.08	142	148	787	151.29	34	2	3	1	159	160
933000320187383	4	158	159	4818.71	370.27	151	157	1747	311.76	3428.69	440.87	156	161	1353	96.21	30	0	0	0	158	159
933000320187386	3	157	158	2811.23	276.92	128	135	1397	232.66	2541.77	389.08	150	158	1198	154.95	40	0	0	0	157	158
933000320187387	1	156	157	1937.37	539.52	155	160	826	151.04	2441.35	456.99	144	149	873	148.86	5	3	5	2	156	157
933000320187390	3	159	160	3604.65	312.83	131	142	1454	213.85	4300	380.96	153	165	1642	258.24	28	5	1	-4	159	160
933000320187401	1	144	145	3042.35	396.97	134	139	1112	247.57	3476.71	434.18	165	172	1036	192.71	43	3	2	-1	144	145
933000320187402	4	142	143	3318.68	391.71	138	147	1240	81.2	2986.87	414.16	164	176	1180	112.48	20	2	0	-2	142	143
933000320187403	3	145	146	2937.79	402.29	165	172	1409	122.67	1403.8	501.75	165	168	800	104.16	48	4	0	-4	145	146
933000320187404	4	141	142	2850.7	445.22	144	153	1332	71.83	2571.45	495.83	174	178	1204	71.39	22	0	0	0	141	142
933000320187405	2	139	140	1179.43	494.29	129	133	1207	122.46	1603.52	477.46	159	166	1188	448.94	1	4	2	-2	139	140
933000320187406	2	141	142	2349.97	467.51	154	159	1276	296.85	2789.75	439.79	134	143	1265	218.64	23	5	1	-4	141	142
933000320187407	1	142	143	3975.04	382.19	140	149	1421	77.25	3456.04	431.39	154	157	1328	235.48	19	2	1	-1	142	143
933000320187408	2	145	146	1098.07	453.01	161	167	1266	192.89	797.13	546.6	149	151	995	61.2	45	6	6	0	145	146
933000320187409	1	145	146	1897.36	466.69	136	141	882	223.25	2543.14	361.31	154	164	1238	129.55	47	0	0	0	145	146
933000320187410	2	144	145	4061.46	278.76	119	125	1475	271.58	1847.08	559.1	145	151	1062	14.91	47	0	0	0	144	145
933000320187411	1	145	146	4724.71	269.26	135	144	2061	149.54	2513.61	475.3	144	147	1190	27.43	49	0	0	0	145	146
933000320187412	4	146	147	3637.65	413.78	160	165	1154	66.03	3647.34	461.39	171	176	1378	125.46	38	7	0	-7	146	147
933000320187413	3	145	146	2359.85	437.93	193	199	1166	254.97	1376.68	447.39	203	211	762	120.63	44	5	6	1	145	146
933000320187414	2	143	144	2152	466.66	155	158	1223	320.27	1912.3	494.93	154	159	1133	232.49	49	8	6	-2	143	144
933000320187415	4	143	144	2002.97	545.36	162	170	950	502.29	648.86	736.05	142	133	526	92.62	50	10	0	-10	143	144
933000320187416	1	145	146	2163.04	411.65	148	154	1101	29.15	3012.13	394.89	147	153	1107	101.73	39	7	5	-2	145	146
933000320187417	4	146	147	2185.62	446.82	162	168	1191	131.49	1768.89	540.74	163	167	1120	146.07	42	2	11	9	146	147
933000320187418	3	146	147	2252.06	284.51	123	131	1469	237.96	1892.06	340.16	140	146	1232	248.54	50	5	9	4	146	147
933000320187419	4	142	143	3111.3	506.55	166	168	1300	309.94	2752.47	513.1	156	156	1323	93.07	16	0	0	0	142	143
933000320187420	1	141	142	1545.11	460.64	148	153	1174	335.36	1104.73	535.94	179	179	1099	102.99	1	2	1	-1	141	142
933000320187421	3	139	140	1315.68	467.11	159	167	1149	35.96	658.22	607.59	163	164	908	27.95	20	8	5	-3	139	140
933000320187422	3	147	148	1489.9	453.36	157	165	1114	549.48	438.89	573.48	167	169	707	101.64	42	5	0	-5	147	148
933000320187423	2	142	143	2106.03	475.09	167	171	927	68.65	1167.06	528.15	171	173	760	46.43	19	2	3	1	142	143
933000320187424	3	142	143	1728.51	487.26	153	159	1012	420.97	866.47	609.75	144	144	769	45.92	14	1	5	4	142	143
933000320187426	2	144	145	3951.97	428.28	130	136	1409	429.81	3094.91	527.83	157	161	1093	196.84	25	0	0	0	144	145
933000320187427	2	145	146	4036.43	402.19	147	158	1884	123.42	3428.52	443.34	145	150	1553	143.5	39	0	0	0	145	146
933000320187428	4	143	144	2092.83	404.32	144	148	1328	192.2	1503.95	548.48	147	151	920	135.45	18	5	4	-1	143	144
933000320187429	3	143	144	5125.51	309.49	138	149	2010	197.92	3324.22	371.93	153	157	1389	113.91	16	0	0	0	143	144
933000320187430	4	143	144	1670.75	590.14	157	156	1154	120.97	1004.69	645.3	158	161	870	75.94	14	5	4	-1	143	144
933000320187431	1	155	156	1800.32	611.32	98	97	730	357.93	2440.54	453.71	127	128	1065	245.74	21	1	0	-1	155	156
933000320187432	4	153	154	1120.55	671.36	123	126	934	723.67	1227.82	616.93	189	187	981	735.97	2	0	0	0	153	154
933000320187433	4	158	159	3744.11	448.12	163	170	1351	365.8	2350.98	545.55	187	184	893	142.36	46	0	0	0	158	159
933000320187435	4	147	148	2939.76	431.21	166	169	1340	39.64	3155.16	378.56	156	167	1204	119.06	48	12	1	-11	147	148
933000320187438	3	156	157	3286.98	326.23	156	165	1091	236.33	1887.55	443.95	154	165	899	162.55	34	1	0	-1	156	157
933000320187439	2	152	153	2679.79	459.34	136	141	1279	147.54	1671.04	547.74	175	182	837	42.1	15	0	0	0	152	153
933000320187441	1	145	146	3496.08	430.77	132	133	1499	257.44	3709.86	400.61	151	157	1725	444.69	25	1	4	3	145	146
933000320187442	3	156	157	1552.4	480.88	177	185	1041	100.8	959.82	546.88	162	169	829	29.88	30	2	6	4	156	157
