rfid	soc_totalti_max	soc_totalti_16_5	soc_totalti_13_5	soc_totalti_10_5	soc_totalti_7_5	soc_totalti_4_5	soc_totalti_1_5	soc_totalti	soc_totalrf	soc_totalrs_max	soc_totalrs_16_5	soc_totalrs_13_5	soc_totalrs_10_5	soc_totalrs_7_5	soc_totalrs_4_5	soc_totalrs_1_5	soc_totalrs	soc_opconti_max	soc_opconti_16_5	soc_opconti_13_5	soc_opconti_10_5	soc_opconti_7_5	soc_opconti_4_5	soc_opconti_1_5	soc_opconti	soc_opconrf	soc_opconrs_max	soc_opconrs_16_5	soc_opconrs_13_5	soc_opconrs_10_5	soc_opconrs_7_5	soc_opconrs_4_5	soc_opconrs_1_5	soc_opconrfq	soc_opconrs	soc_midconti_max	soc_midconti_16_5	soc_midconti_13_5	soc_midconti_10_5	soc_midconti_7_5	soc_midconti_4_5	soc_midconti_1_5	soc_midconti	soc_midconrf	soc_midconrs_max	soc_midconrs_16_5	soc_midconrs_13_5	soc_midconrs_10_5	soc_midconrs_7_5	soc_midconrs_4_5	soc_midconrs_1_5	soc_midconrfq	soc_midconrs	soc_socialti_max	soc_socialti_16_5	soc_socialti_13_5	soc_socialti_10_5	soc_socialti_7_5	soc_socialti_4_5	soc_socialti_1_5	soc_socialti	soc_socialrf	soc_socialrs_max	soc_socialrs_16_5	soc_socialrs_13_5	soc_socialrs_10_5	soc_socialrs_7_5	soc_socialrs_4_5	soc_socialrs_1_5	soc_socialrfq	soc_socialrs	soc_age	soc_box_id
00077E9133	4552	3363	188	2610	2196	3769	4552	16678	74	72	52	7	54	49	50	72	284	2085	1121		303	556	2085	454	4519	19	15	3	0	9	4	14	15	0.158450704	45	964	240	151	900	787	816	964	3858	30	38	29	6	38	37	17	27	0.014084507	154	3134	2002	37	1407	853	868	3134	8301	25	30	20	1	7	8	19	30	0.299295775	85	83	S2
00077E9136	12193	8709	12193	11310	11952	8093	6718	58975	79	106	36	23	64	27	56	106	312	7323	2877	7323	7264	2124	3698	2372	25658	29	34	8	5	8	7	10	34	0.230769231	72	2908		528	1525	2908	1141	1473	7575	23	42	13	6	42	9	16	24	0.352564103	110	6920	5832	4342	2521	6920	3254	2873	25742	27	48	15	12	14	11	30	48	0.416666667	130	65	S2
00077E913A	10700	8323	9260	10700	9188	8975	4682	51128	73	85	38	21	31	36	61	85	272	6526	5005	384	6526	2689	1313	1419	17336	21	22	14	6	13	2	18	22	0.275735294	75	1905	523	1867	425	871	1905	564	7194	23	15	4	6	14	4	10	15	0.194852941	53	7009	1756	7009	3749	5628	5757	2699	26598	29	48	20	9	4	30	33	48	0.529411765	144	66	S6
00077E92D9	19636	4623	4054	12614	9442	19636	8781	59150	82	127	34	21	30	54	67	127	333	4283	2034	1582	1772	4283	1642	3174	14487	24	28	19	2	5	13	10	28	0.231231231	77	4158	1365	75	4158	1372	615	1728	9313	22	20	2	1	6	3	8	20	0.12012012	40	17379	1224	2397	6684	3787	17379	3879	35350	36	79	13	18	19	38	49	79	0.648648649	216	71	S7
00077E9141	13518	10348	10780	13518	6879	6410	5210	53145	82	102	42	30	52	102	63	65	354	4394	2117	4394	1709	2280	430	1077	12007	23	55	9	3	38	55	11	23	0.392655367	139	3954	572	2208	2463	3954	3093	620	12910	31	23	3	23	10	17	16	16	0.240112994	85	9346	7659	4178	9346	645	2887	3513	28228	28	36	30	4	4	30	36	26	0.367231638	130	64	S7
00077E9149	15725	4539	12689	15725	11457	8180	8056	60646	82	89	31	48	48	47	71	89	334	6397	1616	4569	6397	4169	4922	2207	23880	32	34	7	15	9	10	24	34	0.296407186	99	2201		1140	476	2201	620	1153	5590	18	21	0	15	3	7	9	21	0.164670659	55	8852	2923	6980	8852	5087	2638	4696	31176	32	38	24	18	36	30	38	34	0.538922156	180	64	S2
00077E9156	21001	8764	8711	21001	11756	11423	5162	66817	81	231	40	59	47	64	155	231	596	5228	2888	5109	3611	2779	5228	1631	24805	28	41	26	12	37	40	16	41	0.288590604	172	4194	2390	3414	853	4194	600	963	12414	25	53	4	34	5	8	53	30	0.224832215	134	16537	3486	188	16537	1224	5595	2568	29598	28	160	10	13	5	16	86	160	0.486577181	290	65	S6
00077E915B	14915	12157	3745	3500	14915	6959	8300	49576	75	120	22	21	60	64	78	120	365	4738	2757	522	1642	4738	1772	2762	14193	25	45	3	5	45	34	30	33	0.410958904	150	4412	1874	1735	974	4412	3554	669	13218	24	25	6	2	7	10	14	25	0.175342466	64	7526	7526		884	5765	1633	4869	22165	26	62	13	14	8	20	34	62	0.41369863	151	63	S5
00077E915E	9084	4932	8272	9084	2506	6645	6093	37532	71	103	25	21	45	20	99	103	313	3746	1727	3746	2012	1155	2436	968	12044	16	36	5	6	16	8	20	36	0.290734824	91	2314	229	93	2314	335	2145	1012	6128	18	46	4	1	7	4	20	46	0.022364217	82	4758	2976	4433	4758	1016	2064	4113	19360	37	59	16	14	22	8	59	21	0.447284345	140	71	S7
00077E9161	26230	11253	12994	20898	23304	26230	13166	107845	76	80	52	64	48	80	57	78	379	8767	3918	1518	774	7286	8767	3084	25347	26	25	9	18	19	16	25	19	0.279683377	106	5167	1685	5167	979	3234	1153	3187	15405	27	35	35	10	10	30	19	19	0.324538259	123	19145	5650	6309	19145	12784	16310	6895	67093	23	40	8	36	19	34	13	40	0.395778364	150	63	S8
00077E9169	7686	2768	3996	3926	2176	7686	5698	26250	48	85	16	9	5	17	27	85	159	3346	2289	501	2594	874	3346	720	10324	16	27	14	1	3	9	12	27	0.41509434	66	1433	51	503	140	1012	451	1433	3590	13	14	1	2	1	4	5	14	0.006289308	27	3889	428	2992	1192	290	3889	3545	12336	19	44	1	6	1	4	10	44	0.41509434	66	70	S5
00077E9178	15636	9245	15636	6054	9410	4914	7793	53052	54	48	7	6	11	19	29	48	120	8913	6247	8913	890	3651	1645	960	22306	18	22	3	2	5	6	7	22	0.375	45	2788	1557		2788	801	1545	2570	9261	14	14	3	0	3	5	3	14	0.016666667	28	6723	1441	6723	2376	4958	1724	4263	21485	22	19	1	4	3	8	19	12	0.391666667	47	65	S5
00077E918B	16556	12598	16556	4490	14475	7241	6762	62122	65	115	23	39	115	40	38	60	315	2686	297	2391	787	2686	787	479	7427	18	16	5	2	12	3	13	16	0.161904762	51	3701	3701	260	285	1551	1508	563	7868	19	19	5	2	14	10	7	19	0.00952381	57	13905	8600	13905	3418	10238	4946	5720	46827	28	89	13	35	89	27	18	25	0.657142857	207	82	S3
00077E91A2	5476	1298	5	2110	3339	2515	5476	14977	34	43	1	2	2	7	13	43	68	2121			532		300	2121	2953	8	12	0	0	1	0	3	12	0.235294118	16	977	909			977	663	793	3576	11	18	1	0	1	3	4	18	0.397058824	27	2562		5		2362	1552	2562	8448	15	13	0	2	0	4	6	13	0.367647059	25	69	S8
00077E91A9	17492	6812	16351	8557	5817	17492	8175	63204	85	103	37	43	42	33	90	103	348	2903	2421	2903	1462	1593	1665	1740	11784	28	27	4	5	12	14	20	27	0.235632184	82	1597	473	1203	728	366	1597	426	4793	19	25	4	4	11	7	16	25	0.192528736	67	12245	3918	12245	6367	3858	10515	6009	46627	38	54	29	34	19	12	54	51	0.57183908	199	83	S3
00077E91B4	15511	12306	15511	11039	10374	14224	10320	73774	74	145	46	30	36	22	29	145	308	3470	1204	2661	3470	1692	2471	1149	12647	22	17	15	5	14	5	8	17	0.207792208	64	3831	214	3183	1416	2552	3831	155	11351	13	50	3	4	4	2	8	50	0.230519481	71	10888	10888	9667	6153	6130	7922	9016	49776	39	78	28	21	18	15	13	78	0.561688312	173	64	S3
00077E91B8	18368	14897	18368	10556	10275	12532	8102	74730	86	127	28	19	50	78	66	127	368	5038	4309	1772	2530	4200	5038	2618	24628	26	38	3	3	15	19	19	38	0.263586957	97	8626	3587	8626	3635	5200	2093	2207	25348	32	33	17	3	12	13	27	33	0.010869565	105	7001	7001	3809	4391	875	5401	3277	24754	28	56	8	13	23	46	20	56	0.451086957	166	66	S7
00077E91C9	17073	17073	15611	6137	9615	4182	3479	56097	94	109	62	70	96	109	73	109	519	3741	3741	3721	2457	1597	2288	1011	14815	31	36	27	28	15	36	23	26	0.298651252	155	1785	682	1312	1785	1243	1210	608	6840	27	43	10	8	10	20	23	43	0.219653179	114	12650	12650	10578	1895	6775	684	1860	34442	36	71	25	34	71	53	27	40	0.481695568	250	65	S1
