rfid	rig_group	box	cue_age	inta_01_age	inta_15_age	pr_01_age	pr_02_age	sha_01_age	sha_10_age	shock_03_age	shock_base_age	labanimalid	sha_acquisition	sha_01_rewards	sha_01_locomotion	sha_01_inactive	sha_10_rewards	sha_10_locomotion	sha_10_inactive	sha_tot_rewards	sha_tot_locomotion	inta_01_rewards	inta_01_locomotion	inta_01_inactive	inta_15_rewards	inta_15_locomotion	inta_15_inactive	inta_tot_rewards	inta_tot_locomotion	inta_loco_difference	inta_esc_olivier_avg	inta_esc	inta_01_rewards_z	inta_13_15_rewards_z	inta_index_esc	inta_variability	inta_rewards_13_15	pr_01_breakpoint	pr_01_active	pr_01_inactive	pr_02_breakpoint	pr_02_active	pr_02_inactive	pr_breakpoint_difference	pr_active_difference	shock_base_active	cue_active	cue_inactive	cue_locomotion	life_tot_rewards	water_term_active	ld_hidetime_baseline	ld_hidetime_post	ld_hidetime_difference
AA1DCD6812	oscar_3	6	142	100	120		121	85	98		122	P610	0	0	942	0	1	1010	0	1	9322	1	528	2	2	450	0	5	11841	-78	0.666666667	1	-1.072074534	-1.436561306	1.33998268	0.596284794	1	1	1	40	2	3	2	1	2	2	12	8	372	14	0	635.4	460.17	-175.23
AA1DCD67FA	mork_3	2		96	116	95	117	81	94	123	119	P611	3	3	2475	0	51	8780	0	159	42302	36	16482	0	39	14970	0	651	257939	-1512	-3	3	0.99692066	0.434191633	0.435532787	5.771192829	40.66666667	77	434	0	95	513	1	18	79	34	66	2	2371	896	23	431.2	313.53	-117.67
AA1DCD6761	mork_1	1		117	137	116	138	102	115	144	140	P612	0	6	1126	2	3	1453	1	21	8105	6	3406	1	10	4049	4	76	44110	643	2.333333333	4	-0.776503792	-1.169310886	1.505866293	1.840585532	6.666666667	4	11	1	15	49	0	11	38	5	24	4	1074	118		804.13	801.77	-2.36
AA1DCD6794	mork_1	2		116	136	115	137	101	114	143	139	P613	0	0	901	1	0	1238	0	3	8049	0	1914	0	0	1100	2	0	19850	-814	0	0	-1.131188682	-1.483723145	1.311649567	0	0	0	0	0	0	0	0	0	0	0	1	4	766	3		557	561.1	4.1
AA1DCD6791	oscar_2	1		116	136	115	137	101	114	143	139	P615	2	1	1181	2	63	6882	0	154	28644	3	3406	0	46	19519	0	536	178058	16113	33.66666667	43	-0.953846237	1.047295538	-1.097971033	17.73386015	53.66666667	6	17	0	95	516	32	89	499	44	43	8	1257	778		439.6	376.03	-63.57
AA1DCD67A4	r01_2	11		116	136	115	137	101	114	144	139	P618	0	0	6	0	0	1507	2	3	11039	0	2076	1	3	2812	0	16	33797	736	2	3	-1.131188682	-1.373678854	1.214367573	1.059456927	2.333333333	0	0	0	1	2	1	1	2	1	0	4	1245	22		441.53	767	325.47
AA1DCD67BA	r01_2	12		116	136	115	137	101	114	144	139	P619	0	0	4	0	0	1425	1	5	8800	1	1438	5	0	2036	10	9	21707	598	-0.666666667	-1	-1.072074534	-1.468002532	1.369310142	0.479157424	0.333333333	0	0	6	0	0	1	0	0	0	0	4	830	14		729.6	623.73	-105.87
AA1DCD67B7	oscar_3	6		116	136	115	137	101	114	143	139	P620	0	0	922	0	7	3246	2	38	21399	1	3652	4	8	6585	3	72	59941	2933	6	7	-1.072074534	-1.106428434	1.032044321	2.531435021	8	9	32	9	20	85	2	11	53	8	32	14	1762	139		900	400.27	-499.73
AA1DCD67BB	r01_2	7		116	136	115	137	101	114	144	139	P622	0	0	2	1	0	598	4	13	12521	17	8127	6	38	16205	1	504	224333	8078	8.666666667	21	-0.126248159	0.355588569	-2.816584183	7.425823668	39	12	48	10	77	428	86	65	380	25	42	9	1967	572		477.73	380.7	-97.03
AA1DCD67AD	r01_2	8		115	135	114	136	100	113	143	138	P623	10	115	56	0	57	9388	3	521	62150	42	11374	5	50	15368	0	770	206316	3994	15.33333333	8	1.35160555	1.157339829	0.856270403	9.805246409	56	77	447	2	178	1101	38	101	654	36	63	32	1838	1389		433.7	373.17	-60.53
AA1DCD676B	mork_2	10		114	134	113	135	99	112	141	137	P624	10	77	4777	22	37	2150	3	319	49531	30	13248	2	45	15288	6	557	178799	2040	12.33333333	15	0.64223577	0.654280215	1.01875393	5.966317019	45.33333333	77	363	67	328	2018	83	251	1655	33	71	33	2604	968		413.73	314.1	-99.63
AA1DCD6764	mork_2	11		114	134	113	135	99	112	141	137	P625	0	4	464	0	3	957	6	31	7465	2	1686	0	0	1042	0	22	17839	-644	-0.666666667	-2	-1.012960385	-1.420840693	1.402661658	0.979379229	1.333333333	1	1	0	1	1	0	0	0	0	0	0	646	57		479.7	541.23	61.53
AA1DCD67A9	oscar_1	2		114	134	113	135	99	112	141	137	P626	10	35	8147	0	54	5048	0	403	73568	37	13872	1	47	19108	10	634	238127	5236	-1.333333333	10	1.056034808	0.559956537	0.530244394	4.249849937	43.33333333	95	499	6	77	441	41	-18	-58	38	78	7	2081	1137		546.9	437.33	-109.57
AA1DCD6776	oscar_1	3		114	134	113	135	99	112	141	137	P627	10	40	8230	12	43	4864	0	436	46537	41	18197	0	57	24941	4	787	289513	6744	13	16	1.292491402	1.22022228	0.944085414	8.645218095	57.33333333	62	345	44	219	1323	130	157	978	35	35	17	1917	1320		413.8	513.77	99.97
AA1DCD6774	r01_1	2		114	134	113	135	99	112	142	137	P628	10	32	2	0	35	2219	1	345	33912	16	3182	0	32	8282	0	441	88444	5100	9.333333333	16	-0.185362308	-0.037426755	0.201911355	9.447221814	30.66666667	12	41	19	95	478	7	83	437	22	70	11	1343	841		618.63	652.17	33.54
AA1DCD67B5	r01_2	3		114	134	113	135	99	112	142	137	P630	10	28	1	5	26	8895	0	319	97186	23	11339	1	40	11482	3	505	192748	143	10.66666667	17	0.228436731	0.497074085	2.175981433	5.522218572	42	77	423	11	145	862	28	68	439	22	91	9	1681	893		404.33	18.67	-385.66
AA1DCD676C	r01_2	4		114	134	113	135	99	112	142	137	P631	1	0	4	0	26	10588	2	54	27849	7	5562	0	9	4085	0	283	148680	-1477	6.666666667	2	-0.717389643	-0.666251272	0.928716045	10.10783693	17.33333333	15	67	3	20	89	2	5	22	26	52	1	2041	398		356.27	456.93	100.66
AA1DCD67A6	mork_1	10		114	134	113	135	99	112	141	137	P632	4	8	3254	8	38	3910	2	249	28605	32	9510	2	34	15451	3	510	169516	5941	-2.333333333	2	0.760464066	0.135499988	0.178180658	3.940889778	34.33333333	219	1326	26	328	2068	134	109	742	34	94	51	1937	861		434.3	592.07	157.77
AA1DCD6799	mork_1	11		114	134	113	135	99	112	141	137	P633	8	2	1687	1	44	10400	0	547	74138	15	12021	4	62	36362	7	802	356553	24341	42.33333333	47	-0.244476456	1.990532314	-8.142020487	25.97094138	73.66666667	118	662	56	328	1823	227	210	1161	40	61	28	2591	1464		668.4	612.33	-56.07
AA1DCD6760	r01_3	7		114	134	113	135	99	112	142	137	P634	9	6	5	20	35	7895	2	340	74603	45	16953	4	44	20601	6	630	257619	3648	-4	-1	1.528947995	0.481353472	0.314826583	4.208834246	41.66666667	62	337	6	178	1001	187	116	664	30	32	23	1589	1054		900	530	-370
AA1DCD677F	r01_2	5		114	134	113	135	99	112	142	137	P636	0	0	14	0	0	1193	20	3	11527	1	2944	13	15	8630	2	182	107287	5686	15.66666667	14	-1.072074534	-0.729133724	0.680114769	9.433981132	16	0	0	0	4	12	5	4	12	12	12	11	1532	207		542.87	559.8	16.93
AA1DCD6793	r01_2	6		113	133	112	134	98	111	141	136	P637	5	68	5	2	21	5989	0	177	21264	0	1510	0	4	1887	0	170	73016	377	15	4	-1.131188682	-0.650530659	0.575085898	9.508320738	17.66666667	12	42	1	12	34	1	0	-8	12	38	1	1045	381		810.33	474.5	-335.83
AA1DCD677A	oscar_2	4		114	134	113	135	99	112	141	137	P638	9	4	4553	31	48	5720	0	381	53843	6	6203	5	36	13984	3	209	103368	7781	12.66666667	30	-0.776503792	-0.729133724	0.938995703	16.92193963	16	50	247	6	0	0	2	-50	-247	24	82	10	1883	626		488.2	341.53	-146.67
AA1DCD676A	mork_3	12		113	133	112	134	98	111	140	136	P639	4	1	2339	9	24	11974	30	112	57808	0	1205	1	23	15763	23	177	124061	14558	16.33333333	23	-1.131188682	-0.697692498	0.616778181	8.965068264	16.66666667	15	56	16	4	8	10	-11	-48	0	21	22	1679	319		578.03	349.2	-228.83
AA1DCD678F	r01_3	5		113	133	112	134	98	111	141	136	P640	2	8	0	0	13	3693	5	73	23738	8	4828	6	1	2214	0	106	56880	-2614	-6.333333333	-7	-0.658275495	-1.40512008	2.134547148	7.51868421	1.666666667	25	94	12	1	1	0	-24	-93	0	20	7	1061	193		900	428.9	-471.1
AA1DCD6786	r01_3	6		113	133	112	134	98	111	141	136	P641	4	0	0	0	37	1426	0	132	20652	38	9263	1	41	6850	0	541	117213	-2413	-2.333333333	3	1.115148957	0.30842673	0.276578952	3.10775856	38	95	539	10	268	1688	5	173	1149	24	55	9	1728	751		900	475.87	-424.13
AA1DCD675E	mork_2	16		113	133	112	134	98	111	140	136	P642	9	27	6160	41	38	4185	2	357	62538	38	10408	3	74	12318	6	695	167983	1910	17.66666667	36	1.115148957	1.345987184	1.207002146	9.867747918	60	77	435	8	145	889	118	68	454	27	84	17	2388	1138		605.97	618.37	12.4
AA1DCD67A8	r01_3	2		113	133	112	134	98	111	141	136	P644	5	6	0	1	29	4766	0	136	24241	24	5693	1	9	2820	0	238	62551	-2873	-16	-15	0.287550879	-1.012104757	-3.519741477	7.699721702	10	15	65	11	20	88	1	5	23	0	31	4	1033	389		900	600.17	-299.83
AA1DCD6779	oscar_2	5		113	133	112	134	98	111	140	136	P646	0	2	1522	0	4	2072	0	16	10537	4	2578	0	32	8859	0	336	110232	6281	31	28	-0.894732088	0.104058762	-0.116301587	13.17465098	33.66666667	6	19	1	77	425	0	71	406	18	46	3	1368	409		545.47	1.8	-543.67
AA1DCD677D	mork_3	13		113	133	112	134	98	111	140	136	P647	0	1	1201	0	3	2138	1	15	11243	1	386	4	4	4277	0	25	28167	3891	3.666666667	3	-1.072074534	-1.29507579	1.208009097	2.540488463	4	0	0	0	12	47	6	12	47	6	55	4	2211	64		600.87	497.63	-103.24
AA1DCD6763	mork_1	13		113	133	112	134	98	111	140	136	P648	0	3	1282	2	3	1843	1	16	11288	8	298	0	32	10339	0	268	55301	10041	18.33333333	24	-0.658275495	-0.304677175	0.462841435	13.20636828	25	9	29	6	15	64	1	6	35	21	52	2	1064	333		500.8	563.2	62.4
AA1DCD67B1	mork_1	14		113	133	112	134	98	111	140	136	P649	10	20	5172	12	35	7684	2	335	63028	40	16874	5	49	13488	9	695	217786	-3386	6.333333333	9	1.233377254	0.795765731	0.645192482	7.026553136	48.33333333	118	684	29	328	1987	176	210	1303	37	60	57	1446	1134		435.33	459.97	24.64
AA1DCD6773	r01_3	12		113	133	112	134	98	111	141	136	P651	5	0	1	8	39	10296	9	176	82777	31	18727	3	19	13511	16	433	280827	-5216	-15.66666667	-12	0.701349918	-0.964942918	-1.375836645	12.71930078	11	77	402	44	1	2	55	-76	-400	0	0	15	1578	626		419.07	900	480.93
AA1DCD675D	oscar_3	2		112	132	111	133	97	110	139	135	P652	5	3	1332	1	33	5705	0	154	37362	18	7967	0	29	9818	0	391	142928	1851	5.666666667	11	-0.067134011	-0.131750432	1.962499043	5.091509539	28.66666667	32	150	10	25	103	8	-7	-47	16	26	7	1058	600		828.13	422.03	-406.1
AA1DCD6759	oscar_3	3		112	132	111	133	97	110	139	135	P653	0	1	1012	3	4	2447	27	19	16078	2	1676	5	12	5606	12	109	53463	3930	19.33333333	10	-1.012960385	-0.524765756	0.518051607	8.178181525	20.33333333	0	0	3	15	60	14	15	60	8	46	11	1664	153		497.07	447.47	-49.6
AA1DCD679C	r01_2	1		112	132	111	133	97	110	140	135	P656	0	4	1	0				11	9680	1	1897	1	0	1050	0	9	19394	-847	0	-1	-1.072074534	-1.468002532	1.369310142	0.717848259	0.333333333	0	0	0	1	1	0	1	1	0	25	0	640	21		527.9	583.4	55.5
AA1DCD677B	r01_1	4		112	132	111	133	97	110	140	135	P658	0	0	2	1	0	830	1	0	11715	1	1182	0	0	2277	1	5	33748	1095	0	-1	-1.072074534	-1.452281919	1.354646411	0.610285982	0.666666667	0	0	0	0	0	0	0	0	0	0	1	666	5		500.57	425	-75.57
AA1DCD6783	mork_1	6		112	132	111	133	97	110	139	135	P660	10	57	5757	1	35	5083	460	382	32507	20	7283	10	27	8455	1	361	119213	1172	-4.333333333	7	0.051094286	-0.367559626	-7.193752111	4.768626209	23.66666667	145	875	39	0	0	0	-145	-875	17	62	17	1832	792		521.33	405.07	-116.26
AA1DCD6777	mork_1	7		112	132	111	133	97	110	139	135	P661	0	0	747	0	0	474	0	2	5683	2	2209	2	5	2828	0	14	29716	619	2.333333333	3	-1.012960385	-1.342237629	1.325064285	1.414213562	3	1	2	0	1	1	0	0	-1	3	18	5	1447	23		599.4	612.17	12.77
AA1DCD6769	oscar_3	1		112	132	111	133	97	110	139	135	P663	10	44	10827	8	47	5174	0	448	102005	46	17700	2	51	28991	6	814	387131	11291	2	5	1.588062144	1.094457377	0.689177927	5.926419575	54.66666667	145	832	28	268	1569	419	123	737	37	95	11	2759	1370		363.43	605.17	241.74
AA1DCD67B9	oscar_2	2		110	130	109	131	95	108	137	133	P664	0	0	1071	6	1	2041	1	6	14155	6	5770	2	32	14434	4	283	139943	8664	15.33333333	26	-0.776503792	-0.461883304	0.594824274	11.82719971	21.66666667	4	10	1	145	822	101	141	812	23	24	10	1034	352		584.87	477.8	-107.07
AA1DCD6790	oscar_2	3		110	130	109	131	95	108	137	133	P665	0	7	1845	3	2	1829	2	35	21403	2	3081	1	3	2355	2	42	39905	-726	7	1	-1.012960385	-1.106428434	1.092272166	4.855041562	8	1	1	0	1	2	2	0	1	0	3	5	1478	79		371.1	396.8	25.7
AA1DCD67AA	mork_2	3		110	130	109	131	95	108	137	133	P667	2	15	5196	22	11	5362	3	55	25511	1	1498	5	16	9431	66	236	126006	7933	23	15	-1.072074534	-0.288956562	0.269530292	11.10249099	25.33333333	12	48	18	50	256	64	38	208	20	56	6	1673	349		460.9	536.73	75.83
AA1DCD67B4	oscar_1	1		110	130	109	131	95	108	137	133	P668	0	1	979	0	1	933	0	6	7191	0	1503	2	0	1806	1	2	20854	303	0.333333333	0	-1.131188682	-1.468002532	1.297752139	0.349927106	0.333333333	1	1	1	0	0	0	-1	-1	0	1	2	596	9		490.67	366.47	-124.2
AA1DCD67B0	mork_1	12		110	130	109	131	95	108	137	133	P670	0	8	1059	7	2	1201	6	19	7425	0	1002	0	1	1506	1	4	16187	504	0.333333333	1	-1.131188682	-1.468002532	1.297752139	0.451753951	0.333333333	1	1	3	2	5	2	1	4	27	50	9	1038	71		455.53	460.1	4.57
AA1DCD6772	oscar_2	6		110	130	109	131	95	108	137	133	P672	0	3	1049	0	1	1642	0	23	13583	1	2948	2	1	2299	0	10	29194	-649	0.333333333	0	-1.072074534	-1.436561306	1.33998268	0.451753951	1	0	0	0	0	0	0	0	0	0	37	20	934	33		411.5	423.27	11.77
AA1DCD67EC	oscar_2	7		110	130	109	131	95	108	137	133	P673	9	110	2513	0	32	521	0	433	17564	38	7072	0	70	8618	0	756	114882	1546	14.66666667	32	1.115148957	1.456031474	1.305683394	7.837638128	62.33333333	145	843	63	492	2664	186	347	1821	30	43	12	1175	1283		548.9	629.27	80.37
AA1DCD67C1	mork_1	16		110	130	109	131	95	108	137	133	P675	10	15	6261	1	37	8391	0	330	95796	39	19042	2	49	18765	0	608	265044	-277	5	10	1.174263105	0.748603892	0.637509506	3.310465779	47.33333333	77	435	77	178	1022	106	101	587	54	130	42	1978	1066		521.8	383.93	-137.87
AA1DCD6765	oscar_1	8		110	130	109	131	95	108	137	133	P677	7	8	3820	2	27	403	0	179	29333	12	360	0	31	1093	0	369	93196	733	12	19	-0.421818901	-0.037426755	0.088727069	5.286196889	30.66666667	40	187	0	118	636	5	78	449							462.83	900	437.17
AA1DCD67CB	r01_2	2		110	130	109	131	95	108	138	133	P681	0	5	5	0	2	1693	4	16	12197	0	1702	1	1	2452	1	7	29236	750	0.333333333	1	-1.131188682	-1.452281919	1.283854712	0.5	0.666666667	0	0	1	0	0	0	0	0	0	11	2	1123	23		473.03	522.97	49.94
AA1DCD6792	r01_1	7		110	130	109	131	95	108	138	133	P682	10	36	3	35	46	5227	0	417	55613	39	14419	3	58	17524	1	728	217248	3105	14	19	1.174263105	1.330266571	1.132852225	5.732115042	59.66666667	145	875	52	402	2463	98	257	1588	41	120	14	3266	1266		420.27	409.4	-10.87
AA1DCD67D3	r01_1	8		110	130	109	131	95	108	138	133	P683	10	195	104	500	40	6227	3	560	53186	35	13253	3	40	18356	0	614	231282	5103	0.666666667	5	0.937806512	0.481353472	0.51327589	4.1893938	41.66666667	95	517	9	178	998	22	83	481	30	58	17	2020	1265		602.13	477.57	-124.56
AA1DCD67BD	mork_2	6		110	130	109	131	95	108	137	133	P684	3	45	3870	2	34	6823	0	120	29750	25	11291	0	30	11580	2	368	146625	289	10.66666667	5	0.346665028	-0.116029819	-0.334702984	7.841542955	29	77	444	12	77	434	15	0	-10	17	109	13	1834	552		514.43	581.73	67.3
AA1DCD67F4	mork_2	7		110	130	109	131	95	108	137	133	P685	0	2	1547	0	2	2256	0	12	16122	1	3204	1	10	4737	4	27	32431	1533	6	9	-1.072074534	-1.185031499	1.105362978	2.684992304	6.333333333	1	1	1	0	0	0	-1	-1	0	17	2	1559	41		464.13	394.93	-69.2
AA1DCD67D6	mork_1	3		110	130	109	131	95	108	137	133	P686	6	4	1250	7	42	14901	1	230	63802	29	13779	6	63	16461	2	650	227909	2682	20	34	0.583121621	1.094457377	1.876893836	7.98851216	54.66666667	95	506	77	118	694	188	23	188	37	93	58	2690	977		411.63	398.3	-13.33
AA1DCD679F	mork_1	4		110	130	109	131	95	108	137	133	P687	7	13	2047	0	33	8152	0	172	36904	20	9944	0	31	10602	2	351	146622	658	10.66666667	11	0.051094286	-0.116029819	-2.270896197	5.573717479	29	40	206	7	77	447	3	37	241	24	64	5	1541	606		458.73	540.63	81.9
AA1DCD675A	oscar_1	4		109	129	108	130	94	107	136	132	P688	0	0	1323	0	0	618	0	1	6906	0	1800	0	0	1123	0	0	13269	-677	0	0	-1.131188682	-1.483723145	1.311649567	0	0	0	0	0	0	0	0	0	0	0	1	0	311	1		545.8	460.23	-85.57
AA1DCD6767	oscar_1	5		108	128	107	129	93	106	135	131	P689	0	0	1377	2	1	995	2	11	9118	12	3755	0	30	7989	1	365	97001	4234	3	18	-0.421818901	-0.084588593	0.200532961	5.417752377	29.66666667	1	1	0	40	212	2	39	211	29	53	8	1134	440		791.1	718.47	-72.63
AA1DCD6782	mork_2	9		108	128	107	129	93	106	135	131	P691	0	1	1611	5	4	2168	5	14	12494	4	2741	1	25	17653	3	382	198266	14912	15.66666667	21	-0.894732088	-0.241794723	0.270242597	10.81948356	26.33333333	2	6	4	40	189	37	38	183	21	33	66	1905	468		523.4	440.03	-83.37
AA1DCD67F8	r01_2	10		107	127	106	128	92	105	135	130	P693	10	38	6	7	29	3769	0	315	46119	20	7932	1	39	11744	0	448	142564	3812	7.333333333	19	0.051094286	0.198382439	3.882673694	4.472135955	35.66666667	50	262	22	268	1672	16	218	1410	24	65	30	2269	839		478.83	426.03	-52.8
AA1DCD67B8	oscar_3	8		107	127	106	128	92	105	134	130	P694	5	1	1674	2	41	701	1	200	28748	23	515	0	56	1466	1	633	139540	951	23.66666667	33	0.228436731	1.11017799	4.85989265	11.92343773	55	95	536	1	178	1052	9	83	516	32	91	4	2164	924		900	491.93	-408.07
AA1DCD67A5	mork_3	6		106	126	105	127	91	104	133	129	P696	0	9	3343	6	1	1184	2	17	15963	1	2550	0	0	1391	0	3	24346	-1159	-0.333333333	-1	-1.072074534	-1.483723145	1.383973874	0.410325903	0	0	0	1	0	0	4	0	0	0	0	5	980	20		561.93	600.5	38.57
AA1DCD67B6	mork_3	7		106	126	105	127	91	104	133	129	P697	8	28	6059	4	34	3282	0	266	48888	23	7875	3	33	8182	0	409	108341	307	2.333333333	10	0.228436731	0.009735084	0.042616107	5.031026187	31.66666667	50	259	11	95	541	9	45	282	26	53	4	2065	743		342.8	393.77	50.97
AA1DCD67ED	r01_3	11		106	126	105	127	91	104	134	129	P698	10	85	3	264	43	9559	1	544	82580	46	14662	4	56	18008	2	705	299833	3346	6.666666667	10	1.588062144	1.188781055	0.748573385	5.874972861	56.66666667	77	439	15	268	1548	96	191	1109	33	33	21	2631	1337		577.4	900	322.6
AA1DCD6800	oscar_3	4		106	126	105	127	91	104	133	129	P699	9	11	7728	113	63	8087	3	354	80903	0	3600	36	43	15358	27	472	189996	11758	17	43	-1.131188682	0.434191633	-0.383836614	10.09546271	40.66666667	118	681	110	145	873	261	27	192	30	80	75	3019	918		620.57	395.33	-225.24
AA1DCD681B	mork_1	9		106	126	105	127	91	104	133	129	P700	0	4	1459	11	4	2396	24	19	13060	7	3449	6	35	8855	8	254	77297	5406	29.66666667	28	-0.717389643	0.119779375	-0.166965576	13.23338388	34	1	1	7	25	120	39	24	119	23	65	31	1561	324		426.2	234.63	-191.57
AA1DCD67AE	oscar_3	5		105	125	104	126	90	103	132	128	P703	1	6	2619	2	27	9384	6	46	32066	46	20941	3	37	18781	0	523	263554	-2160	-2	-9	1.588062144	0.30842673	0.194215781	3.497083333	38	15	64	9	118	676	13	103	612	28	87	12	3193	644		526.43	434	-92.43
AA1DCD67FC	mork_2	14		105	125	104	126	90	103	132	128	P704	1	10	3611	4	4	3637	0	44	28861	6	3150	1	5	4008	0	70	47915	858	0.333333333	-1	-0.776503792	-1.263634564	1.627338562	1.690308509	4.666666667	9	29	1	12	46	4	3	17	5	40	10	1862	148		461.53	436.9	-24.63
AA1DCD67E1	mork_2	15		105	125	104	126	90	103	132	128	P705	10	108	2152	1752	41	886	1	490	18734	36	5978	4	47	12101	2	603	141150	6123	4.666666667	11	0.99692066	0.512794698	0.514378645	5.981689748	42.33333333	145	797	98	219	1234	73	74	437	33	126	151	1575	1200		433.23	329.1	-104.13
AA1DCD6795	r01_1	11		105	125	104	126	90	103	133	128	P706	0	0	10	6	2	1867	1	7	10834	2	2814	0	9	6556	0	77	55730	3742	3.333333333	7	-1.012960385	-1.153590273	1.13883059	2.584293216	7	0	0	0	1	1	0	1	1	10	1	0	812	100		403.93	374.9	-29.03
AA1DCD6798	r01_1	12		105	125	104	126	90	103	133	128	P707	0	0	5	9	2	1809	7	7	12946	0	2671	7	0	3373	4	21	48252	702	-0.333333333	0	-1.131188682	-1.483723145	1.311649567	2.692582404	0	0	0	0	0	0	0	0	0							502.37	900	397.63
AA1DCD6758	mork_3	1		105	125	104	126	90	103	132	128	P708	5	8	1945	11	25	3940	6	115	37859	22	8614	20	32	13576	5	362	145839	4962	8	10	0.169322583	-0.053147368	-0.313882335	3.181579636	30.33333333	40	200	53	95	498	92	55	298	26	36	17	1087	550		362.93	539.97	177.04
AA1DCD67AB	mork_3	3		105	125	104	126	90	103	132	128	P710	5	2	2463	10	35	10616	14	145	51875	31	17983	6	51	20771	13	530	299356	2788	14.66666667	20	0.701349918	0.717162666	1.022546161	5.642405045	46.66666667	62	301	39	62	350	80	0	49	32	46	32	3059	761		388.67	492.77	104.1
AA1DCD6766	mork_3	10		104	124	103	125	89	102	131	127	P712	10	32	2726	44	41	4510	0	491	34875	41	8661	0	43	11220	0	626	145939	2559	4	2	1.292491402	0.717162666	0.554868423	4.29997627	46.66666667	178	1043	28	219	1223	51	41	180	33	55	12	1885	1216		424.97	443.03	18.06
AA1DCD6818	mork_3	11		104	124	103	125	89	102	131	127	P713	10	81	2666	70	39	1800	2	524	15534	36	5704	0	39	7009	1	471	92373	1305	8.666666667	3	0.99692066	0.418471021	0.419763615	6.830678097	40.33333333	40	204	2	62	331	3	22	127	0	16	50	991	1037		598.53	119.1	-479.43
AA1DCD67D0	oscar_1	6		104	124	103	125	89	102	131	127	P714	10	72	3840	357	47	2907	290	629	30386	42	12017	573	42	13537	59	713	187150	1520	-0.666666667	0	1.35160555	0.685721441	0.507338432	6.295852214	46	62	340	638	328	2103	508	266	1763	18	51	26	1275	1422		456.6	466.33	9.73
AA1DCD679B	oscar_2	8		104	124	103	125	89	102	131	127	P715	0	2	1923	6	1	190	1	14	8841	2	137	4	42	1390	3	223	53881	1253	37.66666667	40	-1.012960385	0.339867956	-0.335519494	19.05429942	38.66666667	1	2	0	95	536	29	94	534	24	67	3	1257	304		528.77	466.9	-61.87
AA1DCD6788	mork_3	14		104	124	103	125	89	102	131	127	P716	7	6	1662	3	29	5844	0	228	41967	3	3307	0	43	13929	0	451	158211	10622	39.66666667	40	-0.953846237	0.701442053	-0.735382734	14.85731456	46.33333333	20	90	3	95	518	40	75	428	32	75	13	2175	767		459.4	541.2	81.8
AA1DCD67DC	mork_3	15		104	124	103	125	89	102	131	127	P717	9	15	4320	8	18	4563	13	243	47641	0	1554	3	29	9105	2	219	66779	7551	15.33333333	29	-1.131188682	-0.509045143	0.450009049	13.95711361	20.66666667	0	0	1	9	32	1	9	32	0	64	2	2426	482		678.83	451.03	-227.8
AA1DCD676F	oscar_1	7		104	124	103	125	89	102	131	127	P718	7	31	10980	0	39	9017	1	274	71318	26	12911	1	39	18757	1	490	220987	5846	10.33333333	13	0.405779176	0.229823665	0.566376194	5.567764363	36.33333333	62	349	47	2	3	3	-60	-346	15	29	11	1531	829		443.27	407.53	-35.74
AA1DCD6762	mork_2	1		104	124	103	125	89	102	131	127	P720	10	23	6145	4	37	7853	1	355	58560	4	3891	2	28	8363	13	313	103166	4472	18.66666667	24	-0.894732088	-0.100309206	0.112110885	7.742343156	29.33333333	50	274	8	15	65	35	-35	-209	36	51	8	1599	740		454.27	401.97	-52.3
AA1DCD6796	mork_2	2		104	124	103	125	89	102	131	127	P721	9	14	2443	0	30	5227	0	148	35522	8	3959	0	46	6690	0	393	71012	2731	32.66666667	38	-0.658275495	0.528515311	-0.802878605	16.67532088	42.66666667	32	165	2	95	526	22	63	361	45	63	10	1659	640		470.73	409.47	-61.26
AA1DCD6785	mork_1	8		104	124	103	125	89	102	131	127	P722	4	0	1610	0	31	7585	9	151	37205	10	4409	2	4	3142	8	88	58973	-1267	-1.333333333	-6	-0.540047198	-1.263634564	2.339859494	5.737453037	4.666666667	9	26	2	1	1	3	-8	-25	0	7	0	915	252		559.83	538.97	-20.86
AA1DCD67BF	r01_3	3		104	124	103	125	89	102	132	127	P726	10	32	7	10	43	6736	1	396	52505	28	9174	0	59	13136	0	677	163263	3962	15	31	0.524007473	1.015854312	1.93862562	8.138156538	53	62	327	43	77	425	61	15	98	34	37	6	1561	1150		900	668.8	-231.2
AA1DCD67C8	r01_3	4		103	123	102	124	88	101	131	126	P727	10	22	10	1	49	6061	0	434	66814	54	14762	0	8	4820	5	663	218225	-9942	-9	-46	2.060975331	0.324147343	0.157278614	12.20425653	38.33333333	77	423	1	77	430	36	0	7	46	43	10	2405	1188		900	479.83	-420.17
AA1DCD67DA	r01_3	9		102	122	101	123	87	100	130	125	P728	10	108	2	665	34	13143	0	477	90197	36	20737	0	46	13633	7	614	264282	-7104	11	10	0.99692066	0.748603892	0.750916219	4.954898627	47.33333333	145	888	51	268	1648	243	123	760	29	90	45	3178	1179		336.27	900	563.73
AA1DCD67F6	r01_3	10		101	121	100	122	86	99	129	124	P729	7	4	23	1	28	3460	1	190	31637	29	9061	1	29	8625	1	442	117537	-436	0.333333333	0	0.583121621	-0.068867981	-0.118102259	2.128523489	30	95	562	8	178	979	40	83	417	17	55	14	1871	706		646.7	900	253.3
