rfid	rig_group	box	cue_age	inta_01_age	inta_15_age	pr_01_age	pr_02_age	sha_01_age	sha_10_age	shock_03_age	shock_base_age	labanimalid	sha_acquisition	sha_01_rewards	sha_01_locomotion	sha_01_inactive	sha_10_rewards	sha_10_locomotion	sha_10_inactive	sha_tot_rewards	sha_tot_locomotion	inta_01_rewards	inta_01_locomotion	inta_01_inactive	inta_15_rewards	inta_15_locomotion	inta_15_inactive	inta_tot_rewards	inta_tot_locomotion	inta_loco_difference	inta_esc_olivier_avg	inta_esc	inta_01_rewards_z	inta_13_15_rewards_z	inta_index_esc	inta_variability	inta_rewards_13_15	pr_01_breakpoint	pr_01_active	pr_01_inactive	pr_02_breakpoint	pr_02_active	pr_02_inactive	pr_breakpoint_difference	pr_active_difference	shock_base_active	cue_active	cue_inactive	cue_locomotion	life_tot_rewards	water_term_active	ld_hidetime_baseline	ld_hidetime_post	ld_hidetime_difference
AA1DCD66D0	mork_3	4	140	99	119	98	120	84	97	125	122	P459	0	1	606	0	0	129	2	5	3888	0	322	1	0	912	0	3	8000	590	0	0	-1.131188682	-1.483723145	1.311649567	0.54160256	0	0	0	0	0	0	3	0	0							572.13	900	327.87
AA1DCD66B8	oscar_2	8	140	99	119	98	120	84	97	125	122	P460	10	23	4688	2	30	7623	1	256	52002	25	954	0	31	1293	1	460	146121	339	22.33333333	6	0.346665028	0.780045118	2.250140786	12.72093637	48	40	213	4	118	701	20	78	488	22	79	18	2829	778		434	545.07	111.07
AA1DCD6699	mork_2	9	139	98	118	97	119	83	96	124	121	P461	0	3	794	7	2	1871	5	26	13830	10	6309	10	38	9657	3	509	107469	3348	21	28	-0.540047198	0.276985504	-0.51289129	11.20396755	37.33333333	4	7	9	62	307	49	58	300	26	29	23	1153	593		744.13	612.9	-131.23
AA1DCD66F0	oscar_3	1	140	99	119	98	120	84	97	125	122	P462	0	8	2631	23	2	1657	3	23	15437	0	2479	3	0	1344	0	4	20835	-1135	-0.666666667	0	-1.131188682	-1.483723145	1.311649567	0.442216639	0	0	0	0	0	0	0	0	0	0	0	0	591	29		561.33	659.3	97.97
AA1DCD66BB	mork_3	4	139	98	118	97	119	83	96	124	121	P464	0	2	886	0	1	717	12	9	6947	1	1034	3	8	1969	0	60	20922	935	5	7	-1.072074534	-1.153590273	1.076035515	2.097617696	7	2	5	4	9	22	0	7	17	6	59	33	1273	93		523.23	375.73	-147.5
AA1DCD66B6	mork_3	8	138	97	117	96	118	82	95	123	120	P468	4	8	2866	2	24	6886	0	109	33126	23	9091	0	23	7860	2	345	113833	-1231	-0.333333333	0	0.228436731	-0.399000852	-1.746658038	2.394437999	23	50	249	20	50	259	11	0	10	13	38	24	1375	495		492.73	488.43	-4.3
AA1DCD66E4	oscar_1	6	137	96	116	95	117	81	94	122	119	P469	10	18	2826	1	17	7130	5	216	73931	4	4336	3	36	12828	3	405	151175	8492	27.33333333	32	-0.894732088	0.402750408	-0.4501352	9.626352719	40	12	40	5	77	411	9	65	371	20	64	25	1986	685		590.53	332.63	-257.9
AA1DCD66EC	mork_2	12	137	96	116	95	117	81	94	122	119	P473	0	0	558	0	0	492	0	2	6837	0	1394	0	0	1118	0	0	16574	-276	0	0	-1.131188682	-1.483723145	1.311649567	0	0	0	0	0	0	0	0	0	0							520.07	900	379.93
AA1DCD66BF	mork_3	14	136	95	115	94	116	80	93	121	118	P478	10	72	2882	0	79	765	0	589	18514	38	7203	1	49	10858	1	642	144422	3655	11.66666667	11	1.115148957	0.795765731	0.713595907	6.6653332	48.33333333	32	164	4	15	65	13	-17	-99	32	44	8	2325	1296		579.8	505.3	-74.5
AA1DCD66A7	mork_3	9	135	94	114	93	115	79	92	120	117	P480	9	29	2599	93	40	5814	7	296	61163	37	11116	1	52	12508	15	695	206847	1392	8.333333333	15	1.056034808	0.890089409	0.842859915	6.289320755	50.33333333	32	155	44	328	2048	240	296	1893	42	44	28	1842	1096		503.67	419.23	-84.44
AA1DCD66DB	mork_2	10	135	94	114	93	115	79	92	120	117	P483	10	70	2070	6	52	6982	0	759	54804	22	7584	0	62	14320	2	849	212463	6736	20.66666667	40	0.169322583	1.550355152	9.156221979	11.50536107	64.33333333	77	421	0	62	312	23	-15	-109	43	18	1	1385	1696		496.3	459.3	-37
AA1DCD66CE	mork_3	10	135	94	114	93	115	79	92	120	117	P485	10	22	3384	4	37	4226	1907	370	54582	42	15222	777	16	5023	13	452	158991	-10199	-29	-26	1.35160555	-0.792016176	-0.585981743	12.99162123	14.66666667	50	262	325	0	0	4	-50	-262	0	29	8	1578	835		448.77	475.2	26.43
AA1DCD66E6	mork_2	11	135	94	114	93	115	79	92	120	117	P487	9	9	3860	1	42	358	0	480	18604	18	4810	0	63	9601	1	651	121430	4791	20.66666667	45	-0.067134011	0.827206957	-12.32172702	14.32387285	49	25	124	6	95	549	27	70	425	44	98	15	2102	1247		538.27	561.43	23.16
AA1DCD669C	mork_3	6	135	94	114	93	115	79	92	120	117	P491	4	4	1651	4	56	6831	1	231	33166	37	9734	0	47	11756	0	648	143264	2022	6	10	1.056034808	0.732883279	0.693995381	4.860726969	47	50	241	10	118	650	57	68	409	57	109	20	1995	974		498.07	596.9	98.83
AA1DCD66AA	mork_2	4	134	93	113	92	114	78	91	119	116	P492	0	2	1363	9	1	611	6	15	10976	0	1201	4	0	2005	7	9	21188	804	0.333333333	0	-1.131188682	-1.452281919	1.283854712	0.8	0.666666667	1	1	6	0	0	3	-1	-1							460.43	900	439.57
AA1DCD66E0	mork_2	6	134	93	113	92	114	78	91	119	116	P493	6	5	783	2	42	1739	0	235	24465	35	8834	0	42	14101	0	683	166648	5267	7.333333333	7	0.937806512	0.764324505	0.815013007	4.964764737	47.66666667	77	419	21	118	639	8	41	220	33	1	7	1163	989		551.97	494.03	-57.94
AA1DCD66F2	mork_3	11	134	93	113	92	114	78	91	119	116	P494	5	7	1324	1	53	2547	0	265	32145	65	12871	2	65	12997	10	1133	184719	126	-3.666666667	0	2.711230963	1.817605572	0.670398648	13.22556447	70	62	329	6	178	938	76	116	609	46	93	7	2603	1533		696.17	515.77	-180.4
AA1DCD66D5	oscar_3	7	134	93	113	92	114	78	91	119	116	P495	0	2	1643	1	0	1250	4	12	13059	0	2537	0	0	561	1	5	24538	-1976	0.333333333	0	-1.131188682	-1.468002532	1.297752139	0.471404521	0.333333333	1	1	0	1	1	0	0	0	0	0	7	864	19		198.8	675.2	476.4
AA1DCD671C	oscar_3	2	134	93	113	92	114	78	91	119	116	P498	10	16	3509	0	35	8039	0	411	78537	17	7758	0	49	15318	0	694	214312	7560	11	32	-0.126248159	0.84292757	-6.676751362	9.69856805	49.33333333	25	113	7	77	398	10	52	285	44	101	3	1887	1194		715.5	500.83	-214.67
AA1DCD66FB	oscar_3	8	134	93	113	92	114	78	91	119	116	P499	9	4	1627	18	56	3607	7	573	31455	45	973	1	118	879	11	1078	137471	-94	77.33333333	73	1.528947995	4.80452203	3.142371124	45.32676423	133.3333333	40	208	22	118	690	68	78	482	34	82	55	2147	1744		536.67	898.33	361.66
AA1DCD6715	mork_2	15	133	92	112	91	113	77	90	118	115	P500	10	19	6585	1	14	5986	7	142	73021	9	10124	10	14	7607	3	132	89031	-2517	3	5	-0.599161346	-0.886339853	1.47930079	3.145366963	12.66666667	15	59	14	15	58	3	0	-1	19	85	18	2218	322		403.03	373.23	-29.8
AA1DCD6736	mork_2	16	133	92	112	91	113	77	90	118	115	P501	10	13	5439	0	36	4942	0	313	49742	26	10428	2	35	11774	8	418	152252	1346	2.666666667	9	0.405779176	0.119779375	0.295183641	7.38346501	34	77	428	8	118	644	30	41	216	15	77	9	1885	786		558.8	471.6	-87.2
AA1DCD673C	oscar_3	3	133	92	112	91	113	77	90	118	115	P502	10	31	10976	0	51	4020	0	370	73121	34	13075	0	45	16733	1	597	202529	3658	7.333333333	11	0.878692363	0.57567715	0.655152103	6.803920438	43.66666667	62	302	33	77	425	12	15	123	42	73	0	2705	1046		533.3	195.63	-337.67
AA1DCD6725	oscar_3	4	133	92	112	91	113	77	90	118	115	P504	10	111	4623	16	45	9115	4	458	75316	39	14001	3	38	12741	4	547	182963	-1260	-1	-1	1.174263105	0.214103052	0.182329711	3.323986897	36	118	687	33	178	1074	87	60	387	22	144	33	2458	1077		496.43	446.73	-49.7
AA1DCD674C	mork_3	12	133	92	112	91	113	77	90	118	115	P506	10	74	3170	33	62	375	2	589	10611	44	7764	2	55	13816	8	930	171734	6052	5.666666667	11	1.469833847	1.235942893	0.840872522	8.342661446	57.66666667	77	407	31	145	805	157	68	398	38	128	27	2639	1616		534.67	895.77	361.1
AA1DCD6755	mork_3	15	133	92	112	91	113	77	90	118	115	P507	10	24	6256	11	50	7386	19	445	91236	30	11116	3	47	12175	18	647	220392	1059	19	17	0.64223577	0.968692473	1.508312864	12.14285341	52	62	321	33	145	772	99	83	451	25	75	19	1931	1181		448.9	489.7	40.8
AA1DCD66FC	mork_2	2	133	92	112	91	113	77	90	118	115	P508	5	4	2349	8	35	3566	3	154	32434	33	6592	2	38	9396	7	607	124977	2804	-2.333333333	5	0.819578215	0.465632859	0.568137184	5.264556539	41.33333333	40	208	13	62	330	24	22	122	31	106	18	1731	826		622.3	670.77	48.47
AA1DCD6732	mork_3	8	133	92	112	91	113	77	90	118	115	P510	10	15	3895	6	41	7442	0	350	53547	34	10029	7	42	13638	3	659	183859	3609	3	8	0.878692363	0.528515311	0.60147935	5.638754788	42.66666667	50	253	36	268	1475	71	218	1222	69	106	37	2733	1150		779.73	349.93	-429.8
AA1DCD6738	mork_3	2	133	92	112	91	113	77	90	118	115	P511	9	143	251	1	1	1453	1	564	8223	2	2709	1	36	10133	115	587	111094	7424	36.33333333	34	-1.012960385	1.000133699	-0.987337426	17.53802219	52.66666667	0	0	6	95	496	93	95	496	39	49	7	1336	1231		653.57	586.5	-67.07
AA1DCD66B7	mork_3	1	132	91	111	90	112	76	89	117	114	P512	10	13	4397	1	26	5440	0	194	48812	12	7438	9	37	9636	0	459	140934	2198	28.66666667	25	-0.421818901	0.481353472	-1.141137751	10.4995238	41.66666667	9	33	12	20	88	18	11	55	28	71	27	1795	713		565.27	414.67	-150.6
AA1DCD66FA	mork_3	7	132	91	111	90	112	76	89	117	114	P513	0	0	1361	0	0	1161	0	9	11633	1	1979	0	17	7277	0	169	83414	5298	16.33333333	16	-1.072074534	-0.681971885	0.636123575	8.078503712	17	0	0	0	20	87	29	20	87	0	4	13	1599	190		591.97	371.53	-220.44
AA1DCD673E	mork_2	13	132	91	111	90	112	76	89	117	114	P514	10	24	11707	4	45	8394	2	332	102257	28	13219	10	39	16337	8	543	218652	3118	22.33333333	11	0.524007473	0.654280215	1.248608557	9.502280428	45.33333333	77	448	3	118	672	106	41	224	40	73	16	2184	957		627.2	404.53	-222.67
AA1DCD6757	mork_3	3	132	91	111	90	112	76	89	117	114	P515	7	67	5082	5	44	12709	0	238	54980	0	2274	0	48	19868	0	535	231350	17594	32.66666667	48	-1.131188682	0.795765731	-0.703477451	14.79489401	48.33333333	0	0	1	118	671	18	118	671	38	156	5	3612	844		543.47	342.77	-200.7
AA1DCD673F	mork_3	9	132	91	111	90	112	76	89	117	114	P518	3	12	1230	7	39	10335	22	99	28216	26	12424	14	49	19358	4	655	241013	6934	15	23	0.405779176	0.95297186	2.348498682	11.19920632	51.66666667	25	106	31	118	690	202	93	584	43	30	29	1965	847		525.4	539.97	14.57
AA1DCD66FF	mork_2	14	132	91	111	90	112	76	89	117	114	P519	0	2	1769	5	1	1105	7	7	14771	1	2066	4	20	10914	11	107	70420	8848	12	19	-1.072074534	-0.681971885	0.636123575	6.917289129	17	0	0	2	6	19	9	6	19	11	21	2	1188	132		604.83	505.3	-99.53
AA1DCD6701	mork_3	12		109	129	108	130	94	107	136	132	P521	10	35	4189	72	32	3248	2	330	40923	0	1849	0	31	5840	0	319	66316	3991	27.66666667	31	-1.131188682	-0.037426755	0.033086217	10.33096747	30.66666667	25	125	53	50	273	60	25	148	20	101	39	1636	715	42	508.67	664.07	155.4
AA1DCD6727	mork_3	12		109	129	108	130	94	107	136	132	P522	1	22	6892	4	6	4721	16	43	26867	14	8603	11	34	17634	12	545	250532	9031	8.666666667	20	-0.303590605	0.30842673	-1.01592976	7.988881162	38	12	36	8	62	334	42	50	298	42	56	12	2130	678	36	495.8	495.5	-0.3
AA1DCD6724	mork_3	13		109	129	108	130	94	107	136	132	P523	10	29	9592	6	41	717	0	349	73470	29	6406	1	53	9920	2	700	155294	3514	7.666666667	24	0.583121621	1.015854312	1.742096803	8.37987006	53	40	201	11	95	554	18	55	353	36	83	10	2115	1137	20	218.67	506.4	287.73
AA1DCD66F8	mork_2	13		107	127	106	128	92	105	134	130	P524	10	29	6235	7	36	3565	0	341	49381	31	11223	1	94	7526	46	613	192865	-3697	20.66666667	63	0.701349918	1.11017799	1.582915976	14.62813119	55	62	346	16	178	977	47	116	631	27	93	17	2467	1046	45	743.73	614.17	-129.56
AA1DCD6734	oscar_1	4	149	107	127		128	92	105		129	P525	0	2	1697	0	3	2192	0	14	14955	0	1368	2	7	4916	3	49	45417	3548	6	7	-1.131188682	-1.169310886	1.033701013	2.489087294	6.666666667	0	0	0	6	21	5	6	21	4	18	2	1239	74	1	666.37	562.2	-104.17
AA1DCD670E	mork_2	9		107	127	106	128	92	105	134	130	P527	0	0	783	2	1	1209	2	8	11376	0	1644	4	22	6176	2	90	30533	4532	17	22	-1.131188682	-0.681971885	0.602880754	7.052186422	17	1	2	4	2	5	0	1	3	3	25	2	1249	112	50	421.63	508.1	86.47
AA1DCD6729	mork_3	3		107	127	106	128	92	105	134	130	P528	0	0	922	0	0	680	1	3	6445	0	1044	0	1	1797	1	4	21316	753	0.333333333	1	-1.131188682	-1.468002532	1.297752139	0.442216639	0.333333333	0	0	0	0	0	0	0	0	1	5	5	1015	9	0	561.03	703.87	142.84
AA1DCD6720	oscar_1	5	149	107	127		128	92	105		129	P532	10	14	6660	12	21	7834	0	206	72029	2	4099	7	22	11886	3	211	122867	7787	16.66666667	20	-1.012960385	-0.540486369	0.533571082	6.567258857	20	40	207	2	40	210	5	0	3	9	33	6	2280	460	69	486.7	386.77	-99.93
AA1DCD6739	oscar_1	6	149	107	127		128	92	105		129	P534	10	81	7624	16	44	1583	0	499	44301	31	4305	0	34	5188	0	485	179526	883	0.666666667	3	0.701349918	0.088338149	0.125954458	1.920648039	33.33333333	118	602	25	118	710	5	0	108	24	111	11	1124	1064	41	893.6	531.23	-362.37
AA1DCD6749	oscar_1	7	149	107	127		128	92	105		129	P535	6	4	2811	2	29	11027	7	196	73634	25	15763	4	36	4769	20	535	214725	-10994	6.333333333	11	0.346665028	0.214103052	0.617607879	4.376706017	36	50	260	33	95	549	72	45	289	21	43	10	1830	798	1	526.7	489.03	-37.67
AA1DCD673A	mork_3	13		107	127	106	128	92	105	134	130	P536	7	4	1000	5	39	2715	1	248	24377	28	11048	2	13	5573	0	359	134632	-5475	6	-15	0.524007473	-0.3361184	-0.641438181	9.355687516	24.33333333	0	0	0	0	0	0	0	0	3	27	6	673	636	26	488.5	398.9	-89.6
AA1DCD6745	mork_3	9		106	126	105	127	91	104	133	129	P537	10	18	7695	3	30	6853	0	242	74276	21	11771	5	71	11708	1	516	179390	-63	27.66666667	50	0.110208434	0.968692473	8.789640108	11.66076041	52	118	688	32	20	86	12	-98	-602	24	79	16	2003	828	58	553.4	309.33	-244.07
AA1DCD670C	oscar_3	1	148	106	126		127	91	104		128	P539	9	8	3608	21	46	2857	0	528	27691	37	8153	7	33	9653	8	639	147081	1500	-7.666666667	-4	1.056034808	0.214103052	0.20274242	6.107918358	36	77	430	46	77	448	2	0	18	24	78	23	2046	1251	1	442.4	332.3	-110.1
AA1DCD6737	mork_3	14		105	125	104	126	90	103	132	128	P542	4	8	2866	5	51	6654	0	216	44421	9	3745	0	47	12039	0	587	184074	8294	25	38	-0.599161346	0.654280215	-1.091993365	13.58855728	45.33333333	62	330	1	118	655	11	56	325	39	38	3	1940	901	46	533.4	381.37	-152.03
AA1DCD66F9	mork_2	8		105	125	104	126		103	132	128	P543	7	6	4379	20	30	6109	1	193	56683	17	8535	0	37	14297	6	476	176314	5762	12.66666667	20	-0.126248159	0.30842673	-2.443019618	5.994071145	38	77	445	21	62	323	16	-15	-122	28	113	13	2341	752	10	634.9	463.53	-171.37
AA1DCD6718	mork_2	6		105	125	104	126	90	103	132	128	P545	9	9	1978	9	27	2123	0	207	39317	26	8392	1	35	13252	5	552	163859	4860	3	9	0.405779176	0.151220601	0.372667228	5.268775949	34.66666667	62	352	8	268	1556	46	206	1204	23	86	14	1874	838	49	702.43	533.73	-168.7
AA1DCD670A	mork_3	15		105	125	104	126	90	103	132	128	P547	6	15	3764	64	31	8930	91	210	38825	20	9796	28	38	13791	9	326	115064	3995	11.66666667	18	0.051094286	-0.147471045	-2.886253187	7.415898837	28.33333333	20	81	36	6	19	3	-14	-62	22	42	19	1478	591	41	413.63	371.87	-41.76
AA1DCD6700	oscar_1	8	147	105	125		126	90	103		127	P548	10	18	578	1	35	3058	7	323	57648	12	3819	0	13	3938	1	358	72294	119	1.666666667	1	-0.421818901	-0.351839013	0.834099687	8.220840725	24	77	448	0	0	0	1	-77	-448	26	11	10	1675	727	4	412.77	898.87	486.1
AA1DCD674E	mork_2	1		105	125	104	126	90	103	132	128	P549	10	26	6275	4	24	4627	0	213	53030	0	2452	0	30	7902	4	251	87428	5450	18.33333333	30	-1.131188682	-0.241794723	0.213752778	8.298326471	26.33333333	40	199	4	0	0	1	-40	-199	4	73	6	1763	485	64	463.6	410.57	-53.03
AA1DCD6748	mork_2	3		105	125	104	126	90	103	132	128	P551	4	3	3763	0	46	9282	0	189	64693	45	14552	3	50	14207	1	742	234805	-345	3.333333333	5	1.528947995	1.015854312	0.664413908	3.499841266	53	62	331	1	77	430	7	15	99	38	93	7	3420	1035	2	540.27	419.67	-120.6
AA1DCD6730	mork_2	7		104	124	103	125	89	102	131	127	P552	0	5	1749	2	7	3212	4	32	22070	8	3902	6	9	3404	12	122	62238	-498	1	1	-0.658275495	-1.059266596	1.609153924	2.526306043	9	20	69	17	9	22	12	-11	-47	1	41	19	1440	171	34	575.6	632.13	56.53
AA1DCD6740	mork_3	16		104	124	103	125	89	102	131	127	P554	7	10	3392	0	35	10540	5	156	50493	4	3827	0	22	9306	5	243	118437	5479	16.66666667	18	-0.894732088	-0.477603917	0.533795449	8.009993758	21.33333333	20	81	7	25	121	8	5	40	33	56	12	2152	456	0	513.13	447.73	-65.4
AA1DCD674A	mork_2	11		104	124	103	125	89	102	131	127	P557	0	6	3921	26	2	2420	3	19	21203	0	1340	0	2	3370	2	5	27464	2030	0.333333333	2	-1.131188682	-1.452281919	1.283854712	0.596284794	0.666666667	0	0	0	2	5	1	2	5	0				26	44	468.27	900	431.73
AA1DCD674F	mork_2	4		104	124	103	125	89	102	131	127	P559	9	35	7956	14	42	4824	0	337	66563	41	9020	0	56	17710	15	780	204488	8690	9.666666667	15	1.292491402	1.11017799	0.858944197	5.853773712	55	62	310	25	118	590	170	56	280	37	72	26	1748	1222	59	618.43	411.87	-206.56
AA1DCD671B	mork_3	10		103	123	102	124	88	101	130	126	P561	0	0	1419	16	0	1468	10	5	16625	0	2670	15	0	3085	10	6	35659	415	-0.333333333	0	-1.131188682	-1.483723145	1.311649567	0.489897949	0	1	1	4	0	0	5	-1	-1	1	1	12	1146	13	1	669.5	545.63	-123.87
AA1DCD6756	mork_3	16		103	123	102	124	88	101	130	126	P564	0	0	2243	9	0	1931	2	0	16098	0	1750	2	1	3237	7	3	27125	1487	1	1	-1.131188682	-1.436561306	1.269957284	0.4	1	0	0	0	0	0	0	0	0	2	9	12	1390	8	0	591.57	398.23	-193.34
AA1DCD6728	oscar_1	1	145	103	123		124	88	101		125	P565	4	1	2529	2	33	1123	2	124	31806	26	10334	51	48	15209	6	546	216937	4875	12	22	0.405779176	0.638559602	1.573662818	5.666274496	45	219	1269	128	178	1035	42	-41	-234	28	95	11	2258	765	2	478.6	533.97	55.37
AA1DCD672D	oscar_2	4	145	103	123		124	88	101		125	P566	9	23	5117	10	2	2927	19	227	52865	31	8579	2	36	11466	3	562	169888	2887	7.333333333	5	0.701349918	0.387029795	0.551835517	4.318435931	39.66666667	118	629	4	32	163	17	-86	-466	24	18	25	1381	856	39	493.07	390.93	-102.14
AA1DCD66FD	oscar_1	2	144	102	122		123	87	100		124	P571	0	1	1470	0	1	1450	2	14	13982	2	2727	0	34	12739	0	299	125803	10012	32.66666667	32	-1.012960385	0.104058762	-0.102727375	16.41733501	33.66666667	1	1	0	62	331	20	61	330	25	70	11	1768	375	1	626.1	389.7	-236.4
AA1DCD670F	mork_2	15		102	122	101	123	87	100	129	125	P574	10	52	3883	6	42	9313	0	450	70491	41	13715	0	63	15441	4	972	205517	1726	14.66666667	22	1.292491402	1.518913926	1.175183002	11.59425145	63.66666667	118	678	19	40	198	55	-78	-480	42	106	45	2512	1531	46	441.93	387.5	-54.43
AA1DCD6707	mork_2	16		102	122	101	123	87	100	129	125	P575	6	6	2424	7	37	12293	0	217	67082	47	16414	0	59	26412	5	835	349055	9998	1.333333333	12	1.647176292	1.125898603	0.683532545	5.96284794	55.33333333	95	549	3	118	610	27	23	61	33	72	18	2563	1145	8	456.83	437.77	-19.06
AA1DCD6722	oscar_3	3	144	102	122		123	87	100		124	P577	0	2	2820	21	8	4098	11	22	25696	8	6449	9	21	11612	4	212	140780	5163	4.333333333	13	-0.658275495	-0.823457402	1.250931271	5.463413666	14	1	1	2	25	111	9	24	110	1	55	12	2180	252	2	616.4	574.27	-42.13
AA1DCD6726	mork_3	7		101	121	100	122	86	99	128	124	P581	10	96	5452	478	36	6194	4	449	70284	82	17664	3	64	12536	7	881	241567	-5128	-4	-18	3.716171486	1.361707797	0.366427599	9.262589031	60.33333333	77	436	41	328	2048	442	251	1612	28	66	46	3264	1413	36	469.8	386.83	-82.97
AA1DCD672F	mork_3	3		101	121	100	122	86	99	128	124	P582	0	4	1657	0	0	847	4	22	11635	3	2034	0	3	1133	1	38	22221	-901	-0.666666667	0	-0.953846237	-1.342237629	1.407184488	1.257864151	3	1	2	0	1	2	1	0	0	1					5	478.83	900	421.17
AA1DCD6743	oscar_1	3	143	101	121		122	86	99		123	P583	1	8	2043	1	11	4785	1	51	22063	13	5586	0	25	11412	0	188	114137	5826	11	12	-0.362704753	-0.509045143	1.403469733	5.289822513	20.66666667	12	46	1	32	152	3	20	106	23	29	3	1662	291	42	388.83	508.47	119.64
AA1DCD6719	mork_3	11		101	121	100	122	86	99	128	124	P584	0	0	734	2	0	1076	2	4	9578	0	2663	2	2	3147	1	9	35431	484	1	2	-1.131188682	-1.436561306	1.269957284	0.8	1	0	0	1	1	1	1	1	1	1	7	2	1257	18	2	585.57	544.63	-40.94
AA1DCD66F5	mork_3	1		100	120	99	121	85	98	127	123	P585	10	17	4280	8	27	6287	0	242	51858	28	10988	0	28	9808	0	452	151583	-1180	0.333333333	0	0.524007473	-0.147471045	-0.281429279	2.985892757	28.33333333	118	696	1	328	1934	41	210	1238	23	58	10	1761	773	35	611.53	421.97	-189.56
AA1DCD6705	mork_3	6		101	121	100	122	86	99	128	124	P586	10	55	1141	5	45	8882	2	437	57021	49	14048	3	49	15597	0	769	211732	1549	-11.33333333	0	1.765404589	0.622838989	0.352802407	6.169458827	44.66666667	62	320	2	145	820	74	83	500	37	110	35	2617	1300	38	425.37	531.93	106.56
AA1DCD6703	mork_3	4		100	120	99	121	85	98	127	123	P587	10	22	7999	44	34	2693	1	310	51956	36	9502	18	50	14220	15	648	178282	4718	13.66666667	14	0.99692066	0.890089409	0.892838763	6.431174076	50.33333333	95	537	32	219	1275	225	124	738	44	58	53	1388	1077	30	480.77	462.33	-18.44
AA1DCD6735	mork_3	7		100	120	99	121	85	98	127	123	P590	0	0	1106	0	0	565	0	1	5028	0	761	0	2	3661	3	4	21091	2900	0.666666667	2	-1.131188682	-1.452281919	1.283854712	0.573488351	0.666666667	0	0	0	0	0	0	0	0	2	55	2	1449	27	1	770.1	550.53	-219.57
AA1DCD6811	mork_3	8		100	120	99	121	85	98	127	123	P591	10	36	7374	24	51	7672	6	368	63047	57	7826	20	59	10252	25	878	151103	2426	10.66666667	2	2.238317776	1.550355152	0.692643006	8.065289139	64.33333333	20	87	1	95	508	65	75	421	43	85	30	2294	1346	54	403.53	453.43	49.9
AA1DCD67C5	mork_3	14		100	120	99	121	85	98	127	123	P592	10	11	4481	14	26	3998	3	199	49295	7	4602	9	28	5529	4	356	83873	927	21.33333333	21	-0.717389643	0.151220601	-0.21079284	9.821518326	34.66666667	40	215	10	62	337	7	22	122	0	71	6	1889	579	54	493.67	363.83	-129.84
AA1DCD6819	mork_3	9		100	120	99	121	85	98	127	123	P595	10	61	9199	29	53	10339	0	636	81772	52	14249	7	68	17394	23	1111	223427	3145	19.66666667	16	1.942747034	1.990532314	1.024596759	21.65938339	73.66666667	62	346	29	77	414	75	15	68	46	77	152	2303	1853	44	716.5	268.6	-447.9
AA1DCD67D5	mork_3	1		99	119	98	120	84	97	126	122	P598	8	21	8246	5	33	9949	2	189	66992	15	9587	1	25	16056	4	345	205415	6469	11.33333333	10	-0.244476456	-0.194632884	0.796121177	5.830951895	27.33333333	20	83	1	62	349	25	42	266	27	76	3	2209	602	48	597.87	405.67	-192.2
AA1DCD6804	oscar_2	7	140	98	118		119	83	96		120	P600	0	1	523	0	0	833	2	3	7255	0	1359	0	1	431	0	4	19261	-928	1	1	-1.131188682	-1.436561306	1.269957284	0.442216639	1	0	0	0	0	0	0	0	0	0	1	0	600	7	1	602.3	900	297.7
AA1DCD67D2	oscar_2	8	139	97	117		118	82	95		119	P601	0	2	230	0	2	3641	3	16	17581	2	2516	3	7	3750	0	58	38587	1234	5	5	-1.012960385	-1.122149047	1.107791641	2.62974439	7.666666667	1	1	0	6	21	0	5	20	2	29	4	1057	83	2	590.57	900	309.43
AA1DCD6805	oscar_3	4	139	97	117		118	82	95		119	P604	10	61	4359	391	44	5498	0	565	47447	48	15039	9	64	10241	6	853	206273	-4798	-16.33333333	16	1.706290441	0.434191633	0.254465256	16.84781555	40.66666667	118	692	30	95	552	47	-23	-140	31	70	4	2096	1507	40	522.37	444.37	-78
AA1DCD680E	oscar_3	5	139	97	117		118	82	95		119	P605	0	2	774	1	8	4924	3	36	23843	8	6457	5	23	6233	6	233	97207	-224	13.66666667	15	-0.658275495	-0.399000852	0.606130496	5.976249288	23	6	16	11	25	114	28	19	98	15	42	11	1249	310	0	549.53	894.13	344.6
AA1DCD680D	mork_3	10		97	117	96	118	82	95	124	120	P606	10	31	9571	31	48	8430	2	330	90076	32	12516	22	49	15408	9	630	191291	2892	9	17	0.760464066	0.701442053	0.922386848	4.589843861	46.33333333	77	430	16	77	431	28	0	1	37	103	16	1889	1058	13	898.73	582.93	-315.8
AA1DCD67F7	mork_3	11		97	117	96	118	82	95	124	120	P607	0	2	2660	12	1	2097	4	10	16636	0	1559	0	0	1532	0	2	26211	-27	0	0	-1.131188682	-1.483723145	1.311649567	0.339934634	0	0	0	1	0	0	2	0	0	1	4	2	931	13	28	523.67	496.83	-26.84
AA1DCD67D1	mork_3	8		100	120	99	121	85	98	127	123	P608	0	2	923	0	1	649	0	6	5125	0	1164	0	1	916	0	4	15970	-248	0.666666667	1	-1.131188682	-1.452281919	1.283854712	0.442216639	0.666666667	1	2	0	0	0	0	-1	-2	0	1	0	519	11	0	566.8	686.2	119.4
