rfid	colorado_rat_number	femur_length_mm	maximum_force_n	yield_force_n	final_force_n	maximum_moment_nmm	yield_moment_nmm	final_moment_nmm	stiffness_n_mm2	x18_norm_stiffness_n_mm2	elastic_work_nmm	elastic_displacement_mm	post_yield_work_nmm	post_yield_displacement_mm	total_work_nmm	total_displacement_mm	iml_mm4	zml_mm3	cortical_thickness_mm	tissue_strength_m_pa	tissue_modulus_g_pa	correction_factor	corrected_modulus_g_pa	tt_ar_mm2	m_ar_mm2	ct_ms_mm2	ct_ar_mm2	ct_ar_tt_ar_percent	ps_pm_mm	ec_pm_mm	ps_pmest_mm	ec_pmest_mm	po_ar_mm2	ct_po_percent	ct_th_mm	j_mm4	imax_mm4	imin_mm4	zmax_mm3	zmin_mm3	dmax_mm	dmin_mm	ct_app_d_mg_ha_cm3	ct_tiss_d_mg_ha_cm3	ct_th_sd_mm	bv_tv_percent	tb_th_μm	tb_n_1_mm	tb_sp_μm	conn_d_number_mm3	app_d_mg_ha_cm3	tiss_d_mg_ha_cm3	tv_mm3	bv_mm3	smi	bs_mm2	bs_bv_mm2_mm3	bs_tv_mm2_mm3	bs_mv_mm2_mm3	da	tb_th_sd_μm	center	batchnumber	age
7215322	690	36.02	129.63	109.46	129.63	583.335	492.57	583.335	340.4469465	340.4469465	23.91727496	0.487776	25.82993836	0.211269	49.74721332	0.699045	3.75952	2.54526	0.595	229.1848377	11.00254926	0.279322894	39.39007328	8.34058	3.38618	4.9544	4.95439	0.594010249	10.14418605	6.431976744	10.23771554	6.523188856	1.00E-05	2.02E-06	595	8.84763	5.08811	3.75952	2.74607	2.54526	3.705739475	2.954134352	1317.499385	1333.260194	0.0577	0.5352	84.1	5.5551	237.5	102.7172	584.2661374	952.9792108	8.6792	4.6451	-1.4367	84.3705	18.0007	9.720999631	20.91433033	1.4424	25.3	NY	Batch00	219
7215116	691	36.81	126.71	108.44	123.62	570.195	487.98	556.29	365.1748385	365.1748385	19.69387213	0.347897	36.55841256	0.303138	56.25228469	0.651035	3.53968	2.44582	0.623	233.1304021	12.53467626	0.299709359	41.82277232	8.57146	3.3045	5.26696	5.26692	0.614471747	10.40697674	6.404944683	10.37844608	6.444033806	4.00E-05	7.59E-06	623	9.75792	6.21824	3.53968	3.12774	2.44582	3.976187279	2.894473019	1323.788734	1337.527966	0.0686	0.3589	84	4.314	409.2	69.7866	457.955049	983.37773	11.5782	4.1553	0.4847	93.4069	22.5297	8.067480265	12.58361287	1.5333	24.9	NY	Batch00	232
7214577	692	39.01	180.19	168.5	180.19	810.855	758.25	810.855	452.4103739	452.4103739	47.2668946	1.179337	35.50167182	0.209101	82.76856642	1.388438	5.73624	3.60685	0.759	224.809737	9.582559382	0.264120608	36.28099852	10.48097	3.54051	6.94046	6.93926	0.662081849	11.62737359	6.56443354	11.47639985	6.670184467	0.0012	0.000172899	759	15.19564	9.4594	5.73624	4.36627	3.60685	4.332943222	3.180747744	1326.446732	1340.597767	0.0743	0.1885	75.4	1.7962	692.8	37.2446	283.5753662	984.126462	18.7007	3.5248	1.2895	90.4427	25.9608	4.836326982	5.959626777	1.5207	24.8	NY	Batch00	230
00077E9EF3	694	37.13	131.03	98	131.03	589.635	441	589.635	320.1177019	320.1177019	19.58014355	0.417723	42.09081325	0.351529	61.6709568	0.769252	3.68194	2.56024	0.612	230.3045808	10.56353465	0.301553432	35.03039106	8.47053	3.3201	5.15043	5.15038	0.608035152	10.36001789	6.392553667	10.3171614	6.459226508	5.00E-05	9.71E-06	612	9.39341	5.71148	3.68194	3.05737	2.56024	3.736204646	2.876245977	1320.681496	1335.319207	0.0649	0.3202	79	5.0261	688.1	99.7391	436.1669478	959.04394	14.959	4.7904	1.1362	127.2387	26.803	8.505829267	12.51290246	1.4627	26.1	NY	Batch01	234
00077EAB53	695	41.04	200.99	180.17	200.99	904.455	810.765	904.455	514.8613759	514.8613759	39.49382519	0.436286	63.67524469	0.333052	103.1690699	0.769338	6.60014	3.99049	0.777	226.6526166	9.477928828	0.241921097	39.17776886	10.97858	3.75005	7.22853	7.22811	0.65838296	11.82052578	6.704246714	11.74567602	6.864730011	0.00042	5.81E-05	777	16.47716	9.87702	6.60014	4.42487	3.99049	4.464320986	3.307934615	1316.151667	1329.291914	0.1217	0.1856	94.2	1.9667	230.1	28.298	264.969376	1003.96786	16.6443	3.09	1.5672	75.6631	24.9608	4.54588658	5.58222114	1.6158	29.8	NY	Batch01	238
00077EA277	696	39.85	205.68	142.83	197.64	925.56	642.735	889.38	443.9274037	443.9274037	28.14196707	0.410105	86.7695235	0.46852	114.9114906	0.878625	8.3254	4.51599	0.715	204.9517382	6.478629201	0.166802411	38.84014134	12.81767	5.3543	7.46337	7.46327	0.582264171	12.68324336	8.097487542	12.69139833	8.202689692	0.0001	1.34E-05	715	21.15292	12.82751	8.3254	5.5455	4.51599	4.626277162	3.687076366	1352.839535	1366.017219	0.0613	0.1431	77.7	1.8116	361.2	35.8742	255.0861136	971.772384	22.8437	3.269	2.0937	101.6271	32.095	4.448802077	5.191757728	1.5453	22.5	NY	Batch01	237
0007207BE7	697	36.88	108.09	82.64	104.14	486.405	371.88	468.63	285.5456393	285.5456393	17.19730817	0.488439	42.85546211	0.422146	60.05277028	0.910585	2.89287	2.14039	0.561	227.2506412	11.99286355	0.333448191	35.96619767	7.42938	3.03923	4.39015	4.39011	0.590912028	9.587378641	5.999661323	9.662315588	6.179974965	4.00E-05	9.11E-06	561	6.98566	4.0928	2.89287	2.3845	2.14039	3.432837073	2.703124197	1311.621839	1328.468309	0.0466	0.1783	89.2	3.3394	312.6	52.7563	289.5277856	957.546476	12.4345	2.2169	1.7039	69.9178	32.4354	5.622887933	6.842878954	1.5027	27.8	NY	Batch00	232
00077EA1F0	698	35.39	119.55	106.45	119.55	537.975	479.025	537.975	280.8987863	280.8987863	27.34940457	0.599045	22.72197283	0.199601	50.0713774	0.798646	3.5265	2.31378	0.609	232.5091409	9.677925007	0.26164785	36.98836046	8.30827	3.24148	5.06679	5.06671	0.609839353	10.29833216	6.25146817	10.2178667	6.382291048	8.00E-05	1.58E-05	609	9.10779	5.5813	3.5265	2.83752	2.31378	3.933928219	3.048258694	1321.055862	1337.228473	0.0747	0.2892	88.4	4.5496	411.2	86.1797	404.2709646	948.936058	13.5937	3.9316	1.2398	109.9901	28.2857	8.091255508	11.38366401	1.4686	26.2	NY	Batch01	217
00077EA261	699	35	120.38	115.6	120.38	541.71	520.2	541.71	268.9134068	268.9134068	33.91826817	0.718982	14.22953651	0.12023	48.14780468	0.839212	3.90281	2.67315	0.617	202.6485607	8.371655019	0.292210479	28.64940043	9.05368	3.62101	5.43267	5.43265	0.60004882	10.73682962	6.785121025	10.66639106	6.745587718	2.00E-05	3.68E-06	617	10.82075	6.91794	3.90281	3.32445	2.67315	4.161855344	2.92000823	1333.110447	1347.785594	0.0917	0.5252	105.4	5.5794	167.1	85.0034	585.5015452	968.215907	10.0172	5.2613	-0.8963	91.8663	17.3842	9.170856127	19.31628083	1.6767	32.9	NY	Batch01	235
00077EA5A1	700	35.57	133.05	121.52	133.05	598.725	546.84	598.725	360.998222	360.998222	25.39226936	0.441363	17.24625333	0.137195	42.63852269	0.578558	4.27106	2.866	0.642	208.906141	10.26941414	0.283783199	36.18753399	9.05088	3.48764	5.56324	5.56208	0.614534719	10.63601128	6.600305379	10.66474156	6.62019462	0.00116	0.000208512	642	10.70257	6.43151	4.27106	3.28398	2.866	3.916899616	2.980502442	1321.317918	1335.693573	0.07	0.5255	76.8	5.2259	541.1	67.1627	579.1373232	967.092809	11.755	6.1772	-1.7876	111.078	17.715	9.449425776	19.91430313	1.5352	22.3	NY	Batch01	224
7.215E+27	701	35.38	101.3	100.53	95.49	455.85	452.385	429.705	222.8096917	222.8096917	29.33090697	0.66822	12.10384682	0.121796	41.43475378	0.790016	2.58748	2.0341	0.637	224.1040264	10.462449	0.397368198	26.32935666	7.1539	2.36197	4.79193	4.79151	0.669775926	9.550739958	5.416373033	9.481485049	5.448062995	0.00042	8.76E-05	637	7.08484	4.49736	2.58748	2.50408	2.0341	3.592025814	2.544103043	1317.574258	1333.746869	0.0739	0.3243	90	4.6041	252.1	86.2905	423.9251796	955.30028	10.5921	3.4346	0.7462	90.5171	26.4908	8.545718035	12.64646874	1.4996	26.3	NY	Batch00	221
00077E9EA7	702	36.49	116.84	98.52	113.4	525.78	443.34	510.3	286.5257229	286.5257229	21.10385159	0.438131	34.62610001	0.311283	55.72995159	0.749414	3.33113	2.37186	0.593	221.6741292	10.45077056	0.313761741	33.30798249	8.30896	3.31639	4.99257	4.99256	0.600864609	10.25706794	6.485408117	10.21829099	6.455616612	1.00E-05	2.00E-06	593	9.06349	5.73237	3.33113	2.96286	2.37186	3.869484215	2.808875735	1327.083155	1342.99371	0.0521	0.3992	79.5	5.0992	692.3	101.4606	483.8986128	973.269848	13.6802	5.4614	0.2873	128.8083	23.5161	9.415673747	15.67239743	1.5022	23.5	NY	Batch01	237
00077EA1C4	703	39.25	165.13	160.88	164.41	743.085	723.96	739.845	461.5544198	461.5544198	38.25284012	0.588556	19.93092793	0.121777	58.18376805	0.710333	6.50572	3.55778	0.683	208.861987	8.619931692	0.163797437	52.62555903	10.8024	4.30827	6.49413	6.49362	0.601127527	11.705074	7.226744186	11.65104982	7.357942479	0.00051	7.85E-05	683	15.17601	8.67029	6.50572	3.98878	3.55778	4.347339287	3.657179477	1327.382647	1340.522894	0.1046	0.2447	85.4	2.5985	249.6	41.6801	340.0671956	983.8644058	17.7902	4.3532	1.1982	102.5331	23.7642	5.763459658	7.630654164	1.6429	25.1	NY	Batch01	219
00077E7887	704	36.91	131.9	119.07	131.9	593.55	535.815	593.55	324.5549057	324.5549057	28.41374779	0.539173	29.92425675	0.23984	58.33800454	0.779013	3.55674	2.54579	0.741	233.1496314	11.08695633	0.349390443	31.73228276	8.15859	2.42383	5.73476	5.73465	0.702897192	10.09559481	5.291256708	10.12540694	5.518944291	0.00011	1.92E-05	741	9.35217	5.79542	3.55674	3.10039	2.54579	3.738510316	2.794213191	1319.184032	1332.623771	0.0639	0.3634	91	4.9083	456.4	91.695	467.7634382	976.639142	10.0278	3.6436	0.8321	86.6857	23.9619	8.644538184	13.57816171	1.4702	28.4	NY	Batch01	232
00077EAB6C	705	37.99	140.36	127.74	140.36	631.62	574.83	631.62	346.868498	346.868498	29.0275331	0.478864	36.12009168	0.270112	65.14762477	0.748976	3.85412	2.74223	0.708	230.3307892	10.93492743	0.341107238	32.05715454	8.7197	2.87153	5.84817	5.84809	0.670675597	10.51283458	5.925296183	10.46780693	6.007055036	8.00E-05	1.37E-05	708	10.60808	6.75396	3.85412	3.3905	2.74223	3.98404955	2.810938543	1308.739221	1321.542538	0.0602	0.148	85.9	1.8504	589.2	40.4706	252.5404248	987.870122	12.4658	1.8446	2.1293	55.9159	31.6678	4.48554445	5.264555794	1.57	26	NY	Batch01	234
00077E9EF9	706	38.71	159.04	142.46	159.04	715.68	641.07	715.68	449.6958746	449.6958746	47.47815981	0.690719	22.88239649	0.156679	70.3605563	0.847398	5.8804	3.51367	0.734	203.6844667	9.291553085	0.226959412	40.93927187	10.57208	3.78163	6.79045	6.7904	0.642295556	11.70488803	6.695736434	11.5261735	6.893574117	5.00E-05	7.36E-06	734	15.40448	9.52408	5.8804	4.14105	3.51367	4.599838205	3.347155538	1342.99371	1355.722154	0.1107	0.1549	93.8	1.7409	346.7	29.4467	257.2199998	993.859978	13.5838	2.1042	1.8043	56.3759	27.6091	4.150230422	4.910963797	1.584	29.1	NY	Batch01	224
00077EAD13	707	39.01	136.38	109.1	136.38	613.71	490.95	613.71	330.5666517	330.5666517	26.14341379	0.630323	31.14480983	0.248907	57.28822361	0.87923	3.9413	2.66574	0.64	230.2212519	10.19050775	0.288756983	35.29094832	9.02689	3.47601	5.55088	5.55085	0.614923855	10.73981225	6.529763175	10.65059835	6.609147443	3.00E-05	5.40E-06	640	10.93999	6.99869	3.9413	3.44071	2.66574	4.068166163	2.957002558	1319.109159	1333.559686	0.0766	0.074	82.5	1.5083	581	14.9508	148.8784794	983.752096	12.9425	0.9581	2.6589	32.3562	36.3223	2.499996137	2.699859818	1.3721	23.4	NY	Batch01	237
00077EA61A	708	39.41	186.28	178.6	186.28	838.26	803.7	838.26	515.0965857	515.0965857	39.44276181	0.516782	35.04978834	0.19156	74.49255015	0.708342	7.42368	4.05543	0.743	206.7006458	8.43035195	0.176818804	47.67791521	11.36031	4.23711	7.1232	7.12267	0.626978489	11.94846009	7.12602137	11.94813231	7.296923639	0.00053	7.44E-05	743	17.08595	9.66228	7.42368	4.49299	4.05543	4.301046742	3.661106221	1325.061578	1339.175176	0.0915	0.165	98	1.6148	619.5	27.2039	260.0651814	1006.962788	17.6261	2.9086	1.4846	74.5218	26.0037	4.227923364	5.063482249	1.635	29.6	NY	Batch01	236
00077EA0D6	709	39.37	162.76	144.55	162.76	732.42	650.475	732.42	465.9707298	465.9707298	28.02704879	0.406624	30.08551936	0.201189	58.11256814	0.607813	6.36819	3.68997	0.658	198.4894186	8.890350897	0.192288046	46.23454794	10.74075	4.46476	6.27599	6.27588	0.584305565	11.66928556	7.328200293	11.6177556	7.490382424	0.00011	1.75E-05	658	14.81752	8.44933	6.36819	3.87729	3.68997	4.358368861	3.451621558	1322.590763	1337.04129	0.0755	0.1403	84.4	1.8114	681.8	33.1764	240.2237834	981.131534	19.5621	2.7441	1.7881	85.5793	32.0202	4.374750155	5.08855393	1.5763	24.4	NY	Batch01	234
00077EA473	1001	34.19	89.04	87.66	89.02	400.68	394.47	400.59	203.0353785	203.0353785	25.15072616	0.678867	3.675741935	0.0415	28.82646809	0.720367	2.53646	1.9723	0.646	203.1536784	9.725680077	0.391872014	24.81851145	6.60545	2.39159	4.21386	4.21385	0.637935341	9.473110465	5.604408915	9.110792105	5.482116954	1.00E-05	2.37E-06	652	6.40272	4.51898	1.88374	2.34027	1.57921	3.861930461	2.38567385	1328.543182	1342.207541	0.0686	0.373	78.4	4.7238	502.4	81.1558	476.8230954	978.0617328	10.1964	3.8034	0.5258	85.4959	22.5886	8.384910361	13.37336149	1.6836	24.7	NY	Batch03	188
00077E6659	1002	35.04	98.55	94.87	98.55	443.475	426.915	443.475	213.5977932	213.5977932	26.43738272	0.558265	6.858191305	0.070792	33.29557402	0.629057	4.03049	2.74178	0.553	161.7471132	6.438952056	0.266632357	24.14917726	7.09189	2.29114	4.80075	4.79886	0.676668702	9.516303045	5.246943179	9.44030286	5.365753849	0.00189	0.000393688	646	6.991	4.45453	2.53646	2.55363	1.9723	3.488782635	2.572083354	1343.106019	1359.091448	0.0479	0.4255	75	4.6803	1026.3	86.7309	520.3618612	996.7425962	9.541	4.0594	0.23	83.6842	20.6482	8.771009328	15.26638208	1.4752	23	NY	Batch03	203
00077E6821	1003	36.23	132.98	109.54	130.84	598.41	492.93	588.78	346.2514046	346.2514046	22.08235546	0.447741	37.61123223	0.303852	59.69358769	0.751593	3.02187	2.2316	0.576	268.1528948	13.92169274	0.336054364	41.4269066	9.0942	4.12799	4.96621	4.96621	0.546085417	10.68285454	7.192772458	10.69023328	7.202350466	0	0	553	10.10896	6.07847	4.03049	3.07501	2.74178	3.953463566	2.940053542	1302.112942	1317.125019	0.0396	0.2723	99.6	3.3568	428.1	67.1701	384.579313	966.156894	15.9297	4.3374	1.1359	108.0761	25.1906	6.784565937	9.323093778	1.6131	30.6	NY	Batch03	206
00077EAE44	1004	34.78	110.35	98.77	110.35	496.575	444.465	496.575	232.3363316	232.3363316	24.75861968	0.487496	37.21013485	0.537844	61.96875453	1.02534	6.35741	3.63158	0.641	136.7380038	4.440308914	0.178781371	24.83653019	7.66378	3.04466	4.61912	4.61685	0.602424652	9.925677296	6.012347159	9.813556939	6.185493186	0.00227	0.000491436	576	7.62289	4.60102	3.02187	2.52445	2.2316	3.645166274	2.708254167	1345.801455	1360.701221	0.0581	0.3277	98.1	4.624	473.2	89.4604	438.862383	964.65943	10.636	3.485	0.988	89.1271	25.8184	8.379757428	12.46358551	1.5463	28.7	NY	Batch03	190
00077EADCC	1005	38.48	161.84	149.67	161.84	728.28	673.515	728.28	418.9838342	418.9838342	33.02095606	0.44784	18.46238545	0.119678	51.4833415	0.567518	4.44187	3.04963	0.679	238.8092982	11.46060912	0.308171407	37.18907361	10.2	3.80039	6.39961	6.39955	0.627406863	11.38556835	6.811019344	11.32152729	6.910651866	6.00E-05	9.38E-06	721	13.94971	8.37492	5.5748	4.00385	3.4458	4.183433445	3.235707238	1311.322346	1324.088227	0.0816	0.2705	107.5	3.3571	287.3	54.1671	386.0019038	973.3447212	15.443	4.1775	1.3457	99.0224	24.0016	6.412121997	8.789880609	1.6689	34.3	NY	Batch03	203
00077EA9AB	1006	38.01	177.67	144.19	177.67	799.515	648.855	799.515	436.3241963	436.3241963	28.48083019	0.387206	28.73055187	0.180259	57.21138206	0.567465	4.52161	3.11153	0.732	256.9523675	11.72444989	0.321528754	36.464701	11.08359	4.76583	6.31776	6.31596	0.569847856	11.85991663	7.678806494	11.80171596	7.738810378	0.0018	0.000284911	641	15.45203	9.09462	6.35741	4.26923	3.63158	4.26054347	3.501181304	1311.771585	1324.237973	0.074	0.6081	98.4	5.0757	279.5	48.322	649.2378	995.3618	14.362	8.7333	-2.8658	121.4403	13.7468	8.455667734	21.57519498	1.7837	32.9	NY	Batch03	204
00077EAC1A	1007	37.21	157.37	122.48	157.37	708.165	551.16	708.165	377.2193731	377.2193731	25.43545455	0.442744	41.41962809	0.286619	66.85508264	0.729363	3.76098	2.69443	0.648	262.8255327	12.18622642	0.332010842	36.70430265	9.43311	3.44828	5.98483	5.98478	0.634443996	10.93687708	6.587486157	10.88760563	6.582732295	5.00E-05	8.35E-06	679	11.9931	7.55123	4.44187	3.8762	3.04963	3.896202466	2.913055026	1318.65992	1332.024786	0.0614	0.1028	98.7	1.5641	251.6	17.7711	195.6742294	977.387874	15.0525	1.5477	2.0922	44.3959	29.8081	2.949403754	3.287416326	1.604	27.7	NY	Batch03	205
00077EAB2C	1008	39.48	158.71	137.35	158.71	714.195	618.075	714.195	431.5537198	431.5537198	25.59859163	0.381584	28.00422535	0.190763	53.60281698	0.572347	3.24827	2.37426	0.585	300.8074095	16.14206238	0.330799648	48.79709667	9.28407	3.0525	6.23157	6.23157	0.67121101	10.88160677	6.071353066	10.80125291	6.193451889	0	0	732	11.90584	7.38424	4.52161	3.87773	3.11153	3.808537469	2.906357965	1321.579974	1334.345855	0.0668	0.0836	91.3	1.0078	409.6	7.7118	189.1228244	987.12139	9.466	0.7909	1.7076	18.1129	23.8244	1.913469258	2.087918295	1.6959	26.6	NY	Batch03	206
00077EA950	1009	36.51	125.59	124.19	125.59	565.155	558.855	565.155	340.4287251	340.4287251	29.06101314	0.497698	5.21630312	0.04164	34.27731626	0.539338	5.14379	3.45981	0.696	163.3485654	8.041170051	0.297364463	27.04146272	8.7219	3.15891	5.56299	5.5629	0.637808276	10.58652531	6.48369813	10.46912737	6.300478855	9.00E-05	1.62E-05	648	10.34684	6.58585	3.76098	3.29348	2.69443	3.999325941	2.791670223	1333.484813	1349.245622	0.0661	0.4832	81.6	4.4939	656.1	67.489	563.6385708	1006.962788	11.3204	5.4703	-0.7695	98.6933	17.9389	8.718181336	16.87036119	1.5875	22.6	NY	Batch03	201
00077EAEE7	1010	35.38	120.7	104.49	120.7	543.15	470.205	543.15	270.2746625	270.2746625	27.15725959	0.589835	26.98820037	0.239294	54.14545996	0.829129	8.32692	4.69376	0.68	115.7174632	3.943639604	0.181148727	21.77017566	7.9707	3.17116	4.79954	4.79707	0.601837982	10.04639417	6.254991778	10.0081352	6.31268341	0.00247	0.000514633	585	8.2191	4.97083	3.24827	2.79391	2.37426	3.55833223	2.736237817	1308.102798	1323.489241	0.0392	0.2856	74	4.3329	441.7	83.1071	408.1269344	974.767312	12.5019	3.5701	1.2187	96.8414	27.4951	7.746134588	10.84231622	1.5415	22.9	NY	Batch03	198
00077EAF6F	1011	39.74	179.23	151.11	179.23	806.535	679.995	806.535	357.8283367	357.8283367	41.75834425	0.665729	42.52212621	0.253322	84.28047046	0.919051	2.33287	1.80751	0.59	446.213299	18.63633332	0.37400267	49.82941256	10.79642	4.7905	6.00592	6.00576	0.556273283	11.90917662	7.798030589	11.64782448	7.758814241	0.00016	2.66E-05	696	15.16932	10.02553	5.14379	4.53004	3.45981	4.426243477	2.973452299	1315.253189	1327.232901	0.0535	0.1862	92.3	2.2942	381.5	47.0995	305.026538	977.013508	18.3866	3.4237	1.7658	97.0342	29.1116	5.27744118	6.484986199	1.5845	27.3	NY	Batch03	197
00077EAC43	1012	41.26	224.83	181.2	220.6	1011.735	815.4	992.7	505.1286363	505.1286363	50.07632613	0.864497	74.15900948	0.347386	124.2353356	1.211883	2.15554	1.77404	0.555	570.2999932	28.47227577	0.407021385	69.95277593	12.80054	5.60036	7.20018	7.19969	0.562452053	12.74809543	8.332497995	12.68291487	8.38905235	0.00049	6.81E-05	680	20.60648	12.27957	8.32692	5.1588	4.69376	4.760630379	3.548080856	1305.968912	1320.606623	0.0668	0.1848	86.8	1.7948	761.3	49.2288	252.240932	963.910698	23.5634	4.3535	1.6462	125.3433	29.388	5.319406368	6.524932457	1.803	26.7	NY	Batch03	198
00077EA766	1013	34.89	90.85	86.15	90.85	408.825	387.675	408.825	216.6238063	216.6238063	21.9967182	0.549617	14.00160438	0.159431	35.99832257	0.709048	5.36601	3.50693	0.783	116.5763217	4.904909321	0.293947344	16.68635362	6.76801	2.42653	4.34148	4.34123	0.641433745	9.235794773	5.396787341	9.222218929	5.52201732	0.00025	5.76E-05	590	6.18631	3.85344	2.33287	2.17304	1.80751	3.54658911	2.581307987	1361.038151	1378.521043	0.0672	0.354	92.3	4.7447	309.5	97.4724	461.6612724	982.628998	11.1211	3.9371	0.859	97.6666	24.9951	8.782098893	13.5950167	1.5322	29.3	NY	Batch03	198
00077EA7CA	1014	33.36	86.32	83.82	85.78	388.44	377.19	386.01	178.6644231	178.6644231	25.79216342	0.668513	19.8538594	0.231295	45.64602281	0.899808	4.37057	2.90849	0.605	133.5538372	4.966795501	0.270127855	18.38683202	6.58915	2.51657	4.07258	4.07244	0.618052404	9.07351838	5.514503626	9.099543996	5.62353548	0.00014	3.44E-05	555	5.70195	3.54641	2.15554	2.13496	1.77404	3.322226178	2.430091768	1348.38458	1364.407445	0.0406	0.2508	77.2	3.9433	670.1	66.0003	372.1503618	982.254632	10.5909	2.6558	1.2936	74.1565	28.4256	7.001907298	9.34537687	1.519	22.8	NY	Batch03	204
00077EAB2D	1015	40	168.26	166.61	160.84	757.17	749.745	723.78	481.9189934	481.9189934	36.39069673	0.457273	26.33234318	0.161739	62.7230399	0.619012	4.36407	2.91588	0.628	259.6711799	13.41709865	0.277809783	48.2959906	10.00037	3.33805	6.66232	6.66232	0.66620735	11.39898256	6.408326412	11.21018982	6.476663758	0	0	783	13.8794	8.51339	5.36601	4.21234	3.50693	4.042119107	3.060232169	1350.069227	1361.71201	0.0718	0.0925	100.2	1.3372	234.1	18.2152	205.6698016	983.003364	13.9719	1.292	2.2112	36.7346	29.9287	2.629177134	2.897073321	1.5521	31.2	NY	Batch03	191
00077EA891	1016	36.03	134.73	128.93	134.73	606.285	580.185	606.285	318.7913993	318.7913993	33.40308295	0.54832	19.74253842	0.150305	53.14562137	0.698625	4.96545	3.2814	0.638	184.7641251	7.800532684	0.272625819	28.61259697	9.55264	3.98237	5.57027	5.57008	0.58309326	11.08372093	7.234302326	10.95636868	7.074173969	0.00019	3.41E-05	605	11.80646	7.43589	4.37057	3.46592	2.90849	4.290860724	3.005387675	1309.787445	1326.521606	0.0785	0.7493	83.5	5.9714	404.7	51.7392	743.3777	970.5015	13.4521	10.0803	-6.5789	111.4163	10.8919	8.282446607	33.04356723	1.8899	24.3	NY	Batch03	201
00077EAB33	1017	37.87	143.7	122.9	143.7	646.65	553.05	646.65	346.0503968	346.0503968	27.99604491	0.519375	30.77937403	0.230133	58.77541894	0.749508	2.37359	1.80794	0.582	357.6722679	17.71372613	0.359943789	49.21247894	9.36152	3.74204	5.61948	5.61948	0.600274314	10.9839842	6.822071084	10.8462127	6.857394658	0	0	628	11.50503	7.14096	4.36407	3.45314	2.91588	4.135922667	2.993312482	1299.754437	1314.354711	0.0674	0.1196	83.7	1.5744	856	23.9842	191.406457	988.244488	13.1128	1.5684	1.9464	44.0161	29.2098	3.356727777	3.812766363	1.5694	25.5	NY	Batch03	192
00077EADCB	1018	38.11	150.76	136.32	150.76	678.42	613.44	678.42	378.4496321	378.4496321	32.84945646	0.569182	24.48790667	0.16981	57.33736313	0.738992	4.9711	3.28933	0.674	206.2486889	9.249789846	0.281195162	32.89455548	10.01295	4.11864	5.89431	5.89425	0.588662682	11.25842208	7.132145186	11.21723855	7.19418909	6.00E-05	1.02E-05	638	12.96705	8.0016	4.96545	3.85948	3.2814	4.146465327	3.026421649	1316.862963	1330.901688	0.0509	0.0958	100.4	1.3676	329.9	20.5096	189.3848806	980.008436	13.5303	1.2969	2.3537	40.3829	33.0255	2.984627096	3.301036507	1.4697	28.8	NY	Batch03	197
00077EA9DC	1019	35.45	91.6	90.83	91.6	412.2	408.735	412.2	226.5955319	226.5955319	22.35392391	0.498543	7.216510825	0.079672	29.57043473	0.578215	2.16871	1.66375	0.622	247.7535687	12.69480803	0.376039319	33.75925708	6.88876	2.56447	4.32429	4.32413	0.627708035	9.286469345	5.49154334	9.304123346	5.676801956	0.00016	3.70E-05	582	6.32687	3.95328	2.37359	2.27759	1.80794	3.471458867	2.625739792	1333.746869	1351.454381	0.0482	0.274	78.3	4.0961	700.9	63.3994	393.8261532	984.875194	10.5995	2.9047	1.3228	75.6661	26.4797	7.138648049	9.833406976	1.5491	23.4	NY	Batch03	206
