rfid	lga_mean_12_14	lga_mean_inactive_12_14	lga_mean_to_12_14	lga_loading_phase_intake_12_14	lga_titration_phase_12_14	lga_iti_median_12_14
933000320186859	91.66666667	25.33333333	67.33333333	13	128	377.5
933000320186823	149.6666667	14	428.6666667	17	266	40
933000320186920	92.33333333	9.333333333	42.33333333	12	142	342.5
933000320186841	69	7.666666667	16.33333333	5	119	549.5
933000320186817	85.66666667	9	8.333333333	6	142	468
933000320186818	55.33333333	2.666666667	37	7	110	279
933000320186919	123.3333333	9.666666667	50	20	202	168
933000320186784	73.33333333	646	12.66666667	6	124	563
933000320047943	38	30.33333333	13.66666667	17		81
933000320047668	8.666666667	7.666666667	1.333333333	1	11	2274
933000320047902	5	2.666666667	1.333333333	1	2	2261
933000320047866	72	63	8.666666667	5	134	535
933000320047925	57.33333333	19.66666667	38.33333333	12	81	144
933000320047903	34.33333333	6	9.333333333	5	53	901
933000320047905	44.66666667	13.66666667	12.66666667	8	60	666
933000320047656	73.66666667	4	8	8	123	543
933000320047881	6.666666667	2	1	4	8	1611
933000320047896	29.66666667	10	1.666666667	5	45	1061.5
933000320047669	51.66666667	4.333333333	14.33333333	9	77	740
933000320047894	3	4.333333333	0.333333333		5	4191
933000320047890	24	12	8	4	32	251
933000320047672	88	7	29.33333333	11	118	402
933000320047661	5.333333333	5	0.666666667	2	4	1760
933000320047876	54	8.666666667	15	7	80	736
933000320047664	19	3.333333333	18.33333333	4	34	1299
933000320186911	88.33333333	4.666666667	10.66666667	11	129	418.5
933000320186845	50.66666667	22.33333333	49.66666667	5	88	790
933000320186865	45.33333333	0	13.66666667	5	63	756
933000320186835	48.66666667	2.666666667	16	5	64	728
933000320047895	80	3.333333333	172.3333333	3	175	255
933000320186847	171.3333333	3	1590.333333	6	368	24
933000320186856	67.66666667	13	13	2	125	554.5
933000320186809	90	32.33333333	19	9	154	471
933000320187248	108.6666667	4.666666667	77.66666667			
933000320186967	169.3333333	9.333333333	29.33333333			
933000320186974	238	17	130.3333333			
933000320186993	68.66666667	4.666666667	9.333333333			
933000320186995	48	5.666666667	15.33333333			
933000320187237	41	6	2.333333333			
933000320186991	179.3333333	24.66666667	488.3333333			
933000320187230	0.666666667	0.666666667	0.333333333			
933000320187083	50	19.66666667	9.333333333			
933000320187161	68.33333333	13	48			
933000320186885	16	21	3.666666667			
933000320187082	0	2.333333333	0			
933000320187099	65	6		5	71	533.5
933000320187197	96	27.33333333	37	6	156	425
933000320186897	248	3.333333333	2102.666667	22	280	23
933000320187316	203.3333333	41	253.6666667	10	344	71.5
933000320186878	81.66666667	14.33333333	57	10	156	346
933000320187213	91	9	11.33333333	6	167	376
933000320187168	75	32	38	7	78	142
933000320187314	25	9.333333333	5.666666667	2	49	1258.5
933000320187305	22	0.333333333	6	4	26	1128
933000320187359	9	2.666666667	2		8	110
933000320186965	4.333333333	1	0.666666667			
933000320186998	28	6	3.666666667			
933000320186990	128.6666667	22.33333333	403.3333333			
933000320186977	18	2.333333333	5.333333333			
933000320187238	65.66666667	5	3.666666667			
933000320187243	118	41.66666667	278.6666667			
933000320187094	59	4.666666667	7.333333333	8	87	587.5
933000320187100	69.33333333	25	19.33333333			
933000320187086	118.6666667	5	855			
933000320187152	62.33333333	11	25			
933000320187084	91	6	15.66666667			
933000320186890	67.66666667	8	9.666666667			
933000320187169	86.33333333	9	43			
933000320187170	40	15.66666667	0.333333333			
933000320186899	20.33333333	0.333333333	0.666666667			
933000320187164	33.33333333	1	14	5	41	891
933000320187221	131.6666667	13.66666667	97	31	201	41
933000320187324	44	2.666666667	5	5	71	861
933000320187206	111	1	168.3333333	6	195	56.5
933000320187186	58.66666667	5	2	7	88	642
933000320187198	41.66666667	1	4.666666667	9	65	892
933000320187323	123.3333333	10.33333333	190	9	242	78
933000320187218	77.66666667	35	68	7	138	563.5
933000320186886	117.3333333	25	556.6666667	5	224	26
933000320187129	20.33333333	3	4	5	36	661
933000320048606	85.33333333	3.666666667	25.33333333	7	162	434
933000320048754	185.6666667	3	157.6666667	21	282	60
933000320048758	108.3333333	4.666666667	5.666666667	11	185	280.5
933000320048335	400	6	522.6666667	48	17	30
933000320048619	1	0.666666667	0.333333333		3	21
933000320048611	138.6666667	64.66666667	43.66666667	3	225	59
933000320048140	294	94.33333333	1100.333333	20	278	86
933000320048134	8	3.666666667	0.333333333		16	1826
933000320048337	158	6	508.3333333	13	275	55
933000320048203	42	4	4.666666667	5	69	703
933000320048546	31	1	2.666666667	3	52	714.5
933000320048347	64.33333333	1	8.333333333	1	120	636.5
933000320048146	9.666666667	10	2		10	2275
933000320048536	69.66666667	8	23.66666667	7	116	596
933000320048137	69.66666667	12	45	7	104	513
933000320048141	110	18.66666667	46.33333333	9	179	257
933000320048550	85	7	58.33333333	12	130	176.5
933000320048543	205	4.666666667	299	5	295	54
933000320048549	93	5	49	15	147	386
933000320048756	106.5	19		3	75	47
933000320048340	124.3333333	14.66666667	50.33333333	4	99	320
933000320048602	159.6666667	19.66666667	965	29	300	28
933000320048767	12.33333333	20	1.666666667	1	2	706
933000320048345	0	0	0			
933000320048610	53.33333333	12	8.666666667	4	69	705
933000320048608	177.3333333	9.333333333	264	5	208	60
933000320048139	103	47	79.33333333	3	126	113.5
933000320048593	62.33333333	8.666666667	29.66666667	5	58	384
933000320048136	116.6666667	2.666666667	150.6666667	2	162	170.5
933000320048128	25	11.66666667	21		43	550.5
933000320048579	51.66666667	16.66666667	11	4	62	638.5
933000320048349	158.3333333	21.66666667	288	1	160	114.5
933000320048127	66	7	13.33333333	6	96	497
933000320048215	74	9	37	8	133	340
933000320048532	48.33333333	12	3	5	78	769.5
933000320048542	199.3333333	19	44.66666667	18	347	134
933000320048220	109	15.33333333	52.33333333	7	164	90.5
933000320048779	2.333333333	2.666666667	1		6	718
933000320049043	91.66666667	18	132		190	47
933000320049032	49	19.66666667	20	11	72	501.5
933000320049045	49.66666667	7.333333333	29	9	80	290
933000320048786	26.66666667	2	5.666666667		39	1105
933000320048793	81	2	22	6	137	504
933000320048783	62.66666667	5	16	7	113	592
933000320048940	230.6666667	6	1598.333333	33	334	23
933000320048777	4.666666667	4.333333333	0	2	2	4646
933000320049140	107.3333333	2.666666667	12.33333333	11	170	314
933000320048792	205	179.3333333	600.6666667	11	246	54
933000320049144	62.66666667	2.666666667	29.66666667	12	105	653
933000320049146	103.3333333	4.333333333	31.33333333	14	129	44
933000320048633	120.3333333	81	172	12	167	122.5
933000320049169	199.6666667	22.66666667	57.66666667	41	293	147
933000320049129	38	0	9.666666667	2	56	534
933000320048982	66.66666667	30.66666667	50.66666667	5	114	545
933000320049168	169.3333333	10.66666667	260.3333333	16	314	51
933000320048650	91.33333333	46.66666667	87.66666667	6	105	398
933000320048723	24.66666667	8.666666667	10	6	36	505
933000320048707	203.6666667	127.3333333	1095.333333	40	188	33
933000320048956	137.6666667	22	147.3333333	12	224	205.5
933000320048967	102.3333333	49.33333333	86.66666667	11	164	317
933000320048701	131.6666667	29	85.66666667	7	260	99
933000320049165	122.3333333	6.666666667	237	12	194	47
933000320048717	80	6.666666667	36.66666667		114	240
933000320049156	36.33333333	13	7.666666667	4	52	986.5
933000320048944	96.33333333	9.666666667	88.33333333	3	163	382.5
933000320049141	146.3333333	8.333333333	15.66666667	12	236	222
933000320048949	35.66666667	117.6666667	7.666666667	1	45	848
933000320187461	2	0.666666667	0		1	10092
933000320049143	51.66666667	12	3.666666667	5	93	677.5
933000320048983	73.66666667	24.33333333	5.666666667	6	85	585.5
933000320049163	63	3	13.33333333	8	92	642.5
933000320048636	110.3333333	14.33333333	38.33333333	9	184	400.5
933000320048640	96	5.666666667	199	4	180	42
933000320049160	137.3333333	19.66666667	241	4	349	47
933000320049134	187.3333333	8	918	14	298	28
933000320048984	62.66666667	45.33333333	18.66666667	7	98	245
933000320048969	169	13.66666667	755.6666667	4	305	33
933000320048714	43.33333333	13.33333333	5.333333333	6	46	564
933000320048718	115.3333333	22.66666667	99.33333333	8	169	145
933000320048719	61.33333333	37.33333333	35.33333333	3	123	217
933000320048720	91	4	74.66666667	6	150	163
933000320049031	82	16	83.33333333	1	173	93
933000320049030	73.33333333	2	38	8	128	429
933000320048776	133.6666667	2.666666667	62.33333333	4	308	201
933000320048794	14	2.666666667	1.666666667	1	16	956
933000320049164	92.66666667	12	48.66666667	4	174	350
933000320187898	0	1.333333333	0			
933000320188254	39	2	15.33333333	8	38	624
933000320188259	0	0.333333333	0			
933000320187889	171.6666667	34.66666667	14	6	193	80
933000320049178	66.66666667	5	77	14	86	225
933000320187880	58	1.333333333	37	7	113	196
933000320188275	168.3333333	5.666666667	25	5	292	64.5
933000320188175	81	5.666666667	23.66666667	3	153	212
933000320188151	61.33333333	5.666666667	9.333333333	3	115	482
933000320188167	62.66666667	22.66666667	1.333333333	11	92	572
933000320188166	93.66666667	12	388.3333333	2	142	27.5
933000320188266	68.66666667	5	24.33333333	10	110	559
933000320188168	94.33333333	6	103.3333333	10	176	66.5
933000320187922	63.33333333	6	17.33333333	11	92	400
933000320187918	64	15.33333333	26	8	103	221
933000320187936	105.3333333	3.666666667	25.66666667	6	198	358
933000320187934	65.66666667	24.33333333	204.6666667	29	96	681
933000320187948	71	14.66666667	16.66666667	9	102	498.5
933000320188119	52	0.333333333	6	2	115	502
933000320187921	41.66666667	5.666666667	9.666666667	4	72	1055.5
933000320188120	111	10.33333333	80	8	176	100.5
933000320187940	58	19.66666667	40.66666667	13	51	494
933000320187950	1.333333333	5	0.333333333			3725.5
933000320187937	66	6.333333333	17	4	119	633
933000320188114	115.3333333	14.33333333	182.3333333	14	197	75
933000320187926	94	8.666666667	34.33333333	10	162	469
933000320187923	16	11.33333333	0	2	25	806
933000320188108	29	36	2.666666667	4	46	1434
933000320187919	87.33333333	11.66666667	38	12	123	462
933000320188161	0.666666667	0.666666667	0		1	
933000320188170	63.33333333	11	47.66666667	8	111	151
933000320188263	83.33333333	2.666666667	10	8	133	465
933000320188165	105.3333333	7	125	12	199	59
933000320188256	57.66666667	5.666666667	8.333333333	3	54	570
933000320188164	87.33333333	30.33333333	28.33333333	14	86	72
933000320188157	42	5.666666667	13	4	74	603
933000320188268	77.33333333	4.666666667	22.66666667	5	138	509
933000320049179	65	3	9	5	101	575
933000320188260	63.66666667	20	13.66666667	7	78	513
933000320187878	124.3333333	3.666666667	795.6666667	8	210	26
933000320187897	100.3333333	9.333333333	41.66666667	10	182	367
933000320188251	81	5.333333333	24.66666667	14	136	484
933000320188737	104.3333333	0.333333333	21	4	155	84
933000320188464	58	21.33333333	4	7	97	713
933000320188625	0	3.333333333	0			
933000320188081	86.33333333	7	100.6666667	1	152	72.5
933000320188747	70.66666667	4.333333333	17	4	115	259
933000320188083	66	5.333333333	26		134	93
933000320188730	101.6666667	154	26.66666667	6	166	281.5
933000320188616	54.66666667	20	41	4	105	64
933000320187988	106.3333333	6	64.66666667	14	131	62.5
933000320187995	88.33333333	31.66666667	16.33333333	17	111	241
933000320187993	49.33333333	2	24.33333333		80	648
933000320187987	128	17	265.3333333	9	230	40
933000320187997	63.33333333	5.666666667	4	7	113	672
933000320188575	130.3333333	3.666666667	24	4	233	272
933000320187978	86.66666667	23.33333333	46.33333333	3	127	417
933000320188363	98.66666667	5.666666667	85	9	172	457
933000320188284	131	6	115.6666667	17	194	252.5
933000320188289	79	30	19	8	112	111
933000320188355	46.66666667	22.33333333	10.33333333	5	57	648
933000320188361	99.66666667	52	235	7	156	69
933000320188368	35	49	20.66666667	4	30	514
933000320188299	102	9	55.33333333	9	157	360
933000320188371	59	13.33333333	37	4	70	206
933000320188755	74.33333333	23	14	1	145	242.5
933000320188760	119.3333333	16	61	13	205	249
933000320188767	41.33333333	14	13.66666667	1	63	639
933000320188471	100.6666667	53	28	5	169	124
933000320188740	108	14	105.3333333	6	187	162
933000320188612	45.66666667	10.33333333	4.666666667	5	73	612.5
933000320188608	51.33333333	23.66666667	10.66666667		87	71
933000320188474	167	9	998	15	237	26
933000320188076	7	10	2	4	13	918.5
933000320188729	12.66666667	3.333333333	2		20	481
933000320188077	31.33333333	9.333333333	4.666666667	2	44	1006
933000320188366	151.3333333	11.66666667	86.33333333	18	227	55
933000320188276	81.66666667	1.333333333	236.3333333	1	169	57.5
933000320187986	39	1.666666667	5.666666667	4	61	763.5
933000320187984	64.66666667	25	97.33333333	1	147	352
933000320187990	28.33333333	25.33333333	8.333333333	1	72	523.5
933000320187979	10.33333333	3.666666667	0.666666667	3	15	2556.5
933000320188570	61.33333333	23.66666667	24	3	96	500
933000320187999	37.33333333	4.666666667	1		66	893
933000320188364	107.6666667	11	62	5	181	347
933000320188290	55.33333333	16.33333333	70.66666667		100	63
933000320188362	64.33333333	5	15.66666667	2	92	477
933000320188277	100	19.33333333	53	4	171	196
933000320188369	50.66666667	0.666666667	13.66666667	2	68	617
933000320188360	79	1	54.33333333		154	236.5
933000320188279	58.66666667	18.33333333	11	2	113	309
933000320188286	84.66666667	19.33333333	51	2	82	369
933000320188353	38.66666667	6.333333333	2.333333333	4	61	905
933000320188293	12.33333333	4	4		27	1433.5
933000320188291	51.33333333	12	7	2	72	574
933000320188770	90.33333333	66.33333333	46.33333333	1	181	176
933000320188772	16	4	3	1	18	1705
933000320188499	56	1	349		56	57
933000320188675	0	0.333333333	0			
933000320188481	0.333333333	2	0		1	
933000320188498	109.3333333	0	31	5	185	294
933000320188485	95.33333333	0	114.3333333	13	139	334
933000320188478	20	5.333333333	4.666666667		50	1047
933000320188661	49.66666667	7.333333333	9.333333333	5	75	599.5
933000320188712	0	0	0			
933000320188666	77.33333333	8	26.33333333	5	122	411
933000320188663	0.666666667	0.333333333	0		2	
933000320188492	61	0.666666667	9	5	96	557
933000320188645	56.33333333	7	6.666666667	3	92	579.5
933000320188656	143	1.666666667	104	2	289	43
933000320188651	81.33333333	2.333333333	11.66666667	5	96	495
933000320188632	92.33333333	5.333333333	22	6	74	306
933000320188636	104.3333333	0	19.33333333	3	118	400.5
933000320188635	67.66666667	5.333333333	23.66666667	7	73	579
933000320188626	69	4.666666667	23.33333333	4	62	708.5
933000320500079	78.66666667	1.333333333	51.33333333	6	80	402
933000320500080	130	24.33333333	213.6666667	1	129	37
933000320188432	275.3333333	7.666666667	584.6666667	21	197	38
933000320188710	58.66666667	19	12	3	60	440
933000320188434	72	39	26.66666667	4	82	560
933000320188722	142.6666667	36	69.33333333	4	187	157
933000320188708	78.66666667	21	13	7	88	552
933000320188714	168.6666667	107	208.3333333	4	174	156
933000320188667	62.66666667	5	6.666666667	3	74	703
933000320188484	90	324.3333333	84.33333333	10	64	62
933000320188479	127	13.66666667	30.33333333	11	206	79.5
933000320188669	74.66666667	34	50	11	109	162
933000320188490	175.3333333	3.666666667	179	11	313	52.5
933000320188480	17.66666667	1.666666667	3	3	26	1886.5
933000320188489	4.666666667	0.666666667	0	1	7	3988
933000320188439	42.66666667	3.333333333	8.333333333	1	70	121
933000320188431	30.66666667	5.333333333	11.33333333	8	34	747
933000320188633	13	0.333333333	1.666666667	4	23	1386
933000320188658	70.33333333	3	8	4	143	562.5
933000320188639	113.3333333	1.333333333	261.6666667		242	28
933000320188643	95.66666667	3.333333333	14.66666667	4	159	450
933000320188646	10	5.666666667	1	1	13	1291
933000320188657	88.33333333	30.33333333	77.66666667	10	150	214
933000320188634	37.33333333	8	10	7	63	772
933000320188711	54.33333333	13.33333333	19.66666667	1	95	450.5
933000320188703	53.66666667	19.33333333	12.33333333	2	68	597
933000320188702	52.33333333	16.33333333	82.66666667	5	80	299
933000320188429	47.33333333	3.333333333	2.333333333	7	75	759
933000320188718	11	3.666666667	0.666666667	5	14	772.5
933000320188444	91.33333333	4	15.66666667	2	162	135
933000320500077	63.66666667	8.666666667	11	8	126	454
933000320500081	100	0.333333333	12	9	177	427
933000320500447	24.66666667	5.666666667	5.666666667	1	40	699
933000320499691	105	3.333333333	16.66666667	6	174	283.5
933000320499937	53.33333333	3.333333333	6	7	83	616
933000320500445	77.66666667	1.333333333	369.6666667	3	133	27
933000320500448	58.33333333	1.333333333	7.333333333	3	109	628.5
933000320499938	19	10.66666667	4.333333333	1	44	907.5
933000320499752	72	1.666666667	14	1	110	414
933000320500426	0.333333333	0	0			
933000320500427	70.66666667	53.33333333	38.66666667		181	146
933000320499689	104.6666667	3	25.66666667	6	150	66
933000320499753	8.333333333	0.333333333	0.333333333	1	8	1869.5
933000320499699	132.6666667	4	100.6666667	15	269	67
933000320499817	65.33333333	24.66666667	25	6	109	529
933000320499812	55.33333333	2	20.66666667	4	87	591
933000320499678	44.33333333	1	69.66666667		71	458
933000320499814	179	66.33333333	142.3333333	5	268	64
933000320499801	160.3333333	31	341.6666667	14	235	47
933000320499679	175.6666667	6	307.6666667	3	369	52
933000320499818	152	26	95.33333333	9	311	163.5
933000320499810	113.3333333	30.66666667	306.3333333	6	207	71
933000320500002	38.66666667	6.666666667	9.666666667	1	81	421
933000320500010	108.6666667	7.333333333	41.66666667	2	190	212
933000320500016	69.66666667	0.666666667	171	9	121	537.5
933000320500434	46	13.66666667	10.66666667	7	75	807
933000320500446	86.33333333	3.666666667	36		139	349
933000320500436	136.3333333	2	84	5	125	258
933000320499940	61	8.666666667	16		97	392
933000320500440	84.66666667	84.33333333	39.66666667		157	262
933000320499770	37	13.66666667	4	2	60	609
933000320499939	113.3333333	2.666666667	21		229	261
933000320499755	128	2.333333333	189	3	230	48
933000320499754	37	3.666666667	1.666666667		73	868
933000320499681	45.33333333	35.33333333	9.333333333		94	420
933000320500433	40	16.33333333	18.33333333		115	133
933000320499700	61.66666667	5.666666667	31	3	113	593
933000320499693	23.33333333	4	1.333333333		47	1339
933000320499685	57.66666667	2.333333333	2.666666667	2	108	580.5
933000320499815	11.33333333	1.333333333	0.666666667	3	17	2267
933000320499803	59.33333333	7.666666667	60.33333333	3	77	580
933000320499813	140.6666667	4	162.6666667	2	264	63
933000320499824	58.66666667	4	21.33333333		161	326
933000320499677	146.6666667	8.333333333	395	4	245	27
933000320499963	29.33333333	4.333333333	4.666666667	4	17	622
933000320500008	68.33333333	4.333333333	128.3333333		126	367
933000320500014	73.33333333	0.666666667	7.666666667	5	131	570
933000320499952	86.66666667	4	7.666666667		169	429
933000320500020	46	0	4.666666667		89	734
933000320499856	56	18.66666667	62	16	87	707
933000320500224	41	5	45		91	632.5
933000320499869	0	0	0			
933000320499868	60.33333333	37	23.66666667	3	115	595
933000320499859	47.33333333	0.333333333	13	9	73	759
933000320499854	90.66666667	13.33333333	286.6666667	18	188	152
933000320499853	94.33333333	7	62.66666667	11	195	254.5
933000320500210	57.66666667	50.33333333	37.66666667	15	95	331
933000320500207	69	10.33333333	11	10	119	589
933000320500361	60.66666667	26.33333333	50	12	108	445
933000320499659	59.33333333	9.333333333	18.33333333	9	111	646
933000320500151	0.333333333	0	0			
933000320500220	149.6666667	11.66666667	142	14	223	65.5
933000320500370	176.6666667	2	13	12	302	71
933000320499658	81	13.33333333	47.33333333	18	145	425.5
933000320524282	84.33333333	22.33333333	56.66666667	6	92	228
933000320524278	51.66666667	5	27.66666667	6	76	714
933000320524281	164.3333333	23.33333333	85	19	295	44
933000320524299	73.66666667	6	21	13	106	500.5
933000320524297	59	0.666666667	155.6666667	9	91	77.5
933000320524279	33	17	16.66666667	4	58	1093.5
933000320500359	76.66666667	17.66666667	17	5	145	574
933000320524203	47.66666667	15.33333333	10.33333333	5	75	929
933000320524216	104	4.666666667	23.33333333	5	192	416
933000320524211	86.66666667	9	43.66666667	9	143	451
933000320524207	82.33333333	3.666666667	121.6666667	10	160	36
933000320524217	210	12	1912.333333	11	374	37
933000320499864	39.33333333	8.333333333	93.33333333	15	70	30
933000320499865	59.33333333	43.66666667	134.6666667	11	111	44
933000320499852	86	17.33333333	40	5	158	475
933000320500211	113.3333333	34	127	8	227	97
933000320499875	210.6666667	3.666666667	296	15	348	42
933000320499867	13.33333333	2	0.666666667	3	16	1616
933000320500369	65.66666667	14.66666667	26	5	117	586.5
933000320500204	159	8	17.66666667	9	279	220
933000320500219	82	1	14	14	115	493
933000320500212	115.6666667	16.66666667	224.6666667	13	217	41
933000320500366	80	7.333333333	410	8	136	42
933000320500214	61	34.33333333	60.66666667	11	95	704
933000320500205	57.33333333	8	24	8	66	96
933000320500209	98.33333333	32.66666667	334.3333333	16	165	31
933000320524287	85.33333333	54.33333333	32	20	98	102
933000320524288	84.33333333	2.666666667	80.66666667	6	159	369.5
933000320524277	22.33333333	0.333333333	2	3	23	583
933000320524283	43.66666667	1	23.66666667	6	75	952.5
933000320524300	66	7.333333333	7	11	75	499
933000320500358	111.3333333	5.666666667	28	15	180	314
933000320524215	64.33333333	2	56.33333333	9	98	421.5
933000320524214	86.66666667	0	32.66666667	11	157	352
933000320524206	43	4.333333333	26.66666667	7	78	685
933000320524219	94	2.666666667	28	13	126	373
933000320500367	55.66666667	4	6.333333333	8	83	671
