rfid	sha_04_age	death_comment	add_ind_sexcohort	add_ind_no_sex	add_ind_no_sexcohort	sha_mean_01_02	sha_mean_03_04	sha_mean_inactive_01_02	sha_mean_inactive_03_04	sha_mean_to_01_02	sha_mean_to_03_04	sha_iti_coefficient_of_variation_03_04	sha_iti_coefficient_of_variation_01_02	sha_iti_median_03_04	sha_loading_phase_intake_01_02	sha_loading_phase_intake_03_04	sha_titration_phase_01_02	sha_titration_phase_03_04	lga_mean_delta_esc	lga_mean_01_02	lga_mean_inactive_01_02	lga_mean_active_01_02	lga_mean_to_01_02	lga_iti_coefficient_of_variation_01_02	lga_iti_median_01_02	lga_loading_phase_intake_01_02	lga_titration_phase_01_02	lga_mean_active_12_14	lga_iti_coefficient_of_variation_12_14	tail_immersion_analgesia	tail_immersion_tolerance	tail_immersion_baseline	tail_immersion_oxypresa	tail_immersion_oxypostsa	von_frey_force_bsl	von_frey_force_difference	von_frey_force_percent	von_frey_force_withdrawal	von_frey_time_bsl	von_frey_time_difference	von_frey_time_percent	von_frey_time_withdrawal	treatments_pr_vehicle	treatments_pr_buprenorphine	treatments_pr_methadone	treatments_pr_naltrexone	pr_saline_active	pr_saline_breakpoint	pr_saline_inactive	pr_saline_rewards	pr_buprenorphine_active	pr_buprenorphine_breakpoint	pr_buprenorphine_inactive	pr_buprenorphine_rewards	pr_methadone_active	pr_methadone_breakpoint	pr_methadone_inactive	pr_methadone_rewards	pr_naltrexone_active	pr_naltrexone_breakpoint	pr_naltrexone_inactive	pr_naltrexone_rewards	sha_iti_mode_03_04	sha_iti_numburst_03_04	sha_iti_maxburst_03_04	sha_iti_meannumrewards_03_04	sha_iti_pctrewards_03_04	sha_iti_mode_01_02	sha_iti_numburst_01_02	sha_iti_maxburst_01_02	sha_iti_meannumrewards_01_02	sha_iti_pctrewards_01_02	lga_iti_mode_12_14	lga_iti_numburst_12_14	lga_iti_maxburst_12_14	lga_iti_meannumrewards_12_14	lga_iti_pctrewards_12_14	lga_iti_mode_01_02	lga_iti_numburst_01_02	lga_iti_maxburst_01_02	lga_iti_meannumrewards_01_02	lga_iti_pctrewards_01_02
933000320048758	73		-0.301727684	-0.304756599	-0.129503938	0	0	1.5	0.5	0	0								-0.053242115	55	9	76.5	21.5	0.902966937	421.5		48	114	1.286008829	0.66	1.32	5.72	6.38	5.06	17.6	-9.75	-55.39772727	27.35	8.683333333	-4.933333333	-56.81381958	13.61666667	-20.83333333	-75	-95.83333333	-91.66666667	119	10	3	19	12	3	0	6	1	1	4	1	3	1	8	2		0	0	0			0	0	0		36.33333333	21.33333333	3.666666667	2.233333333	42.66666667	41.5	8.5	2	2	31.5
933000320048335	72		0.706132111	0.83473356	1.533360393	0	0	0	1	0	0								2.897258424	4	6.5	6	2	1.160442955	1563.5		8	922.6666667		1.9	2.21	3.16	5.06	2.85	14.51666667	-7.083333333	-48.79448909	21.6	7.133333333	-3.583333333	-50.23364486	10.71666667	0	-33.33333333	-45.83333333	-87.5	186	15	0	24	98	9	1	16	64	7	1	13	8	2	5	3		0	0	0			0	0	0		24.33333333	54.66666667	5.333333333	3.606666667	97	6016.5	0.5	1	1	25
933000320048619	76		-0.530954132	-0.522318263	-0.231325146	0	0	0	4	0	0								-1.139026314	3	1	4	1	0.811234766	3040		5	1.333333333	0	-0.18	-1.38	4.68	4.5	5.88	24.35	16.1	66.11909651	8.25	12.1	8.166666667	67.49311295	3.933333333					0	0	0	0	0	0	1	0	0	0	5	0	0	0	0	0		0	0	0			0	0	0			0.333333333	0.666666667	0.666666667			0	0	0	
933000320048611	74	2020-09-24_Died during protracted abstinence	0.113190174	0.105800785	0.422938641	2	0	0.5	0	0	0		0.520987654		1		1		0.253609941	28	6	33.5	5.5	1.120726337	1185	1	43	182.3333333		-0.16	1.62	5.22	5.06	3.44	20.13333333	7	34.76821192	13.13333333	9.966666667	3.55	35.6187291	6.416666667	433.3333333	33.33333333	500	-100	75	8	30	16	7	3	6	4	102	10	7	18	0	0	0	0		0	0	0			0	0	0	0	35.66666667	28.33333333	4.333333333	2.676666667	70	3843.5	3.5	2.5	2.125	27.5
933000320048140	63		0.47425107	0.609285139	1.280705106	7	14	0	14	8.5	26.5	1.52783445	1.867164819	36.5	2	2	11	16	1.824962228	147.5	42	325	177.5	1.488909449	139	4	226	1394.333333		2.28	0.57	3.47	5.75	5.18	14.98333333	-2.616666667	-17.46384872	17.6	7.35	-3	-40.81632653	10.35	-36.11111111	-88.88888889	0	-83.33333333	182	14	13	23	9	2	2	4	491	27	7	36	22	4	5	6	23.5	3.5	3.5	2.7	66.5		2.5	1.5	1.3		24.66666667	56	5	2.623333333	77.66666667	20.5	45	4	2.32	70
933000320048134	63		-0.782583849	-0.749722056	-0.446552288	2	0	2.5	0	0	0		0.834998389				2		-1.068214301	30	9.5	39	9	1.175146863	1088.5	1	35	8.333333333	1.429157718	-0.5	-2.13	3.81	3.31	5.44	23.85	12.28333333	51.50244584	11.56666667	11.83333333	6.2	52.3943662	5.633333333	100	-100	300	100	3	1	0	2	0	0	0	0	7	2	0	4	3	2	1	2		0	0	0			0	0	0	0	11764.66667	0.666666667	1.333333333	1.333333333	15	839.5	7	3.5	2.165	45
933000320048337	71	2020-10-13_Died during protracted abstinence	0.309081284	0.407337651	0.939119963	11.5	24.5	1	4.5	10.5	41	1.862287604	1.231412031	32	6	8	11	24	0.449185977	121	5	711.5	590.5	1.921962029	29	1	155	666.3333333	1.744698342	1.74	-0.13	2.19	3.93	4.06	20.58333333	0.333333333	1.619433198	20.25	10.2	0.266666667	2.614379085	9.933333333	18.36734694	-44.89795918	-2.040816327	-93.87755102	1536	60	4	58	236	18	0	27	1085	39	1	48	8	2	2	3	23.5	6.5	5	3.36	87.5	46	2.5	3.5	3.165	65.5	22.66666667	47.66666667	5.666666667	2.783333333	84	21.5	30.5	5.5	3.55	87.5
933000320048203	67		-0.509842841	-0.464332349	-0.121234142	0	0	0	0	0	0								-0.724270238	3	1	6.5	3.5	1.693245903	106.5		6	46.66666667	1.778334822	0.5	-1.52	3.13	3.63	5.15	21.31666667	8.083333333	37.9202502	13.23333333	10.56666667	3.633333333	34.38485804	6.933333333	-60	-100	-73.33333333	-100	13	4	0	6	0	0	0	0	6	2	1	4	0	0	0	0		0	0	0			0	0	0		3974	9	2.666666667	2.103333333	39.66666667		0.5	1.5	1.5	30
933000320048546	71		-0.584160707	-0.581056334	-0.333678416	0	0	0	0	0	0								-0.835546258	0	0.5	0	0					33.66666667	1.290981663	-0.41	-0.78	4.41	4	4.78	26.55	9.4	35.40489642	17.15	13.21666667	4.766666667	36.06557377	8.45					0	0	0	0	10	3	0	5	0	0	0	0	0	0	0	0		0	0	0			0	0	0		3628.666667	4	2.333333333	2.083333333	25.66666667		0	0	0	
933000320048347	71		-0.317426975	-0.316642648	-0.078254914	0.5	2	0	1	0	0	1.25820951		89				2	-0.498346196	17	70	19	2	1.046812712	1460.5	3	19	72.66666667	0.756870543	1.94	0.28	2.87	4.81	4.53	18.75	2.7	14.4	16.05	9.266666667	1.383333333	14.92805755	7.883333333	-21.42857143	-92.85714286	-14.28571429	-92.85714286	43	6	0	11	1	1	0	1	46	7	0	12	1	1	0	1		1	1	1			0	0	0		286.3333333	10.33333333	2	2	32.66666667	2466	2.5	2	2	26.5
933000320048146	63		-0.93243922	-0.912410265	-0.682407338	0	0	0.5	1.5	0	0								-1.051354297	14.5	23.5	19	4.5	0.801638969	1848		24	11.66666667	1.119667261	1.03	-1.81	3.19	4.22	6.03	16.63333333	6.816666667	40.98196393	9.816666667	8.183333333	3.45	42.15885947	4.733333333					0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0		0	0	0			0	0	0		1468	0.666666667	1.666666667	1.666666667	19	3387.5	2	2.5	2.165	29.5
933000320048536	66		0.350331922	0.326453912	0.593963435	0	2.5	1	0	0	1	0.865970712		584				3	-0.444394187	48.5	16.5	65	16.5	0.50181015	809		65	93.33333333	0.789911158	0	1.79	3.88	3.88	2.09	18.96666667	6.933333333	36.55536028	12.03333333	9.383333333	3.516666667	37.47779751	5.866666667	11.11111111	-22.22222222	-37.03703704	-70.37037037	277	21	4	30	155	12	26	21	87	9	2	17	30	5	11	8		0	0	0	0		0	0	0		548.3333333	4	2	2	12	373	3.5	2	2	14.5
933000320048137	63		0.069261025	0.062838056	0.331091904	3	0	1	0	4	0		0.547239461		1		2		-0.444394187	64	3	383	319	2.435924093	33.5	3	94	114.6666667	1.389210678	1.09	1.03	3.94	5.03	4	16.81666667	4.583333333	27.25470763	12.23333333	8.283333333	2.316666667	27.96780684	5.966666667	-45.83333333	-25	-45.83333333	-66.66666667	58	7	7	13	106	10	18	18	55	7	2	13	31	5	7	8		0	0	0			0	0	0	0	203	12.33333333	3	2.213333333	41	42.5	15	5	2.98	71
933000320048141	63		0.76029266	0.795478788	1.2420892	2.5	3	1	5	2	1	0.805533224	0.454137371	2084	1	1	2	3	-0.036382112	51.5	125.5	111	59.5	3.074346586	132	1	80	156.3333333	1.229534346	-0.44	1.4	5.25	4.81	3.41	22.66666667	6.566666667	28.97058824	16.1	11.25	3.333333333	29.62962963	7.916666667	-100	-96.15384615	-71.15384615	-90.38461538	0	0	0	0	4	2	0	2	86	8	1	15	13	3	6	5	3654.5	0	0	0	0	2946	0	0	0	0	26.66666667	26.33333333	4.333333333	2.413333333	57.66666667	3550.5	15	3	2.205	65
933000320048550	67		0.358420423	0.326038892	0.616896885	0	0.5	0	0.5	0	0								-0.289282158	86.5	2.5	103.5	17	2.235854973	88	3	143	143.3333333	1.255093131	0.34	1.9	4.69	5.03	3.13	26.83333333	12.45	46.39751553	14.38333333	13.35	6.283333333	47.06616729	7.066666667	18.18181818	0	45.45454545	-100	63	7	2	13	38	6	3	11	79	8	4	16	0	0	0	0		0	0	0			0	0	0		27.33333333	22.66666667	4.333333333	2.403333333	65.66666667	42	25.5	4	2.515	72.5
933000320048543	66		-0.001376005	0.057027448	0.506874238	0	0	0	0	0	0								0.924638064	11	6.5	13.5	2.5	2.005993907	478.5		7	504		0.4	0.68	4.35	4.75	4.07	17.25	1.666666667	9.661835749	15.58333333	8.5	0.833333333	9.803921569	7.666666667	66.66666667	-33.33333333	300	-33.33333333	73	8	0	15	16	4	1	6	512	27	0	36	17	4	1	6		0	0	0			0	0	0		22	62	5	2.753333333	88.33333333	765	2.5	2	2	41
933000320048549	66		0.332589829	0.339993378	0.70665524	0	0	1	0.5	0	0								-0.208354143	21.5	20	37.5	16	1.015956417	797		36	142	1.151651081	-0.02	1.07	3.81	3.79	2.72	24.01666667	10.38333333	43.23386537	13.63333333	11.93333333	5.25	43.99441341	6.683333333	-8.695652174	-43.47826087	-17.39130435	-86.95652174	144	12	14	21	73	7	5	13	140	10	1	19	9	2	8	3		0	0	0			0	0	0		26.33333333	24.66666667	3.666666667	2.176666667	53.33333333	39.5	4	2	2	36.5
933000320048756	73		-0.085765935	-0.106845152	0.020936464	0	0	0	0.5	0	0								0.268139951	21	11.5	26.5	5.5	2.071406335	419		30	152.5	2.91854054	0.97	2.66	4.84	5.81	3.15	18.98333333	-0.666666667	-3.511852502	19.65	9.383333333	-0.333333333	-3.552397869	9.716666667	666.6666667	866.6666667	433.3333333	-33.33333333	177	14	7	23	302	20	20	29	89	9	11	16	4	1	2	2		0	0	0			0	0	0							6170	5.5	2.5	2.1	57.5
933000320048340	73		-0.426655978	-0.496150585	-0.171431288	1	1	1	1	0.5	1.5		0				2	2	0.587125463	28.5	31	36	7.5	1.05488504	892	2	35	174.6666667	2.010232836	1.31	-0.5	3.91	5.22	5.72	16.56666667	-1.783333333	-10.76458753	18.35	8.166666667	-0.9	-11.02040816	9.066666667	-50	30	40	-80	11	3	0	5	60	7	0	13	58	7	1	14	4	2	0	2		0	0	0	0		0	0	0		129.6666667	24.66666667	3.333333333	2.106666667	40.33333333	3197	1.5	2	2	10
933000320048602	75		1.14758207	0.863718108	1.579208591	0	0	0	0	0	0								1.219134142	61.5	1	241	179.5	1.880954731	47		113	1124.666667	1.688448618	0.22	-0.81	5.22	5.44	6.25	18.73333333	11.36666667	60.67615658	7.366666667	9.25	5.75	62.16216216	3.5	-36.20689655	-98.27586207	-44.82758621	-89.65517241	669	28	15	37	1	1	1	1	389	23	0	32	35	3	4	6		0	0	0			0	0	0		20.66666667	41	5.666666667	3.496666667	90.33333333	25	16	5	2.965	77
933000320048767	73		-0.696274123	-0.589166927	-0.649887507	3.5	5.5	6.5	9	0.5	1.5	0.397996719	0.307043447	950	2		3	8	-1.416222802	27.5	14.5	34.5	7	0.77446991	1345	1	32	14	1.437453494	2.16	2.2	4.25	6.41	4.21	11.61666667	-5.2	-44.76327116	16.81666667	5.65	-2.633333333	-46.60766962	8.283333333	-33.33333333	-100	0	-83.33333333	8	3	0	4	0	0	0	0	18	4	8	6	1	1	3	1	284	0	0	0	0	409	0	0	0	0	7883.666667	1	1.333333333	1.333333333	13	449	3	2.5	2.165	23.5
933000320048345	72		-0.946731219	-0.805470391	-0.866326541	0	0	0	0	0	0								-1.636829605	0.5	0	0.5	0				1	0		0.28	1.5	4.94	5.22	3.72	17.75	-4.166666667	-23.4741784	21.91666667	8.766666667	-2.1	-23.95437262	10.86666667					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0			0	0	0			0	0	0			0	0	0	
933000320048610	74		-0.64230939	-0.595530705	-0.472677028	0	0	1	1	0	0								-0.682854241	8.5	5.5	11.5	3	0.755925659	4670		12	62	1.254755223	0.55	0.67	6.28	6.83	6.16	19.25	-1.516666667	-7.878787879	20.76666667	9.516666667	-0.766666667	-8.056042032	10.28333333	140	40	-20	140	45	6	5	12	19	4	4	7	9	3	1	4	48	6	1	12		0	0	0			0	0	0		526.6666667	6	2	2	20	9040.5	1.5	2	2	34.5
933000320048608	76		0.126835117	-0.017098261	0.419786537	15.5	13.5	8.5	16.5	2	3.5	0.811369492	0.990070741	414	2	7	13	7	1.535138482	87.5	46.5	154.5	67	1.330592488	329	7	115	441.3333333	2.508900541	-0.53	0.32	4.94	4.41	4.09	17.75	4	22.53521127	13.75	8.766666667	2.033333333	23.19391635	6.733333333	162.5	50	200	0	158	12	4	21	53	7	2	12	200	15	17	24	27	5	6	8	84.5	1.5	2.5	2.25	27.5	58	3	2	2	38.5	21	44.33333333	5.333333333	2.813333333	77.66666667	26	21.5	4	2.275	56
933000320048139	63		0.279636477	0.219618604	0.459547945	3	5	9	11.5	2.5	8	1.062805125	0.783995516	338		1	4	4	0.205535317	20	43.5	38.5	18.5	1.391461603	1417.5	2	20	182.3333333	2.094633319	1.29	2.26	4.62	5.91	3.65	20.95	4.7	22.43436754	16.25	10.38333333	2.4	23.11396469	7.983333333	-46.66666667	-93.33333333	-100	-100	29	4	7	8	3	1	3	1	0	0	1	0	0	0	0	0	1251.5	1	2.5	2.5	50	3789	0	0	0	0	26.33333333	29	4	2.436666667	68.66666667	1433	3	1.5	1.165	22.5
933000320048593	71		0.445622453	0.443799532	0.523523654	3.5	3.5	6.5	2	5	4.5	1.464890976	1.892327459	180	2	1	3	5	-0.521870898	45.5	1	85	39.5	2.568646316	675	3	46	92	1.089941518	1.78	4.21	5.5	7.28	3.07	20.8	5.433333333	26.12179487	15.36666667	10.3	1.9	18.44660194	8.4	-13.33333333	-26.66666667	-100	-60	60	7	7	13	45	6	5	11	0	0	0	0	21	4	5	6	971	1	1	1	40	45.5	1.5	2.5	2.25	100	274.6666667	15	3.666666667	2.26	53.66666667	589.5	8	3	2.185	44.5
933000320048136	63		0.102962691	0.030842433	0.108850034	7	4.5	12	4.5	7.5	2.5	1.307337713	0.677533171	1005	3	1	5	6	0.449991504	23.5	14	30	6.5	1.554610586	1010	1	27	267.3333333	1.110387491	2.38	3.52	4.46	6.84	3.32	12.13333333	-8.433333333	-69.50549451	20.56666667	5.916666667	-4.266666667	-72.11267606	10.18333333	5.555555556	-100	-72.22222222	-83.33333333	126	10	1	19	0	0	0	0	17	3	2	5	5	2	1	3	3518	0.5	1.5	1.5	21.5	218	1	1	1	28.5	21.66666667	30.33333333	4.333333333	2.703333333	69.33333333	584.5	2.5	3	2.415	28
933000320048128	63		-0.704063309	-0.622408387	-0.280570195	0	0	0.5	0	0	0								-1.189653653	34	13	51	17	1.788629928	246.5		60	46	2.211638984	1.19	-1.97	2.84	4.03	6	31.08333333	14.05	45.20107239	17.03333333	15.5	7.1	45.80645161	8.4					0	0	0	0	6	2	0	2	1	1	0	1	1	1	0	1		0	0	0			0	0	0		6917.666667	5	3	2.313333333	49.33333333	3806.5	10.5	3	2.2	67
933000320048579	68		-0.005074752	0.023279334	0.091648433	0.5	1.5	0	8.5	0	1	0		57		2	1	1	-0.712665971	32.5	23	39.5	7	1.715899677	311	3	39	62.66666667	1.229954167	0.92	3.01	4.68	5.6	2.59	28.65	2.15	7.504363002	26.5	14.25	1.066666667	7.485380117	13.18333333	45.45454545	-72.72727273	9.090909091	-18.18181818	77	9	11	16	5	2	2	3	48	7	7	12	30	5	7	9		0.5	1	1	50		0	0	0		413.6666667	11	2.666666667	2.093333333	40.66666667	28	7.5	3.5	2.35	53.5
933000320048349	71		0.169234048	0.038919213	0.456976223	1.5	0	0.5	0	0	0		0		1		1		1.195284758	62.5	34.5	143	80.5	2.536687727	54		98	446.3333333	1.494165089	-0.75	0.44	3.25	2.5	2.06	25.38333333	4.716666667	18.58174655	20.66666667	12.88333333	2.65	20.56921087	10.23333333	0	8.333333333	-83.33333333	-83.33333333	62	7	13	12	80	7	15	13	2	1	2	2	7	1	1	2		0	0	0			0	0	0	0	21.33333333	46.33333333	4.666666667	2.77	84	21	16	4.5	2.835	73.5
933000320048127	63		-0.06100788	-0.043959059	0.141143262	0	0	4	0	0	0								-0.456285092	26.5	19	35.5	9	1.518956581	738	2	31	79.33333333	0.890097301	3.63	1.78	3.4	7.03	5.25	21.35	6.883333333	32.24043716	14.46666667	10.58333333	3.483333333	32.91338583	7.1	-50	-16.66666667	-100	-50	10	2	1	3	9	3	0	5	0	0	0	0	5	2	4	3		0	0	0			0	0	0		36.66666667	16	2.666666667	2.076666667	51	1984.5	4	1	1	18.5
933000320048215	66		-0.018588601	-0.031808181	0.218693298	6	8.5	15.5	4	4	9.5	1.075473595	1.379790399	148	2	3	9	5	-0.313188787	15	5	24	9	1.868010523	186.5		26	111	2.309010233	0.25	1.13	3.6	3.85	2.72	24.83333333	6.7	26.97986577	18.13333333	12.35	3.4	27.53036437	8.95	16.66666667	-16.66666667	-16.66666667	-100	62	8	1	14	34	6	1	10	42	6	2	10	0	0	0	0	95.5	2	3	2.5	59	32	2	2.5	2.25	75	23.66666667	20.66666667	4	2.273333333	63.33333333	3139	4	1.5	1.19	36.5
933000320048532	66		-0.367087453	-0.312765644	-0.267578407	0.5	0	0.5	0	0	0						1		-0.772289431	31.5	14	35.5	4	1.509702573	795	3	34	51.33333333	1.469182587	1.01	2.29	4.06	5.07	2.78	19.15	-0.683333333	-3.568320279	19.83333333	9.466666667	-0.35	-3.697183099	9.816666667	80	-100	40	-60	27	5	2	9	0	0	0	0	21	4	3	7	3	2	1	2		0	0	0			0	0	0		756.3333333	3	2	2	13.66666667	27.5	8.5	2	2	52
933000320048542	66		0.999575185	0.784962425	1.317521284	5	5.5	3.5	6.5	2.5	3.5	0.663533351	0.567447131	783			10	7	1.928653319	141	3	182.5	41.5		113	3	192	244		-0.09	1.81	5.22	5.13	3.32	23.35	12.58333333	53.89007852	10.76666667	11.6	6.383333333	55.02873563	5.216666667	-5.555555556	11.11111111	5.555555556	-77.77777778	86	9	3	17	123	11	11	20	106	10	11	19	9	2	2	4	383	1	2	2	46	527.5	0.5	1	1	14.5	25.66666667	51.66666667	4.333333333	2.376666667	70.66666667	294.5	34	3.5	2.325	51.5
933000320048220	67		0.682110599	0.593163334	0.966156783	0	0	1	0	0	0								0.312857546	6.5	8	6.5	0	1.108334196	1718		12	161.3333333	1.975248486	0.55	1.99	4.63	5.18	3.19	34.28333333	14.06666667	41.03062713	20.21666667	18.48333333	8.483333333	45.89720469	10	-100	-44.44444444	-22.22222222	-88.88888889	0	0	0	0	36	6	2	10	61	7	0	14	4	2	0	2		0	0	0			0	0	0		38.33333333	32	4.333333333	2.53	65.66666667		1	1	1	16.5
933000320048779	75		-0.641273995	-0.696995065	-0.625127972	0	0	0	0	0	0								-1.609661802	0.5	0.5	1	0.5				1	3.333333333	1.283300711	2.13	2.15	3.9	6.03	3.88	17.41666667	-0.95	-5.454545455	18.36666667	8.6	-0.466666667	-5.426356589	9.066666667					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0			0	0	0											
933000320049043	74		-0.304141065	-0.314865579	-0.197203964	0	0	1.5	0	0	0								-0.135020277	42	25	74.5	32.5	1.624584535	166.5		75	223.6666667	1.757022949	0.29	1.69	3.34	3.63	1.94	13.81666667	-0.9	-6.513872135	14.71666667	6.783333333	-0.433333333	-6.388206388	7.216666667	50	-100	-100	50	5	2	3	3	0	0	0	0	0	0	0	0	5	2	2	3		0	0	0			0	0	0		21	25	5	3.046666667	81	26	12.5	3	2.355	70.5
933000320049032	75		0.054949141	0.073500513	0.186110513	0.5	2	3	3.5	0	1.5	0.221705426		4837.5		1		2	-0.839326677	36.5	37.5	57.5	21	1.786502876	258		60	69	1.34568091	0.87	0.47	4.6	5.47	5	21.9	8.916666667	40.71537291	12.98333333	10.86666667	4.516666667	41.56441718	6.35	-6.666666667	-46.66666667	-100	-100	66	8	43	14	23	5	15	8	0	0	1	0	0	0	2	0	4837.5	0	0	0	0		0	0	0		35.33333333	12.33333333	3.333333333	2.223333333	56.33333333	1052.5	9.5	3.5	2.28	59.5
933000320049045	75		-0.285634507	-0.314783745	-0.146395056	0.5	0	0.5	0	0	0				1				-0.82832189	88.5	9	129	40.5	4.453753315	77	2	121	78.66666667	1.260198521	1.35	0.16	4.62	5.97	5.81	22.21666667	8.666666667	39.00975244	13.55	11.01666667	4.383333333	39.7881997	6.633333333	1000	1000	1300	-100	43	6	10	11	47	6	10	11	85	8	4	14	0	0	0	0		0	0	0			0	0	0		73.66666667	13.66666667	2.666666667	2.1	55.66666667	8282	23.5	3	2.305	51.5
933000320048786	74		-0.826413051	-0.847832514	-0.67794875	0.5	0	0	1.5	0.5	0						1		-1.207987058	15	4.5	23	8	2.912083436	139		29	32.33333333	0.88004435	-0.35	-0.44	5.5	5.15	5.59	21.56666667	1.8	8.346213292	19.76666667	10.7	0.933333333	8.722741433	9.766666667					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0			0	0	0		1443.333333	4	2.333333333	2.143333333	31.66666667		4.5	1.5	1.165	
933000320048793	74		-0.75199276	-0.675961056	-0.482313769	1	0	0	0	0.5	0				1				-0.311096877	23.5	11	32.5	9	1.350437724	267		30	103	0.656951773	1.13	-2.08	5	6.13	8.21	18	-1.683333333	-9.351851852	19.68333333	8.883333333	-0.85	-9.5684803	9.733333333	64.28571429	-100	28.57142857	-71.42857143	164	14	3	23	0	0	0	0	103	10	2	18	9	2	2	4		0	0	0			0	0	0	0	266	11.33333333	3.333333333	2.163333333	30.66666667	2612.5	4.5	3	2.375	44.5
933000320048783	74	NaT_Found dead by ACP during protracted abstinence	-0.694705054	-0.648702297	-0.444482979	0	0	0	0	0	0								-0.613728533	2	1.5	2	0	0.613175179	5100.5		2	78.66666667	1.023009102	-1.36	-2.02	4.65	3.29	5.31	14.15	2.566666667	18.13898704	11.58333333	6.933333333	1.3	18.75	5.633333333	-20	60	-80	-20	26	5	0	8	77	9	0	16	2	1	0	2	22	5	0	8		0	0	0			0	0	0		378	15.33333333	3	2.15	53.33333333		0	0	0	0
933000320048940	71		1.254980927	1.413531228	1.483301227	3	2.5	0.5	0.5	5	4.5	1.368390301	0.704846427	69		1	3	3	2.159477916	99.5	43	640.5	541	2.623887683	25	4	140	1829		0.99	1.72	4.07	5.06	3.34	18.4	4.883333333	26.53985507	13.51666667	9.083333333	2.466666667	27.1559633	6.616666667	-8.108108108	-43.24324324	-86.48648649	-54.05405405	604	25	5	34	222	12	13	21	15	3	1	5	116	9	0	17		0.5	1.5	1.5	37.5	2506	0	0	0	0	21.33333333	40.66666667	6	4.66	94.33333333	22.5	21.5	5.5	4.195	91
933000320048777	75		-0.64462587	-0.523142896	-0.419261623	1.5	3.5	2	4.5	0	0.5	1.138064081	0	188	1			5	-1.650253793	12	10	15.5	3.5	1.420103214	1243.5	1	17	4.666666667	1.00038501	0.25	1.48	4.91	5.16	3.68	22.1	4.766666667	21.56862745	17.33333333	10.8	2.25	20.83333333	8.55					0	0	0	0	0	0	0	0	2	1	0	2	0	0	0	0		1.5	1	1			0.5	1	1	50	1433.666667	0	0	0	0	11274.5	2	2	2	35.5
933000320049140	71		-0.086912126	0.002539582	0.123402319	2	0.5	0	0.5	0.5	0		0.286127168			1			0.123592229	28.5	42.5	58	29.5	1.220680968	800		38	119.6666667	1.195248929	1.32	-0.19	5.37	6.69	6.88	20.88333333	0.216666667	1.037509976	20.66666667	10.35	0.116666667	1.127214171	10.23333333	18.18181818	13.63636364	22.72727273	-68.18181818	216	17	5	26	188	16	4	25	224	18	11	27	23	4	14	7		0	0	0			0	0	0	0	30.66666667	28	3.333333333	2.293333333	59	23	6	2.5	2.1	42
933000320048792	71		0.466162703	0.551884084	0.769264367	0.5	0.5	0.5	0.5	0	0				1			1	1.735793597	16	11	23	7	1.329640241	646.5		27	805.6666667		-0.84	-0.68	5.25	4.41	5.09	19.6	8.35	42.60204082	11.25	9.7	4.233333333	43.64261168	5.466666667	-100	14.28571429	-28.57142857	-50	0	0	0	0	94	9	10	16	38	6	7	10	22	4	4	7		0	0	0			0	0	0		23	55	4.666666667	2.86	84	6091	3.5	2	2	44
933000320049144	71	2020-11-12_Euthanized. Was very week and unresponsive. Last session was Treatment PR1	-0.289838509	-0.297419236	-0.095437388	0	0	0	0	0	0								-0.613728533	15	1	25	10	1.603661504	337		28	92.33333333	0.899594632	4.05	-0.85	2.63	6.68	7.53	20.76666667	10.01666667	48.23434992	10.75	10.28333333	5.066666667	49.27066451	5.216666667			600										139	11	0	21						0	0	0			0	0	0		31	14.66666667	3.333333333	2.163333333	50.66666667	42.5	4	2.5	2.07	77
933000320049146	71		0.624219852	0.645895289	0.771775061	0	0	0	0	0	0								0.057563504	20	3.5	33	13	1.29233033	969.5		34	134.6666667	1.878781146	2.15	1.04	3.42	5.57	4.53	31.73333333	14.2	44.74789916	17.53333333	16.05	7.4	46.105919	8.65	106.6666667	53.33333333	6.666666667	-46.66666667	316	22	8	31	162	14	2	23	86	9	0	16	29	5	16	8		0	0	0			0	0	0		23.33333333	29	4.666666667	2.95	82	124.5	2	1	1	12.5
933000320048633	67		0.469730015	0.527455367	0.590696731	0	3.5	0	8.5	0	6	1.308662704		247		1		3	0.338185585	52	74	113	61	1.446125703	303.5	1	71	292.3333333	1.804959531	1.71	2.05	3.69	5.4	3.35	17.53333333	3.6	20.53231939	13.93333333	8.65	1.816666667	21.00192678	6.833333333	-47.61904762	23.80952381	66.66666667	-57.14285714	48	6	2	11	258	17	70	26	426	26	15	35	33	5	5	9	200.5	0.5	1	1	33.5		0	0	0		21.33333333	32.33333333	5	2.65	69.33333333	3560.5	14.5	3	2.195	58.5
933000320049169	67		0.606964762	0.719143547	0.831099347	0.5	0.5	1	2	0	0.5							1	1.647755297	48.5	35.5	74	25.5	1.174156247	685	3	62	257.3333333		0.27	1.15	5.13	5.4	4.25	19.01666667	1.4	7.36196319	17.61666667	9.4	0.716666667	7.624113475	8.683333333	-12.5	33.33333333	-41.66666667	-66.66666667	150	12	33	21	342	23	72	32	73	8	17	14	33	5	10	8		0	0	0			0	0	0		125.6666667	51.66666667	3.333333333	2.18	61.33333333	25.5	8	2.5	2.11	41.5
