rfid	sha_04_age	death_comment	add_ind_sexcohort	add_ind_no_sex	add_ind_no_sexcohort	sha_mean_01_02	sha_mean_03_04	sha_mean_inactive_01_02	sha_mean_inactive_03_04	sha_mean_to_01_02	sha_mean_to_03_04	sha_iti_coefficient_of_variation_03_04	sha_iti_coefficient_of_variation_01_02	sha_iti_median_03_04	sha_loading_phase_intake_01_02	sha_loading_phase_intake_03_04	sha_titration_phase_01_02	sha_titration_phase_03_04	lga_mean_delta_esc	lga_mean_01_02	lga_mean_inactive_01_02	lga_mean_active_01_02	lga_mean_to_01_02	lga_iti_coefficient_of_variation_01_02	lga_iti_median_01_02	lga_loading_phase_intake_01_02	lga_titration_phase_01_02	lga_mean_active_12_14	lga_iti_coefficient_of_variation_12_14	tail_immersion_analgesia	tail_immersion_tolerance	tail_immersion_baseline	tail_immersion_oxypresa	tail_immersion_oxypostsa	von_frey_force_bsl	von_frey_force_difference	von_frey_force_percent	von_frey_force_withdrawal	von_frey_time_bsl	von_frey_time_difference	von_frey_time_percent	von_frey_time_withdrawal	treatments_pr_vehicle	treatments_pr_buprenorphine	treatments_pr_methadone	treatments_pr_naltrexone	pr_saline_active	pr_saline_breakpoint	pr_saline_inactive	pr_saline_rewards	pr_buprenorphine_active	pr_buprenorphine_breakpoint	pr_buprenorphine_inactive	pr_buprenorphine_rewards	pr_methadone_active	pr_methadone_breakpoint	pr_methadone_inactive	pr_methadone_rewards	pr_naltrexone_active	pr_naltrexone_breakpoint	pr_naltrexone_inactive	pr_naltrexone_rewards	sha_iti_mode_03_04	sha_iti_numburst_03_04	sha_iti_maxburst_03_04	sha_iti_meannumrewards_03_04	sha_iti_pctrewards_03_04	sha_iti_mode_01_02	sha_iti_numburst_01_02	sha_iti_maxburst_01_02	sha_iti_meannumrewards_01_02	sha_iti_pctrewards_01_02	lga_iti_mode_12_14	lga_iti_numburst_12_14	lga_iti_maxburst_12_14	lga_iti_meannumrewards_12_14	lga_iti_pctrewards_12_14	lga_iti_mode_01_02	lga_iti_numburst_01_02	lga_iti_maxburst_01_02	lga_iti_meannumrewards_01_02	lga_iti_pctrewards_01_02
933000120138681	83		-0.133138534	-0.016104547	-0.479726998	4	3.5	2	0	2	2	1.15520393	0.668128563	600	3	3	3	3	0.548256231	30	9.5	37	7	1.153780281	631	1	47	389.6666667	1.279656002	0.69	-3.26	3.56	4.25	7.51	23.43333333	-1.15	-4.907539118	24.58333333	11.61666667	-0.6	-5.164992826	12.21666667	-26.66666667	73.33333333	46.66666667	-73.33333333	41	6	4	11			14	26			6	22	10	3	0	4	320	1	1	1	50	387.5	0.5	1	1	20	528	23.33333333	3.666666667	2.46	56	2714.5	4.5	2	2	24.5
933000120138443	73		-0.15652354	-0.102671506	-0.504254247	1	3.5	4	7.5	0	0.5	0.425193775	0	2357		2	1	3	-0.760845382	22	21	27	5	1.182367154	1706	3	23	44.33333333	0.476000034	-0.85	-1.11	6.22	5.37	6.48	13.65	0.6	4.395604396	13.05	6.666666667	0.283333333	4.25	6.383333333	-53.84615385	138.4615385	7.692307692	-38.46153846	19	4	6	6			14	31			14	14			12	8	1635.5	0	0	0	0		0	0	0		714.3333333	2.666666667	2	2	14.33333333	592	3.5	2	2	31.5
933000120138699	83	"2018-09-12_Died, after progressive ratio session 4/treatment 2 (was in Naltrexone group)"	0.951566333	1.201191683	0.621918118	6.5	9.5	4	2	2	0.5	0.805827558	0.762919865	508	1	4	5	6	1.890924552	57	16.5	74	17	1.052994977	566	6	68	239.6666667		0.56	1.19	3.53	4.09	2.9	18.18333333	6.3	34.64711274	11.88333333	8.983333333	3.2	35.62152134	5.783333333	60			-60			0	16									9	3	0	4	383	1	2	2	21	473.5	1	2	2	31		38.66666667	3.333333333	2.206666667		27	14.5	3	2.185	55.5
933000120138613	83		-0.412682295	-0.248764023	-0.473364465	3.5	4.5	7.5	13	3.5	3	0.425283135	0.852288601	1494	2	1	2	4	-0.478885034	39.5	10	48	8.5	0.797408243	1072	2	52	54	1.057482551	2.13	-2.9	2.72	4.85	7.75	22.13333333	8.933333333	40.36144578	13.2	10.98333333	4.533333333	41.27465857	6.45	450	700	300	0	41	6	2	11			16	16	29	5	1	8	3	2	0	2	1664	0	0	0	0	423	0.5	1	1	25	591.6666667	9.333333333	2.333333333	2.046666667	38.33333333	1221	5.5	2.5	2.055	27
933000120138610	83		0.701435787	0.829840627	0.378585412	0.5	1	0.5	0	0	0	0		537		2			-0.79441209	25	5	30	5	1.428400553	430.5		28	37.66666667	0.779118069	-1.16	0.42	4.94	3.78	3.36	24.18333333	14.21666667	58.78704342	9.966666667	11.6	6.783333333	58.47701149	4.816666667	-18.75	-100	37.5	-43.75			0	13	0	0	0	0			6	22	34	5	1	9		0	0	0			0	0	0		1616	3.333333333	2	2	17	181	4.5	2.5	2.145	36.5
933000120138422	80	"2018-09-05_Died, during recatheter surgery"	0.375938721	0.539593139	0.060996051	10	5	3	6.5	7	2.5	0.421400154	0.901454968	907	5	1	10	6	0.514689523	121.5	6	503	381.5	2.767172153	36	7	127	139.6666667	1.017542498	2.44	-1.47	1.88	4.32	5.79	20.78333333	6.383333333	30.71371291	14.4	10.3	3.316666667	32.20064725	6.983333333	-64.28571429	0	64.28571429	-85.71428571	13	3	0	5	67	8	9	14			11	23	2	1	0	2	1016.5	0	0	0	0	158	1.5	2	2	29	37	28.66666667	3.333333333	2.2	64	21.5	32.5	6	3.26	87.5
933000120138429	82		0.01301582	0.146742031	-0.397971212	0.5	2.5	2	4.5	0	0	1.352847616		29			1	2	1.186023684	62	39.5	69.5	7.5	0.936242845	576	11	69	157.3333333	1.443491329	0.96	-4.33	3.13	4.09	8.42	10.81666667	-2.216666667	-20.49306626	13.03333333	5.25	-1.116666667	-21.26984127	6.366666667	-20	-15	75	-90			8	16	94	9	4	17			16	35	2	1	2	2		0.5	1.5	1.5	37.5		0	0	0		28.33333333	38.33333333	4	2.336666667	67.33333333	112.5	6	3	2.185	20.5
933000120138408	81		-0.129032981	-0.036953619	-0.426355921	4.5	3	0	0	2	0	0.769362425	0.744607887	952		1	5	4	-0.391611594	44	5	50.5	6.5	1.573194131	436.5		35	56.33333333	1.068111896	1.62	-1.46	2.72	4.34	5.8	16.2	2.066666667	12.75720165	14.13333333	7.983333333	1.066666667	13.3611691	6.916666667	27.27272727	27.27272727	72.72727273	-36.36363636			2	14	61	8	1	14			7	19	20	4	1	7	1625	0	0	0	0	86.5	0.5	1	1	33.5	391	8	2.666666667	2.223333333	32.66666667	1114	7.5	3	2.25	37
933000120138710	78		-0.932042366	-0.939959597	-1.300227065	3.5	2.5	6	1	2	0.5	0.79457746	0.772982165	1553		1	3	3	-0.693711966	31	9	35	4	1.734261827	77.5	4	45	39.66666667	0.908741286	1.34	-3.29	3.16	4.5	7.79	11.23333333	-10.63333333	-94.65875371	21.86666667	5.466666667	-5.25	-96.03658537	10.71666667	-25	-91.66666667	-50	-66.66666667			1	9	1	1	0	1	13	4	0	6	9	3	1	4	826	0.5	1	1	50	1654	0.5	1	1	33.5	2376.333333	4.333333333	2.333333333	2.046666667	22.33333333	50	9	3.5	2.61	76
933000120138729	78		-0.584352206	-0.492128707	-0.783724868	3	0.5	7	1	3.5	0		0.670506352		3	1			-0.277484786	32.5	18	52	19.5	1.229318327	102		52	78	2.412346815	1.13	-0.41	3.72	4.85	5.26	17.33333333				8.55										12	9	4	2	2	3	0	0	0	0	5	2	11	3		0	0	0		686	0.5	1	1	25	5305	16	3.333333333	2.266666667	54	1924.5	9.5	3	2.345	63
933000120138723	80		1.608335097	1.828474315	1.004036284	14.5	10.5	10.5	0	4	6.5	1.015462181	2.600663623	467	3		3	10	2.521978663	90.5	2	170	79.5	1.699994563	220	10	95	302.3333333	2.410192716	2.25	1.61	3.09	5.34	3.73	17.93333333	3.6	20.07434944	14.33333333	8.866666667	1.833333333	20.67669173	7.033333333	12	-100	4	-32	48	5	52	28	0	0	0	0	41	5	9	26	28	4	10	17																				
933000120138720	80		0.415134408	0.571706237	0.192391511	1.5	0.5	7.5	0	0	0		0.742147553		1	1	1		-0.532591767	8.5	4.5	9.5	1	1.209563162	2156		15	68.66666667	1.357655696	2.99	-0.2	2.6	5.59	5.79	19.28333333	13.08333333	67.84788245	6.2	9.533333333	6.633333333	69.58041958	2.9	30	-100	-80	10	16	3	0	13	0	0	0	0	4	1	0	2	22	3	9	11																				
933000120138721	79		-0.270972852	-0.054376123	-0.319320389	5.5	0.5	3.5	0.5	4.5	0.5		0.700432893		1	1	5		0.366996008	22	7	33	11	1.445636729	974	1	24	249	2.472443846	0.02	-3.48	3	3.02	6.5	18.38333333	9.266666667	50.40797824	9.116666667	9.083333333	4.683333333	51.55963303	4.4	600	-100	0	200	20	3	11	14	0	0	0	0	2	1	1	2	9	2	3	6																				
933000120138706	78		-0.653939678	-0.522989538	-0.770778675	8	1	3.5	3	9.5	1.5	0	0.67832378	431	3	2	7		-0.21035137	40	16.5	56.5	16.5	1.823415769	236.5	6	25	74.66666667	1.539236664	0.29	-2.65	2.78	3.07	5.72	16.43333333	1.15	6.997971602	15.28333333	8.1	0.6	7.407407407	7.5	0	-100	-100	2400	1	1	1	1	0	0	0	0	0	0	0	0	42	5	12	25																				
933000120138751	78		-0.567440652	-0.477620033	-0.697877421	1	0	0	0.5	0	0		0		2				-1.096512462	25.5	54.5	36.5	11	2.690564809	258		36	29	1.614377322	-0.91	-0.73	5.1	4.19	4.92	19.7	2.916666667	14.80541455	16.78333333	9.75	1.483333333	15.21367521	8.266666667					17	3	3	13	0	0	0	0	0	0	1	0	5	2	1	4																				
933000120138733	78	"2018-09-17_Died, after progressive ratio session 6/treatment 4 (was in Vehicle group)"	-0.178696796	-0.150176002	-0.543742454	2	3	1	0	0	2	0.359642624	0.992401216	1298.5	1	1	3	2	-0.955532288	20	6.5	24.5	4.5	0.738820395	2119	1	23	34.66666667	1.255791048	2.21	1.01	2.6	4.81	3.8	15.7	-2.716666667	-17.30360934	18.41666667	7.716666667	-1.366666667	-17.71058315	9.083333333	-77.77777778	-100	133.3333333	-44.44444444	2	0	1	2	0	0	0	0	82	0	17	21	6	0	0	5																				
933000120138445	74		0.423629005	0.617612995	0.198318278	4	3	0	0	0	0.5	0.914877626	0.96603098	710	1	2	2	1	0.29314925	62.5	0	97	34.5	1.769175774	236	2	97	137.6666667	1.952130178	0.24	-1.41	3.61	3.85	5.26	21.93333333	11.53333333	52.58358663	10.4	11.05	6	54.29864253	5.05	45.45454545	-63.63636364	-54.54545455	36.36363636	23	0	0	16	5	0	0	4	6	0	0	5	30	0	0	15																				
933000120138441	70	"2018-09-17_Died, after progressive ratio session 6/treatment 4 (was in Vehicle group)"	-0.470233269	-0.437277679	-0.78960919	6	9	5.5	2	3	2.5	0.632259015	0.764338062	758	4	2	6	5	-1.13007917	38	11	52.5	14.5	1.524143328	841.5	4	33	25.66666667	1.376252687	0.38	-3.25	2.27	2.65	5.9	21.31666667	0.9	4.222048475	20.41666667	10.56666667	0.45	4.258675079	10.11666667	-100	-100	-86.66666667	-93.33333333	0	0	0	0	0	0	0	0	2	1	1	2	1	1	1	1																				
933000120138488	83		-1.0771266	-1.099250514	-1.236698127	1	0	0.5	0	0	0		0		1		1		-1.138129818	23	7	38.5	15.5	2.437895339	182		44	30.66666667	1.771650395	1.5	-4.55	3.41	4.91	9.46	18.45	0.733333333	3.974706414	17.71666667	9.116666667	0.966666667	10.60329068	8.15					6	2	2	4	0	0	0	0	12	3	2	10	0	0	0	0																				
933000120138621	83		-0.279144717	-0.429768481	-0.74209554	9.5	4	5.5	6.5	6	1	0.760711359	0.682632125	736.5	3		7	3	1.513979308	29	4.5	35.5	6.5	1.305833834	485	3	24	144.6666667	1.903486565	1.72	-1.86	3.28	5	6.86	19.35	-3.766666667	-19.46597761	23.11666667	9.566666667	-1.916666667	-20.03484321	11.48333333					0	0	1	0	0	0	0	0	17	3	0	14	28	4	10	23																				
933000120138693	83		0.219654423	0.13945299	-0.319542103	11	7.5	10	8	5	5.5	0.891156897	0.827982128	1148	7	3	7	4	-0.026664998	42.5	30.5	57.5	15	1.00830153	814	2	48	70.33333333	0.876970404	1.65	-2.76	3.13	4.78	7.54	23.66666667	3.916666667	16.54929577	19.75	11.75	1.983333333	16.87943262	9.766666667	15.78947368	15.78947368	-10.52631579	10.52631579	30	4	24	22	28	4	6	22	23	4	14	17	34	4	19	21																				
933000120138625	83		-0.260272467	-0.294655681	-0.716046814	0.5	4	0.5	5	0	4	1.463300641		203.5		2	1	5	0.006348809	35	5.5	44.5	9.5	1.212367917	877	5	46	77	1.148827393	0.56	-2.24	3.59	4.15	6.39	19.73333333	-3.616666667	-18.3277027	23.35	9.766666667	-1.833333333	-18.77133106	11.6	0	57.14285714	14.28571429	-14.28571429	67	8	21	14			47	22	79	9	17	16	69	7	13	12	30.5	1.5	2	2	73.5		0	0	0		27	11.66666667	3.333333333	2.24	47.66666667	60	7	2.5	2.06	41.5
933000120138695	83		0.236569541	0.170104416	-0.078595567	0	0	0	2	0	0								-1.578313905	2	5	3	1	0.261282892	30821	1	2	9.333333333	1.512520023	1.31	1.64	3.66	4.97	3.33	26.58333333	11.16666667	42.00626959	15.41666667	13.23333333	5.65	42.69521411	7.583333333					0	0	2	0	0	0	0	0	1	1	2	1	7	2	0	3		0	0	0			0	0	0		9623.666667	1.333333333	1.333333333	1.333333333	37	30821	0	0	0	0
933000120138626	83		0.120138689	0.063654557	-0.348691094	1.5	4	9.5	0.5	2	2.5	0.232862712	0	1094	2	1	1	2	-0.334793859	15.5	8	18.5	3	1.784617868	667	1	18	49.33333333	1.093027722	-0.02	-0.59	4.68	4.66	5.25	19.95	1.95	9.77443609	18	9.866666667	0.983333333	9.966216216	8.883333333	-25	-83.33333333	0	-25	27	5	0	9	3	2	0	2	50	7	0	12			7	9	883	0	0	0	0		0	0	0	0	29	10.33333333	2.333333333	2.023333333	46	999.5	3.5	2.5	2.25	47.5
933000120138617	83		-0.517887613	-0.520849357	-0.719331398	0.5	0.5	1.5	1	0	0						1	1	-1.842424357	0.5	6.5	0.5	0				1	0		1.37	-1.04	2.78	4.15	5.19	15.63333333	4.716666667	30.17057569	10.91666667	7.683333333	2.383333333	31.01952278	5.3	-100	-100	-100	-100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0			0	0	0			0	0	0			0	0	0	
933000120138419	82		0.71784413	0.592503734	0.143141735	0	0.5	1	0.5	0	0					1			0.281463863	42.5	2	52	9.5	1.307996255	703		66	71.33333333	1.302478975	1.75	1.83	3.81	5.56	3.73	22.61666667	5.683333333	25.12896094	16.93333333	11.21666667	2.833333333	25.26002972	8.383333333	66.66666667	44.44444444	-44.44444444	66.66666667			1	15	56	7	2	13	10	3	0	5			5	15		0	0	0			0	0	0		28	22.66666667	3	2.133333333	75.66666667	38	8	2.5	2.04	38.5
933000120138416	82		0.919097311	0.67047968	0.069883516	0	0.5	1	0	0	0								2.999600602	38	7.5	48	10	2.848336598	213.5	1	69	184		1.35	-2.5	3.31	4.66	7.16	26.15	1.583333333	6.054811982	24.56666667	13.01666667	0.816666667	6.274007682	12.2	-45	0	-65	-60	42	6	5	11	125	11	23	20	16	4	17	7	23	5	0	8		0	0	0			0	0	0		176	25	4.666666667	2.733333333	60.66666667	31.5	12	2.5	2.045	82.5
933000120138418	80		0.52753024	0.396726912	0.06426997	0.5	0.5	2	0.5	0	0					1	1		-0.532876698	57	2.5	62.5	5.5	1.283719739	440	7	64	43.66666667	1.415415285	1.55	-0.23	2.38	3.93	4.16	29.78333333	12.48333333	41.91382205	17.3	14.85	6.316666667	42.53647587	8.533333333	14.28571429	0	128.5714286	-42.85714286	22	5	8	8	21	4	18	7	84	9	18	16	10	3	0	4		0	0	0			0	0	0		169.6666667	6.333333333	2	2	34	80.5	9.5	2.5	2.04	34
933000120138428	80		0.50729347	0.394573595	-0.212360284	0	0	0.5	0	0	0								1.27187806	3	0.5	4	1	1.125613786	418.5		6	175	1.274931577	-0.21	-2.75	4.06	3.85	6.6	20.06666667	-0.916666667	-4.568106312	20.98333333	9.933333333	-0.616666667	-6.208053691	10.55	-100	-19.23076923	-3.846153846	-100	0	0	0	0	144	12	0	21			4	25	0	0	0	0		0	0	0			0	0	0		23.66666667	25.66666667	3.333333333	2.213333333	59.33333333		0.5	1	1	20
933000120138423	81		-0.247046724	-0.321967114	-0.604308041	1.5	2.5	3	4	2	1.5	1.286392442	0.387395328	366		1	2	1	-0.44483988	63.5	12.5	95.5	32	1.893876229	345		97	52.33333333	1.754129723	3.83	-2.05	2.17	6	8.05	22.8	3.533333333	15.49707602	19.26666667	11.33333333	1.816666667	16.02941176	9.516666667	40	-60	80	100	17	4	7	7	3	2	0	2			5	9	44	6	9	10	210	0.5	1	1	50		0	0	0		41	14.33333333	3.333333333	2.28	77.66666667	87.5	17.5	3.5	2.3	66
933000120138719	78		-0.3130064	-0.380358932	-0.677123488	1	0.5	0	0.5	0.5	0		0		1	1	1		-0.334793859	14.5	6.5	18	3.5	1.717908943	1082	2	16	49.66666667	1.429614542	2.62	-2.28	3.59	6.21	8.49	18.66666667	1.8	9.642857143	16.86666667	9.216666667	0.9	9.764918626	8.316666667	16.66666667	-33.33333333	16.66666667	16.66666667	21	4	15	7	9	3	3	4	18	4	21	7	20	4	19	7		0	0	0			0	0	0		27.66666667	12	3.333333333	2.21	58.66666667	105.5	1.5	2	2	30
933000120138713	78		0.190594763	0.125769883	-0.200979399	0	0	0	0	0	0								-0.907033172	4	7	4	0	1.160544356	5323.5		4	33.66666667	1.308756452	4.69	0.81	3.25	7.94	7.13	22.28333333	6.4	28.7210172	15.88333333	11.05	3.233333333	29.26093514	7.816666667	60	60	-20	40	25	5	1	8			6	8	8	3	0	4	19	4	2	7		0	0	0			0	0	0		238.3333333	5	2	1.476666667	33.33333333	25086	0	0	0	0
933000120138727	80		0.533396556	0.390224554	-0.03185896	2.5	1	2.5	0.5	0.5	0	0	0.533588857	76			4	2	0.21543625	13	10.5	14.5	1.5	1.330099224	1690.5	2	16	66.66666667	2.363664682	2.64	-2.19	3.93	6.57	8.76	24.25				12.05				-46.66666667	-66.66666667	-20	-73.33333333	23	5	0	8	11	3	0	5	49	7	1	12	11	3	7	4		0.5	1	1		2881	0	0	0	0		18.33333333	3.333333333	2.08		826.5	0	0	0	0
933000120138716	80		0.571936889	0.475626822	-0.00880851	0	0	0.5	0	0	0								-0.19173403	24	14.5	33	9	0.921359457	1513		17	69	0.945125457	2.82	-1.67	3.4	6.22	7.89	25.05	7.833333333	31.27079175	17.21666667	12.46666667	3.966666667	31.81818182	8.5	-30	-90	-35	100	66	8	0	14	2	1	0	2	54	7	0	13			24	40		0	0	0			0	0	0		241	9	3	2.173333333	41	7651	2.5	2	2	21.5
933000120138725	79		0.030178732	-0.025542171	-0.352184773	1.5	0.5	2.5	0										-0.752968741	30	15									2.5	0.37	2.5	5	4.63	16.8	3.833333333	22.81746032	12.96666667	8.283333333	2.116666667	25.55331992	6.166666667	120	-100	-20	80			4	11			0	0			2	4			1	9																				
933000120138433	73		-0.80121211	-0.856270919	-1.103569059	2	0	0.5	0										-0.136711019	16.5	1.5									0.17	-4.44	4.15	4.32	8.76	16.23333333	-2.016666667	-12.42299795	18.25	8	-1	-12.5	9	0	-20	20	280			0	5			3	4			0	6			0	19																				
933000120138714	78		0.196264061	0.101598394	-0.325276616	11.5	17	10	0										0.039362615	141	9									0.47	-0.49	2.97	3.44	3.93	16.03333333	2	12.47401247	14.03333333	7.883333333	1	12.68498943	6.883333333							7	7			12	24			1	8			4	4																				
933000120138742	78		0.034429392	0.019210404	-0.452231914	3	5.5	2.5	2.5										-0.202738632	23	9									3.69	0.73	2.5	6.19	5.46	14.8	-4.3	-29.05405405	19.1	7.266666667	-2	-27.52293578	9.266666667	-7.692307692	-7.692307692	15.38461538	53.84615385			2	12			5	12			8	15			17	20																				
933000120138737	78		-0.303686923	-0.420223499	-0.742915588	11	0.5	4.5	1										0.941739994	64.5	10.5									0.74	-2.02	2.63	3.37	5.39	15.55	-2.9	-18.64951768	18.45	7.633333333	-1.466666667	-19.2139738	9.1	933.3333333	-33.33333333	166.6666667	-100			2	31			0	2			0	8			1	0																				
933000120138741	79		0.713950514	0.540736958	-0.028582075	6	5.5	1	2	3.5	1.5	1.063201554	0.581366552	920	3	3	4	3	1.414937888	73.5	1	212.5	139	2.254387402	34	6	85	249.3333333	2.171341412	2.53	-4.12	3.25	5.78	9.9	18.51666667	5.85	31.59315932	12.66666667	9.2	3.05	33.15217391	6.15	46.15384615	-73.07692308	-3.846153846	-92.30769231	142	6	47	38	13	2	6	7	42	4	2	25	3	1	0	2																				
933000120138755	79		-0.122087117	-0.24229843	-0.574873763	1	0	0	0	0	0						2		0.270459261	10	2.5	16	6	1.143411313	2846	1	14	95	2.983220193	-0.91	-4.26	4	3.09	7.35	21.95	4.766666667	21.71602126	17.18333333	10.88333333	2.416666667	22.20520674	8.466666667	127.2727273	90.90909091	54.54545455	9.090909091	44	4	14	25	47	4	17	21	32	3	3	17	20	3	4	12																				
933000120138752	73		-0.838948187	-0.895979148	-1.103360127	4	6.5	7.5	15	2.5	1.5	1.379763123	1.623342823	89		1	2	5	-0.19173403	27.5	5.5	36.5	9	1.204715167	931	2	35	57.66666667	1.815124168	0.68	-3.37	2.97	3.65	7.02	21.13333333	-2.316666667	-10.96214511	23.45	10.48333333	-1.083333333	-10.33386328	11.56666667					22	3	5	13	0	0	0	0	15	3	2	13	11	2	7	9																				
933000120138739	74		0.302212216	0.194686354	-0.229112352	0.5	8.5	1	3	0	4.5	0.839494066		466		3	1	4	0.347491477	61	3	111	50	0.785000312	657	2	61	114.3333333	1.297850487	-0.63	-0.64	4.72	4.09	4.73	19.2	2.883333333	15.01736111	16.31666667	9.5	1.516666667	15.96491228	7.983333333	118.1818182	-72.72727273	36.36363636	-63.63636364	66	4	15	24	3	1	0	3	36	3	11	15	5	2	3	4																				
933000120138452	70		-1.011606056	-1.018925062	-1.230287951	2	3	3.5	5.5	0.5	0	0.508470573	0.938135593	2761	3	2	1	2	-0.686941128	21.5	6.5	25	3.5	1.088630979	1095	3	25	71.33333333	2.684215658	2.37	-3.07	2.69	5.06	8.13	15.56666667	-4.6	-29.5503212	20.16666667	7.65	-2.333333333	-30.50108932	9.983333333	800	-100	400	100	11	2	2	9	0	0	0	0	5	2	1	5	2	1	0	2																				
933000320045738	78		-0.50423467	-0.583230498	-0.543336433	0	2	3	3	0	0.5	0.941036614		2103				3	-0.286274838	1.5	8.5	2	0.5	0	30849	1	2	69.33333333	0.857847748	1.34	-2.76	4	5.34	8.1	17.96666667	-1.783333333	-9.925788497	19.75	8.866666667	-0.916666667	-10.33834586	9.783333333	10	0	-85	35	148		39	22	129	11	9	20	4	2	0	3	233		52	27	2103	0	0	0	0		0	0	0		55.66666667	11	2.666666667	2.086666667	38.33333333		0	0	0	0
933000320045747	78		0.189047676	0.092484299	0.165178058	0.5	8	5	4	0	6.5	0.787439492		965.5	1	6		4	0.490178143	27.5	71	30.5	3	1.338210494	848		25	111	1.718242386	1.53	-0.78	4	5.53	6.31	20.36666667	3.05	14.97545008	17.31666667	10.08333333	1.533333333	15.20661157	8.55	-33.33333333	-83.33333333	-70.83333333	-37.5	84	9	1	16	7	3	2	4	19	4	5	7	75	8	5	15	171	1.5	1	1	30		0	0	0		23.66666667	26	3.666666667	2.353333333	64.33333333	35.5	3	2	2	22
933000320045669	73		0.295477687	0.262073848	0.325990396	0.5	1	7.5	2	1	0					1	1		1.662622145	9	18.5	13	4	1.014928277	2482.5	1	9	183.6666667		2.25	-0.34	3	5.25	5.59	16.18333333	-4.566666667	-28.21833162	20.75	7.966666667	-8.766666667	-110.041841	16.73333333	-62.85714286		2.857142857	-34.28571429	59	7	2	13					435	27	8	36				23		0	0	0	0		0	0	0		182.6666667	34.33333333	4	2.396666667	67	3743	0.5	1	1	25
933000320046133	69		-0.424136035	-0.467927098	-0.435928299	1	1.5	3	0.5	0	0	0.986184478	0	2461		2	2	1	0.319358487	41	9	47	6	0.820757337	820		59	93.66666667	0.796025387	-1.1	-2.57	5	3.9	6.47	21.83333333	-5.683333333	-26.03053435	27.51666667	10.9	-2.733333333	-25.0764526	13.63333333	3.703703704	-22.22222222	-11.11111111	25.92592593	234		15	28	137		35	21	178		41	24	396		143	34		0.5	1	1			0.5	1	1		126	11.66666667	2.666666667	2.053333333	28	3293	2	1	1	9.5
933000320046134	69		-0.22860703	-0.288363533	-0.201290498	11	8.5	0	0	33	7.5	0.95791167	0.955004876	928	4	4	11	5	0.024306354	65.5	0	145	79.5	1.389743912	226	2	75	103	1.451875519	-1.94	-1	5	3.06	4.06	22.96666667	-1.6	-6.966618287	24.56666667	11.4	1.3	11.40350877	10.1	34.7826087	13.04347826	-17.39130435	4.347826087	311		7	31	195		4	26	101	10	8	19	177		33	24	474.5	2	2	2	46	166.5	1.5	3.5	3.5	41	278	19.66666667	3	2.126666667	56.33333333	34.5	17.5	4	2.29	62.5
933000320045780	80		0.957642498	1.035170296	1.575040541	2.5	4	2.5	5.5	1.5	1.5	0.892009815	1.310563587	1387		3	5	2	-0.053338944	21.5	7.5	24.5	3	2.336052401	530	1	42	78	1.026851172	14.84	12.84	2	16.84	4	25.73333333	1.116666667	4.339378238	24.61666667	12.8	0.566666667	4.427083333	12.23333333	20	-40	0	-48	287		6	30	67		4	15	176		5	25	52		22	13	986.5	0.5	1	1	20	28.5	1	2	2	83.5	27.66666667	20	3	2.11	59.66666667	10807.5	3	2.5	2.5	28
933000320045728	78		-0.517461897	-0.574317633	-0.266160269	0	0	0.5	0.5	0	0								-1.458718841	0	0.5	0	0					12.66666667	1.022933304	2.34	3.88	5	7.34	3.46	16.85	1.5	8.902077151	15.35	8.3	0.75	9.036144578	7.55					16	4	4	6	0	0	0	0	8	3	0	4	27	5	10	8		0	0	0			0	0	0		1326	1.333333333	1.333333333	1.333333333	21.66666667		0	0	0	
933000320046620	73		-0.073164946	-0.186296397	-0.045039987	3	3	3	2.5	3.5	2.5	0.826515709	1.008150608	948	2	1	4	2	-0.495917143	48.5	6	62	13.5	3.292379896	280	1	33	101.6666667	2.122031122	-0.59	0.29	4	3.41	3.12	19.78333333	5.533333333	27.96967144	14.25	9.783333333	2.8	28.62010221	6.983333333	-75	150	83.33333333	-66.66666667	5	2	1	3	325	21	12	30	160	13	3	22	8	3	3	4		0.5	1	1			0.5	1	1	20	24.33333333	14	3.666666667	2.343333333	51.33333333	3614.5	11.5	3.5	2.395	55.5
933000320045748	78		-0.196333827	-0.413065848	-0.385854963	1.5	0	2.5	0	0	0		0.631314467				2		-1.435425251	2.5	1.5	3.5	1	1.40305131	78		4	11.66666667	0.839227962	0.81	-3.41	4	4.81	8.22	31.55	14.63333333	46.38140518	16.91666667	15.81666667	7.483333333	47.31296101	8.333333333	60	-60	-60	20	24	5	0	8	3	2	1	2	1	1	0	2	13	3	0	6		0	0	0			0	0	0		3058	0	0	0	0	12693.5	0.5	1	1	33.5
933000320046399	70		-0.172932418	-0.332030363	-0.251325627	1	2	3	4.5	0	0	0.223907975	0	796		1	2		0.311593957	28	18	39	11	2.59182378	354	1	20	111.3333333	1.685582456	0.41	-1.41	4	4.41	5.82	24.2	4.833333333	19.97245179	19.36666667	14	4.416666667	31.54761905	9.583333333	520	300	480	60	334	22	9	31	116		25	20	273	20	26	29	23	5	11	8		0	0	0			0.5	1	1		24.66666667	27	3	2.183333333	68.33333333	122	6	2.5	2.2	47
