rfid	locomotor2	progressiveratio	punishment	runstartmale1	runstartfemale1	runreversalsmale	runreversalsfemale	highcocaineavoid2	runstart1	runreversals	regressedlr_highcocaineavoid2	regressedlr_highcocaineavoidfemale2	regressedlr_highcocaineavoidmale2	regressedlr_locomotor2	regressedlr_progressiveratio	regressedlr_punishmenteffortratio	regressedlr_runreversals	regressedlr_runreversalsfemale	regressedlr_runreversalsmale	regressedlr_runstart1	regressedlr_runstartfemale1	regressedlr_runstartmale1	punishmenteffortratio	highcocaineavoidmale2	highcocaineavoidfemale2
933000120138466	25.83333333	64.25	0.777777778	41.43333333		0.571428571		0	41.43333333	0.571428571	-0.596153846		-0.605128205	1.387500256	0.308293564	0.127500533	-0.504549613		-1.171751464	-0.056458123		-0.313857585	0.012105491	0	
933000120138474	40	91.75	0.583333333	35.22166667		2.571428571		0	35.22166667	2.571428571	-0.596153846		-0.605128205	2.887822851	0.967988471	-1.244196941	0.756036215		0.483533426	-0.338873007		-0.655003043	0.006357856	0	
933000120138479	9.8	30.5	0.490464345		48.82857143		0.857142857	0	48.82857143	0.857142857	-0.392703863	-0.303628181		-0.596932601	-1.282923798	1.019915022	-0.043668734	0.00063519		0.165936945	0.217898462		0.016080798		0
933000120138473	24.1	82.5	0.631944444		31.64285714		4.142857143	0	31.64285714	4.142857143	-0.392703863	-0.314249795		1.146745469	0.783548622	-0.250528965	1.210699727	1.205658688		-0.560765518	-0.426885597		0.007659933		0
933000120138460	31.8	26.25	0.397890947	43.88714286		5		1	43.88714286	5	0.403846154		0.394871795	2.05936696	-1.619440162	0.61108224	1.458462065		1.455443477	0.030888303		-0.225898339	0.01515775	1	
933000120138463	15.06666667	85	0.444701646		66.52		7.857142857	1	66.52	7.857142857	0.607296137	0.685750205		-0.291510173	0.836775491	-0.891934697	2.174739101	2.168256718		0.572878331	0.612052683		0.005231784		1
933000120117314	25.9	46	0.452736318	60.32428571		0.428571429		0	60.32428571	0.428571429	-0.596153846		-0.605128205	1.400866042	-0.414131718	-0.292369252	-0.521347405		-1.453322509	0.445342043		0.31429733	0.009842094	0	
933000120117319	19.13333333	28	0.351080247	96.575		0		0	96.575	0	-0.596153846		-0.605128205	0.431506334	-1.512627478	0.212456826	-1.034538106		-0.53936553	1.000949575		1.100791516	0.01253858	0	
933000120138538	3.866666667	29.25	0.514917695		32.38571429		0.285714286	0	32.38571429	0.285714286	-0.392703863	-0.317790333		-2.886561258	-1.334510844	1.170445752	-0.65703101	-0.619976471		-0.486011641	-0.354283402		0.017604024		0
933000120117316	17.4	52.25	0.339552239	33.42285714		1.142857143		0	33.42285714	1.142857143	-0.596153846		-0.605128205	0.120618516	-0.167837747	-1.220033057	0.142100213		-0.378073511	-0.424911036		-0.764096222	0.006498607	0	
933000120138471	17.76666667	119	0.5											0.180007345	1.495875886	-1.191416133							0.004201681		
933000120138465	16.9	62.75	0.430555556											0.033641032	0.230977605	-1.103555499							0.006861443		
933000120138477	18.03333333	66.5	0.402777778											0.227129747	0.37397117	-0.672583044							0.006056809		
933000120138472	16.66666667	63.75	0.527777778	55.07714286		0.428571429		1	55.07714286	0.428571429	0.403846154		0.394871795	-0.0031455	0.279385467	-0.712316328	-0.368163125		-1.423449699	0.331983096		0.200527381	0.008278867	1	
933000120138376	11.62068966	51.75	0.416666667											-0.985367993	-0.183149906	-0.181255914							0.00805153		
933000120138359	17.26666667	31	0.25											0.092773503	-1.261005926	-0.801454405							0.008064516		
933000120138360	30.63333333	56.75	0.430555556											1.981289376	0.015973249	-0.267665377							0.007586882		
933000120138372	31.13333333	13.5	0.208333333											1.999767765	-2.549700771	0.938099368							0.015432099		
933000120138539	9.3	59	0.471600332											-0.688103065	0.101352725	-0.826525677							0.007993226		
933000120138369	16.8	28	0.468106996											0.013843332	-1.478502188	0.794497896							0.016718107		
933000120138365	22.06666667	64	0.444701646											0.859630331	0.290475038	-0.426799293							0.006948463		
933000120138380	15	38.75	0.491512346											-0.3060611	-0.80123904	0.244630652							0.01268419		
933000120138373	37.56666667	71	0.471600332											2.633092031	0.495506129	-0.530353204							0.006642258		
933000120138364	10.16666667	108.75	0.351080247											-1.367008102	1.361681722	-1.484922678							0.003228324		
933000120138550	11.76666667	83.5	0.561728395											-0.955282201	0.80103805	-1.146061737							0.006727286		
933000120138357	14.76666667	44	0.603648425											-0.346493374	-0.534445805	0.396357246							0.013719282		
933000120138361	21.26666667	80	0.75											0.744883003	0.730066389	0.068606261							0.009375		
933000120138367	7.8	30.5	1.444444444											-1.79967426	-1.294626325	2.54696454							0.047358834		
933000120138362	23.9	47.5	0.611111111											1.134585465	-0.366102032	0.274665566							0.012865497		
933000120138536	22.9	59.25	0.652777778											0.967988473	0.118473567	0.34885142							0.011017346		
933000120138374	16.8	25.5	0.347222222											0.013843362	-1.695084073	0.374418727							0.013616558		
933000120138535	20.36666667	128.25	0.666666667											0.581731346	1.643619224	-0.907979048							0.005198181		
933000120138542	13.53333333	44.25	0.5											-0.627759612	-0.520173929	-0.007188406							0.011299435		
933000120138531	10.36666667	62	0.486111111											-1.273966035	0.224403626	-0.218114052							0.007840502		
933000120138543	11.2	83.5	0.509328358											-0.286217603	0.801038084	-0.661899722							0.006099741		
933000120138547	9.633333333	34.25	0.327674897											-1.44453448	-1.068126448	-0.371498463							0.00956715		
933000120138540	16.46666667	40.5	0.374485597											-0.037028707	-0.71584565	-0.454449086							0.009246558		
933000120138553	20.3	43.5	0.491512346											0.568351838	-0.571243429	-0.007487663							0.011299134		
933000320045940	19.46666667	33	0.415008292		244.1728571		0.285714286	1	244.1728571	0.285714286	0.607296137	0.558290837		0.45835947	-1.140197726	0.587906507	-1.44095747	-1.370280661		2.07634468	1.95950594		0.012576009		1
933000320046291	12.43333333	81.5	0.374485597	36.36142857		0.285714286		0	36.36142857	0.285714286	-0.596153846		-0.605128205	-0.815801927	0.758512437	-1.826097992	-1.38235128		-0.29047494	-0.293721341		-0.596799305	0.004594915	0	
933000320045947	9.233333333	70.25	0.514917695		49.94571429		2	1	49.94571429	2	0.607296137	0.561831375		-1.518905678	0.457390496	-0.321488577	0.346493877	0.412880495		0.18945247	0.235218327		0.007329789		1
933000320045943	7.3	53	0.547056385	30.89		0.571428571		0	30.89	0.571428571	-0.596153846		-0.605128205	-2.028778235	-0.137866889	-0.189774788	-0.9813942		-1.016927118	-0.596549122		-0.95780934	0.010321819	0	
933000320046784	34.2	39.75	0.708333333	153.4342857		1.142857143		1	153.4342857	1.142857143	0.403846154		0.394871795	2.286262655	-0.754919368	0.945523235	-0.339717047		-0.391556079	1.53470621		1.769024144	0.017819706	1	
933000320046780	11.16666667	26	0.402777778	213.17625		0.875		1	213.17625	0.875	0.403846154		0.394871795	-1.090992695	-1.651573451	0.66961209	-0.60999525		-0.582169063	1.985254635		2.343403761	0.015491453	1	
933000320045935	37.53333333	79.25	0.194444444		79.89428571		2.857142857	1	79.89428571	2.857142857	0.607296137	0.558290837		2.568705453	0.702154518	-1.732896385	0.713753515	0.751493679		0.756045476	0.751361505		0.002453558		1
933000320045928	21.56666667	32.5	0.25		31.93		1.142857143	0	31.93	1.142857143	-0.392703863	-0.441709163		0.800271118	-1.173864165	-0.244554713	-0.337460979	-0.274352819		-0.534495405	-0.398614963		0.007692308		0
933000320046788	23.1	69.5	0.347222222		106.5314286		5.428571429	1	106.5314286	5.428571429	0.607296137	0.575993527		0.993948474	0.440875254	-0.978230541	1.44111086	1.469643214		1.079238141	1.037813703		0.004996003		1
933000320046789	12.8	36.75	0.361111111		31.21142857		5.714285714	1	31.21142857	5.714285714	0.607296137	0.575993527		-0.74720094	-0.888148275	0.155980738	1.535152406	1.568011126		-0.589933598	-0.460250651		0.009826153		1
933000320046294	15.73333333	46	0.555555556		47.99857143		2.285714286	0	47.99857143	2.285714286	-0.392703863	-0.420465935		-0.170126283	-0.438923324	0.502355241	0.51707449	0.583002181		0.126196672	0.165219686		0.012077295		0
933000320046800	10.26666667	51.5	0.5		26.13		1.428571429	0	26.13	1.428571429	-0.392703863	-0.420465935		-1.29967664	-0.200690626	0.123616042	0.00053203	0.057312848		-0.881961248	-0.715865949		0.009708738		0
933000320046792	13.2	34.25	0.622512438	44.97714286		1		1	44.97714286	1	0.403846154		0.394871795	0.062302398	-1.083557664	1.000239093	-0.391969265		-0.457857847	0.059613778		0.443552234	0.018175546	1	
933000320046794	18.73333333	39.25	0.608539095	50.53857143		0.571428571		0	50.53857143	0.571428571	-0.596153846		-0.605128205	0.348755696	-0.771114354	0.672558316	-0.908783124		-0.833756852	0.214954476		-0.005828729	0.015504181	0	
933000320046791	11.4	54.75	0.842592593	70.93428571		3		1	70.93428571	3	0.403846154		0.394871795	-1.028490809	-0.064969033	0.655916937	0.796376027		0.780657019	0.616811397		0.526825261	0.015389819	1	
933000320046798	10.7	23.75	0.421296296	45.79428571		4.285714286		1	45.79428571	4.285714286	0.403846154		0.394871795	-1.219644205	-1.860037521	0.92107302	1.159166633		1.22413664	0.084837863		-0.152048016	0.017738791	1	
933000320046782	18.63333333	33	0.680555556		38.44857143		1.428571429	0	38.44857143	1.428571429	-0.392703863	-0.392141631		0.339716991	-1.122423907	1.53106935	0.098591039	0.161696316		-0.178555657	-0.103198434		0.020622896		0
933000320046793	15.5862069	100.75	0.597222222		38.77142857		1.571428571	0	38.77142857	1.571428571	-0.392703863	-0.392141631		-0.204182555	1.145885807	-0.704860143	0.211494823	0.284673394		-0.169421903	-0.09111847		0.005927764		0
933000320046776	15.53333333	43	0.652777778	38.64285714		8.714285714		1	38.64285714	8.714285714	0.403846154		0.394871795	-0.221724763	-0.611966327	0.613689876	2.260728074		2.587809321	-0.173462858		-2.603376536	0.015180879	1	
933000320046796	15.73333333	125.75	0.416666667	90.12428571		2.285714286		1	90.12428571	2.285714286	0.403846154		0.394871795	-0.170126559	1.603832123	-2.278101025	0.570605885		0.351019811	0.921312543		0.957830393	0.003313453	1	
933000320046779	27.8	81.25	0.638888889		47.83428571		1.428571429	0	47.83428571	1.428571429	-0.392703863	-0.395682169		1.600779079	0.746450913	-0.209910241	0.086604217	0.141712936		0.118699111	0.154993835		0.007863248		0
933000320046799	7.5	56	0.513888889											-1.914315538	-0.010515177	-0.501434136							0.009176587		
933000320046781	11.2	59.25	0.652777778		51.29571429		0.857142857	1	51.29571429	0.857142857	0.607296137	0.604317831		-1.064330002	0.112041923	0.348747256	-0.431452995	-0.377956335		0.237296859	0.288071499		0.011017346		1
933000320046778				41.36571429		0.571428571		0	41.36571429	0.571428571	-0.596153846		-3.33E-16				-0.729395241		-0.88304733	-0.067298691		-0.32632566		0	
933000320046795	10.93333333	108.75	0.565920398											-0.324064846	1.372449554	-0.904307788							0.005203866		
933000320046777				58.23142857		0.857142857		0	58.23142857	0.857142857	-0.596153846		-0.605128205				-0.317795893		-0.64069407	0.397717349		0.28833659		0	
933000320046787	18.93333333	38	0.561728395	57.23142857		0.857142857		1	57.23142857	0.857142857	0.403846154		0.394871795	0.389795569	-0.861249276	0.569972485	-0.451053755		-0.699432056	0.385992686		0.250877205	0.014782326	1	
933000320046797	12.26666667	46	0.608539095		48.78285714		3.714285714	1	48.78285714	3.714285714	0.607296137	0.600777293		-0.851984659	-0.417490738	0.680134028	1.053108467	1.091412685		0.159239608	0.208050403		0.013229111		1
933000320046785	11.23333333	55	0.528192371	44.60857143		1.857142857		1	44.60857143	1.857142857	0.403846154		0.394871795	-1.051706145	-0.059179686	-0.359208172	0.35627297		0.092467819	0.048872594		-0.213517159	0.009603498	1	
933000320046289	15.6	53.5	0.491512346	84.60285714		1.428571429		0	84.60285714	1.428571429	-0.596153846		-0.605128205	-0.196110093	-0.116102635	-0.489399719	0.056272918		0.366919787	0.82942489		0.814614356	0.009187147	0	
933000320046290	22.9	62.75	0.678755144		74.92		4.666666667	1	74.92	4.666666667	0.607296137	0.600777293		0.967987383	0.23949564	0.321202439	1.256324253	1.247216525		0.699075349	0.709893525		0.010816815		1
933000320046300	10.4	92.5	0.471600332		71.33428571		0.571428571	0	71.33428571	0.571428571	-0.392703863	-0.399222707		-1.263749205	0.981688798	-0.944526743	-0.760720488	-0.710596755		0.638514752	0.656557587		0.005098382		0
933000320046297	14.53333333	35	0.565920398	101.9714286		2.714285714		1	101.9714286	2.714285714	0.403846154		0.394871795	0.294332592	-1.001274788	0.726892329	0.718598984		0.609706787	1.057128796		1.423504629	0.016169154	1	
933000320046295	11.93333333	48	0.421296296	64.16		0.571428571		0	64.16	0.571428571	-0.596153846		-0.605128205	-0.928071331	-0.339527346	-0.596929198	-0.806098664		-0.847956523	0.517760347		0.416992416	0.008777006	0	
933000320046280	6.766666667	74.75	0.351080247		94.54285714		1	1	94.54285714	1	0.607296137	0.593696217		-2.154090544	0.586852841	-1.047123641	-0.321277621	-0.268359002		0.961093839	0.935902808		0.004696726		1
933000320046283	9.133333333	28	0.444701646		62.04857143		1.571428571	0	62.04857143	1.571428571	-0.392703863	-0.406303783		-1.529934037	-1.494737687	1.009737628	0.167888305	0.240969671		0.477425973	0.54418702		0.015882202		0
933000320046281	19	28	0.339552239	32.19714286		2.285714286		1	32.19714286	2.285714286	0.403846154		0.394871795	0.4096563	-1.468768209	0.138173218	0.558256872		0.339716981	-0.5100598		-0.864454768	0.012126866	1	
933000320046286	18.3	94.75	0.397890947	95.77		2.142857143		1	95.77	2.142857143	0.403846154		0.394871795	0.263917255	1.027546645	-1.926651375	0.47629241		0.831502088	0.978228294		1.059245371	0.004199377	1	
933000320046287	19.73333333	57.25	0.397890947	86.92333333		1.142857143		0	86.92333333	1.142857143	-0.596153846		-0.605128205	0.495537325	0.024493717	-1.074209621	-0.19657039		-0.403798796	0.85717355		0.883939815	0.00695006	0	
933000320046279	23.5	42.25	0.433872305		52.23833333		0.571428571	0	52.23833333	0.571428571	-0.392703863	-0.413384859		1.056539337	-0.66227074	0.2356737	-0.83980181	-0.793543469		0.270539421	0.3194966		0.010269167		0
933000320046285	31.76666667	29.25	0.347222222		73.03571429		1.142857143	0	73.03571429	1.142857143	-0.392703863	-0.413384859		2.028778219	-1.370184009	0.46089937	-0.226623601	-0.151889508		0.665482019	0.675666802		0.011870845		0
933000320046296	14.13333333	45.25	0.416666667	66.47166667		0.166666667		1	66.47166667	0.166666667	0.403846154		0.394871795	-0.514894382	-0.476364413	-0.47393859	-1.343334407		-1.966180008	0.570435254		0.483799789	0.009208103	1	
933000320046277	19.8	64	0.527777778		87.29857143		0.857142857	0	87.29857143	0.857142857	-0.392703863	-0.409844321		0.50772843	0.288337657	-0.144113871	-0.507958198	-0.469211686		0.861585482	0.866471711		0.008246528		0
933000320046278	19.16666667	43.5	0.486111111		37.22166667		1.142857143	0	37.22166667	1.142857143	-0.392703863	-0.409844321		0.434763039	-0.566743912	0.362487733	-0.200459237	-0.142100143		-0.244221531	-0.180829875		0.011174968		0
933000320046293	22.53333333	35.5	0.208333333		63.91428571		0.857142857	0	63.91428571	0.857142857	-0.392703863	-0.413384859		0.914911661	-0.977997004	-0.734569846	-0.524644803	-0.497946639		0.502528285	0.567845893		0.005868545		0
933000320045638	16.56666667	93	0.848880597	32.985		0.571428571		0	32.985	0.571428571	-0.596153846		-0.605128205	0.589288587	1.000040717	-0.517464471	-0.950989756		-1.038288955	-0.442537903		0.114216454	0.009127748	0	
933000320045645	22.13333333	57.25	0.655349794	88.07142857		2.142857143		1	88.07142857	2.142857143	0.403846154		0.394871795	0.867393804	0.028290356	0.031481103	0.429170133		0.252906864	0.88638367		0.93789165	0.011447158	1	
933000320045650	10.2	51.75	0.795781893		71.22571429		1.142857143	0	71.22571429	1.142857143	-0.392703863	-0.434628087		-1.330002587	-0.191775023	0.929066301	-0.294888181	-0.235354346		0.633972832	0.651140157		0.015377428		0
933000320045648	9.4	53.5	0.725565844		48.63857143		4.142857143	1	48.63857143	4.142857143	0.607296137	0.565371913		-1.482700029	-0.127056732	0.704811318	1.132086758	1.162991561		0.148466157	0.197679953		0.013561978		1
933000320045633	14	41.75	0.641376451	156.2985714		1.428571429		0	156.2985714	1.428571429	-0.596153846		-0.605128205	-0.540931906	-0.690170823	0.651282292	-0.062866296		-0.225935293	1.567368256		1.825934825	0.01536231	0	
933000320045629	12.5862069	45.5	0.468106996	128.7871429		1.428571429		0	128.7871429	1.428571429	-0.596153846		-0.605128205	-0.789397387	-0.462124386	-0.200810268	-0.065000918		0.376047414	1.311934797		1.459184254	0.010288066	0	
933000320045641	13.1	58	0.603648425		43.84285714		1.857142857	1	43.84285714	1.857142857	0.607296137	0.565371913		-0.700284756	0.056466398	0.25926181	0.281910877	0.371716518		0.020232169	0.103460113		0.010407731		1
933000320045642	18.3	100.5	0.277777778	32.34142857		4.571428571		1	32.34142857	4.571428571	0.403846154		0.394871795	0.263917269	1.138563403	-2.471230686	1.202426726		1.361606801	-0.493985235		-0.815313803	0.002763958	1	
933000320045646	29.93333333	45	0.805555556	31.28833333		1.166666667		1	31.28833333	1.166666667	0.403846154		0.394871795	1.911686234	-0.489238426	0.964343538	-0.275303359		-0.328457344	-0.578074881		-0.9212415	0.017901235	1	
