rfid	locomotor2	progressiveratio	punishment	runstartmale1	runstartfemale1	runreversalsmale	runreversalsfemale	highcocaineavoid2	runstart1	runreversals	regressedlr_highcocaineavoid2	regressedlr_highcocaineavoidfemale2	regressedlr_highcocaineavoidmale2	regressedlr_locomotor2	regressedlr_progressiveratio	regressedlr_punishmenteffortratio	regressedlr_runreversals	regressedlr_runreversalsfemale	regressedlr_runreversalsmale	regressedlr_runstart1	regressedlr_runstartfemale1	regressedlr_runstartmale1	punishmenteffortratio	highcocaineavoidmale2	highcocaineavoidfemale2
933000320045810	22.13333333	91	0.819444444	40.32857143		0.857142857		0	40.32857143	0.857142857	-0.596153846		-0.605128205	0.867393504	0.94444015	-0.534360193	-0.775284649		-0.59693279	-0.107749434		-0.378331408	0.009004884	0	
933000320045814	10.2	66.5	0.763888889		28.16		2	0	28.16	2	-0.392703863	-0.466492929		-1.335177736	0.378240754	0.417457408	0.281310316	0.383131154		-0.715845654	-0.581731309		0.011487051		0
933000320045807	19.43333333	80.5	0.791666667		31.90714286		1.428571429	0	31.90714286	1.428571429	-0.392703863	-0.466492929		0.455342524	0.73524218	0.157999795	-0.172287226	-0.107890407		-0.539992283	-0.404277285		0.009834369		0
933000320045801	14.36666667	29	0.584784411	32.88		0.571428571		1	32.88	0.571428571	0.403846154		0.394871795	0.255078824	-1.400287115	1.191143673	-0.816145576		-1.125153131	-0.454019425		0.090866765	0.02016498	1	
933000320045816	10.5	61.75	0.819187243	26.86166667		2		1	26.86166667	2	0.403846154		0.394871795	-1.246099576	0.215699435	0.327250643	0.41520081		0.189606249	-0.825230193		-1.300567226	0.01326619	1	
933000320045806	7.6	73.5	0.561728395		33.465		5	1	33.465	5	0.607296137	0.590155679		-1.850036033	0.550432922	-0.25628396	1.367029354	1.3860766		-0.420917485	-0.308502509		0.007642563		1
933000320045813	7.7	84.25	0.608539095		80.43		1.571428571	1	80.43	1.571428571	0.607296137	0.590155679		-1.810308707	0.818649768	-0.36279511	0.149242736	0.230878252		0.769340034	0.763518179		0.007223016		1
933000320045823	23.4	98.5	0.528192371	47.67714286		1.428571429		0	47.67714286	1.428571429	-0.596153846		-0.605128205	1.037500851	1.102651768	-1.568771884	0.041372566		-0.201281086	0.114930032		-0.079767512	0.005362359	0	
933000320045819	14.86666667	88	0.397890947	96.18857143		1.285714286		1	96.18857143	1.285714286	0.403846154		0.394871795	-0.316300266	0.905245014	-1.858317307	-0.090729089		0.326444332	0.995614855		1.079915234	0.004521488	1	
933000320045817	6.033333333	65.5	0.561728395		72.22		3.285714286	1	72.22	3.285714286	0.607296137	0.590155679		-2.388547627	0.344564572	-0.073519799	0.905418322	0.930714433		0.648034783	0.663363731		0.008576006		1
933000320045808	11.3	158	0.773424544		40.27428571		2.285714286	0	40.27428571	2.285714286	-0.392703863	-0.409844321		-1.041764985	2.024223992	-1.003628168	0.541526383	0.619795892		-0.114716063	-0.028667652		0.004895092		0
933000320046557	10.3	86	0.396144279	55.13428571		4.428571429		1	55.13428571	4.428571429	0.403846154		0.394871795	-0.504865983	0.857136124	-1.814140664	1.188827003		1.299673699	0.335335855		-0.541550232	0.004606329	1	
933000320046562	28.63333333	95	0.842592593		29.70857143		2.571428571	1	29.70857143	2.571428571	0.607296137	0.586615141		1.704111602	1.038439645	-0.016909983	0.658002666	0.702914265		-0.651847314	-0.519849273		0.008869396		1
933000320046554	19.1	115.5	0.638888889	328.6283333		2.142857143		1	328.6283333	2.142857143	0.403846154		0.394871795	0.42217554	1.447226578	-1.511669709	0.470903892		0.274959339	2.457380738		2.610328297	0.005531506	1	
933000320046556	13.8	125.75	0.7		23.25666667		0	0	23.25666667	0	-0.392703863	-0.413384859		-0.585374569	1.581128024	-0.837099529	-1.695084076	-1.627394398		-1.08754252	-0.927936612		0.0055666		0
933000320046567	15.86666667	18	0.333333333	59.94857143		2.571428571		1	59.94857143	2.571428571	0.403846154		0.394871795	-0.155019898	-2.358684967	1.024453572	0.644844652		0.459730833	0.433495517		-1.616484417	0.018518519	1	
933000320046751	12.13333333	125.75	0.611111111		38.79		0.285714286	0	38.79	0.285714286	-0.392703863	-0.416925397		-0.866230761	1.598736773	-1.013920487	-1.280715288	-1.193348925		-0.167508894	-0.086240507		0.004859731		0
933000320046308	11.16666667	62.75	0.388888889	27.99714286		2.428571429		1	27.99714286	2.428571429	0.403846154		0.394871795	-1.083301551	0.240872073	-1.30865222	0.686035354		0.405932823	-0.732139387		-2.321953751	0.006197432	1	
933000320046325	12.4	34.25	0.375	90.19857143		0.571428571		0	90.19857143	0.571428571	-0.596153846		-0.605128205	-0.824745864	-1.053956913	-0.07810476	-0.596796687		-1.193189305	0.931249662		0.041575811	0.010948905	0	
933000320046309	13.53333333	51.75	0.402777778		24.57857143		0.285714286	0	24.57857143	0.285714286	-0.392703863	-0.370898403		-0.630357327	-0.177579421	-0.232892206	-0.940763421	-0.911781562		-1.02631034	-0.850487661		0.007783145		0
933000320046314	11.63333333	120	0.388888889	151.6		0.714285714		1	151.6	0.714285714	0.403846154		0.394871795	-0.981528903	1.52426454	-2.320167507	-0.735238892		-0.735241623	1.512614784		1.300858062	0.003240741	1	
933000320046320	14.7	77.75	0.555555556		48.42		1.5	1	48.42	1.5	0.607296137	0.572452989		-0.367808108	0.651891489	-0.380656279	0.035146886	0.090632343		0.141439283	0.18696484		0.007145409		1
933000320046317	29.16666667	91.25	0.805555556	70.93166667		0.571428571		1	70.93166667	0.571428571	0.403846154		0.394871795	1.80474962	0.951114403	-0.57677418	-0.618085403		-1.079659237	0.614766379		-0.848882435	0.008828006	1	
933000320046316	15.56666667	18.25	0.208333333	50.32857143		2.428571429		1	50.32857143	2.428571429	0.403846154		0.394871795	-0.211335711	-2.286247697	0.022473875	0.677688849		0.415202357	0.207018636		-1.827638422	0.011415525	1	
933000320046311	13.4	68	0.708333333											-0.655560304	0.401311994	0.263577243							0.010416667		
933000320046312	26.9	102	0.375		66.92833333		5	1	66.92833333	5	0.607296137	0.625561059		1.497500717	1.173294616	-1.347524507	1.380385513	1.414925366		0.57793654	0.618073474		0.003676471		1
933000320046322	16.83333333	48.5	0.333333333	25.49571429		0.571428571		0	25.49571429	0.571428571	-0.596153846		-3.33E-16	0.020870414	-0.308705085	-1.098723182	-0.622581008		-0.867339541	-0.976074502		-1.423403346	0.006872852	0	
933000320046304	7.3	34.25	0.415008292	26.04857143		0.571428571		0	26.04857143	0.571428571	-0.596153846		-0.605128205	-1.068731877	-1.03116406	0.133439852	-0.61484415		-0.901649032	-0.893729195		-0.127196461	0.01211703	0	
933000320046324	14.73333333	78.75	0.351080247		38.20714286		1	1	38.20714286	1	0.607296137	0.625561059		-0.359552446	0.683252859	-1.11384345	-0.183040411	-0.135560635		-0.198760258	-0.128138149		0.004458162		1
933000320046307	15	57.25	0.608539095		22.402		1.333333333	0	22.402	1.333333333	-0.392703863	-0.374438941		-0.306060991	0.036982015	0.302135118	0.09064488	0.135642425		-1.15907573	-1.003507542		0.010629504		0
933000320046315	8.9	38	0.397890947	108.9371429		0.571428571		1	108.9371429	0.571428571	0.403846154		0.394871795	-1.573298842	-0.858107179	-0.175501112	-0.559076762		-0.998359974	1.11559375		1.246553542	0.010470814	1	
933000320046480	14.6	53.5	0.490464345	45.16142857		1.142857143		1	45.16142857	1.142857143	0.403846154		0.394871795	-0.412712401	-0.112331583	-0.505023624	-0.007344917		-0.417499528	0.067369672		-0.176545908	0.009167558	1	
933000320046319	18.43333333	84.75	0.468106996		32.70428571		2.285714286	0	32.70428571	2.285714286	-0.392703863	-0.360276789		0.299372428	0.826163631	-0.842486202	0.627739912	0.683473561		-0.472851689	-0.337034919		0.005523386		0
933000320046305	8.933333333	61.75	0.468106996		40.96666667		4.571428571	1	40.96666667	4.571428571	0.607296137	0.639723211		-1.556187257	0.213120652	-0.270982064	1.299122385	1.297094378		-0.081873387	0.002417195		0.00758068		1
933000320046302	8.9	106.5	0.86774461	71.20857143		7.142857143		1	71.20857143	7.142857143	0.403846154		0.394871795	-1.581128025	1.31424418	-0.778173714	1.966185876		2.184674151	0.631173994		0.566925982	0.008147837	1	
933000320046318	10.13333333	49	0.680555556	27.45142857		1.428571429		0	27.45142857	1.428571429	-0.596153846		-0.605128205	-1.372738818	-0.286034997	0.422274645	0.198285767		-0.189064981	-0.760375702		-1.171468972	0.013888889	0	
933000320046303	17.03333333	30.5	0.347222222		27.35142857		2.428571429	1	27.35142857	2.428571429	0.607296137	0.639723211		0.054370436	-1.274181347	0.402752844	0.699440858	0.725464778		-0.775060114	-0.624188603		0.011384335		1
933000320046306	17.36666667	71	0.527777778		59.40428571		3.285714286	1	59.40428571	3.285714286	0.607296137	0.636182673		0.114185294	0.498708859	-0.297824766	0.980979291	0.995558634		0.414910799	0.46872811		0.00743349		1
933000320046372	17.63333333	59	0.347222222	36.53333333		10.16666667		1	36.53333333	10.16666667	0.403846154		0.394871795	0.163764013	0.086359085	-1.415509351	2.382701191		3	-0.286020452		-0.582296383	0.005885122	1	
933000320046371	27.93333333	26.25	0.569444444	71.13285714		3.714285714		1	71.13285714	3.714285714	0.403846154		0.394871795	1.619355189	-1.627394421	1.394651041	1.123394407		0.999077769	0.626695156		0.554013532	0.021693122	1	
933000320046358	17.83333333	72.5	0.375		55.80333333		1.428571429	1	55.80333333	1.428571429	0.607296137	0.636182673		0.189605309	0.52953899	-0.916692787	0.200460593	0.252011897		0.366504495	0.415439697		0.005172414		1
933000320046365	11.1	126.25	0.666666667		51.42714286		0.857142857	0	51.42714286	0.857142857	-0.392703863	-0.349655175		-1.118434443	1.617308685	-0.882659172	-0.216088202	-0.167881475		0.244926067	0.293052417		0.005280528		0
933000320046515	12	168.5	0.603648425	22.65285714		0.857142857		0	22.65285714	0.857142857	-0.596153846		-0.605128205	-0.14837166	2.097435331	-2.178377099	-0.704815331		-0.612095978	-1.135226788		-0.238332326	0.003582483	0	
933000320046525	12.73333333	34.25	0.608539095	39.91428571		3.714285714		1	39.91428571	3.714285714	0.403846154		0.394871795	-0.7634423	-1.034590415	0.932566386	0.990741094		1.016774256	-0.129550871		-0.431001485	0.017767565	1	
933000320046506	12.9	70.25	0.585133745		51.73428571		2.285714286	1	51.73428571	2.285714286	0.607296137	0.547669223		-0.724125069	0.452641185	-0.132559327	0.458482715	0.521937586		0.251978004	0.298889751		0.008329306		1
933000320046510	11.6	59.75	0.631944444		38.36		0.857142857	0	38.36	0.857142857	-0.392703863	-0.452330777		-0.992086228	0.146571319	0.289292442	-0.707615031	-0.640780099		-0.189314944	-0.118257405		0.010576476		0
933000320046507	24.66666667	42.25	0.679104478	29.74714286		1.428571429		0	29.74714286	1.428571429	-0.596153846		-0.605128205	1.228654535	-0.65647044	0.715824987	-0.113750602		-0.238579983	-0.645320934		-1.017302062	0.016073479	0	
933000320046501	16.3	32.25	0.585133745	27.38571429		2		1	27.38571429	2	0.403846154		0.394871795	-0.069269782	-1.179492182	0.996236534	0.315000507		0.735242067	-0.766038562		-1.19572443	0.018143682	1	
933000320046508	13.36666667	31.75	0.351080247		50.11		0.285714286	0	50.11	0.285714286	-0.392703863	-0.452330777		-0.661542503	-1.208341139	0.353989278	-1.513368932	-1.42762499		0.199020639	0.249567505		0.011057646		0
933000320046505	11.53333333	64.25	0.509328358		38.35		0	0	38.35	0	-0.392703863	-0.452330777		-0.999078321	0.300083895	-0.195212174	-1.966190644	-1.997670173		-0.191814654	-0.122764646		0.00792729		0
933000320046516	16.03333333	36.25	0.736111111	70.96		2.142857143		0	70.96	2.142857143	-0.596153846		-0.605128205	-0.118473574	-0.932113117	1.202984536	0.390801468		0.263474332	0.62061323		0.539430755	0.020306513	0	
933000320046523	13.56666667	68	0.666666667	70.69428571		6.571428571		1	70.69428571	6.571428571	0.403846154		0.394871795	-0.622580848	0.405932992	-0.303393844	1.730629965		1.974930411	0.609275922		0.512402073	0.009803922	1	
933000320047518			0.708333333																						
933000320046504	12.16666667	94	1.055555556		47.86		3.857142857	1	47.86	3.857142857	0.607296137	0.547669223		-0.86322416	1.018937643	0.369183837	1.023942957	1.039254315		0.121328371	0.159392165		0.011229314		1
933000320046509	19.83333333	43	0.763888889		26.06857143		1.428571429	0	26.06857143	1.428571429	-0.392703863	-0.455871315		0.51246396	-0.617227042	1.184853769	-0.124909966	-0.069267584		-0.888816332	-0.723077112		0.017764858		0
933000320046511	14.5	131	0.777777778	37.58857143		1.428571429		0	37.58857143	1.428571429	-0.596153846		-0.605128205	-0.432622215	1.675992825	-1.398048493	-0.129205259		-0.176300152	-0.228974482		-0.498262964	0.005937235	0	
933000320046513	13.86666667	89.25	0.486111111	72.78428571		1.142857143		1	72.78428571	1.142857143	0.403846154		0.394871795	-0.571671398	0.916631743	-1.539857529	-0.399015841		-0.429170035	0.653869685		0.611803026	0.005446623	1	
933000320046461	19	39.25	0.805555556		55.53142857		0.428571429	0	55.53142857	0.428571429	-0.392703863	-0.455871315		0.408246639	-0.777771925	1.519482888	-1.304679529	-1.206080327		0.351017805	0.398998046		0.020523708		0
933000320046512	20.53333333	62.75	0.625		33.01333333		1.428571429	0	33.01333333	1.428571429	-0.392703863	-0.455871315		0.613938153	0.23302514	0.176872302	-0.127316941	-0.071404926		-0.43817556	-0.32102601		0.009960159		0
933000320046502	11.86666667	28	0.735696517	35.91142857		4.571428571		1	35.91142857	4.571428571	0.403846154		0.394871795	-0.16645365	-1.48574187	1.733347008	1.217613502		1.389022764	-0.323305499		0.22630049	0.026274876	1	
933000320046517	14.36666667	63.5	0.468106996	28.91857143		3.142857143		1	28.91857143	3.142857143	0.403846154		0.394871795	-0.460310819	0.266123061	-0.981807928	0.852034868		0.848550845	-0.671709871		-1.079564994	0.007371764	1	
933000320046514	15.6	58.25	0.608539095		52.57428571		1.714285714	0	52.57428571	1.714285714	-0.392703863	-0.406303783		-0.200459171	0.062866816	0.26812432	0.275414337	0.349464792		0.277872395	0.3309316		0.010447023		0
933000320046680	11.9	66.5	0.468106996		72.8		2	0	72.8	2	-0.392703863	-0.409844321		-0.933381565	0.364642772	-0.403616837	0.417523347	0.480940315		0.656651248	0.669720999		0.007039203		0
933000320046681	25	70.25	0.735696517	36.27714286		0.285714286		0	36.27714286	0.285714286	-0.596153846		-0.605128205	1.269872952	0.466903492	-0.174085779	-1.236876396		-1.573738125	-0.297324062		-0.610385095	0.010472548	0	
933000320046678	14.66666667	91	0.561728395	37.25		1.714285714		1	37.25	1.714285714	0.403846154		0.394871795	-0.384762715	0.941897896	-1.320343114	0.25730751		0.566835484	-0.241131844		-0.512173441	0.00617284	1	
933000320046677	11.06666667	95.75	0.655349794		27.05428571		1.142857143	0	27.05428571	1.142857143	-0.392703863	-0.409844321		-1.130456848	1.045770625	-0.464208492	-0.193944672	-0.144252058		-0.805626462	-0.638035141		0.006844384		0
933000320046695	7.3	120.25	0.773424544		59.88285714		1.714285714	1	59.88285714	1.714285714	0.607296137	0.590155679		-2.028439684	1.539076094	-0.586971735	0.259509665	0.33303922		0.429351584	0.484290617		0.006431805		1
933000320046696	21.83333333	51	0.888888889	31.98285714		2.571428571		1	31.98285714	2.571428571	0.403846154		0.394871795	0.83980177	-0.213085469	0.886685149	0.667155379		0.469243859	-0.52294416		-0.883894281	0.017429194	1	
933000320046679	16.03333333	43	0.458333333											-0.118473532	-0.589994484	-0.138255288							0.010658915		
933000320046694	17.13333333	180	0.527777778		36.26142857		2.571428571	1	36.26142857	2.571428571	0.607296137	0.590155679		0.067570787	2.288815759	-1.605270367	0.6644972	0.716279677		-0.300838823	-0.219245373		0.002932099		1
933000320046690	13.3	85	0.694444444		22.91428571		0.857142857	0	22.91428571	0.857142857	-0.392703863	-0.413384859		-0.680786184	0.833716219	-0.161481474	-0.527090909	-0.493130821		-1.109634235	-0.951998321		0.008169935		0
933000320046687	14.63333333	86.75	0.722222222	68.15		0.571428571		1	68.15	0.571428571	0.403846154		0.394871795	-0.395876928	0.876738454	-0.699097645	-0.836775478		-0.94032334	0.587140725		0.498105501	0.008325328	1	
933000320046688	9.033333333	65	0.652777778	111.2628571		0.285714286		0	111.2628571	0.285714286	-0.596153846		-0.605128205	-1.53862275	0.335224001	-0.248199369	-1.263076877		-1.612119757	1.130444128		1.273741989	0.010042735	0	
933000320046689	24.23333333	29.25	0.5	40.19428571		1.714285714		1	40.19428571	1.714285714	0.403846154		0.394871795	1.167544541	-1.356176707	0.837175648	0.209138285		-0.018383477	-0.121063394		-0.416772213	0.017094017	1	
933000320046697	22.26666667	28	0.5	27.33		0.857142857		0	27.33	0.857142857	-0.596153846		-3.33E-16	0.877942056	-1.465678957	0.955793428	-0.561767432		-0.655928609	-0.783664725		-1.242869011	0.017857143	0	
933000320046683	15.08333333	44	0.377280265		162.6136364		0.166666667	0	162.6136364	0.166666667	-0.392703863	-0.367357865		0.39879764	-0.547368493	-0.075833504	-1.13450091	-1.068108008		1.610842098	1.587517795		0.008574551		0
933000320046684	12.7	59.25	0.538323045		41.65916667		2	1	41.65916667	2	0.607296137	0.632642135		-0.774893288	0.116095063	0.036301958	0.491149832	0.544832643		-0.039137797	0.028164297		0.009085621		1
933000320046682	15.05	27.5	0.397890947		20.67		4.625	1	20.67	4.625	0.607296137	0.622020521		-0.294213165	-1.552069077	0.814127343	1.289827904	1.274601096		-1.383602256	-1.210788347		0.014468762		1
933000320046676	19.33333333	54.25	0.538323045		125.9114286		1.142857143	0	125.9114286	1.142857143	-0.392703863	-0.377979479		0.4479274	-0.088658855	0.169515283	-0.088274749	-0.021425145		1.264203696	1.236503153		0.009923005		0
933000320046472	15.2	102.25	0.641376451	30.65166667		2.714285714		1	30.65166667	2.714285714	0.403846154		2.22E-16	-0.272748263	1.202084112	-1.275031534	0.775580559		0.584255404	-0.613036431		-0.977166775	0.00627263	1	
933000320046685	11.95	64.25	0.655349794	33.82090909		2		1	33.82090909	2	0.403846154		2.22E-16	-0.921404189	0.302780938	-0.224236686	0.464225442		0.746450984	-0.397030681		-0.702069999	0.010199997	1	
933000320046691	18.51666667	73.25	0.468106996		131.1566667		1.833333333	0	131.1566667	1.833333333	-0.392703863	-0.381520017		0.310527661	0.547158764	-0.603313909	0.403621415	0.464469941		1.334601997	1.309341958		0.006390539		0
933000320046456	17.35	146.25	0.830016584		265.2727273		0.818181818	1	265.2727273	0.818181818	0.607296137	0.614939445		0.109162642	1.875862541	-0.809892969	-0.422285425	-0.357726005		2.218531245	2.125935378		0.005675327		1
933000320046470	28.1	12.5	0.861111111	49.35375		7.25		1	49.35375	7.25	0.403846154		2.22E-16	1.637148645	-2.811626577	3	1.949855615		2.322537903	0.174185023		-0.041764718	0.068888889	1	
933000320046455	17.41666667	131.25	0.611111111	174.118		1.8		1	174.118	1.8	0.403846154		2.22E-16	0.127056733	1.683002423	-1.783541182	0.360085816		0.030443349	1.710678158		2.063878366	0.004656085	1	
933000320046459	12.78333333	55.25	1.041666667		15.89166667		0.833333333	0	15.89166667	0.833333333	-0.392703863	-0.388601093		-0.754726294	-0.050232488	1.334969648	-0.426137154	-0.3603232		-1.695869188	-1.552214054		0.018853695		0
933000320046465	15.91666667	62.75	0.458333333		131.2788889		2.555555556	1	131.2788889	2.555555556	0.607296137	0.611398907		-0.145689667	0.244676304	-0.335970853	0.696687022	0.730367175		1.340437225	1.31686846		0.007304117		1
933000320046466	19.61666667	63	0.75	27.216		2.454545455		1	27.216	2.454545455	0.403846154		2.22E-16	0.483533159	0.257307533	0.090632012	0.654223974		0.429963229	-0.794860564		-1.272025444	0.011904762	1	
933000320046451	11.21666667	31	0.444444444	142.7022222		1.2		1	142.7022222	1.2	0.403846154		2.22E-16	-1.056873793	-1.248591536	0.476410666	-0.076387591		-0.31419819	1.446438594		1.573496089	0.014336918	1	
933000320046473	15.11666667	75.5	0.708333333		77.37636364		0.5	0	77.37636364	0.5	-0.392703863	-0.388601093		-0.283512176	0.596903746	0.070002505	-0.783553925	-0.749268474		0.740865037	0.741173219		0.009381898		0
933000320046467	16	64.75	0.625		54.38714286		1.285714286	1	54.38714286	1.285714286	0.607296137	0.611398907		-0.124910085	0.317520805	0.110077199	0.006670302	0.047606764		0.315956795	0.359318278		0.00965251		1
933000320047621	12.5	36.75	0.471600332		83.14333333		1.333333333	0	83.14333333	1.333333333	-0.392703863	-0.459411853		-0.043963605	-0.889675163	0.620010316	-0.234447974	-0.161688888		0.809894351	0.813633372		0.012832662		0
933000320047310	16.3	117	0.819187243		112.425		0.666666667	0	112.425	0.666666667	-0.392703863	-0.459411853		-0.069384738	1.471942024	-0.408226439	-0.984818453	-0.907979763		1.156721516	1.11091953		0.0070016		0
933000320047315	15.25	59	0.631944444		53.9925		1	0	53.9925	1	-0.392703863	-0.459411853		-0.267494878	0.092888295	0.317414486	-0.579217186	-0.546443083		0.308654431	0.35363211		0.010710923		0
933000320047317	17.33333333	88	0.468106996		26.71083333		0.666666667	0	26.71083333	0.666666667	-0.392703863	-0.462952391		0.106532961	0.906335387	-0.877595455	-1.020351973	-0.937807637		-0.84028072	-0.675784209		0.005319398		0
933000320047608	12.6	31.75	0.415008292											-0.783549667	-1.210731567	0.665718254							0.013071127		
933000320047620	17.16666667	54.75	0.514917695		55.58272727		0	0	55.58272727	0	-0.392703863	-0.473574005		0.077607273	-0.070531106	0.076124526	-2.100511221	-2.162415813		0.358220258	0.409044537		0.009404889		0
933000320047604	16.9	53.5	0.491512346		82.54333333		4	1	82.54333333	4	0.607296137	0.526425995		0.033015813	-0.109902216	0.051945643	1.045783667	1.066373383		0.794717886	0.792253179		0.009187147		1
933000320047602	20.71666667	116	0.792288557		147.2509091		0.166666667	0	147.2509091	0.166666667	-0.392703863	-0.473574005		0.651273577	1.460838645	-0.476407552	-1.85412362	-1.781924079		1.48858038	1.455780966		0.006830074		0
933000320047607	22.85	47.25	0.819444444		98.44833333		2	0	98.44833333	2	-0.392703863	-0.473574005		0.944440144	-0.392096039	1.15627601	0.252907475	0.33971697		1.020303953	0.969420829		0.01734274		0
933000320047618	23.7	65.5	0.611111111		101.615		5	1	101.615	5	0.607296137	0.526425995		1.087401295	0.353285711	0.063933503	1.251101414	1.259970044		1.051157425	1.002706116		0.009329941		1
933000320047637	21.45	36.75	0.514917695	51.44416667		0.333333333		0	51.44416667	0.333333333	-0.596153846		-0.605128205	-0.401424956	-0.905819871	0.435810419	-1.447231882		-1.531105124	0.246751797		0.030674874	0.014011366	0	
933000320047650	13.75	40.5	0.865997942	51.14		0.5		0	51.14	0.5	-0.596153846		-0.605128205	-2.122229656	-0.729672354	1.362953016	-1.225757568		-1.274035096	0.233070766		0.006628841	0.021382665	0	
933000320047629	18.33333333	54.75	0.527777778		48.66727273		0	0	48.66727273	0	-0.392703863	-0.473574005		0.275124504	-0.075708646	0.107501165	-2.081554338	-2.140857816		0.155038338	0.201278142		0.009639777		0
933000320047648	23.5	110.25	0.75											1.053158162	1.389022751	-0.49810329							0.006802721		
933000320047631	17.98333333	36.75	0.561728395	28.08333333		2.583333333		1	28.08333333	2.583333333	0.403846154		0.394871795	-1.096068731	-0.90512364	0.635188866	0.574768372		0.510037097	-0.726066966		-1.122474379	0.015285126	1	
933000320047643	24.18333333	59	0.660240464	54.13916667		3.25		1	54.13916667	3.25	0.403846154		0.394871795	0.111805225	0.105413421	-0.026375409	0.817028363		0.901945033	0.312246489		0.151709745	0.011190516	1	
933000320047628	26.41666667	79.75	0.694444444											1.465907085	0.724125109	-0.047915581							0.008707767		
933000320047641	21.85	47.5	0.388888889		103.2525		1.333333333	0	103.2525	1.333333333	-0.392703863	-0.480655081		0.843065795	-0.378093872	-0.152797221	-0.324152433	-0.25122207		1.06850604	1.01883733		0.008187135		0
933000320047627	17.95	73.75	0.678755144	52.63		3.166666667		1	52.63	3.166666667	0.403846154		0.394871795	-1.1106305	0.559177215	-0.481800934	0.789801771		1.150827585	0.28177847		0.054675866	0.00920346	1	
933000320047647	17.15	43	0.538323045											-1.285651387	-0.604313735	0.206999803							0.012519141		
933000320047644	20.33333333	71	0.638888889											0.573491666	0.502773976	0.016345524							0.008998435		
933000320047630	24.51666667	53	0.697968491		50.07416667		0.833333333	0	50.07416667	0.833333333	-0.392703863	-0.470033467		0.172004973	-0.135634429	0.676033395	-0.821200964	-0.76484113		0.196026218	0.24528105		0.013169217		0
933000320047774	25.43333333	48	0.472222222	34.425		1.666666667		0	34.425	1.666666667	-0.596153846		-0.605128205	0.330493839	-0.326649443	-0.293275092	0.02043392		-0.043672201	-0.36997966		-0.68592732	0.009837963	0	
933000320047761	43.96666667	47.5	0.791666667	74.56833333		2.166666667		1	74.56833333	2.166666667	0.403846154		0.394871795	2.495622867	-0.374104683	0.787034932	0.35218079		0.290474746	0.694010746		0.656256786	0.016666667	1	
933000320047772	30.01666667	24.25	0.430555556		136.5063636		0	0	136.5063636	0	-0.392703863	-0.470033467		1.006316925	-1.772568797	1.180195871	-2.049424267	-2.082773016		1.384311243	1.368403649		0.017754868		0
933000320047751	30.61666667	50.75	0.416666667		48.93583333		0.833333333	0	48.93583333	0.833333333	-0.392703863	-0.473574005		1.101772631	-0.22005494	-0.149639384	-0.855816959	-0.786611584		0.169663969	0.222733672		0.008210181		0
933000320047763	26.96666667	57.25	0.652777778	73.18333333		3.583333333		1	73.18333333	3.583333333	0.403846154		0.394871795	0.550547204	0.03941989	0.019958065	0.911539984		0.977256488	0.670447461		0.640088895	0.011402232	1	
933000320047765	20.48333333	45	0.736111111	26.23416667		1		0	26.23416667	1	-0.596153846		-0.605128205	-0.604585347	-0.500912517	0.74717589	-0.631270767		-0.485382567	-0.871515402		-1.329865823	0.016358025	0	
933000320047766	22.95	56	0.402777778		28.20181818		0.333333333	0	28.20181818	0.333333333	-0.392703863	-0.494817233		0.975867379	-0.008819883	-0.369154508	-1.741700438	-1.668611219		-0.708128607	-0.574890406		0.00719246		0
933000320047773	27.08333333	33	0.513888889		31.958		2	1	31.958	2	0.607296137	0.505182767		1.529105305	-1.146653285	0.971637296	0.179058182	0.257937012		-0.527303855	-0.393132386		0.015572391		1
933000320047787	24.86666667	38.5	0.583333333		107.3716667		2	1	107.3716667	2	0.607296137	0.526425995		0.22929316	-0.832518193	0.898918248	0.250708977	0.34423288		1.089823868	1.046769467		0.015151515		1
933000320047778	26.23333333	33	0.569444444		55.24272727		1.833333333	1	55.24272727	1.833333333	0.607296137	0.522885457		0.452633629	-1.150964011	1.145572063	0.105612233	0.200384308		0.342012568	0.385519239		0.017255892		1
933000320047796	21.6	22.25	0.319444444		26.38416667		1.666666667	0	26.38416667	1.666666667	-0.392703863	-0.480655081		-0.342815054	-2.025035081	0.79817854	-0.033015877	0.036950103		-0.861413031	-0.695707309		0.014357054		0
933000320047792	23.66666667	81.5	0.666666667		87.5675		1.583333333	1	87.5675	1.583333333	0.607296137	0.519344919		0.022991935	0.763442302	-0.155450772	-0.105418508	-0.031271202		0.866998329	0.873015826		0.008179959		1
933000320046976	14.98333333	38.75	0.660240464	36.15166667		6.083333333		1	36.15166667	6.083333333	0.403846154		0.394871795	0.380622482	-0.794638979	0.826527194	1.545225894		0.55416929	-0.312362025		0.237962107	0.017038464	1	
933000320047433	28.83333333	43.5	0.585133745	64.08083333		2.5		1	64.08083333	2.5	0.403846154		0.394871795	1.78250281	-0.563659657	0.355934476	0.43872253		-2.59532749	0.511074979		0.403899785	0.01345135	1	
933000320047437	17.21666667	56	1.19367284		42.20545455		1.666666667	0	42.20545455	1.666666667	-0.392703863	-0.505438847		0.085557539	-0.007453931	1.57893746	-0.116339517	-0.047829138		-0.017803443	0.054520892		0.021315586		0
933000320047430	22.18333333	23.75	0.608539095		102.983		0.833333333	0	102.983	0.833333333	-0.392703863	-0.508979385		0.873723818	-1.88467866	1.89304769	-1.059574695	-0.993597388		1.064218331	1.012575825		0.025622699		0
